state_abbr,data_year,population,Gender,Civilian,Officer
AK,2003,656222,Female,477,113
AK,2003,656222,Male,223,1079
AK,2004,663616,Female,477,127
AK,2004,663616,Male,224,1143
AK,2005,664150,Female,468,119
AK,2005,664150,Male,201,1097
AK,2006,670527,Female,485,126
AK,2006,670527,Male,237,1133
AK,2007,683918,Female,454,119
AK,2007,683918,Male,235,1127
AK,2008,686732,Female,474,119
AK,2008,686732,Male,234,1180
AK,2009,698901,Female,474,109
AK,2009,698901,Male,246,1195
AK,2010,711456,Female,474,106
AK,2010,711456,Male,256,1152
AK,2011,726397,Female,474,109
AK,2011,726397,Male,239,1218
AK,2012,735666,Female,455,109
AK,2012,735666,Male,237,1224
AK,2013,739005,Female,443,113
AK,2013,739005,Male,191,1248
AK,2014,740644,Female,459,116
AK,2014,740644,Male,236,1209
AK,2015,743350,Female,456,116
AK,2015,743350,Male,235,1200
AK,2016,747188,Female,472,113
AK,2016,747188,Male,256,1156
AK,2017,744849,Female,437,112
AK,2017,744849,Male,249,1135
AL,1960,4399070,Male,219,1963
AL,1961,4012225,Male,257,2052
AL,1962,4220574,Male,204,1551
AL,1963,4555809,Male,279,1679
AL,1964,4293233,Male,267,1597
AL,1965,4074150,Male,314,2116
AL,1966,3900760,Male,356,2173
AL,1967,4214652,Male,400,2148
AL,1968,4362519,Male,248,1795
AL,1969,4282222,Male,349,1923
AL,1970,4069782,Male,472,2457
AL,1971,4018343,Female,74,17
AL,1971,4018343,Male,288,2778
AL,1972,3784070,Female,420,130
AL,1972,3784070,Male,619,4588
AL,1973,4748421,Female,520,202
AL,1973,4748421,Male,546,5715
AL,1974,4131885,Female,534,186
AL,1974,4131885,Male,466,5151
AL,1975,4395571,Female,609,232
AL,1975,4395571,Male,598,5694
AL,1976,4516181,Female,729,342
AL,1976,4516181,Male,704,6487
AL,1977,3886891,Female,803,283
AL,1977,3886891,Male,777,5826
AL,1978,3905503,Female,836,330
AL,1978,3905503,Male,885,5899
AL,1979,3935045,Female,986,405
AL,1979,3935045,Male,848,5905
AL,1980,4063282,Female,1102,389
AL,1980,4063282,Male,778,5858
AL,1981,4252065,Female,1194,355
AL,1981,4252065,Male,856,6136
AL,1982,4238973,Female,1221,362
AL,1982,4238973,Male,860,6069
AL,1983,4226834,Female,1609,375
AL,1983,4226834,Male,1127,6773
AL,1984,4212538,Female,1719,381
AL,1984,4212538,Male,1139,6751
AL,1985,4292706,Female,1871,405
AL,1985,4292706,Male,1267,6811
AL,1986,4498599,Female,1971,533
AL,1986,4498599,Male,1313,7399
AL,1987,4554378,Female,2052,512
AL,1987,4554378,Male,1349,7340
AL,1988,4624555,Female,2166,528
AL,1988,4624555,Male,1389,7536
AL,1989,4698090,Female,2201,591
AL,1989,4698090,Male,1416,7802
AL,1990,4158511,Female,2173,595
AL,1990,4158511,Male,1294,7478
AL,1991,8104322,Female,3810,1048
AL,1991,8104322,Male,2518,14040
AL,1992,7593055,Female,3626,1135
AL,1992,7593055,Male,2236,13179
AL,1993,7311570,Female,3589,1081
AL,1993,7311570,Male,2461,13090
AL,1994,7430489,Female,3743,1116
AL,1994,7430489,Male,2410,13385
AL,1995,7398222,Female,4021,1078
AL,1995,7398222,Male,2772,13667
AL,1996,4341388,Female,2894,719
AL,1996,4341388,Male,1764,8794
AL,1997,4388086,Female,2618,725
AL,1997,4388086,Male,1591,8238
AL,1998,4414850,Female,3045,744
AL,1998,4414850,Male,1779,9341
AL,1999,4416008,Female,3050,777
AL,1999,4416008,Male,1796,9475
AL,2000,4488050,Female,3176,769
AL,2000,4488050,Male,1847,9529
AL,2001,4508647,Female,3340,755
AL,2001,4508647,Male,1872,9504
AL,2002,4516995,Female,3218,769
AL,2002,4516995,Male,1909,9523
AL,2003,4531274,Female,3344,752
AL,2003,4531274,Male,1906,9725
AL,2004,4689646,Female,3472,787
AL,2004,4689646,Male,2026,10114
AL,2005,4575157,Female,3294,782
AL,2005,4575157,Male,1929,9910
AL,2006,4616525,Female,3505,776
AL,2006,4616525,Male,2039,9910
AL,2007,4646319,Female,3695,759
AL,2007,4646319,Male,2092,10126
AL,2008,4940876,Female,3828,834
AL,2008,4940876,Male,2345,10877
AL,2009,5319809,Female,4183,884
AL,2009,5319809,Male,2608,11847
AL,2010,5638613,Female,3964,999
AL,2010,5638613,Male,2521,11919
AL,2011,4950667,Female,3738,834
AL,2011,4950667,Male,2180,11241
AL,2012,5190846,Female,3830,856
AL,2012,5190846,Male,2420,11171
AL,2013,5363659,Female,3908,846
AL,2013,5363659,Male,2326,11686
AL,2014,5486497,Female,3944,960
AL,2014,5486497,Male,2251,12052
AL,2015,5295404,Female,3908,905
AL,2015,5295404,Male,2298,11616
AL,2016,5145855,Female,3772,881
AL,2016,5145855,Male,2244,11445
AL,2017,5135776,Female,1827,365
AL,2017,5135776,Male,1261,5200
AR,1960,2401768,Male,63,849
AR,1961,2171870,Male,64,573
AR,1962,2264092,Male,50,649
AR,1963,2302117,Male,70,641
AR,1964,2369054,Male,60,669
AR,1965,2230318,Male,65,768
AR,1966,2333595,Male,56,739
AR,1967,2254651,Male,95,828
AR,1968,2400364,Male,87,907
AR,1969,2307809,Male,65,977
AR,1970,2291608,Male,97,1105
AR,1971,2280869,Female,49,12
AR,1971,2280869,Male,69,1318
AR,1972,2278465,Female,176,71
AR,1972,2278465,Male,205,2184
AR,1973,2801186,Female,289,89
AR,1973,2801186,Male,205,2608
AR,1974,2500755,Female,272,99
AR,1974,2500755,Male,204,2242
AR,1975,2442233,Female,301,152
AR,1975,2442233,Male,245,2468
AR,1976,2549158,Female,299,215
AR,1976,2549158,Male,247,2645
AR,1977,2587669,Female,381,277
AR,1977,2587669,Male,322,2929
AR,1978,2409004,Female,420,281
AR,1978,2409004,Male,311,2807
AR,1979,2296596,Female,470,227
AR,1979,2296596,Male,295,2795
AR,1980,2402396,Female,465,245
AR,1980,2402396,Male,289,2593
AR,1981,2560223,Female,510,251
AR,1981,2560223,Male,351,2841
AR,1982,2462354,Female,539,235
AR,1982,2462354,Male,340,2846
AR,1983,2429207,Female,670,251
AR,1983,2429207,Male,440,3339
AR,1984,2414691,Female,746,222
AR,1984,2414691,Male,421,3322
AR,1985,2457026,Female,792,217
AR,1985,2457026,Male,452,3377
AR,1986,2522511,Female,838,206
AR,1986,2522511,Male,503,3393
AR,1987,2480157,Female,869,144
AR,1987,2480157,Male,616,3235
AR,1988,2581996,Female,943,165
AR,1988,2581996,Male,663,3300
AR,1989,2508605,Female,978,158
AR,1989,2508605,Male,672,3364
AR,1990,2486839,Female,1023,168
AR,1990,2486839,Male,780,3557
AR,1991,2463821,Female,1094,182
AR,1991,2463821,Male,838,3576
AR,1992,2460041,Female,1118,193
AR,1992,2460041,Male,803,3681
AR,1993,2486946,Female,1164,211
AR,1993,2486946,Male,886,3755
AR,1994,2535942,Female,1261,250
AR,1994,2535942,Male,978,3980
AR,1995,2541921,Female,1319,354
AR,1995,2541921,Male,859,4393
AR,1996,2696442,Female,1429,395
AR,1996,2696442,Male,948,4730
AR,1997,2751304,Female,1385,381
AR,1997,2751304,Male,924,4413
AR,1998,2727791,Female,1652,463
AR,1998,2727791,Male,1089,5116
AR,1999,2779185,Female,1740,555
AR,1999,2779185,Male,1040,5308
AR,2000,2934348,Female,1814,541
AR,2000,2934348,Male,1130,5315
AR,2001,3387417,Female,2128,630
AR,2001,3387417,Male,1303,6132
AR,2002,4150375,Female,2536,780
AR,2002,4150375,Male,1648,7234
AR,2003,4420373,Female,2898,853
AR,2003,4420373,Male,1715,7965
AR,2004,3312968,Female,2149,766
AR,2004,3312968,Male,1317,6439
AR,2005,3325915,Female,2189,638
AR,2005,3325915,Male,1316,6340
AR,2006,3181296,Female,2146,623
AR,2006,3181296,Male,1270,5964
AR,2007,3061835,Female,2114,639
AR,2007,3061835,Male,1258,5987
AR,2008,3045519,Female,2406,505
AR,2008,3045519,Male,1416,5930
AR,2009,3011786,Female,2374,555
AR,2009,3011786,Male,1512,6054
AR,2010,3244947,Female,2512,530
AR,2010,3244947,Male,1673,6357
AR,2011,3133400,Female,2324,541
AR,2011,3133400,Male,1457,6208
AR,2012,3353356,Female,2448,565
AR,2012,3353356,Male,1490,6573
AR,2013,3171490,Female,2421,535
AR,2013,3171490,Male,1511,6473
AR,2014,3119997,Female,2284,549
AR,2014,3119997,Male,1610,6276
AR,2015,3131415,Female,2452,544
AR,2015,3131415,Male,1593,6310
AR,2016,3064998,Female,2335,589
AR,2016,3064998,Male,1602,6283
AR,2017,3021597,Female,2042,567
AR,2017,3021597,Male,1513,5408
AZ,1960,1366305,Male,159,1073
AZ,1961,1390812,Male,95,839
AZ,1962,1544737,Male,189,1453
AZ,1963,1654782,Male,228,1631
AZ,1964,1639330,Male,252,2010
AZ,1965,1710093,Male,258,1884
AZ,1966,1711697,Male,325,1802
AZ,1967,1794788,Male,375,1931
AZ,1968,1757001,Male,398,2308
AZ,1969,1826863,Male,466,2393
AZ,1970,1834386,Male,545,2650
AZ,1971,1994391,Female,296,16
AZ,1971,1994391,Male,338,3130
AZ,1972,2052846,Female,591,106
AZ,1972,2052846,Male,594,4060
AZ,1973,3320546,Female,869,187
AZ,1973,3320546,Male,546,5576
AZ,1974,2383850,Female,784,121
AZ,1974,2383850,Male,526,4201
AZ,1975,2440541,Female,923,159
AZ,1975,2440541,Male,649,4633
AZ,1976,2322104,Female,937,178
AZ,1976,2322104,Male,607,4370
AZ,1977,2311984,Female,1057,168
AZ,1977,2311984,Male,831,4358
AZ,1978,2371945,Female,1202,194
AZ,1978,2371945,Male,881,4485
AZ,1979,2471651,Female,1294,211
AZ,1979,2471651,Male,876,4681
AZ,1980,2737503,Female,1430,218
AZ,1980,2737503,Male,854,4710
AZ,1981,2807829,Female,1457,216
AZ,1981,2807829,Male,1007,4707
AZ,1982,2927262,Female,1567,235
AZ,1982,2927262,Male,1082,4857
AZ,1983,2983794,Female,1888,286
AZ,1983,2983794,Male,1507,5780
AZ,1984,3180289,Female,2118,336
AZ,1984,3180289,Male,1574,6102
AZ,1985,3332623,Female,2334,400
AZ,1985,3332623,Male,1968,6157
AZ,1986,3330712,Female,2472,440
AZ,1986,3330712,Male,1975,6358
AZ,1987,3643719,Female,2799,522
AZ,1987,3643719,Male,2322,6833
AZ,1988,3607435,Female,2488,476
AZ,1988,3607435,Male,1828,5921
AZ,1989,4086741,Female,3022,638
AZ,1989,4086741,Male,2341,7724
AZ,1990,3774980,Female,2878,581
AZ,1990,3774980,Male,2293,7214
AZ,1991,3778456,Female,2936,602
AZ,1991,3778456,Male,2267,7162
AZ,1992,3952719,Female,3001,665
AZ,1992,3952719,Male,2560,7156
AZ,1993,4021269,Female,3076,695
AZ,1993,4021269,Male,2677,7364
AZ,1994,4143152,Female,3034,745
AZ,1994,4143152,Male,2628,7518
AZ,1995,4478561,Female,3494,858
AZ,1995,4478561,Male,3016,8294
AZ,1996,4566442,Female,3616,903
AZ,1996,4566442,Male,3076,8349
AZ,1997,5076386,Female,3661,943
AZ,1997,5076386,Male,3064,8266
AZ,1998,4890679,Female,4082,1028
AZ,1998,4890679,Male,3378,9165
AZ,1999,4944440,Female,4198,1108
AZ,1999,4944440,Male,3463,9523
AZ,2000,5248863,Female,4319,1117
AZ,2000,5248863,Male,3364,9461
AZ,2001,5451960,Female,4483,1159
AZ,2001,5451960,Male,3366,9884
AZ,2002,5599140,Female,4636,1202
AZ,2002,5599140,Male,3256,10039
AZ,2003,5746332,Female,4679,1209
AZ,2003,5746332,Male,3361,10180
AZ,2004,6044315,Female,4988,1239
AZ,2004,6044315,Male,3968,10576
AZ,2005,6409755,Female,5295,1269
AZ,2005,6409755,Male,4492,10998
AZ,2006,6450151,Female,5408,1296
AZ,2006,6450151,Male,4568,11070
AZ,2007,6614301,Female,5589,1364
AZ,2007,6614301,Male,4680,11582
AZ,2008,6748004,Female,5672,1425
AZ,2008,6748004,Male,4657,11973
AZ,2009,6630821,Female,5522,1395
AZ,2009,6630821,Male,4635,11815
AZ,2010,6643848,Female,5404,1404
AZ,2010,6643848,Male,4513,11835
AZ,2011,6520940,Female,5108,1330
AZ,2011,6520940,Male,4340,11245
AZ,2012,6681678,Female,5553,1429
AZ,2012,6681678,Male,4623,11962
AZ,2013,6777259,Female,5077,1306
AZ,2013,6777259,Male,4502,11150
AZ,2014,6767669,Female,5441,1338
AZ,2014,6767669,Male,4821,11441
AZ,2015,6885540,Female,5411,1420
AZ,2015,6885540,Male,4774,11826
AZ,2016,7090429,Female,5675,1375
AZ,2016,7090429,Male,4842,11735
AZ,2017,7037119,Female,5379,1382
AZ,2017,7037119,Male,4509,11480
CA,1960,16368213,Male,2991,16013
CA,1961,16321400,Male,4613,22292
CA,1962,17523904,Male,5009,22989
CA,1963,18184281,Male,4191,20780
CA,1964,18779661,Male,4062,19452
CA,1965,19465525,Male,6253,24615
CA,1966,19971470,Male,7007,26621
CA,1967,19872414,Male,7055,26958
CA,1968,20296765,Male,5944,23515
CA,1969,20548835,Male,6237,24372
CA,1970,20930077,Male,9347,32782
CA,1971,20546248,Female,2872,376
CA,1971,20546248,Male,4331,34654
CA,1972,21255617,Female,9205,1306
CA,1972,21255617,Male,5765,48888
CA,1973,20876397,Female,8279,1320
CA,1973,20876397,Male,3882,38484
CA,1974,21313836,Female,8782,1436
CA,1974,21313836,Male,4396,39477
CA,1975,21476768,Female,9264,1643
CA,1975,21476768,Male,5070,40191
CA,1976,21941777,Female,9117,1778
CA,1976,21941777,Male,5349,40184
CA,1977,23079225,Female,11373,2218
CA,1977,23079225,Male,6513,48164
CA,1978,22699918,Female,10622,2236
CA,1978,22699918,Male,6191,46185
CA,1979,23197269,Female,11251,2422
CA,1979,23197269,Male,5849,46111
CA,1980,23683603,Female,10527,2546
CA,1980,23683603,Male,5220,39744
CA,1981,24289535,Female,11145,2853
CA,1981,24289535,Male,5520,41258
CA,1982,24926804,Female,11625,3001
CA,1982,24926804,Male,5657,41851
CA,1983,25576674,Female,13272,3515
CA,1983,25576674,Male,7275,47817
CA,1984,25830910,Female,14231,3754
CA,1984,25830910,Male,7130,48657
CA,1985,26567051,Female,15200,3776
CA,1985,26567051,Male,7072,47784
CA,1986,27193441,Female,15598,4100
CA,1986,27193441,Male,7274,48881
CA,1987,27894113,Female,15637,4328
CA,1987,27894113,Male,7191,49156
CA,1988,28842764,Female,15459,4150
CA,1988,28842764,Male,6387,47600
CA,1989,29504977,Female,17541,5349
CA,1989,29504977,Male,8179,52744
CA,1990,30350141,Female,18304,5916
CA,1990,30350141,Male,8423,54885
CA,1991,30693453,Female,19096,6118
CA,1991,30693453,Male,8854,55485
CA,1992,31158482,Female,19094,6023
CA,1992,31158482,Male,8885,54701
CA,1993,31495250,Female,18243,6051
CA,1993,31495250,Male,9063,53910
CA,1994,31681854,Female,18783,6316
CA,1994,31681854,Male,9214,54499
CA,1995,31904960,Female,19528,6898
CA,1995,31904960,Male,10026,56692
CA,1996,32240347,Female,20712,7356
CA,1996,32240347,Male,10173,59116
CA,1997,32404669,Female,19215,7002
CA,1997,32404669,Male,9196,53642
CA,1998,32788290,Female,21348,7938
CA,1998,32788290,Male,10774,60959
CA,1999,33244695,Female,23968,8853
CA,1999,33244695,Male,12781,65389
CA,2000,34063830,Female,23643,8764
CA,2000,34063830,Male,12616,64639
CA,2001,34608381,Female,25234,9490
CA,2001,34608381,Male,14184,70902
CA,2002,35469498,Female,25810,9425
CA,2002,35469498,Male,14927,67424
CA,2003,36032926,Female,26530,9718
CA,2003,36032926,Male,14328,68433
CA,2004,36151800,Female,25844,9662
CA,2004,36151800,Male,14028,67307
CA,2005,36421230,Female,25846,9740
CA,2005,36421230,Male,14342,67205
CA,2006,36685882,Female,26499,9950
CA,2006,36685882,Male,14943,68255
CA,2007,36696956,Female,27825,10257
CA,2007,36696956,Male,15601,70880
CA,2008,36877380,Female,28098,10951
CA,2008,36877380,Male,15062,72942
CA,2009,37220025,Female,27679,10840
CA,2009,37220025,Male,14882,72233
CA,2010,37421024,Female,26301,10638
CA,2010,37421024,Male,14840,71162
CA,2011,37928199,Female,25719,10281
CA,2011,37928199,Male,13861,68630
CA,2012,38206191,Female,25720,10308
CA,2012,38206191,Male,14821,67785
CA,2013,38498377,Female,25815,10159
CA,2013,38498377,Male,14940,67770
CA,2014,38970399,Female,26292,10193
CA,2014,38970399,Male,15363,68250
CA,2015,39469712,Female,26162,10167
CA,2015,39469712,Male,15295,68706
CA,2016,39454294,Female,26174,10306
CA,2016,39454294,Male,15601,68699
CA,2017,39713887,Female,25474,10337
CA,2017,39713887,Male,15470,68403
CO,1960,1907470,Male,213,1363
CO,1961,1889199,Male,226,1614
CO,1962,2117463,Male,259,1656
CO,1963,2081360,Male,294,1814
CO,1964,2214987,Male,282,1821
CO,1965,2094256,Male,313,1904
CO,1966,2146796,Male,284,1826
CO,1967,2149781,Male,327,2190
CO,1968,2179445,Male,327,2402
CO,1969,2333498,Male,392,2329
CO,1970,2377306,Male,607,3016
CO,1971,2531857,Female,72,61
CO,1971,2531857,Male,293,3253
CO,1972,2500212,Female,576,189
CO,1972,2500212,Male,390,4113
CO,1973,3505471,Female,778,357
CO,1973,3505471,Male,354,5190
CO,1974,2761096,Female,752,349
CO,1974,2761096,Male,322,4783
CO,1975,2699965,Female,950,306
CO,1975,2699965,Male,533,5460
CO,1976,2965977,Female,1120,356
CO,1976,2965977,Male,548,5963
CO,1977,3181482,Female,1295,384
CO,1977,3181482,Male,544,6338
CO,1978,2773561,Female,1206,389
CO,1978,2773561,Male,498,5791
CO,1979,2909125,Female,1482,454
CO,1979,2909125,Male,564,6293
CO,1980,3749326,Female,1716,560
CO,1980,3749326,Male,492,6579
CO,1981,3204197,Female,1509,622
CO,1981,3204197,Male,410,6082
CO,1982,3155414,Female,1524,564
CO,1982,3155414,Male,489,5873
CO,1983,3192526,Female,1659,621
CO,1983,3192526,Male,541,6451
CO,1984,3251321,Female,1804,637
CO,1984,3251321,Male,645,6538
CO,1985,3261293,Female,1886,644
CO,1985,3261293,Male,709,6519
CO,1986,3315747,Female,1883,737
CO,1986,3315747,Male,697,6653
CO,1987,3332589,Female,2050,745
CO,1987,3332589,Male,636,6699
CO,1988,3325321,Female,1994,772
CO,1988,3325321,Male,684,6726
CO,1989,3357359,Female,2001,789
CO,1989,3357359,Male,746,6793
CO,1990,3339552,Female,2129,809
CO,1990,3339552,Male,763,6900
CO,1991,3853144,Female,2467,1002
CO,1991,3853144,Male,950,8075
CO,1992,3756556,Female,2383,1016
CO,1992,3756556,Male,852,7622
CO,1993,4362014,Female,2638,1148
CO,1993,4362014,Male,957,8789
CO,1994,4737741,Female,3273,1206
CO,1994,4737741,Male,1499,9898
CO,1995,5294939,Female,3543,1309
CO,1995,5294939,Male,1925,10480
CO,1996,5492001,Female,3873,1514
CO,1996,5492001,Male,1579,11051
CO,1997,4305160,Female,2946,1320
CO,1997,4305160,Male,1340,8939
CO,1998,4113879,Female,3133,1365
CO,1998,4113879,Male,1438,9157
CO,1999,4466495,Female,3493,1344
CO,1999,4466495,Male,1772,9912
CO,2000,5445709,Female,3880,1552
CO,2000,5445709,Male,1817,11073
CO,2001,5412707,Female,4075,1635
CO,2001,5412707,Male,1971,11265
CO,2002,4926932,Female,3777,1559
CO,2002,4926932,Male,1658,10727
CO,2003,5142626,Female,3844,1654
CO,2003,5142626,Male,1699,10801
CO,2004,5057138,Female,3820,1641
CO,2004,5057138,Male,1729,10594
CO,2005,4814561,Female,3636,1660
CO,2005,4814561,Male,1726,10644
CO,2006,4908722,Female,3781,1648
CO,2006,4908722,Male,1728,10670
CO,2007,5058043,Female,3842,1659
CO,2007,5058043,Male,1889,10923
CO,2008,5272577,Female,3953,1817
CO,2008,5272577,Male,1954,11567
CO,2009,5226268,Female,4002,1701
CO,2009,5226268,Male,2068,11217
CO,2010,5508107,Female,4213,1818
CO,2010,5508107,Male,2213,11732
CO,2011,5480305,Female,4409,1660
CO,2011,5480305,Male,2292,11298
CO,2012,5498748,Female,3969,1680
CO,2012,5498748,Male,2112,11344
CO,2013,5460630,Female,3781,1811
CO,2013,5460630,Male,1894,11312
CO,2014,5630858,Female,3602,2026
CO,2014,5630858,Male,2493,11156
CO,2015,5831521,Female,4206,1701
CO,2015,5831521,Male,2410,11814
CO,2016,5915026,Female,4331,1762
CO,2016,5915026,Male,2483,11785
CO,2017,5661529,Female,3847,1644
CO,2017,5661529,Male,2198,10729
CT,1960,2684393,Male,635,4214
CT,1961,2633862,Male,407,3874
CT,1962,2756794,Male,215,3493
CT,1963,2766716,Male,221,3407
CT,1964,2899008,Male,181,3197
CT,1965,2974598,Male,230,3675
CT,1966,3085011,Male,207,3513
CT,1967,3101100,Male,262,3863
CT,1968,3094500,Male,267,3803
CT,1969,3196198,Male,336,4099
CT,1970,3268254,Male,420,4449
CT,1971,3271754,Female,172,21
CT,1971,3271754,Male,192,4903
CT,1972,3406256,Female,457,66
CT,1972,3406256,Male,346,6173
CT,1973,4736933,Female,488,104
CT,1973,4736933,Male,307,8070
CT,1974,3363904,Female,383,65
CT,1974,3363904,Male,214,5546
CT,1975,3562726,Female,430,84
CT,1975,3562726,Male,283,5866
CT,1976,3584148,Female,491,88
CT,1976,3584148,Male,255,5777
CT,1977,3860284,Female,575,114
CT,1977,3860284,Male,315,6314
CT,1978,3314412,Female,534,120
CT,1978,3314412,Male,278,5559
CT,1979,3474807,Female,528,144
CT,1979,3474807,Male,296,5817
CT,1980,3253353,Female,510,150
CT,1980,3253353,Male,246,5218
CT,1981,3550362,Female,578,187
CT,1981,3550362,Male,306,5799
CT,1982,3309952,Female,599,192
CT,1982,3309952,Male,240,5459
CT,1983,3213208,Female,828,250
CT,1983,3213208,Male,478,6342
CT,1984,3246603,Female,878,297
CT,1984,3246603,Male,483,6507
CT,1985,3242075,Female,907,313
CT,1985,3242075,Male,469,6469
CT,1986,3276346,Female,953,342
CT,1986,3276346,Male,544,6491
CT,1987,3403796,Female,1042,392
CT,1987,3403796,Male,519,7029
CT,1988,3336088,Female,1067,388
CT,1988,3336088,Male,534,6843
CT,1989,3324648,Female,1082,403
CT,1989,3324648,Male,525,6814
CT,1990,3367735,Female,1127,428
CT,1990,3367735,Male,534,6990
CT,1991,3455567,Female,1356,485
CT,1991,3455567,Male,659,7799
CT,1992,3360593,Female,1143,425
CT,1992,3360593,Male,517,6741
CT,1993,3355486,Female,1164,455
CT,1993,3355486,Male,534,6725
CT,1994,3360144,Female,1187,480
CT,1994,3360144,Male,582,6756
CT,1995,3356858,Female,1138,532
CT,1995,3356858,Male,578,6891
CT,1996,3355827,Female,1450,601
CT,1996,3355827,Male,839,7869
CT,1997,3359730,Female,908,489
CT,1997,3359730,Male,366,6138
CT,1998,3547702,Female,1271,620
CT,1998,3547702,Male,638,7583
CT,1999,3763339,Female,1398,728
CT,1999,3763339,Male,707,8145
CT,2000,4283356,Female,1644,729
CT,2000,4283356,Male,1074,8707
CT,2001,4178846,Female,1544,769
CT,2001,4178846,Male,924,8777
CT,2002,5233694,Female,2262,965
CT,2002,5233694,Male,1454,11079
CT,2003,4202611,Female,1345,952
CT,2003,4202611,Male,807,8690
CT,2004,4083112,Female,1379,951
CT,2004,4083112,Male,802,8504
CT,2005,4061364,Female,1327,953
CT,2005,4061364,Male,772,8367
CT,2006,3764006,Female,1199,804
CT,2006,3764006,Male,753,7651
CT,2007,3817352,Female,1204,808
CT,2007,3817352,Male,818,7835
CT,2008,3640379,Female,1231,803
CT,2008,3640379,Male,816,7974
CT,2009,3609641,Female,1178,796
CT,2009,3609641,Male,784,7882
CT,2010,3694281,Female,1082,816
CT,2010,3694281,Male,794,7881
CT,2011,3672721,Female,1081,787
CT,2011,3672721,Male,821,7595
CT,2012,3702874,Female,1058,810
CT,2012,3702874,Male,748,7715
CT,2013,3687931,Female,1056,803
CT,2013,3687931,Male,779,7741
CT,2014,3772833,Female,1076,838
CT,2014,3772833,Male,759,7966
CT,2015,3703110,Female,1051,782
CT,2015,3703110,Male,738,7199
CT,2016,3837385,Female,920,830
CT,2016,3837385,Male,652,7442
CT,2017,3645220,Female,860,758
CT,2017,3645220,Male,582,6567
CZ,1960,42122,Male,0,0
CZ,1961,42122,Male,0,0
CZ,1962,0,Male,0,0
CZ,1963,86400,Male,0,0
CZ,1964,42796,Male,0,0
CZ,1965,42964,Male,0,0
CZ,1966,43600,Male,0,0
CZ,1967,43600,Male,0,0
CZ,1968,55600,Male,0,0
CZ,1969,55600,Male,0,0
CZ,1970,44650,Male,0,0
CZ,1971,44650,Male,0,0
CZ,1972,44650,Male,0,0
CZ,1973,44650,Male,0,0
CZ,1974,44650,Male,0,0
CZ,1975,44650,Male,0,0
CZ,1976,44650,Male,0,0
CZ,1977,44650,Male,0,0
CZ,1978,44650,Male,0,0
CZ,1979,44650,Male,0,0
DC,1960,763956,Male,203,2540
DC,1961,763956,Male,201,2809
DC,1962,784000,Male,299,3064
DC,1963,798000,Male,219,2941
DC,1964,808000,Male,229,2884
DC,1965,803000,Male,248,2911
DC,1966,808000,Male,0,0
DC,1967,809000,Male,347,2726
DC,1968,809000,Male,460,3220
DC,1969,798000,Male,675,3868
DC,1970,756510,Male,622,5055
DC,1971,741000,Male,703,4947
DC,1972,748000,Female,377,173
DC,1972,748000,Male,313,5265
DC,1973,746000,Female,386,157
