id,last_start_date,sort_order,Time to Complete,Time to Entitled,Time to Under Construction
00c868af-0daf-4734-be9c-c1a53552f5c6,2015-07-24 00:00:00.000,3,10.0,,
00cb75ef-cd76-4019-b3bf-6ac4b762a635,2019-10-09 00:00:00.000,2,,,12.0
00cb75ef-cd76-4019-b3bf-6ac4b762a635,2019-10-09 00:00:00.000,3,21.0,,
00deb217-532e-427c-8172-f0cc5a526c57,1993-07-19 00:00:00.000,1,,34.0,
00df3eb3-83ea-4e96-95f6-c1d87a17228d,2008-10-03 00:00:00.000,1,,12.0,
00e4e210-1bbb-406b-8d4d-4b568a7efb9b,2017-05-16 00:00:00.000,1,,14.0,
00e6d81d-6289-4809-81b4-a5ed8fd6b74a,2018-06-27 00:00:00.000,1,,12.0,
00e6d81d-6289-4809-81b4-a5ed8fd6b74a,2018-06-27 00:00:00.000,2,,,36.0
00e6d81d-6289-4809-81b4-a5ed8fd6b74a,2018-06-27 00:00:00.000,3,88.0,,
00e806c6-3b1a-4ae5-b68f-c44f0557f80f,2006-08-23 00:00:00.000,1,,1.0,
00ebf0c1-f48f-4b0c-a524-102725a65429,2019-08-12 00:00:00.000,2,,,15.0
00fc8921-2650-4592-aca3-5f38a315a649,2005-05-24 00:00:00.000,1,,12.0,
010ef089-6445-4053-8d64-ceba82954b8b,2015-08-04 00:00:00.000,1,,5.0,
0113aacc-67b2-4a2a-bec1-c6061f860475,2018-06-04 00:00:00.000,2,,,23.0
011f1b69-c290-4cce-934b-fbbeb9654072,1994-01-25 00:00:00.000,1,,2.0,
011f1b69-c290-4cce-934b-fbbeb9654072,1994-01-25 00:00:00.000,2,,,9.0
011f1b69-c290-4cce-934b-fbbeb9654072,1994-01-25 00:00:00.000,3,17.0,,
0126d7c7-8a6b-4d10-b2af-ee5a90ea56f2,1993-12-03 00:00:00.000,2,,,15.0
0126d7c7-8a6b-4d10-b2af-ee5a90ea56f2,1993-12-03 00:00:00.000,3,50.0,,
012c0426-1e86-4088-9018-70385061710a,2006-05-04 00:00:00.000,1,,20.0,
012c3580-9b13-452d-be3e-52a77fd01dc0,2006-10-18 00:00:00.000,1,,18.0,
0133a68f-f7ef-4d06-a8be-c848a058050a,2002-02-13 00:00:00.000,1,,2.0,
0133a68f-f7ef-4d06-a8be-c848a058050a,2002-02-13 00:00:00.000,2,,,10.0
0133a68f-f7ef-4d06-a8be-c848a058050a,2002-02-13 00:00:00.000,3,27.0,,
01389e9d-f828-46ab-a344-5c95f67e988d,2005-01-28 00:00:00.000,1,,7.0,
0138b4af-2549-4705-85c7-78b7cafe1672,2004-12-13 00:00:00.000,2,,,12.0
0138b4af-2549-4705-85c7-78b7cafe1672,2004-12-13 00:00:00.000,3,26.0,,
013ad76e-038c-442d-8234-3f1bb756be7d,2005-12-14 00:00:00.000,1,,2.0,
013b5cb0-a323-440a-847d-59e5aa8d64a5,2011-05-19 00:00:00.000,1,,22.0,
016b38fb-4a35-4bdb-a852-a9182b0f7840,2008-01-07 00:00:00.000,1,,2.0,
016b38fb-4a35-4bdb-a852-a9182b0f7840,2008-01-07 00:00:00.000,2,,,18.0
016b38fb-4a35-4bdb-a852-a9182b0f7840,2008-01-07 00:00:00.000,3,42.0,,
0170f9cc-0fac-430c-8e84-5b9573faf72c,2018-01-22 00:00:00.000,1,,145.0,
0170f9cc-0fac-430c-8e84-5b9573faf72c,2018-01-22 00:00:00.000,2,,,117.0
0170f9cc-0fac-430c-8e84-5b9573faf72c,2018-01-22 00:00:00.000,3,131.0,,
01956d51-2806-45b2-9f63-45deadee76ae,2015-07-20 00:00:00.000,2,,,19.0
01a82a76-7f2b-4eeb-a9c7-00cf2723b3b5,2006-06-13 00:00:00.000,1,,82.0,
01a8f029-578b-4147-a936-54cf4e9ba6f3,2010-11-08 00:00:00.000,1,,16.0,
01b7ba85-cc86-44a0-b674-15450dce8f51,2011-03-22 00:00:00.000,1,,6.0,
01bdf47c-4246-4228-9528-e1d1ef1e0165,2014-12-15 00:00:00.000,1,,1.0,
01cb23e3-f43c-4aa7-b381-68cf7d260f98,2004-08-25 00:00:00.000,1,,3.0,
01d12aba-1cdd-409e-9766-67d2236e8bd9,2005-02-18 00:00:00.000,1,,1.0,
01e45f85-2815-4e8a-8ec1-069a294fca4e,2018-09-14 00:00:00.000,2,,,15.0
01e45f85-2815-4e8a-8ec1-069a294fca4e,2018-09-14 00:00:00.000,3,25.0,,
01ebd1d4-d523-48b0-895d-95249a1d4eb9,2018-07-05 00:00:00.000,2,,,19.0
01f0c95a-8ff7-473c-a4c9-eaa0bbe7e3a3,2009-09-03 00:00:00.000,1,,2.0,
01f0c95a-8ff7-473c-a4c9-eaa0bbe7e3a3,2009-09-03 00:00:00.000,3,23.0,,
01f9fb67-1ec7-49c4-bff6-626f0b6bad61,2018-04-02 00:00:00.000,2,,,7.0
01feebd7-1253-4b63-8b63-7ad83fb31536,2003-01-29 00:00:00.000,1,,2.0,
020be12c-22ae-46fe-b93e-593fa5197aa9,2019-01-29 00:00:00.000,2,,,15.0
0217a09c-ada5-4214-9be0-86d88a1f4f73,2000-03-22 00:00:00.000,3,29.0,,
022663e3-ee46-4b4d-ae80-c4960b586e7c,1992-07-23 00:00:00.000,1,,7.0,
022663e3-ee46-4b4d-ae80-c4960b586e7c,1992-07-23 00:00:00.000,2,,,12.0
022663e3-ee46-4b4d-ae80-c4960b586e7c,1992-07-23 00:00:00.000,3,25.0,,
02333ffb-449c-4f73-b5c9-d2665c2ae2cc,2019-04-03 00:00:00.000,1,,6.0,
02333ffb-449c-4f73-b5c9-d2665c2ae2cc,2019-04-03 00:00:00.000,2,,,24.0
0238789e-9c5a-4191-aebe-ea24962ad604,2013-08-30 00:00:00.000,2,,,87.0
025ea368-6b1c-4a47-bba1-269d248bb1e9,2000-08-01 00:00:00.000,1,,0.0,
025ea368-6b1c-4a47-bba1-269d248bb1e9,2000-08-01 00:00:00.000,3,22.0,,
0264f04b-392e-48d6-ba02-75c324907d73,2019-03-08 00:00:00.000,1,,12.0,
0264f04b-392e-48d6-ba02-75c324907d73,2019-03-08 00:00:00.000,2,,,39.0
026abc16-14bc-4e3d-90d0-5cbed11cac4f,2014-12-11 00:00:00.000,1,,12.0,
026b1e4a-7048-4973-9981-41ed911bc74c,2006-09-28 00:00:00.000,2,,,19.0
026b1e4a-7048-4973-9981-41ed911bc74c,2006-09-28 00:00:00.000,3,39.0,,
02768655-ef8d-4922-8124-c3a9d30e4c54,2018-12-05 00:00:00.000,2,,,15.0
02768655-ef8d-4922-8124-c3a9d30e4c54,2018-12-05 00:00:00.000,3,19.0,,
02790015-b0b6-4666-9578-fe0ca5d56bbb,2009-07-22 00:00:00.000,1,,3.0,
027f0452-2a41-4886-ad7d-0334955e7c75,2011-10-07 00:00:00.000,1,,4.0,
027f0452-2a41-4886-ad7d-0334955e7c75,2011-10-07 00:00:00.000,2,,,8.0
027f0452-2a41-4886-ad7d-0334955e7c75,2011-10-07 00:00:00.000,3,14.0,,
02989152-9fe1-4c45-81f1-d1c73f6d47fc,2008-04-14 00:00:00.000,1,,11.0,
02a49db4-0c3a-4ad6-a68d-cc3d43a83b08,2017-08-09 00:00:00.000,2,,,7.0
02a49db4-0c3a-4ad6-a68d-cc3d43a83b08,2017-08-09 00:00:00.000,3,12.0,,
02aa7a69-e1db-43e7-898f-83a9ed090367,2003-09-15 00:00:00.000,2,,,6.0
02aa7a69-e1db-43e7-898f-83a9ed090367,2003-09-15 00:00:00.000,3,24.0,,
02ad74d5-438f-428e-adc3-8909be1efc13,1995-08-21 00:00:00.000,3,60.0,,
02b07460-4054-4474-944a-183ae59ad024,2019-04-11 00:00:00.000,1,,15.0,
02b470b5-314c-4a03-8201-15f1f0914c08,1989-03-08 00:00:00.000,1,,8.0,
02b7014d-d6da-4276-9c15-7cc39fc6783d,2017-07-05 00:00:00.000,1,,12.0,
02b7014d-d6da-4276-9c15-7cc39fc6783d,2017-07-05 00:00:00.000,2,,,32.0
02babc6c-75c8-4048-bbd7-f66e4524e8bb,2010-12-17 00:00:00.000,3,20.0,,
02c20ef4-816e-4419-bc81-def1b4493a16,2009-09-21 00:00:00.000,1,,2.0,
02c20ef4-816e-4419-bc81-def1b4493a16,2009-09-21 00:00:00.000,2,,,42.0
02c20ef4-816e-4419-bc81-def1b4493a16,2009-09-21 00:00:00.000,3,90.0,,
02c2f4e2-13f8-4fff-85fc-dd78af3129cf,2002-05-22 00:00:00.000,1,,6.0,
02c2f4e2-13f8-4fff-85fc-dd78af3129cf,2002-05-22 00:00:00.000,2,,,11.0
02c2f4e2-13f8-4fff-85fc-dd78af3129cf,2002-05-22 00:00:00.000,3,26.0,,
02c9f0c1-eb3e-44c0-9f5f-9ce31c7afe22,2001-08-22 00:00:00.000,1,,1.0,
02cb52bb-a9d2-4e22-b24b-1abe6660dd75,1992-05-07 00:00:00.000,1,,16.0,
02cb85c0-2e8c-4f9d-a605-882352fe9a94,2001-12-21 00:00:00.000,3,30.0,,
02d62015-fbc6-4f26-a901-7734635d6f8a,2019-05-17 00:00:00.000,2,,,11.0
02d62015-fbc6-4f26-a901-7734635d6f8a,2019-05-17 00:00:00.000,3,26.0,,
02dce36a-743f-4a54-846d-3a08ea0b4472,2003-12-16 00:00:00.000,1,,6.0,
02dd6f2e-f6ad-4b46-81f9-1c9846d8718e,2006-09-29 00:00:00.000,2,,,60.0
02dd6f2e-f6ad-4b46-81f9-1c9846d8718e,2006-09-29 00:00:00.000,3,80.0,,
02ee5c43-289f-4e0c-9f2e-839a8bd74a1a,2016-03-23 00:00:00.000,1,,6.0,
031641c1-35d7-45a1-b078-29ae81019cb0,2008-02-01 00:00:00.000,1,,5.0,
031bdeb8-610b-462a-a4d7-89bb1db24d21,2019-05-29 00:00:00.000,1,,30.0,
031bdeb8-610b-462a-a4d7-89bb1db24d21,2019-05-29 00:00:00.000,2,,,46.0
031f6c70-403b-472e-8c38-923c038a6e1a,2019-06-11 00:00:00.000,2,,,3.0
032cb630-9eb1-4521-8266-78c7b40e0f64,2020-01-24 00:00:00.000,2,,,61.0
032ea820-fbfb-42ef-95ec-08c1f177c6e4,2016-11-21 00:00:00.000,1,,2.0,
03438083-45e0-41d5-955b-1486009249ea,1992-01-27 00:00:00.000,1,,8.0,
03438083-45e0-41d5-955b-1486009249ea,1992-01-27 00:00:00.000,2,,,-3.0
03505d97-295b-4491-9ec9-b8347688a5f9,2013-08-28 00:00:00.000,2,,,4.0
03505d97-295b-4491-9ec9-b8347688a5f9,2013-08-28 00:00:00.000,3,16.0,,
03595523-6e08-4605-a7f7-d29b3345945e,2006-06-21 00:00:00.000,2,,,33.0
035d5359-aac3-4f4c-8ce4-511f6ee8983e,2020-01-29 00:00:00.000,1,,4.0,
03631aa2-fe2d-48a8-aa9b-2d9b2197fc30,2018-11-15 00:00:00.000,2,,,14.0
03631aa2-fe2d-48a8-aa9b-2d9b2197fc30,2018-11-15 00:00:00.000,3,64.0,,
03703c30-a079-4ac6-95d8-a24e1a0aa9fc,2002-05-23 00:00:00.000,1,,2.0,
037d216a-8ea2-4623-b7ea-04bd3aa6d016,2011-06-22 00:00:00.000,1,,5.0,
037d216a-8ea2-4623-b7ea-04bd3aa6d016,2011-06-22 00:00:00.000,2,,,7.0
037d216a-8ea2-4623-b7ea-04bd3aa6d016,2011-06-22 00:00:00.000,3,9.0,,
038a989c-c935-47cd-acd1-c98d0aac0ebd,2019-08-02 00:00:00.000,1,,4.0,
038e2dd4-11aa-4c78-9085-fd87b1c0fe2b,2009-04-10 00:00:00.000,1,,8.0,
038e2dd4-11aa-4c78-9085-fd87b1c0fe2b,2009-04-10 00:00:00.000,2,,,99.0
038e2dd4-11aa-4c78-9085-fd87b1c0fe2b,2009-04-10 00:00:00.000,3,132.0,,
03b3095e-1d0a-423a-bbc6-0abbb1dfeb97,2003-07-23 00:00:00.000,1,,4.0,
03ca0d0f-cfab-4608-bfa2-c9a6e0cad4d3,2018-10-16 00:00:00.000,1,,25.0,
03ca0d0f-cfab-4608-bfa2-c9a6e0cad4d3,2018-10-16 00:00:00.000,2,,,38.0
03d05f58-9ea5-474a-a404-051fcd59c250,2009-06-23 00:00:00.000,1,,3.0,
03e4cd4c-ad2c-4b4d-974b-f4076b89a8dd,2019-08-20 00:00:00.000,1,,19.0,
03f891c5-c8f1-4c2a-a221-0a47b3dc5bc5,2001-08-30 00:00:00.000,1,,0.0,
042448a0-9386-476b-b6d6-6cf01ca72059,2016-08-23 00:00:00.000,1,,8.0,
042b518d-f057-42e7-b427-9c000931d97f,2017-10-02 00:00:00.000,2,,,10.0
042b518d-f057-42e7-b427-9c000931d97f,2017-10-02 00:00:00.000,3,12.0,,
0435fcea-3a2f-44f0-b645-54e09bd6e147,2006-11-20 00:00:00.000,2,,,18.0
0435fcea-3a2f-44f0-b645-54e09bd6e147,2006-11-20 00:00:00.000,3,45.0,,
043d18dc-9b0e-47d7-9ecc-e3a54482cf93,2018-05-04 00:00:00.000,2,,,8.0
043d18dc-9b0e-47d7-9ecc-e3a54482cf93,2018-05-04 00:00:00.000,3,20.0,,
043fe2a8-2dc7-40bf-ab46-f2647745d71f,1994-05-02 00:00:00.000,2,,,40.0
043fe2a8-2dc7-40bf-ab46-f2647745d71f,1994-05-02 00:00:00.000,3,52.0,,
04499b17-505f-4378-8a4b-da3d4ba49dd8,2008-05-28 00:00:00.000,2,,,12.0
04499b17-505f-4378-8a4b-da3d4ba49dd8,2008-05-28 00:00:00.000,3,42.0,,
044c6d57-736a-475d-a636-9baf392964d6,2017-04-11 00:00:00.000,1,,14.0,
044c6d57-736a-475d-a636-9baf392964d6,2017-04-11 00:00:00.000,2,,,24.0
044c6d57-736a-475d-a636-9baf392964d6,2017-04-11 00:00:00.000,3,39.0,,
0456ce92-aa0a-4841-8a20-62bdd49ffcff,1998-12-24 00:00:00.000,3,16.0,,
045f2ffd-ca31-49ea-86ad-d6a4615a0c3e,2018-02-27 00:00:00.000,2,,,12.0
048103c4-e9cd-4724-a6b5-4e0b6f2fbb48,2006-10-16 00:00:00.000,2,,,14.0
048103c4-e9cd-4724-a6b5-4e0b6f2fbb48,2006-10-16 00:00:00.000,3,30.0,,
04849ce6-4aa1-46da-bcb8-0a0a78e566d2,2004-11-17 00:00:00.000,1,,4.0,
04a5ac50-c897-4649-8afa-7a8f45e4954c,2019-09-23 00:00:00.000,2,,,19.0
04b31d0f-2a51-4ad0-b063-61c8db7c5246,2004-01-02 00:00:00.000,2,,,27.0
04b31d0f-2a51-4ad0-b063-61c8db7c5246,2004-01-02 00:00:00.000,3,43.0,,
04b7c1d9-ec9f-4e03-82cf-906738f37b75,2003-08-06 00:00:00.000,2,,,11.0
04ba0d39-4428-4bec-badc-67e915a49879,2004-07-29 00:00:00.000,1,,2.0,
04bdd75a-dc13-4ab4-bc55-58cd900300c7,2018-07-05 00:00:00.000,2,,,5.0
04bdd75a-dc13-4ab4-bc55-58cd900300c7,2018-07-05 00:00:00.000,3,11.0,,
04c86334-522c-49a3-8a11-815df9ecfaad,2006-09-12 00:00:00.000,2,,,12.0
04cc1087-bde6-46fc-964e-1766051dfc97,2008-01-23 00:00:00.000,2,,,37.0
04cc1087-bde6-46fc-964e-1766051dfc97,2008-01-23 00:00:00.000,3,77.0,,
04d44d5d-1988-4640-aca3-d24d340f240c,2003-02-25 00:00:00.000,1,,4.0,
0511f93b-6aeb-4980-a7ea-26ed3fc17fa3,2010-06-03 00:00:00.000,3,41.0,,
0519b934-f891-43fa-a804-51e4b4dacd68,2007-05-09 00:00:00.000,1,,2.0,
05426123-9db1-410a-b90c-b2de29824414,2019-04-23 00:00:00.000,1,,8.0,
05498fa9-4ae2-4bc7-8a11-966c67e1e8c8,2017-04-11 00:00:00.000,2,,,7.0
05502f15-60c8-434b-b7e1-f731a58ce2c4,1997-12-02 00:00:00.000,3,40.0,,
055a442b-9364-4414-ad0d-0b59bbc4fe62,2019-05-08 00:00:00.000,2,,,10.0
055a442b-9364-4414-ad0d-0b59bbc4fe62,2019-05-08 00:00:00.000,3,34.0,,
057bf339-21c0-4097-81c5-a6e1f6932189,2019-12-03 00:00:00.000,2,,,13.0
05875f64-aa75-4883-8de6-917b39b5d6b9,2008-05-22 00:00:00.000,1,,4.0,
058acc31-66a3-43bc-8550-2cce074399d6,2017-03-24 00:00:00.000,2,,,13.0
058c2e6c-15e0-4e6f-a509-d718ff0c4330,2018-05-08 00:00:00.000,1,,23.0,
058c2e6c-15e0-4e6f-a509-d718ff0c4330,2018-05-08 00:00:00.000,2,,,39.0
059db4dd-f806-4616-80cd-29a5eb6c0fa6,2009-01-22 00:00:00.000,1,,6.0,
05a4baa3-bb84-4cc9-acfc-7f0ec7ab2f2b,2018-04-13 00:00:00.000,1,,22.0,
05ac8f74-9890-4dac-9bfe-403178a50fdd,2019-06-28 00:00:00.000,1,,2.0,
05ac8f74-9890-4dac-9bfe-403178a50fdd,2019-06-28 00:00:00.000,2,,,59.0
05be167a-cbde-4d99-99c0-a33a1412db17,2003-10-29 00:00:00.000,1,,44.0,
05be167a-cbde-4d99-99c0-a33a1412db17,2003-10-29 00:00:00.000,2,,,11.0
05be344b-a77c-4bfa-b53b-fc91625b590a,2015-10-05 00:00:00.000,1,,9.0,
05be344b-a77c-4bfa-b53b-fc91625b590a,2015-10-05 00:00:00.000,2,,,23.0
05be344b-a77c-4bfa-b53b-fc91625b590a,2015-10-05 00:00:00.000,3,44.0,,
05c5bd94-0ca6-4911-9ef0-b91e6e73ec8e,2020-02-07 00:00:00.000,2,,,14.0
05c5bd94-0ca6-4911-9ef0-b91e6e73ec8e,2020-02-07 00:00:00.000,3,37.0,,
05c8bb9a-c0ee-4860-979d-2c070e7f2f42,2008-12-18 00:00:00.000,1,,3.0,
05e0e617-dffe-4c9b-8341-d7e128d3103d,2006-01-25 00:00:00.000,1,,2.0,
05e58596-0fb8-4d26-8449-1f40f90d0b46,1996-09-20 00:00:00.000,3,20.0,,
05e72f8b-e2a4-42a9-8e0f-cb9b7d99a6d6,2019-07-29 00:00:00.000,2,,,36.0
05e936c5-5037-48d5-ac85-68aa60f7698d,1998-07-20 00:00:00.000,2,,,6.0
05e936c5-5037-48d5-ac85-68aa60f7698d,1998-07-20 00:00:00.000,3,19.0,,
05f19c2d-3cd3-4b21-8ad4-5e6ada94a93c,1998-11-10 00:00:00.000,1,,2.0,
05f19c2d-3cd3-4b21-8ad4-5e6ada94a93c,1998-11-10 00:00:00.000,3,34.0,,
05f2323d-9d33-4a5c-9541-0e1386557496,2006-03-02 00:00:00.000,1,,61.0,
05fd86cd-9224-4cf2-9d18-da061fe50314,2019-10-17 00:00:00.000,2,,,10.0
060f5c2d-574e-4d5f-b77d-f60f7b2ec40b,2005-05-12 00:00:00.000,1,,48.0,
06227beb-7c85-4c75-b5aa-a20b9c35feb5,2002-11-25 00:00:00.000,2,,,24.0
06227beb-7c85-4c75-b5aa-a20b9c35feb5,2002-11-25 00:00:00.000,3,47.0,,
06348016-40a4-4af8-86e6-d4569868df3e,2016-09-06 00:00:00.000,2,,,11.0
063a4785-aa62-434d-8f73-bea0f1ab73e4,2007-09-21 00:00:00.000,1,,7.0,
063c83fd-863d-4dea-855b-5cc5b1cfeef2,2006-05-09 00:00:00.000,1,,44.0,
064d4209-9d30-42de-8fe9-3b628ae11632,2007-09-26 00:00:00.000,2,,,10.0
064d4209-9d30-42de-8fe9-3b628ae11632,2007-09-26 00:00:00.000,3,23.0,,
0653aaf6-32b7-4800-84f1-8e560bd78fb1,2006-12-13 00:00:00.000,1,,17.0,
065998a2-2bb7-464d-b9d0-3a08de9ad379,1998-02-19 00:00:00.000,3,28.0,,
065aa018-8fb8-462e-8c01-9e3d5d6a1a6b,1998-11-04 00:00:00.000,3,38.0,,
066c1aea-146e-4c4d-bced-6040458b997f,2013-10-23 00:00:00.000,1,,14.0,
066c1aea-146e-4c4d-bced-6040458b997f,2013-10-23 00:00:00.000,2,,,64.0
06800896-80f4-475b-8a14-4935e4bdf2e9,2009-08-18 00:00:00.000,1,,2.0,
069cef9f-14f5-4bf1-9c45-1a16ea2d32bf,2016-08-04 00:00:00.000,1,,50.0,
069cef9f-14f5-4bf1-9c45-1a16ea2d32bf,2016-08-04 00:00:00.000,2,,,62.0
069cef9f-14f5-4bf1-9c45-1a16ea2d32bf,2016-08-04 00:00:00.000,3,94.0,,
06a98ee7-0938-4d7f-922b-72558809d907,2018-09-06 00:00:00.000,2,,,15.0
06b0c357-9b02-4e94-be2e-8b4e0aa78740,2016-11-07 00:00:00.000,2,,,26.0
06b291f7-1a97-4e0d-af0e-bfb7997f4031,2019-06-28 00:00:00.000,1,,29.0,
06b291f7-1a97-4e0d-af0e-bfb7997f4031,2019-06-28 00:00:00.000,2,,,47.0
06b45c40-d150-4408-b506-1ec07eba546e,2013-12-10 00:00:00.000,1,,22.0,
06c2ab9b-fe3d-48c3-8d99-07fb9539fde6,2019-10-24 00:00:00.000,1,,39.0,
06c6c977-0f22-4447-9038-f99775a5eead,2004-07-01 00:00:00.000,1,,19.0,
06d2eecc-5e04-4f26-8979-b4415f55faa7,2008-02-26 00:00:00.000,2,,,48.0
06d2eecc-5e04-4f26-8979-b4415f55faa7,2008-02-26 00:00:00.000,3,61.0,,
06dd171f-8fa1-4923-9a81-b95ba6b1a547,2001-02-28 00:00:00.000,1,,1.0,
06e46e4c-5ee7-43a8-8d27-d2fe71656daa,2018-12-28 00:00:00.000,2,,,19.0
06f52473-e3b1-40d6-aa38-0dfb970bb615,2006-11-01 00:00:00.000,1,,8.0,
07119f97-9810-4007-a287-46509036e735,2019-08-23 00:00:00.000,1,,44.0,
0724e8f1-ee6f-437f-a129-5701d3fb1ced,2018-04-03 00:00:00.000,2,,,10.0
0724e8f1-ee6f-437f-a129-5701d3fb1ced,2018-04-03 00:00:00.000,3,18.0,,
0728fc77-7cad-4113-8f1d-1bed4701ce96,2016-05-09 00:00:00.000,1,,70.0,
0728fc77-7cad-4113-8f1d-1bed4701ce96,2016-05-09 00:00:00.000,2,,,16.0
0728fc77-7cad-4113-8f1d-1bed4701ce96,2016-05-09 00:00:00.000,3,29.0,,
0744eebd-fc74-46a9-bd54-c472f418ba26,2010-03-18 00:00:00.000,1,,24.0,
0748be7e-80f9-4ef1-b54e-354f2fcac341,2000-11-15 00:00:00.000,3,28.0,,
074dbe62-a33f-43e4-8467-c9be81bd8ea2,2018-09-24 00:00:00.000,2,,,9.0
075c40b0-2f10-45b2-8402-b09fdd80ab65,2018-01-10 00:00:00.000,2,,,21.0
075df4f1-0f58-4791-8776-4a41d7db8cca,2018-03-07 00:00:00.000,2,,,9.0
075df4f1-0f58-4791-8776-4a41d7db8cca,2018-03-07 00:00:00.000,3,15.0,,
075e2682-a0c0-4997-8cdc-2461db592129,2003-08-06 00:00:00.000,1,,2.0,
075e2682-a0c0-4997-8cdc-2461db592129,2003-08-06 00:00:00.000,2,,,22.0
075e3e51-72bc-42e8-b593-bc3f4604a64b,2007-07-24 00:00:00.000,2,,,15.0
075e3e51-72bc-42e8-b593-bc3f4604a64b,2007-07-24 00:00:00.000,3,35.0,,
07612d88-a92b-4069-88bd-2235243d4bef,2000-03-27 00:00:00.000,3,44.0,,
0769e930-007a-4d08-ae2b-b8fbbafa0f44,2018-01-04 00:00:00.000,2,,,5.0
076b63d6-fa03-45a8-bb2d-aadb462a1d60,2002-05-22 00:00:00.000,1,,3.0,
078fbd99-80f7-4120-a07b-5f697611592d,1999-05-04 00:00:00.000,3,23.0,,
0791dd2b-5d23-4516-bf09-f0870f844db2,2019-09-24 00:00:00.000,1,,18.0,
0796ce95-5500-4f43-b720-a41e2b47aa7e,2016-12-22 00:00:00.000,2,,,4.0
0796ce95-5500-4f43-b720-a41e2b47aa7e,2016-12-22 00:00:00.000,3,18.0,,
07aad57d-92db-42b7-9dda-7d08092816a7,2006-08-08 00:00:00.000,2,,,21.0
07aad57d-92db-42b7-9dda-7d08092816a7,2006-08-08 00:00:00.000,3,38.0,,
07c15c79-47af-46da-8cbe-c5f47026486e,2016-05-31 00:00:00.000,2,,,27.0
07c15c79-47af-46da-8cbe-c5f47026486e,2016-05-31 00:00:00.000,3,42.0,,
07cb2b1e-691e-485c-ba35-549b427cdca9,2005-07-21 00:00:00.000,1,,5.0,
07cfe50e-0c8c-4d8e-8525-57971b47fb56,2008-07-29 00:00:00.000,2,,,29.0
07cfe50e-0c8c-4d8e-8525-57971b47fb56,2008-07-29 00:00:00.000,3,49.0,,
07d20732-fe6a-4e08-ba91-fc6ec57b9f82,2018-07-24 00:00:00.000,1,,14.0,
07da71a8-a48f-48ed-9775-1e3148a59d9e,2004-06-14 00:00:00.000,2,,,25.0
07da71a8-a48f-48ed-9775-1e3148a59d9e,2004-06-14 00:00:00.000,3,60.0,,
07e2544c-56c6-434a-b9bb-d75e4f09dde6,2007-08-20 00:00:00.000,1,,6.0,
07e2544c-56c6-434a-b9bb-d75e4f09dde6,2007-08-20 00:00:00.000,2,,,13.0
07e2544c-56c6-434a-b9bb-d75e4f09dde6,2007-08-20 00:00:00.000,3,37.0,,
07ea1571-9f32-4461-9bd7-3b6ebb81fc43,2012-02-10 00:00:00.000,1,,3.0,
07ea1571-9f32-4461-9bd7-3b6ebb81fc43,2012-02-10 00:00:00.000,3,66.0,,
07eac538-5877-410a-9e4d-8571af680c90,2019-11-14 00:00:00.000,2,,,6.0
07ed92fe-d373-4dcc-ad42-2fe48a192c5b,2017-12-19 00:00:00.000,1,,31.0,
07fbf7c7-b828-4d80-a855-2c0d74d24bac,2020-01-21 00:00:00.000,2,,,10.0
07fd8412-fd8b-4443-bacc-ce33cedcc8fc,2007-05-03 00:00:00.000,1,,23.0,
