id,data_source,net_num_units
60fb74b2-786f-42cb-ab3b-22ad8994b7bf,mohcd_pipeline,280
61ac0f38-e85c-4a28-8810-e8b1b73cc962,mohcd_pipeline,265
61d70334-37b1-465b-b4a8-503e3282b346,mohcd_pipeline,59
637303f6-640b-43f6-9629-370cd9f41e6a,mohcd_pipeline,20
659c337c-c9fe-4148-a2b5-13fe901bd426,mohcd_pipeline,110
681d0807-fd98-4f56-9910-47b19cf0e07c,mohcd_pipeline,54
69e75afd-cb13-43a3-bb39-678312e68476,mohcd_pipeline,22
6a5c5f03-ddce-490d-b333-e284ef881bf9,mohcd_pipeline,15
6ec0a4a3-d185-44f9-99d4-cf2076e12f8b,mohcd_pipeline,155
6ecfc2a1-5bf4-4e8b-af38-931657dbbcf8,mohcd_pipeline,15
700a165d-eb4b-48fc-9b03-8e00e31ad36e,mohcd_pipeline,19
713beb6d-571c-4905-a7cb-c9acc16dacd4,mohcd_pipeline,28
71622b42-eb27-4ffa-99a7-8a05cae76d24,mohcd_pipeline,371
724d302c-64b1-4d48-8ba3-ba65bc899c40,mohcd_pipeline,304
72a48b1a-6f6b-4ed3-9f60-cc4062ac7019,mohcd_pipeline,37
741caca4-1e0b-488b-8f7b-4b1aad7e8756,mohcd_pipeline,160
75dc8c5f-2ef0-46ca-ad17-39b9e19e7677,mohcd_pipeline,28
7645a18f-0258-4240-9905-8baeff38f031,mohcd_pipeline,24
784c04cc-08ff-451c-beda-966e5f3adf44,mohcd_pipeline,50
79f295fd-5306-4c6f-8e9c-a7c6b342e308,mohcd_pipeline,20
7a50ad35-e24b-4b71-9085-3dcabd29ff43,mohcd_pipeline,42
7b97a8b6-32ba-4f25-bbe5-a3558f4d00f1,mohcd_pipeline,35
7bfeb40d-3c77-4438-b736-837cd32468d8,mohcd_pipeline,59
7c2b0b45-7e16-454d-9174-72bc05159c63,mohcd_pipeline,155
7ef67e11-4737-461a-9067-5199c71e233a,mohcd_pipeline,53
7f4dcb53-fba9-4a01-abb0-43a48531b36a,mohcd_pipeline,172
81d24549-aeff-404f-9751-b313f69a25d0,mohcd_pipeline,334
82b2371b-1207-4da2-822f-dcfb7c898844,mohcd_pipeline,125
832afa51-6e5b-4a28-9ada-73c760b2044c,mohcd_pipeline,28
83fb1818-dc76-47ae-8fdc-18e1edfebacb,mohcd_pipeline,16
885ce3f5-6557-4e09-a8c7-5e3b8d25d5a4,mohcd_pipeline,585
8950f47c-e40b-4597-b2df-16b1f01af8de,mohcd_pipeline,33
8d77005c-1cdf-4276-b7f7-81000ffd318d,mohcd_pipeline,116
8df40843-ae2b-4929-b58b-ef60c4503e15,mohcd_pipeline,250
941746ca-dbfd-4307-b587-bc703831794c,mohcd_pipeline,5
94ac1356-83bb-44be-a6fa-e3c6b837e96e,mohcd_pipeline,17
951e8e68-cbe5-43b4-a8ed-531258916251,mohcd_pipeline,12
96679632-dc42-491c-b03b-822be36e4606,mohcd_pipeline,48
99fc9513-fdf4-4735-922e-517cb35822fe,mohcd_pipeline,66
9d44b137-4524-40bb-aeb3-b57222d13818,mohcd_pipeline,136
9e735d5e-b658-4e93-9f8d-073b3b9f0426,mohcd_pipeline,137
9ea5d840-0d73-4f50-9a0c-5cbede3bdf6d,mohcd_pipeline,81
9ec5a507-2b92-42d3-816e-3b365078c208,mohcd_pipeline,20
9f58c9a0-2b21-4d3c-84bb-bc5d1eb463df,mohcd_pipeline,21
a19e17ed-ec8a-41fb-bca5-41fd6108e8e5,mohcd_pipeline,131
a65ca2ca-224d-49f1-8a77-c7ddef353e39,mohcd_pipeline,28
a7943fc8-d731-4c6d-b250-b5be3fde0c32,mohcd_pipeline,239
a9cbcb06-c2a4-48ee-bbd0-73629c78dd7c,mohcd_pipeline,584
aa2503a4-8eb4-4c8d-baf9-d05553df2dde,mohcd_pipeline,326
ab4e0c16-2b04-47ea-b67b-b115e93eced9,mohcd_pipeline,100
adeda236-5b39-4e9f-baad-578dcc1e1f4b,mohcd_pipeline,40
ae2a82d9-fc9f-457c-b0ae-f44701e9a17f,mohcd_pipeline,10
aeb78a81-c00d-49ab-9908-aa2ba501a710,mohcd_pipeline,96
b2094bfd-18b2-4102-9796-0e8cd53944a1,mohcd_pipeline,11
b31b6ce5-740d-47bd-978b-b25625e5714b,mohcd_pipeline,12
b3e177e7-0980-4cdf-b131-b79d03165506,mohcd_pipeline,400
bb51b964-9db6-4862-9d19-159cd7c9644e,mohcd_pipeline,67
bf6e7fe4-a17d-4858-be9e-2726151b2f96,mohcd_pipeline,20
c003197f-386c-48ac-82b1-2a1a08b85608,mohcd_pipeline,59
c0119048-e290-4bb7-8da6-cf9c7ca278a8,mohcd_pipeline,95
c02c05aa-972c-4f29-b4ee-35c994125b26,mohcd_pipeline,48
c12bacc9-ba63-4016-a2b2-89f84e5d9c95,mohcd_pipeline,97
c68fcb08-9950-4ab2-9473-19b8712c9f8c,mohcd_pipeline,37
c867e0f2-3ed2-4251-8b31-993103743f77,mohcd_pipeline,100
c9b0f103-d2bd-449b-9f09-7667a96e473a,mohcd_pipeline,90
cb57550e-da80-4844-aeb8-e71d8fe4b485,mohcd_pipeline,41
cba5dea4-787b-40a9-b749-6aa14fcf6a14,mohcd_pipeline,42
cbd062f0-4cf5-4355-bc2a-b6472c5a7381,mohcd_pipeline,10
cf937eb3-cbeb-4365-a1c3-00b58003f080,mohcd_pipeline,24
cff73479-b463-45a0-a353-976bd0ab9310,mohcd_pipeline,23
d0a11477-c838-4606-a55c-7973f8182952,mohcd_pipeline,38
d1876d2e-ff2b-466b-83bf-2169e41da8aa,mohcd_pipeline,48
d288f947-70b4-46fc-a27b-eb2cec6e02ad,mohcd_pipeline,95
d38eb37c-5910-4deb-b525-1a392aa89695,mohcd_pipeline,75
d468e6b7-7f38-404d-84f1-29b1ef862d8c,mohcd_pipeline,37
d4ea5d39-f23f-4627-8b33-087d6f4574c6,mohcd_pipeline,186
d5982200-cce2-4046-96db-3350085b3d0f,mohcd_pipeline,44
d64b5d5f-16f3-4020-bff7-6f849076e5c7,mohcd_pipeline,24
d6fed454-563f-4b46-b8c4-7030855f1b19,mohcd_pipeline,57
d8aa9f3e-b381-481f-ac87-6225492bddb6,mohcd_pipeline,55
d9734b53-639a-4529-b8a0-1a23e8255107,mohcd_pipeline,89
dac01725-f268-4aaf-b362-95e519cb2b83,mohcd_pipeline,157
df612bae-7520-46ff-b031-5ef76ef7aed8,mohcd_pipeline,493
e1e60fa7-1e1a-470a-a092-00c5a13fde83,mohcd_pipeline,94
e270a187-1935-4388-a970-256f58585edb,mohcd_pipeline,176
e2df6320-611c-4a9c-a40d-be253809b0d5,mohcd_pipeline,299
e2f32f99-2021-447f-9380-a3b791c05659,mohcd_pipeline,223
e354c4e3-4b42-42f2-a596-15d9c7690319,mohcd_pipeline,276
e4d82333-1fd5-4882-9e00-fcb085165e4b,mohcd_pipeline,137
e596ea25-fe0b-46e9-9b68-3f9f80732e50,mohcd_pipeline,37
e6bdcd92-990f-4e46-992b-a3833704a6ce,mohcd_pipeline,139
e7d47ac6-3d7b-4f1a-92d6-79ab6511bde0,mohcd_pipeline,22
e85b6adc-279a-4ed1-b400-8cfc1b61dc54,mohcd_pipeline,75
e89741e9-8676-4283-91fb-b45a73179da6,mohcd_pipeline,135
e9140f8c-b57f-41a9-b013-2dd73d21ff31,mohcd_pipeline,16
e968a407-9887-4bc5-a5f2-2f550978176d,mohcd_pipeline,40
eaaa5ede-6dbc-4025-b439-16a83ea969e4,mohcd_pipeline,157
ec71fb2b-daec-4161-8659-d44eab9bf951,mohcd_pipeline,205
ecd72df6-6ada-46b7-9773-37c586afa187,mohcd_pipeline,108
eebc98d2-3240-4625-817d-73c159b1412c,mohcd_pipeline,16
ef450356-3bdb-447c-afc1-570762a91236,mohcd_pipeline,288
f040bff1-2353-40c7-a4f9-d9c56e152946,mohcd_pipeline,57
f06fbd6f-4c71-4592-bd69-f3b30c8d811b,mohcd_pipeline,21
f09cd1f1-ae4c-4e93-bcca-a7aea4a100b6,mohcd_pipeline,17
f10787f6-9892-4b7b-bdc4-d8d00d184984,mohcd_pipeline,55
f25c8159-31f3-46e0-aa4e-a490b99fc608,mohcd_pipeline,39
f3599eea-3ea7-43fc-b1e8-02726ebae249,mohcd_pipeline,127
f68dc638-b131-4432-99a6-b96763171f54,mohcd_pipeline,40
f7be1a87-d987-44d4-8c8a-0c2058a20c3d,mohcd_pipeline,33
f7dd432c-3939-497a-9997-cd1bceaa1349,mohcd_pipeline,15
f9ad143b-b419-463e-a9af-d5201e932f9a,mohcd_pipeline,103
f9b0a994-7814-4e7d-bf22-4d4a4b00349b,mohcd_pipeline,79
fb8a94b7-ee63-4040-9936-46f9b6b75657,mohcd_pipeline,66
fcecf4ae-9ea0-43cc-b4fd-e5d453112d9d,mohcd_pipeline,102
ff3db64f-13c4-4eb7-b0b7-3e4ed1679dfa,mohcd_pipeline,10
