venta_ID,cliente_ID,estado_pedido,fecha_pedido,fecha_requerido,fecha_envio,tienda_ID,personal_ID,item_ID,producto_ID,Cantidad,precio_venta,descuento,Ingreso por Venta
196,1247,4,2016-04-28 00:00:00.000,2016-04-30 00:00:00.000,2016-05-01 00:00:00.000,2,6,1,6,1,469.99,0.05,446.49
198,640,4,2016-05-01 00:00:00.000,2016-05-04 00:00:00.000,2016-05-03 00:00:00.000,2,6,1,6,2,469.99,0.05,892.98
200,1074,4,2016-05-01 00:00:00.000,2016-05-03 00:00:00.000,2016-05-03 00:00:00.000,2,6,1,23,2,299.99,0.05,569.98
205,635,4,2016-05-04 00:00:00.000,2016-05-05 00:00:00.000,2016-05-06 00:00:00.000,2,6,1,22,2,269.99,0.05,512.98
219,1338,4,2016-05-12 00:00:00.000,2016-05-15 00:00:00.000,2016-05-15 00:00:00.000,2,6,1,26,1,599.99,0.05,569.99
220,1358,4,2016-05-12 00:00:00.000,2016-05-14 00:00:00.000,2016-05-15 00:00:00.000,2,6,1,6,2,469.99,0.05,892.98
249,145,4,2016-06-01 00:00:00.000,2016-06-04 00:00:00.000,2016-06-04 00:00:00.000,2,6,1,7,2,3999.99,0.05,7599.98
291,158,4,2016-06-29 00:00:00.000,2016-06-30 00:00:00.000,2016-07-01 00:00:00.000,2,6,1,6,2,469.99,0.05,892.98
299,281,4,2016-07-05 00:00:00.000,2016-07-06 00:00:00.000,2016-07-07 00:00:00.000,2,6,1,11,2,1680.99,0.05,3193.88
301,17,4,2016-07-06 00:00:00.000,2016-07-09 00:00:00.000,2016-07-08 00:00:00.000,2,6,1,6,1,469.99,0.05,446.49
304,230,4,2016-07-07 00:00:00.000,2016-07-08 00:00:00.000,2016-07-08 00:00:00.000,2,6,1,10,1,1549,0.05,1471.55
307,695,4,2016-07-09 00:00:00.000,2016-07-11 00:00:00.000,2016-07-11 00:00:00.000,2,6,1,15,2,529.99,0.05,1006.98
309,211,4,2016-07-11 00:00:00.000,2016-07-13 00:00:00.000,2016-07-13 00:00:00.000,2,6,1,3,1,999.99,0.05,949.99
311,1400,4,2016-07-12 00:00:00.000,2016-07-14 00:00:00.000,2016-07-13 00:00:00.000,2,6,1,17,2,429,0.05,815.1
312,299,4,2016-07-13 00:00:00.000,2016-07-15 00:00:00.000,2016-07-16 00:00:00.000,2,6,1,24,2,549.99,0.05,1044.98
325,848,4,2016-07-20 00:00:00.000,2016-07-21 00:00:00.000,2016-07-21 00:00:00.000,2,6,1,7,1,3999.99,0.05,3799.99
330,622,4,2016-07-24 00:00:00.000,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,2,6,1,21,2,269.99,0.05,512.98
344,750,4,2016-08-01 00:00:00.000,2016-08-03 00:00:00.000,2016-08-02 00:00:00.000,2,6,1,22,1,269.99,0.05,256.49
356,1189,4,2016-08-04 00:00:00.000,2016-08-07 00:00:00.000,2016-08-06 00:00:00.000,2,6,1,23,2,299.99,0.05,569.98
360,1300,4,2016-08-07 00:00:00.000,2016-08-09 00:00:00.000,2016-08-10 00:00:00.000,2,6,1,26,1,599.99,0.05,569.99
361,994,4,2016-08-08 00:00:00.000,2016-08-09 00:00:00.000,2016-08-11 00:00:00.000,2,6,1,24,2,549.99,0.05,1044.98
364,373,4,2016-08-12 00:00:00.000,2016-08-14 00:00:00.000,2016-08-13 00:00:00.000,2,6,1,25,2,499.99,0.05,949.98
372,132,4,2016-08-16 00:00:00.000,2016-08-18 00:00:00.000,2016-08-18 00:00:00.000,2,6,1,11,1,1680.99,0.05,1596.94
377,1355,4,2016-08-17 00:00:00.000,2016-08-19 00:00:00.000,2016-08-20 00:00:00.000,2,6,1,8,1,1799.99,0.05,1709.99
395,144,4,2016-08-26 00:00:00.000,2016-08-27 00:00:00.000,2016-08-29 00:00:00.000,2,6,1,14,1,269.99,0.05,256.49
413,717,4,2016-09-02 00:00:00.000,2016-09-05 00:00:00.000,2016-09-03 00:00:00.000,2,6,1,8,2,1799.99,0.05,3419.98
418,88,4,2016-09-04 00:00:00.000,2016-09-05 00:00:00.000,2016-09-05 00:00:00.000,2,6,1,12,1,549.99,0.05,522.49
422,398,4,2016-09-06 00:00:00.000,2016-09-07 00:00:00.000,2016-09-09 00:00:00.000,2,6,1,20,2,599.99,0.05,1139.98
434,726,4,2016-09-13 00:00:00.000,2016-09-15 00:00:00.000,2016-09-14 00:00:00.000,2,6,1,21,1,269.99,0.05,256.49
443,1371,4,2016-09-18 00:00:00.000,2016-09-19 00:00:00.000,2016-09-20 00:00:00.000,2,6,1,5,1,1320.99,0.05,1254.94
448,101,4,2016-09-21 00:00:00.000,2016-09-22 00:00:00.000,2016-09-24 00:00:00.000,2,6,1,13,2,269.99,0.05,512.98
500,148,4,2016-10-11 00:00:00.000,2016-10-12 00:00:00.000,2016-10-13 00:00:00.000,2,6,1,12,2,549.99,0.05,1044.98
508,1359,4,2016-10-15 00:00:00.000,2016-10-18 00:00:00.000,2016-10-18 00:00:00.000,2,6,1,8,1,1799.99,0.05,1709.99
516,111,4,2016-10-21 00:00:00.000,2016-10-23 00:00:00.000,2016-10-24 00:00:00.000,2,6,1,7,1,3999.99,0.05,3799.99
530,773,4,2016-10-28 00:00:00.000,2016-10-31 00:00:00.000,2016-10-31 00:00:00.000,2,6,1,2,2,749.99,0.05,1424.98
551,1169,4,2016-11-12 00:00:00.000,2016-11-13 00:00:00.000,2016-11-13 00:00:00.000,2,6,1,16,1,599.99,0.05,569.99
560,1405,4,2016-11-18 00:00:00.000,2016-11-19 00:00:00.000,2016-11-21 00:00:00.000,2,6,1,16,1,599.99,0.05,569.99
561,90,4,2016-11-19 00:00:00.000,2016-11-22 00:00:00.000,2016-11-22 00:00:00.000,2,6,1,15,2,529.99,0.05,1006.98
569,707,4,2016-11-23 00:00:00.000,2016-11-24 00:00:00.000,2016-11-25 00:00:00.000,2,6,1,16,1,599.99,0.05,569.99
572,178,4,2016-11-24 00:00:00.000,2016-11-26 00:00:00.000,2016-11-26 00:00:00.000,2,6,1,3,1,999.99,0.05,949.99
599,1,4,2016-12-09 00:00:00.000,2016-12-10 00:00:00.000,2016-12-12 00:00:00.000,2,6,1,9,2,2999.99,0.05,5699.98
602,823,4,2016-12-09 00:00:00.000,2016-12-10 00:00:00.000,2016-12-11 00:00:00.000,2,6,1,15,2,529.99,0.05,1006.98
624,814,4,2016-12-24 00:00:00.000,2016-12-25 00:00:00.000,2016-12-27 00:00:00.000,2,6,1,21,2,269.99,0.05,512.98
630,1404,4,2016-12-26 00:00:00.000,2016-12-27 00:00:00.000,2016-12-28 00:00:00.000,2,6,1,5,1,1320.99,0.05,1254.94
634,27,4,2016-12-29 00:00:00.000,2017-01-01 00:00:00.000,2016-12-30 00:00:00.000,2,6,1,4,2,2899.99,0.05,5509.98
635,520,4,2016-12-30 00:00:00.000,2017-01-02 00:00:00.000,2016-12-31 00:00:00.000,2,6,1,4,1,2899.99,0.05,2754.99
640,1093,4,2017-01-06 00:00:00.000,2017-01-08 00:00:00.000,2017-01-07 00:00:00.000,2,6,1,106,2,449.99,0.05,854.98
700,4,4,2017-02-07 00:00:00.000,2017-02-10 00:00:00.000,2017-02-08 00:00:00.000,2,6,1,7,2,3999.99,0.05,7599.98
704,1137,4,2017-02-08 00:00:00.000,2017-02-09 00:00:00.000,2017-02-11 00:00:00.000,2,6,1,10,2,1549,0.05,2943.1
709,1162,4,2017-02-11 00:00:00.000,2017-02-13 00:00:00.000,2017-02-12 00:00:00.000,2,6,1,55,2,2699.99,0.05,5129.98
710,295,4,2017-02-13 00:00:00.000,2017-02-15 00:00:00.000,2017-02-16 00:00:00.000,2,6,1,42,1,2299.99,0.05,2184.99
711,1246,4,2017-02-13 00:00:00.000,2017-02-16 00:00:00.000,2017-02-14 00:00:00.000,2,6,1,5,2,1320.99,0.05,2509.88
717,1312,4,2017-02-15 00:00:00.000,2017-02-18 00:00:00.000,2017-02-17 00:00:00.000,2,6,1,56,2,5499.99,0.05,10449.98
724,864,4,2017-02-19 00:00:00.000,2017-02-22 00:00:00.000,2017-02-21 00:00:00.000,2,6,1,23,1,299.99,0.05,284.99
730,500,4,2017-02-21 00:00:00.000,2017-02-24 00:00:00.000,2017-02-22 00:00:00.000,2,6,1,59,2,2599.99,0.05,4939.98
737,694,4,2017-02-27 00:00:00.000,2017-03-01 00:00:00.000,2017-02-28 00:00:00.000,2,6,1,52,1,875.99,0.05,832.19
740,1113,4,2017-02-28 00:00:00.000,2017-03-01 00:00:00.000,2017-03-02 00:00:00.000,2,6,1,81,1,1099.99,0.05,1044.99
743,137,4,2017-03-01 00:00:00.000,2017-03-04 00:00:00.000,2017-03-04 00:00:00.000,2,6,1,80,1,761.99,0.05,723.89
752,335,4,2017-03-05 00:00:00.000,2017-03-06 00:00:00.000,2017-03-07 00:00:00.000,2,6,1,12,2,549.99,0.05,1044.98
762,572,4,2017-03-08 00:00:00.000,2017-03-09 00:00:00.000,2017-03-09 00:00:00.000,2,6,1,102,2,489.99,0.05,930.98
774,690,4,2017-03-12 00:00:00.000,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,2,6,1,65,1,346.99,0.05,329.64
779,367,4,2017-03-15 00:00:00.000,2017-03-16 00:00:00.000,2017-03-18 00:00:00.000,2,6,1,101,1,339.99,0.05,322.99
781,1018,4,2017-03-15 00:00:00.000,2017-03-16 00:00:00.000,2017-03-17 00:00:00.000,2,6,1,109,2,416.99,0.05,792.28
786,249,4,2017-03-18 00:00:00.000,2017-03-20 00:00:00.000,2017-03-19 00:00:00.000,2,6,1,80,1,761.99,0.05,723.89
793,653,4,2017-03-23 00:00:00.000,2017-03-24 00:00:00.000,2017-03-24 00:00:00.000,2,6,1,60,1,1559.99,0.05,1481.99
802,340,4,2017-03-28 00:00:00.000,2017-03-29 00:00:00.000,2017-03-30 00:00:00.000,2,6,1,30,1,999.99,0.05,949.99
805,420,4,2017-03-29 00:00:00.000,2017-03-30 00:00:00.000,2017-04-01 00:00:00.000,2,6,1,24,1,549.99,0.05,522.49
808,315,4,2017-03-31 00:00:00.000,2017-04-02 00:00:00.000,2017-04-02 00:00:00.000,2,6,1,96,2,349.99,0.05,664.98
818,1319,4,2017-04-04 00:00:00.000,2017-04-07 00:00:00.000,2017-04-07 00:00:00.000,2,6,1,103,1,551.99,0.05,524.39
846,715,4,2017-04-17 00:00:00.000,2017-04-19 00:00:00.000,2017-04-19 00:00:00.000,2,6,1,46,2,1409.99,0.05,2678.98
856,477,4,2017-04-23 00:00:00.000,2017-04-25 00:00:00.000,2017-04-26 00:00:00.000,2,6,1,38,2,549.99,0.05,1044.98
883,507,4,2017-05-11 00:00:00.000,2017-05-13 00:00:00.000,2017-05-14 00:00:00.000,2,6,1,44,1,539.99,0.05,512.99
887,1195,4,2017-05-13 00:00:00.000,2017-05-15 00:00:00.000,2017-05-15 00:00:00.000,2,6,1,50,2,5999.99,0.05,11399.98
900,971,4,2017-05-20 00:00:00.000,2017-05-21 00:00:00.000,2017-05-22 00:00:00.000,2,6,1,26,2,599.99,0.05,1139.98
911,887,4,2017-05-26 00:00:00.000,2017-05-29 00:00:00.000,2017-05-29 00:00:00.000,2,6,1,66,2,250.99,0.05,476.88
915,215,4,2017-05-28 00:00:00.000,2017-05-30 00:00:00.000,2017-05-30 00:00:00.000,2,6,1,64,1,489.99,0.05,465.49
932,804,4,2017-06-07 00:00:00.000,2017-06-08 00:00:00.000,2017-06-09 00:00:00.000,2,6,1,74,1,439.99,0.05,417.99
938,129,4,2017-06-11 00:00:00.000,2017-06-12 00:00:00.000,2017-06-12 00:00:00.000,2,6,1,4,1,2899.99,0.05,2754.99
942,537,4,2017-06-13 00:00:00.000,2017-06-16 00:00:00.000,2017-06-15 00:00:00.000,2,6,1,98,2,489.99,0.05,930.98
950,142,4,2017-06-16 00:00:00.000,2017-06-19 00:00:00.000,2017-06-18 00:00:00.000,2,6,1,56,1,5499.99,0.05,5224.99
978,1123,4,2017-06-26 00:00:00.000,2017-06-28 00:00:00.000,2017-06-27 00:00:00.000,2,6,1,106,2,449.99,0.05,854.98
979,1190,4,2017-06-26 00:00:00.000,2017-06-29 00:00:00.000,2017-06-27 00:00:00.000,2,6,1,55,1,2699.99,0.05,2564.99
989,1145,4,2017-07-02 00:00:00.000,2017-07-04 00:00:00.000,2017-07-03 00:00:00.000,2,6,1,99,1,299.99,0.05,284.99
1001,354,4,2017-07-13 00:00:00.000,2017-07-16 00:00:00.000,2017-07-15 00:00:00.000,2,6,1,72,1,619.99,0.05,588.99
1013,174,4,2017-07-19 00:00:00.000,2017-07-22 00:00:00.000,2017-07-21 00:00:00.000,2,6,1,60,2,1559.99,0.05,2963.98
1030,161,4,2017-07-29 00:00:00.000,2017-07-30 00:00:00.000,2017-07-31 00:00:00.000,2,6,1,27,1,999.99,0.05,949.99
1052,460,4,2017-08-10 00:00:00.000,2017-08-12 00:00:00.000,2017-08-13 00:00:00.000,2,6,1,7,1,3999.99,0.05,3799.99
1053,1439,4,2017-08-10 00:00:00.000,2017-08-11 00:00:00.000,2017-08-12 00:00:00.000,2,6,1,49,2,3499.99,0.05,6649.98
1062,1210,4,2017-08-15 00:00:00.000,2017-08-17 00:00:00.000,2017-08-18 00:00:00.000,2,6,1,13,1,269.99,0.05,256.49
1077,412,4,2017-08-19 00:00:00.000,2017-08-20 00:00:00.000,2017-08-21 00:00:00.000,2,6,1,60,2,1559.99,0.05,2963.98
1097,1311,4,2017-08-27 00:00:00.000,2017-08-30 00:00:00.000,2017-08-28 00:00:00.000,2,6,1,99,1,299.99,0.05,284.99
1111,930,4,2017-09-04 00:00:00.000,2017-09-06 00:00:00.000,2017-09-05 00:00:00.000,2,6,1,95,1,299.99,0.05,284.99
1128,936,4,2017-09-15 00:00:00.000,2017-09-17 00:00:00.000,2017-09-16 00:00:00.000,2,6,1,44,1,539.99,0.05,512.99
1132,351,4,2017-09-19 00:00:00.000,2017-09-20 00:00:00.000,2017-09-20 00:00:00.000,2,6,1,43,1,5299.99,0.05,5034.99
1135,1347,4,2017-09-19 00:00:00.000,2017-09-21 00:00:00.000,2017-09-20 00:00:00.000,2,6,1,101,2,339.99,0.05,645.98
1163,934,4,2017-10-01 00:00:00.000,2017-10-02 00:00:00.000,2017-10-02 00:00:00.000,2,6,1,63,2,3499.99,0.05,6649.98
1184,369,4,2017-10-14 00:00:00.000,2017-10-15 00:00:00.000,2017-10-16 00:00:00.000,2,6,1,16,2,599.99,0.05,1139.98
1202,593,4,2017-10-24 00:00:00.000,2017-10-25 00:00:00.000,2017-10-25 00:00:00.000,2,6,1,84,2,109.99,0.05,208.98
1207,1002,4,2017-10-26 00:00:00.000,2017-10-28 00:00:00.000,2017-10-27 00:00:00.000,2,6,1,104,1,481.99,0.05,457.89
1214,783,4,2017-10-28 00:00:00.000,2017-10-29 00:00:00.000,2017-10-29 00:00:00.000,2,6,1,9,2,2999.99,0.05,5699.98
1223,1207,4,2017-11-02 00:00:00.000,2017-11-03 00:00:00.000,2017-11-03 00:00:00.000,2,6,1,103,1,551.99,0.05,524.39
1231,1180,4,2017-11-05 00:00:00.000,2017-11-07 00:00:00.000,2017-11-06 00:00:00.000,2,6,1,75,2,599.99,0.05,1139.98
1242,303,4,2017-11-11 00:00:00.000,2017-11-12 00:00:00.000,2017-11-12 00:00:00.000,2,6,1,94,1,249.99,0.05,237.49
1249,545,4,2017-11-17 00:00:00.000,2017-11-18 00:00:00.000,2017-11-20 00:00:00.000,2,6,1,62,1,3499.99,0.05,3324.99
1250,1188,4,2017-11-17 00:00:00.000,2017-11-19 00:00:00.000,2017-11-18 00:00:00.000,2,6,1,78,2,647.99,0.05,1231.18
1279,1014,4,2017-12-01 00:00:00.000,2017-12-04 00:00:00.000,2017-12-03 00:00:00.000,2,6,1,9,2,2999.99,0.05,5699.98
1281,1060,4,2017-12-02 00:00:00.000,2017-12-05 00:00:00.000,2017-12-05 00:00:00.000,2,6,1,36,1,832.99,0.05,791.34
1282,320,4,2017-12-03 00:00:00.000,2017-12-05 00:00:00.000,2017-12-05 00:00:00.000,2,6,1,111,1,470.99,0.05,447.44
1290,967,4,2017-12-08 00:00:00.000,2017-12-10 00:00:00.000,2017-12-10 00:00:00.000,2,6,1,75,2,599.99,0.05,1139.98
1304,1409,4,2017-12-16 00:00:00.000,2017-12-17 00:00:00.000,2017-12-17 00:00:00.000,2,6,1,80,1,761.99,0.05,723.89
1306,28,4,2017-12-20 00:00:00.000,2017-12-21 00:00:00.000,2017-12-22 00:00:00.000,2,6,1,103,2,551.99,0.05,1048.78
1309,821,4,2017-12-22 00:00:00.000,2017-12-25 00:00:00.000,2017-12-24 00:00:00.000,2,6,1,65,1,346.99,0.05,329.64
1331,1122,4,2018-01-05 00:00:00.000,2018-01-06 00:00:00.000,2018-01-08 00:00:00.000,2,6,1,253,1,2599.99,0.05,2469.99
1334,425,4,2018-01-07 00:00:00.000,2018-01-09 00:00:00.000,2018-01-10 00:00:00.000,2,6,1,203,2,4999.99,0.05,9499.98
1343,594,4,2018-01-13 00:00:00.000,2018-01-15 00:00:00.000,2018-01-14 00:00:00.000,2,6,1,244,1,559.99,0.05,531.99
1349,464,4,2018-01-15 00:00:00.000,2018-01-17 00:00:00.000,2018-01-16 00:00:00.000,2,6,1,138,2,2249.99,0.05,4274.98
1353,502,4,2018-01-17 00:00:00.000,2018-01-19 00:00:00.000,2018-01-18 00:00:00.000,2,6,1,107,2,416.99,0.05,792.28
1356,1161,4,2018-01-19 00:00:00.000,2018-01-21 00:00:00.000,2018-01-22 00:00:00.000,2,6,1,192,1,2599.99,0.05,2469.99
1360,71,4,2018-01-22 00:00:00.000,2018-01-25 00:00:00.000,2018-01-24 00:00:00.000,2,6,1,31,1,1632.99,0.05,1551.34
1369,92,4,2018-01-28 00:00:00.000,2018-01-30 00:00:00.000,2018-01-30 00:00:00.000,2,6,1,213,2,269.99,0.05,512.98
1425,126,4,2018-03-07 00:00:00.000,2018-03-09 00:00:00.000,2018-03-09 00:00:00.000,2,6,1,227,2,319.99,0.05,607.98
1446,820,4,2018-03-17 00:00:00.000,2018-03-18 00:00:00.000,2018-03-18 00:00:00.000,2,6,1,227,1,319.99,0.05,303.99
1451,822,4,2018-03-19 00:00:00.000,2018-03-22 00:00:00.000,2018-03-20 00:00:00.000,2,6,1,117,1,1469.99,0.05,1396.49
1455,405,4,2018-03-20 00:00:00.000,2018-03-22 00:00:00.000,2018-03-21 00:00:00.000,2,6,1,101,2,339.99,0.05,645.98
1475,112,4,2018-03-30 00:00:00.000,2018-04-01 00:00:00.000,2018-03-31 00:00:00.000,2,6,1,306,2,899.99,0.05,1709.98
2,1212,4,2016-01-01 00:00:00.000,2016-01-04 00:00:00.000,2016-01-03 00:00:00.000,2,6,1,20,1,599.99,0.07,557.99
6,94,4,2016-01-04 00:00:00.000,2016-01-07 00:00:00.000,2016-01-05 00:00:00.000,2,6,1,18,1,449,0.07,417.57
7,324,4,2016-01-04 00:00:00.000,2016-01-07 00:00:00.000,2016-01-05 00:00:00.000,2,6,1,15,1,529.99,0.07,492.89
33,236,4,2016-01-21 00:00:00.000,2016-01-22 00:00:00.000,2016-01-22 00:00:00.000,2,6,1,23,2,299.99,0.07,557.98
34,80,4,2016-01-22 00:00:00.000,2016-01-25 00:00:00.000,2016-01-23 00:00:00.000,2,6,1,8,2,1799.99,0.07,3347.98
36,1321,4,2016-01-23 00:00:00.000,2016-01-24 00:00:00.000,2016-01-24 00:00:00.000,2,6,1,9,1,2999.99,0.07,2789.99
49,608,4,2016-01-31 00:00:00.000,2016-02-01 00:00:00.000,2016-02-02 00:00:00.000,2,6,1,13,2,269.99,0.07,502.18
56,1241,4,2016-02-04 00:00:00.000,2016-02-06 00:00:00.000,2016-02-07 00:00:00.000,2,6,1,20,2,599.99,0.07,1115.98
68,381,4,2016-02-10 00:00:00.000,2016-02-11 00:00:00.000,2016-02-13 00:00:00.000,2,6,1,13,2,269.99,0.07,502.18
88,1069,4,2016-02-21 00:00:00.000,2016-02-22 00:00:00.000,2016-02-23 00:00:00.000,2,6,1,10,1,1549,0.07,1440.57
98,1194,4,2016-02-28 00:00:00.000,2016-02-29 00:00:00.000,2016-02-29 00:00:00.000,2,6,1,19,1,449,0.07,417.57
113,1078,4,2016-03-08 00:00:00.000,2016-03-11 00:00:00.000,2016-03-11 00:00:00.000,2,6,1,12,2,549.99,0.07,1022.98
149,763,4,2016-03-28 00:00:00.000,2016-03-30 00:00:00.000,2016-03-29 00:00:00.000,2,6,1,12,2,549.99,0.07,1022.98
153,498,4,2016-03-30 00:00:00.000,2016-04-02 00:00:00.000,2016-04-01 00:00:00.000,2,6,1,16,1,599.99,0.07,557.99
188,390,4,2016-04-22 00:00:00.000,2016-04-23 00:00:00.000,2016-04-25 00:00:00.000,2,6,1,7,2,3999.99,0.07,7439.98
210,943,4,2016-05-07 00:00:00.000,2016-05-08 00:00:00.000,2016-05-09 00:00:00.000,2,6,1,14,1,269.99,0.07,251.09
211,1140,4,2016-05-07 00:00:00.000,2016-05-09 00:00:00.000,2016-05-08 00:00:00.000,2,6,1,10,1,1549,0.07,1440.57
212,1373,4,2016-05-08 00:00:00.000,2016-05-09 00:00:00.000,2016-05-11 00:00:00.000,2,6,1,16,2,599.99,0.07,1115.98
230,1167,4,2016-05-19 00:00:00.000,2016-05-20 00:00:00.000,2016-05-21 00:00:00.000,2,6,1,11,2,1680.99,0.07,3126.64
231,1257,4,2016-05-19 00:00:00.000,2016-05-22 00:00:00.000,2016-05-21 00:00:00.000,2,6,1,8,2,1799.99,0.07,3347.98
235,649,4,2016-05-24 00:00:00.000,2016-05-25 00:00:00.000,2016-05-25 00:00:00.000,2,6,1,6,1,469.99,0.07,437.09
236,206,4,2016-05-25 00:00:00.000,2016-05-27 00:00:00.000,2016-05-26 00:00:00.000,2,6,1,3,2,999.99,0.07,1859.98
240,65,4,2016-05-27 00:00:00.000,2016-05-29 00:00:00.000,2016-05-30 00:00:00.000,2,6,1,9,1,2999.99,0.07,2789.99
244,956,4,2016-05-28 00:00:00.000,2016-05-29 00:00:00.000,2016-05-29 00:00:00.000,2,6,1,19,1,449,0.07,417.57
253,1267,4,2016-06-02 00:00:00.000,2016-06-05 00:00:00.000,2016-06-05 00:00:00.000,2,6,1,11,2,1680.99,0.07,3126.64
263,1322,4,2016-06-09 00:00:00.000,2016-06-10 00:00:00.000,2016-06-12 00:00:00.000,2,6,1,9,1,2999.99,0.07,2789.99
269,764,4,2016-06-12 00:00:00.000,2016-06-13 00:00:00.000,2016-06-15 00:00:00.000,2,6,1,5,1,1320.99,0.07,1228.52
279,378,4,2016-06-21 00:00:00.000,2016-06-22 00:00:00.000,2016-06-22 00:00:00.000,2,6,1,25,1,499.99,0.07,464.99
289,849,4,2016-06-27 00:00:00.000,2016-06-28 00:00:00.000,2016-06-30 00:00:00.000,2,6,1,13,1,269.99,0.07,251.09
290,202,4,2016-06-28 00:00:00.000,2016-06-29 00:00:00.000,2016-06-30 00:00:00.000,2,6,1,2,2,749.99,0.07,1394.98
296,1245,4,2016-07-04 00:00:00.000,2016-07-07 00:00:00.000,2016-07-06 00:00:00.000,2,6,1,25,2,499.99,0.07,929.98
319,941,4,2016-07-18 00:00:00.000,2016-07-21 00:00:00.000,2016-07-21 00:00:00.000,2,6,1,11,1,1680.99,0.07,1563.32
323,1243,4,2016-07-19 00:00:00.000,2016-07-22 00:00:00.000,2016-07-21 00:00:00.000,2,6,1,13,2,269.99,0.07,502.18
327,83,4,2016-07-21 00:00:00.000,2016-07-24 00:00:00.000,2016-07-22 00:00:00.000,2,6,1,12,2,549.99,0.07,1022.98
329,274,4,2016-07-24 00:00:00.000,2016-07-27 00:00:00.000,2016-07-26 00:00:00.000,2,6,1,14,2,269.99,0.07,502.18
333,779,4,2016-07-25 00:00:00.000,2016-07-27 00:00:00.000,2016-07-26 00:00:00.000,2,6,1,18,2,449,0.07,835.14
347,1004,4,2016-08-02 00:00:00.000,2016-08-03 00:00:00.000,2016-08-05 00:00:00.000,2,6,1,23,1,299.99,0.07,278.99
365,981,4,2016-08-13 00:00:00.000,2016-08-14 00:00:00.000,2016-08-15 00:00:00.000,2,6,1,24,2,549.99,0.07,1022.98
376,825,4,2016-08-17 00:00:00.000,2016-08-19 00:00:00.000,2016-08-18 00:00:00.000,2,6,1,2,2,749.99,0.07,1394.98
400,1295,4,2016-08-29 00:00:00.000,2016-08-30 00:00:00.000,2016-08-31 00:00:00.000,2,6,1,24,2,549.99,0.07,1022.98
402,1335,4,2016-08-30 00:00:00.000,2016-09-01 00:00:00.000,2016-08-31 00:00:00.000,2,6,1,6,2,469.99,0.07,874.18
439,149,4,2016-09-17 00:00:00.000,2016-09-20 00:00:00.000,2016-09-18 00:00:00.000,2,6,1,6,2,469.99,0.07,874.18
454,988,4,2016-09-23 00:00:00.000,2016-09-25 00:00:00.000,2016-09-26 00:00:00.000,2,6,1,25,2,499.99,0.07,929.98
476,559,4,2016-10-01 00:00:00.000,2016-10-04 00:00:00.000,2016-10-02 00:00:00.000,2,6,1,22,2,269.99,0.07,502.18
479,984,4,2016-10-03 00:00:00.000,2016-10-04 00:00:00.000,2016-10-04 00:00:00.000,2,6,1,26,1,599.99,0.07,557.99
488,921,4,2016-10-06 00:00:00.000,2016-10-09 00:00:00.000,2016-10-08 00:00:00.000,2,6,1,13,2,269.99,0.07,502.18
497,785,4,2016-10-10 00:00:00.000,2016-10-11 00:00:00.000,2016-10-11 00:00:00.000,2,6,1,25,2,499.99,0.07,929.98
