dim_time_id,time_alt_key,time,time_30,hour_30,minute_number,second_number,time_in_second,hourly_bucket,day_time_bucket_group_key,day_time_bucket
76386,211306,1899-12-30 21:13:06.000,"21:13:06",21,13,6,76386,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76458,211418,1899-12-30 21:14:18.000,"21:14:18",21,14,18,76458,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76671,211751,1899-12-30 21:17:51.000,"21:17:51",21,17,51,76671,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76749,211909,1899-12-30 21:19:09.000,"21:19:09",21,19,9,76749,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76764,211924,1899-12-30 21:19:24.000,"21:19:24",21,19,24,76764,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76772,211932,1899-12-30 21:19:32.000,"21:19:32",21,19,32,76772,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76807,212007,1899-12-30 21:20:07.000,"21:20:07",21,20,7,76807,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76826,212026,1899-12-30 21:20:26.000,"21:20:26",21,20,26,76826,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76854,212054,1899-12-30 21:20:54.000,"21:20:54",21,20,54,76854,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77059,212419,1899-12-30 21:24:19.000,"21:24:19",21,24,19,77059,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77149,212549,1899-12-30 21:25:49.000,"21:25:49",21,25,49,77149,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77156,212556,1899-12-30 21:25:56.000,"21:25:56",21,25,56,77156,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77210,212650,1899-12-30 21:26:50.000,"21:26:50",21,26,50,77210,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77283,212803,1899-12-30 21:28:03.000,"21:28:03",21,28,3,77283,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77291,212811,1899-12-30 21:28:11.000,"21:28:11",21,28,11,77291,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77372,212932,1899-12-30 21:29:32.000,"21:29:32",21,29,32,77372,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77381,212941,1899-12-30 21:29:41.000,"21:29:41",21,29,41,77381,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77397,212957,1899-12-30 21:29:57.000,"21:29:57",21,29,57,77397,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77540,213220,1899-12-30 21:32:20.000,"21:32:20",21,32,20,77540,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77610,213330,1899-12-30 21:33:30.000,"21:33:30",21,33,30,77610,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77655,213415,1899-12-30 21:34:15.000,"21:34:15",21,34,15,77655,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77660,213420,1899-12-30 21:34:20.000,"21:34:20",21,34,20,77660,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77662,213422,1899-12-30 21:34:22.000,"21:34:22",21,34,22,77662,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77670,213430,1899-12-30 21:34:30.000,"21:34:30",21,34,30,77670,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77696,213456,1899-12-30 21:34:56.000,"21:34:56",21,34,56,77696,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77773,213613,1899-12-30 21:36:13.000,"21:36:13",21,36,13,77773,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77816,213656,1899-12-30 21:36:56.000,"21:36:56",21,36,56,77816,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77867,213747,1899-12-30 21:37:47.000,"21:37:47",21,37,47,77867,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77875,213755,1899-12-30 21:37:55.000,"21:37:55",21,37,55,77875,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77995,213955,1899-12-30 21:39:55.000,"21:39:55",21,39,55,77995,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78051,214051,1899-12-30 21:40:51.000,"21:40:51",21,40,51,78051,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78100,214140,1899-12-30 21:41:40.000,"21:41:40",21,41,40,78100,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78112,214152,1899-12-30 21:41:52.000,"21:41:52",21,41,52,78112,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78185,214305,1899-12-30 21:43:05.000,"21:43:05",21,43,5,78185,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78219,214339,1899-12-30 21:43:39.000,"21:43:39",21,43,39,78219,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78379,214619,1899-12-30 21:46:19.000,"21:46:19",21,46,19,78379,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78454,214734,1899-12-30 21:47:34.000,"21:47:34",21,47,34,78454,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78475,214755,1899-12-30 21:47:55.000,"21:47:55",21,47,55,78475,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78525,214845,1899-12-30 21:48:45.000,"21:48:45",21,48,45,78525,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78578,214938,1899-12-30 21:49:38.000,"21:49:38",21,49,38,78578,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78583,214943,1899-12-30 21:49:43.000,"21:49:43",21,49,43,78583,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78591,214951,1899-12-30 21:49:51.000,"21:49:51",21,49,51,78591,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78818,215338,1899-12-30 21:53:38.000,"21:53:38",21,53,38,78818,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78849,215409,1899-12-30 21:54:09.000,"21:54:09",21,54,9,78849,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78855,215415,1899-12-30 21:54:15.000,"21:54:15",21,54,15,78855,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78890,215450,1899-12-30 21:54:50.000,"21:54:50",21,54,50,78890,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78910,215510,1899-12-30 21:55:10.000,"21:55:10",21,55,10,78910,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79109,215829,1899-12-30 21:58:29.000,"21:58:29",21,58,29,79109,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75650,210050,1899-12-30 21:00:50.000,"21:00:50",21,0,50,75650,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75719,210159,1899-12-30 21:01:59.000,"21:01:59",21,1,59,75719,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75606,210006,1899-12-30 21:00:06.000,"21:00:06",21,0,6,75606,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75688,210128,1899-12-30 21:01:28.000,"21:01:28",21,1,28,75688,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75886,210446,1899-12-30 21:04:46.000,"21:04:46",21,4,46,75886,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75945,210545,1899-12-30 21:05:45.000,"21:05:45",21,5,45,75945,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76011,210651,1899-12-30 21:06:51.000,"21:06:51",21,6,51,76011,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76059,210739,1899-12-30 21:07:39.000,"21:07:39",21,7,39,76059,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76155,210915,1899-12-30 21:09:15.000,"21:09:15",21,9,15,76155,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76180,210940,1899-12-30 21:09:40.000,"21:09:40",21,9,40,76180,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76228,211028,1899-12-30 21:10:28.000,"21:10:28",21,10,28,76228,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76262,211102,1899-12-30 21:11:02.000,"21:11:02",21,11,2,76262,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76278,211118,1899-12-30 21:11:18.000,"21:11:18",21,11,18,76278,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76285,211125,1899-12-30 21:11:25.000,"21:11:25",21,11,25,76285,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76297,211137,1899-12-30 21:11:37.000,"21:11:37",21,11,37,76297,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76451,211411,1899-12-30 21:14:11.000,"21:14:11",21,14,11,76451,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76568,211608,1899-12-30 21:16:08.000,"21:16:08",21,16,8,76568,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76605,211645,1899-12-30 21:16:45.000,"21:16:45",21,16,45,76605,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76695,211815,1899-12-30 21:18:15.000,"21:18:15",21,18,15,76695,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76782,211942,1899-12-30 21:19:42.000,"21:19:42",21,19,42,76782,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76783,211943,1899-12-30 21:19:43.000,"21:19:43",21,19,43,76783,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76845,212045,1899-12-30 21:20:45.000,"21:20:45",21,20,45,76845,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76861,212101,1899-12-30 21:21:01.000,"21:21:01",21,21,1,76861,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76910,212150,1899-12-30 21:21:50.000,"21:21:50",21,21,50,76910,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
76961,212241,1899-12-30 21:22:41.000,"21:22:41",21,22,41,76961,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77015,212335,1899-12-30 21:23:35.000,"21:23:35",21,23,35,77015,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77098,212458,1899-12-30 21:24:58.000,"21:24:58",21,24,58,77098,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77173,212613,1899-12-30 21:26:13.000,"21:26:13",21,26,13,77173,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77200,212640,1899-12-30 21:26:40.000,"21:26:40",21,26,40,77200,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77232,212712,1899-12-30 21:27:12.000,"21:27:12",21,27,12,77232,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77240,212720,1899-12-30 21:27:20.000,"21:27:20",21,27,20,77240,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77277,212757,1899-12-30 21:27:57.000,"21:27:57",21,27,57,77277,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77365,212925,1899-12-30 21:29:25.000,"21:29:25",21,29,25,77365,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77386,212946,1899-12-30 21:29:46.000,"21:29:46",21,29,46,77386,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77436,213036,1899-12-30 21:30:36.000,"21:30:36",21,30,36,77436,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77450,213050,1899-12-30 21:30:50.000,"21:30:50",21,30,50,77450,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77508,213148,1899-12-30 21:31:48.000,"21:31:48",21,31,48,77508,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77650,213410,1899-12-30 21:34:10.000,"21:34:10",21,34,10,77650,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77819,213659,1899-12-30 21:36:59.000,"21:36:59",21,36,59,77819,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77841,213721,1899-12-30 21:37:21.000,"21:37:21",21,37,21,77841,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77860,213740,1899-12-30 21:37:40.000,"21:37:40",21,37,40,77860,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77878,213758,1899-12-30 21:37:58.000,"21:37:58",21,37,58,77878,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77907,213827,1899-12-30 21:38:27.000,"21:38:27",21,38,27,77907,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
77927,213847,1899-12-30 21:38:47.000,"21:38:47",21,38,47,77927,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78027,214027,1899-12-30 21:40:27.000,"21:40:27",21,40,27,78027,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78056,214056,1899-12-30 21:40:56.000,"21:40:56",21,40,56,78056,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78094,214134,1899-12-30 21:41:34.000,"21:41:34",21,41,34,78094,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78101,214141,1899-12-30 21:41:41.000,"21:41:41",21,41,41,78101,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78124,214204,1899-12-30 21:42:04.000,"21:42:04",21,42,4,78124,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78237,214357,1899-12-30 21:43:57.000,"21:43:57",21,43,57,78237,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78250,214410,1899-12-30 21:44:10.000,"21:44:10",21,44,10,78250,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78277,214437,1899-12-30 21:44:37.000,"21:44:37",21,44,37,78277,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78384,214624,1899-12-30 21:46:24.000,"21:46:24",21,46,24,78384,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78424,214704,1899-12-30 21:47:04.000,"21:47:04",21,47,4,78424,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78441,214721,1899-12-30 21:47:21.000,"21:47:21",21,47,21,78441,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78512,214832,1899-12-30 21:48:32.000,"21:48:32",21,48,32,78512,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78515,214835,1899-12-30 21:48:35.000,"21:48:35",21,48,35,78515,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78743,215223,1899-12-30 21:52:23.000,"21:52:23",21,52,23,78743,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78791,215311,1899-12-30 21:53:11.000,"21:53:11",21,53,11,78791,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78830,215350,1899-12-30 21:53:50.000,"21:53:50",21,53,50,78830,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78847,215407,1899-12-30 21:54:07.000,"21:54:07",21,54,7,78847,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78883,215443,1899-12-30 21:54:43.000,"21:54:43",21,54,43,78883,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78909,215509,1899-12-30 21:55:09.000,"21:55:09",21,55,9,78909,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
78921,215521,1899-12-30 21:55:21.000,"21:55:21",21,55,21,78921,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79042,215722,1899-12-30 21:57:22.000,"21:57:22",21,57,22,79042,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79087,215807,1899-12-30 21:58:07.000,"21:58:07",21,58,7,79087,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79116,215836,1899-12-30 21:58:36.000,"21:58:36",21,58,36,79116,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
79175,215935,1899-12-30 21:59:35.000,"21:59:35",21,59,35,79175,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75628,210028,1899-12-30 21:00:28.000,"21:00:28",21,0,28,75628,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75658,210058,1899-12-30 21:00:58.000,"21:00:58",21,0,58,75658,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75682,210122,1899-12-30 21:01:22.000,"21:01:22",21,1,22,75682,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75703,210143,1899-12-30 21:01:43.000,"21:01:43",21,1,43,75703,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75746,210226,1899-12-30 21:02:26.000,"21:02:26",21,2,26,75746,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
75788,210308,1899-12-30 21:03:08.000,"21:03:08",21,3,8,75788,"21:00-21:59",7,"Evening (18:00 PM To 23:59 PM)"
