Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,Month Name,Month & Year,Quarter & Year,DayOfWeek,DayOfWeekName,WeekEnding,MonthEnding,ISO Weeknumber,ISO Year,ISO Day of Year,Week & Year,WeeknYear,MonthnYear,QuarternYear,Fiscal Year,Fiscal Quarter,Fiscal Period,IsAfterToday,IsWorkingDay,IsHoliday,IsBusinessDay,Day Type,WeekOffset,MonthOffset,QuarterOffset,YearOffset,FiscalYearOffset,WeekCompleted,MonthCompleted,QuarterCompleted
2020-07-14 00:00:00.000,2020,3,7,14,20200714,"July","Jul 2020","Q3 2020",2,"Tuesday",2020-07-19 00:00:00.000,2020-07-31 00:00:00.000,29,2020,198,"2020-29",20202900,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-59,-14,-4,-1,-1,True,True,True
2020-07-15 00:00:00.000,2020,3,7,15,20200715,"July","Jul 2020","Q3 2020",3,"Wednesday",2020-07-19 00:00:00.000,2020-07-31 00:00:00.000,29,2020,199,"2020-29",20202900,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-59,-14,-4,-1,-1,True,True,True
2020-07-16 00:00:00.000,2020,3,7,16,20200716,"July","Jul 2020","Q3 2020",4,"Thursday",2020-07-19 00:00:00.000,2020-07-31 00:00:00.000,29,2020,200,"2020-29",20202900,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-59,-14,-4,-1,-1,True,True,True
2020-07-17 00:00:00.000,2020,3,7,17,20200717,"July","Jul 2020","Q3 2020",5,"Friday",2020-07-19 00:00:00.000,2020-07-31 00:00:00.000,29,2020,201,"2020-29",20202900,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-59,-14,-4,-1,-1,True,True,True
2020-07-18 00:00:00.000,2020,3,7,18,20200718,"July","Jul 2020","Q3 2020",6,"Saturday",2020-07-19 00:00:00.000,2020-07-31 00:00:00.000,29,2020,202,"2020-29",20202900,20200700,20200300,"FY21","FQ1",1,False,False,"Unknown",False,"Weekend",-59,-14,-4,-1,-1,True,True,True
2020-07-19 00:00:00.000,2020,3,7,19,20200719,"July","Jul 2020","Q3 2020",0,"Sunday",2020-07-19 00:00:00.000,2020-07-31 00:00:00.000,29,2020,203,"2020-29",20202900,20200700,20200300,"FY21","FQ1",1,False,False,"Unknown",False,"Weekend",-59,-14,-4,-1,-1,True,True,True
2020-07-20 00:00:00.000,2020,3,7,20,20200720,"July","Jul 2020","Q3 2020",1,"Monday",2020-07-26 00:00:00.000,2020-07-31 00:00:00.000,30,2020,204,"2020-30",20203000,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-58,-14,-4,-1,-1,True,True,True
2020-07-21 00:00:00.000,2020,3,7,21,20200721,"July","Jul 2020","Q3 2020",2,"Tuesday",2020-07-26 00:00:00.000,2020-07-31 00:00:00.000,30,2020,205,"2020-30",20203000,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-58,-14,-4,-1,-1,True,True,True
2020-07-22 00:00:00.000,2020,3,7,22,20200722,"July","Jul 2020","Q3 2020",3,"Wednesday",2020-07-26 00:00:00.000,2020-07-31 00:00:00.000,30,2020,206,"2020-30",20203000,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-58,-14,-4,-1,-1,True,True,True
2020-07-23 00:00:00.000,2020,3,7,23,20200723,"July","Jul 2020","Q3 2020",4,"Thursday",2020-07-26 00:00:00.000,2020-07-31 00:00:00.000,30,2020,207,"2020-30",20203000,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-58,-14,-4,-1,-1,True,True,True
2020-07-24 00:00:00.000,2020,3,7,24,20200724,"July","Jul 2020","Q3 2020",5,"Friday",2020-07-26 00:00:00.000,2020-07-31 00:00:00.000,30,2020,208,"2020-30",20203000,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-58,-14,-4,-1,-1,True,True,True
2020-07-25 00:00:00.000,2020,3,7,25,20200725,"July","Jul 2020","Q3 2020",6,"Saturday",2020-07-26 00:00:00.000,2020-07-31 00:00:00.000,30,2020,209,"2020-30",20203000,20200700,20200300,"FY21","FQ1",1,False,False,"Unknown",False,"Weekend",-58,-14,-4,-1,-1,True,True,True
2020-07-26 00:00:00.000,2020,3,7,26,20200726,"July","Jul 2020","Q3 2020",0,"Sunday",2020-07-26 00:00:00.000,2020-07-31 00:00:00.000,30,2020,210,"2020-30",20203000,20200700,20200300,"FY21","FQ1",1,False,False,"Unknown",False,"Weekend",-58,-14,-4,-1,-1,True,True,True
2020-07-27 00:00:00.000,2020,3,7,27,20200727,"July","Jul 2020","Q3 2020",1,"Monday",2020-08-02 00:00:00.000,2020-07-31 00:00:00.000,31,2020,211,"2020-31",20203100,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-57,-14,-4,-1,-1,True,True,True
2020-07-28 00:00:00.000,2020,3,7,28,20200728,"July","Jul 2020","Q3 2020",2,"Tuesday",2020-08-02 00:00:00.000,2020-07-31 00:00:00.000,31,2020,212,"2020-31",20203100,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-57,-14,-4,-1,-1,True,True,True
2020-07-29 00:00:00.000,2020,3,7,29,20200729,"July","Jul 2020","Q3 2020",3,"Wednesday",2020-08-02 00:00:00.000,2020-07-31 00:00:00.000,31,2020,213,"2020-31",20203100,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-57,-14,-4,-1,-1,True,True,True
2020-07-30 00:00:00.000,2020,3,7,30,20200730,"July","Jul 2020","Q3 2020",4,"Thursday",2020-08-02 00:00:00.000,2020-07-31 00:00:00.000,31,2020,214,"2020-31",20203100,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-57,-14,-4,-1,-1,True,True,True
2020-07-31 00:00:00.000,2020,3,7,31,20200731,"July","Jul 2020","Q3 2020",5,"Friday",2020-08-02 00:00:00.000,2020-07-31 00:00:00.000,31,2020,215,"2020-31",20203100,20200700,20200300,"FY21","FQ1",1,False,True,"Unknown",True,"Weekday",-57,-14,-4,-1,-1,True,True,True
2020-08-01 00:00:00.000,2020,3,8,1,20200801,"August","Aug 2020","Q3 2020",6,"Saturday",2020-08-02 00:00:00.000,2020-08-31 00:00:00.000,31,2020,216,"2020-31",20203100,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-57,-13,-4,-1,-1,True,True,True
2020-08-02 00:00:00.000,2020,3,8,2,20200802,"August","Aug 2020","Q3 2020",0,"Sunday",2020-08-02 00:00:00.000,2020-08-31 00:00:00.000,31,2020,217,"2020-31",20203100,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-57,-13,-4,-1,-1,True,True,True
2020-08-03 00:00:00.000,2020,3,8,3,20200803,"August","Aug 2020","Q3 2020",1,"Monday",2020-08-09 00:00:00.000,2020-08-31 00:00:00.000,32,2020,218,"2020-32",20203200,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-56,-13,-4,-1,-1,True,True,True
2020-08-04 00:00:00.000,2020,3,8,4,20200804,"August","Aug 2020","Q3 2020",2,"Tuesday",2020-08-09 00:00:00.000,2020-08-31 00:00:00.000,32,2020,219,"2020-32",20203200,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-56,-13,-4,-1,-1,True,True,True
2020-08-05 00:00:00.000,2020,3,8,5,20200805,"August","Aug 2020","Q3 2020",3,"Wednesday",2020-08-09 00:00:00.000,2020-08-31 00:00:00.000,32,2020,220,"2020-32",20203200,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-56,-13,-4,-1,-1,True,True,True
2020-08-06 00:00:00.000,2020,3,8,6,20200806,"August","Aug 2020","Q3 2020",4,"Thursday",2020-08-09 00:00:00.000,2020-08-31 00:00:00.000,32,2020,221,"2020-32",20203200,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-56,-13,-4,-1,-1,True,True,True
2020-08-07 00:00:00.000,2020,3,8,7,20200807,"August","Aug 2020","Q3 2020",5,"Friday",2020-08-09 00:00:00.000,2020-08-31 00:00:00.000,32,2020,222,"2020-32",20203200,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-56,-13,-4,-1,-1,True,True,True
2020-08-08 00:00:00.000,2020,3,8,8,20200808,"August","Aug 2020","Q3 2020",6,"Saturday",2020-08-09 00:00:00.000,2020-08-31 00:00:00.000,32,2020,223,"2020-32",20203200,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-56,-13,-4,-1,-1,True,True,True
2020-08-09 00:00:00.000,2020,3,8,9,20200809,"August","Aug 2020","Q3 2020",0,"Sunday",2020-08-09 00:00:00.000,2020-08-31 00:00:00.000,32,2020,224,"2020-32",20203200,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-56,-13,-4,-1,-1,True,True,True
2020-08-10 00:00:00.000,2020,3,8,10,20200810,"August","Aug 2020","Q3 2020",1,"Monday",2020-08-16 00:00:00.000,2020-08-31 00:00:00.000,33,2020,225,"2020-33",20203300,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-55,-13,-4,-1,-1,True,True,True
2020-08-11 00:00:00.000,2020,3,8,11,20200811,"August","Aug 2020","Q3 2020",2,"Tuesday",2020-08-16 00:00:00.000,2020-08-31 00:00:00.000,33,2020,226,"2020-33",20203300,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-55,-13,-4,-1,-1,True,True,True
2020-08-12 00:00:00.000,2020,3,8,12,20200812,"August","Aug 2020","Q3 2020",3,"Wednesday",2020-08-16 00:00:00.000,2020-08-31 00:00:00.000,33,2020,227,"2020-33",20203300,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-55,-13,-4,-1,-1,True,True,True
2020-08-13 00:00:00.000,2020,3,8,13,20200813,"August","Aug 2020","Q3 2020",4,"Thursday",2020-08-16 00:00:00.000,2020-08-31 00:00:00.000,33,2020,228,"2020-33",20203300,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-55,-13,-4,-1,-1,True,True,True
2020-08-14 00:00:00.000,2020,3,8,14,20200814,"August","Aug 2020","Q3 2020",5,"Friday",2020-08-16 00:00:00.000,2020-08-31 00:00:00.000,33,2020,229,"2020-33",20203300,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-55,-13,-4,-1,-1,True,True,True
2020-08-15 00:00:00.000,2020,3,8,15,20200815,"August","Aug 2020","Q3 2020",6,"Saturday",2020-08-16 00:00:00.000,2020-08-31 00:00:00.000,33,2020,230,"2020-33",20203300,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-55,-13,-4,-1,-1,True,True,True
2020-08-16 00:00:00.000,2020,3,8,16,20200816,"August","Aug 2020","Q3 2020",0,"Sunday",2020-08-16 00:00:00.000,2020-08-31 00:00:00.000,33,2020,231,"2020-33",20203300,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-55,-13,-4,-1,-1,True,True,True
2020-08-17 00:00:00.000,2020,3,8,17,20200817,"August","Aug 2020","Q3 2020",1,"Monday",2020-08-23 00:00:00.000,2020-08-31 00:00:00.000,34,2020,232,"2020-34",20203400,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-54,-13,-4,-1,-1,True,True,True
2020-08-18 00:00:00.000,2020,3,8,18,20200818,"August","Aug 2020","Q3 2020",2,"Tuesday",2020-08-23 00:00:00.000,2020-08-31 00:00:00.000,34,2020,233,"2020-34",20203400,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-54,-13,-4,-1,-1,True,True,True
2020-08-19 00:00:00.000,2020,3,8,19,20200819,"August","Aug 2020","Q3 2020",3,"Wednesday",2020-08-23 00:00:00.000,2020-08-31 00:00:00.000,34,2020,234,"2020-34",20203400,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-54,-13,-4,-1,-1,True,True,True
2020-08-20 00:00:00.000,2020,3,8,20,20200820,"August","Aug 2020","Q3 2020",4,"Thursday",2020-08-23 00:00:00.000,2020-08-31 00:00:00.000,34,2020,235,"2020-34",20203400,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-54,-13,-4,-1,-1,True,True,True
2020-08-21 00:00:00.000,2020,3,8,21,20200821,"August","Aug 2020","Q3 2020",5,"Friday",2020-08-23 00:00:00.000,2020-08-31 00:00:00.000,34,2020,236,"2020-34",20203400,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-54,-13,-4,-1,-1,True,True,True
2020-08-22 00:00:00.000,2020,3,8,22,20200822,"August","Aug 2020","Q3 2020",6,"Saturday",2020-08-23 00:00:00.000,2020-08-31 00:00:00.000,34,2020,237,"2020-34",20203400,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-54,-13,-4,-1,-1,True,True,True
2020-08-23 00:00:00.000,2020,3,8,23,20200823,"August","Aug 2020","Q3 2020",0,"Sunday",2020-08-23 00:00:00.000,2020-08-31 00:00:00.000,34,2020,238,"2020-34",20203400,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-54,-13,-4,-1,-1,True,True,True
2020-08-24 00:00:00.000,2020,3,8,24,20200824,"August","Aug 2020","Q3 2020",1,"Monday",2020-08-30 00:00:00.000,2020-08-31 00:00:00.000,35,2020,239,"2020-35",20203500,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-53,-13,-4,-1,-1,True,True,True
2020-08-25 00:00:00.000,2020,3,8,25,20200825,"August","Aug 2020","Q3 2020",2,"Tuesday",2020-08-30 00:00:00.000,2020-08-31 00:00:00.000,35,2020,240,"2020-35",20203500,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-53,-13,-4,-1,-1,True,True,True
2020-08-26 00:00:00.000,2020,3,8,26,20200826,"August","Aug 2020","Q3 2020",3,"Wednesday",2020-08-30 00:00:00.000,2020-08-31 00:00:00.000,35,2020,241,"2020-35",20203500,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-53,-13,-4,-1,-1,True,True,True
2020-08-27 00:00:00.000,2020,3,8,27,20200827,"August","Aug 2020","Q3 2020",4,"Thursday",2020-08-30 00:00:00.000,2020-08-31 00:00:00.000,35,2020,242,"2020-35",20203500,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-53,-13,-4,-1,-1,True,True,True
2020-08-28 00:00:00.000,2020,3,8,28,20200828,"August","Aug 2020","Q3 2020",5,"Friday",2020-08-30 00:00:00.000,2020-08-31 00:00:00.000,35,2020,243,"2020-35",20203500,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-53,-13,-4,-1,-1,True,True,True
2020-08-29 00:00:00.000,2020,3,8,29,20200829,"August","Aug 2020","Q3 2020",6,"Saturday",2020-08-30 00:00:00.000,2020-08-31 00:00:00.000,35,2020,244,"2020-35",20203500,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-53,-13,-4,-1,-1,True,True,True
2020-08-30 00:00:00.000,2020,3,8,30,20200830,"August","Aug 2020","Q3 2020",0,"Sunday",2020-08-30 00:00:00.000,2020-08-31 00:00:00.000,35,2020,245,"2020-35",20203500,20200800,20200300,"FY21","FQ1",2,False,False,"Unknown",False,"Weekend",-53,-13,-4,-1,-1,True,True,True
2020-08-31 00:00:00.000,2020,3,8,31,20200831,"August","Aug 2020","Q3 2020",1,"Monday",2020-09-06 00:00:00.000,2020-08-31 00:00:00.000,36,2020,246,"2020-36",20203600,20200800,20200300,"FY21","FQ1",2,False,True,"Unknown",True,"Weekday",-52,-13,-4,-1,-1,True,True,True
2020-09-01 00:00:00.000,2020,3,9,1,20200901,"September","Sep 2020","Q3 2020",2,"Tuesday",2020-09-06 00:00:00.000,2020-09-30 00:00:00.000,36,2020,247,"2020-36",20203600,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-52,-12,-4,-1,-1,True,True,True
2020-09-02 00:00:00.000,2020,3,9,2,20200902,"September","Sep 2020","Q3 2020",3,"Wednesday",2020-09-06 00:00:00.000,2020-09-30 00:00:00.000,36,2020,248,"2020-36",20203600,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-52,-12,-4,-1,-1,True,True,True
2020-09-03 00:00:00.000,2020,3,9,3,20200903,"September","Sep 2020","Q3 2020",4,"Thursday",2020-09-06 00:00:00.000,2020-09-30 00:00:00.000,36,2020,249,"2020-36",20203600,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-52,-12,-4,-1,-1,True,True,True
2020-09-04 00:00:00.000,2020,3,9,4,20200904,"September","Sep 2020","Q3 2020",5,"Friday",2020-09-06 00:00:00.000,2020-09-30 00:00:00.000,36,2020,250,"2020-36",20203600,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-52,-12,-4,-1,-1,True,True,True
2020-09-05 00:00:00.000,2020,3,9,5,20200905,"September","Sep 2020","Q3 2020",6,"Saturday",2020-09-06 00:00:00.000,2020-09-30 00:00:00.000,36,2020,251,"2020-36",20203600,20200900,20200300,"FY21","FQ1",3,False,False,"Unknown",False,"Weekend",-52,-12,-4,-1,-1,True,True,True
2020-09-06 00:00:00.000,2020,3,9,6,20200906,"September","Sep 2020","Q3 2020",0,"Sunday",2020-09-06 00:00:00.000,2020-09-30 00:00:00.000,36,2020,252,"2020-36",20203600,20200900,20200300,"FY21","FQ1",3,False,False,"Unknown",False,"Weekend",-52,-12,-4,-1,-1,True,True,True
2020-09-07 00:00:00.000,2020,3,9,7,20200907,"September","Sep 2020","Q3 2020",1,"Monday",2020-09-13 00:00:00.000,2020-09-30 00:00:00.000,37,2020,253,"2020-37",20203700,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-51,-12,-4,-1,-1,True,True,True
2020-09-08 00:00:00.000,2020,3,9,8,20200908,"September","Sep 2020","Q3 2020",2,"Tuesday",2020-09-13 00:00:00.000,2020-09-30 00:00:00.000,37,2020,254,"2020-37",20203700,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-51,-12,-4,-1,-1,True,True,True
2020-09-09 00:00:00.000,2020,3,9,9,20200909,"September","Sep 2020","Q3 2020",3,"Wednesday",2020-09-13 00:00:00.000,2020-09-30 00:00:00.000,37,2020,255,"2020-37",20203700,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-51,-12,-4,-1,-1,True,True,True
2020-09-10 00:00:00.000,2020,3,9,10,20200910,"September","Sep 2020","Q3 2020",4,"Thursday",2020-09-13 00:00:00.000,2020-09-30 00:00:00.000,37,2020,256,"2020-37",20203700,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-51,-12,-4,-1,-1,True,True,True
2020-09-11 00:00:00.000,2020,3,9,11,20200911,"September","Sep 2020","Q3 2020",5,"Friday",2020-09-13 00:00:00.000,2020-09-30 00:00:00.000,37,2020,257,"2020-37",20203700,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-51,-12,-4,-1,-1,True,True,True
2020-09-12 00:00:00.000,2020,3,9,12,20200912,"September","Sep 2020","Q3 2020",6,"Saturday",2020-09-13 00:00:00.000,2020-09-30 00:00:00.000,37,2020,258,"2020-37",20203700,20200900,20200300,"FY21","FQ1",3,False,False,"Unknown",False,"Weekend",-51,-12,-4,-1,-1,True,True,True
2020-09-13 00:00:00.000,2020,3,9,13,20200913,"September","Sep 2020","Q3 2020",0,"Sunday",2020-09-13 00:00:00.000,2020-09-30 00:00:00.000,37,2020,259,"2020-37",20203700,20200900,20200300,"FY21","FQ1",3,False,False,"Unknown",False,"Weekend",-51,-12,-4,-1,-1,True,True,True
2020-09-14 00:00:00.000,2020,3,9,14,20200914,"September","Sep 2020","Q3 2020",1,"Monday",2020-09-20 00:00:00.000,2020-09-30 00:00:00.000,38,2020,260,"2020-38",20203800,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-50,-12,-4,-1,-1,True,True,True
2020-09-15 00:00:00.000,2020,3,9,15,20200915,"September","Sep 2020","Q3 2020",2,"Tuesday",2020-09-20 00:00:00.000,2020-09-30 00:00:00.000,38,2020,261,"2020-38",20203800,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-50,-12,-4,-1,-1,True,True,True
2020-09-16 00:00:00.000,2020,3,9,16,20200916,"September","Sep 2020","Q3 2020",3,"Wednesday",2020-09-20 00:00:00.000,2020-09-30 00:00:00.000,38,2020,262,"2020-38",20203800,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-50,-12,-4,-1,-1,True,True,True
2020-09-17 00:00:00.000,2020,3,9,17,20200917,"September","Sep 2020","Q3 2020",4,"Thursday",2020-09-20 00:00:00.000,2020-09-30 00:00:00.000,38,2020,263,"2020-38",20203800,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-50,-12,-4,-1,-1,True,True,True
2020-09-18 00:00:00.000,2020,3,9,18,20200918,"September","Sep 2020","Q3 2020",5,"Friday",2020-09-20 00:00:00.000,2020-09-30 00:00:00.000,38,2020,264,"2020-38",20203800,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-50,-12,-4,-1,-1,True,True,True
2020-09-19 00:00:00.000,2020,3,9,19,20200919,"September","Sep 2020","Q3 2020",6,"Saturday",2020-09-20 00:00:00.000,2020-09-30 00:00:00.000,38,2020,265,"2020-38",20203800,20200900,20200300,"FY21","FQ1",3,False,False,"Unknown",False,"Weekend",-50,-12,-4,-1,-1,True,True,True
2020-09-20 00:00:00.000,2020,3,9,20,20200920,"September","Sep 2020","Q3 2020",0,"Sunday",2020-09-20 00:00:00.000,2020-09-30 00:00:00.000,38,2020,266,"2020-38",20203800,20200900,20200300,"FY21","FQ1",3,False,False,"Unknown",False,"Weekend",-50,-12,-4,-1,-1,True,True,True
2020-09-21 00:00:00.000,2020,3,9,21,20200921,"September","Sep 2020","Q3 2020",1,"Monday",2020-09-27 00:00:00.000,2020-09-30 00:00:00.000,39,2020,267,"2020-39",20203900,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-49,-12,-4,-1,-1,True,True,True
2020-09-22 00:00:00.000,2020,3,9,22,20200922,"September","Sep 2020","Q3 2020",2,"Tuesday",2020-09-27 00:00:00.000,2020-09-30 00:00:00.000,39,2020,268,"2020-39",20203900,20200900,20200300,"FY21","FQ1",3,False,True,"Unknown",True,"Weekday",-49,-12,-4,-1,-1,True,True,True
