Category,Subcategory,Month,OPEX
"Advertising","Google Ads",2018-05-01 00:00:00.000,3174
"Advertising","Google Ads",2018-06-01 00:00:00.000,3486
"Advertising","Google Ads",2018-07-01 00:00:00.000,3817
"Advertising","Google Ads",2018-08-01 00:00:00.000,4099
"Advertising","Google Ads",2018-09-01 00:00:00.000,4279
"Advertising","Google Ads",2018-10-01 00:00:00.000,3486
"Advertising","Google Ads",2018-11-01 00:00:00.000,4090
"Advertising","Google Ads",2018-12-01 00:00:00.000,3486
"Advertising","TV",2018-01-01 00:00:00.000,187
"Advertising","TV",2018-02-01 00:00:00.000,559
"Advertising","TV",2018-03-01 00:00:00.000,289
"Advertising","TV",2018-04-01 00:00:00.000,514
"Advertising","TV",2018-05-01 00:00:00.000,289
"Advertising","TV",2018-06-01 00:00:00.000,514
"Advertising","TV",2018-07-01 00:00:00.000,609
"Advertising","TV",2018-08-01 00:00:00.000,609
"Advertising","TV",2018-09-01 00:00:00.000,187
"Advertising","TV",2018-10-01 00:00:00.000,514
"Advertising","TV",2018-11-01 00:00:00.000,538
"Advertising","TV",2018-12-01 00:00:00.000,514
"Advertising","POSM",2018-01-01 00:00:00.000,3115
"Advertising","POSM",2018-02-01 00:00:00.000,2362
"Advertising","POSM",2018-03-01 00:00:00.000,2851
"Advertising","POSM",2018-04-01 00:00:00.000,3337
"Advertising","POSM",2018-05-01 00:00:00.000,2851
"Advertising","POSM",2018-06-01 00:00:00.000,3337
"Advertising","POSM",2018-07-01 00:00:00.000,3283
"Advertising","POSM",2018-08-01 00:00:00.000,2835
"Advertising","POSM",2018-09-01 00:00:00.000,3115
"Advertising","POSM",2018-10-01 00:00:00.000,3337
"Advertising","POSM",2018-11-01 00:00:00.000,3714
"Advertising","POSM",2018-12-01 00:00:00.000,3337
"Advertising","Radio",2018-01-01 00:00:00.000,14315
"Advertising","Radio",2018-02-01 00:00:00.000,12711
"Advertising","Radio",2018-03-01 00:00:00.000,13481
"Advertising","Radio",2018-04-01 00:00:00.000,12970
"Advertising","Radio",2018-05-01 00:00:00.000,13481
"Advertising","Radio",2018-06-01 00:00:00.000,12970
"Advertising","Radio",2018-07-01 00:00:00.000,13779
"Advertising","Radio",2018-08-01 00:00:00.000,15992
"Advertising","Radio",2018-09-01 00:00:00.000,14315
"Advertising","Radio",2018-10-01 00:00:00.000,12970
"Advertising","Radio",2018-11-01 00:00:00.000,20037
"Advertising","Radio",2018-12-01 00:00:00.000,12970
"Advertising","Bloggers",2018-01-01 00:00:00.000,3332
"Advertising","Bloggers",2018-02-01 00:00:00.000,2103
"Advertising","Bloggers",2018-03-01 00:00:00.000,2128
"Advertising","Bloggers",2018-04-01 00:00:00.000,2684
"Advertising","Bloggers",2018-05-01 00:00:00.000,2128
"Advertising","Bloggers",2018-06-01 00:00:00.000,2684
"Advertising","Bloggers",2018-07-01 00:00:00.000,2956
"Advertising","Bloggers",2018-08-01 00:00:00.000,2761
"Advertising","Bloggers",2018-09-01 00:00:00.000,3332
"Advertising","Bloggers",2018-10-01 00:00:00.000,2684
"Advertising","Bloggers",2018-11-01 00:00:00.000,3906
"Advertising","Bloggers",2018-12-01 00:00:00.000,2684
"Advertising","Facebook Target",2018-01-01 00:00:00.000,16416
"Advertising","Facebook Target",2018-02-01 00:00:00.000,14699
"Advertising","Facebook Target",2018-03-01 00:00:00.000,16988
"Advertising","Facebook Target",2018-04-01 00:00:00.000,14141
"Advertising","Facebook Target",2018-05-01 00:00:00.000,16988
"Advertising","Facebook Target",2018-06-01 00:00:00.000,14141
"Advertising","Facebook Target",2018-07-01 00:00:00.000,18802
"Advertising","Facebook Target",2018-08-01 00:00:00.000,17961
"Advertising","Facebook Target",2018-09-01 00:00:00.000,16416
"Advertising","Facebook Target",2018-10-01 00:00:00.000,14141
"Advertising","Facebook Target",2018-11-01 00:00:00.000,18821
"Advertising","Facebook Target",2018-12-01 00:00:00.000,14141
"Advertising","SMM",2019-01-01 00:00:00.000,6965
"Advertising","SMM",2019-02-01 00:00:00.000,6343
"Advertising","SMM",2019-03-01 00:00:00.000,6145
"Advertising","SMM",2019-04-01 00:00:00.000,6660
"Advertising","SMM",2019-05-01 00:00:00.000,6145
"Advertising","SMM",2019-06-01 00:00:00.000,6660
"Advertising","SMM",2019-07-01 00:00:00.000,5077
"Advertising","SMM",2019-08-01 00:00:00.000,6655
"Advertising","SMM",2019-09-01 00:00:00.000,6965
"Advertising","SMM",2019-10-01 00:00:00.000,6660
"Advertising","SMM",2019-11-01 00:00:00.000,10162
"Advertising","SMM",2019-12-01 00:00:00.000,6660
"Advertising","SEO",2019-01-01 00:00:00.000,6419
"Advertising","SEO",2019-02-01 00:00:00.000,5556
"Advertising","SEO",2019-03-01 00:00:00.000,4761
"Advertising","SEO",2019-04-01 00:00:00.000,5229
"Advertising","SEO",2019-05-01 00:00:00.000,4761
"Advertising","SEO",2019-06-01 00:00:00.000,5229
"Advertising","SEO",2019-07-01 00:00:00.000,5725
"Advertising","SEO",2019-08-01 00:00:00.000,6148
"Advertising","SEO",2019-09-01 00:00:00.000,6419
"Advertising","SEO",2019-10-01 00:00:00.000,5229
"Advertising","SEO",2019-11-01 00:00:00.000,6135
"Advertising","SEO",2019-12-01 00:00:00.000,5229
"Advertising","Google Ads",2019-01-01 00:00:00.000,562
"Advertising","Google Ads",2019-02-01 00:00:00.000,1676
"Advertising","Google Ads",2019-03-01 00:00:00.000,867
"Advertising","Google Ads",2019-04-01 00:00:00.000,1542
"Advertising","Google Ads",2019-05-01 00:00:00.000,867
"Advertising","Google Ads",2019-06-01 00:00:00.000,1542
"Advertising","Google Ads",2019-07-01 00:00:00.000,1827
"Advertising","Google Ads",2019-08-01 00:00:00.000,1827
"Advertising","Google Ads",2019-09-01 00:00:00.000,562
"Advertising","Google Ads",2019-10-01 00:00:00.000,1542
"Advertising","Google Ads",2019-11-01 00:00:00.000,1613
"Advertising","Google Ads",2019-12-01 00:00:00.000,1542
"Advertising","TV",2019-01-01 00:00:00.000,3115
"Advertising","TV",2019-02-01 00:00:00.000,2362
"Advertising","TV",2019-03-01 00:00:00.000,2851
"Advertising","TV",2019-04-01 00:00:00.000,3337
"Advertising","TV",2019-05-01 00:00:00.000,2851
"Advertising","TV",2019-06-01 00:00:00.000,3337
"Advertising","TV",2019-07-01 00:00:00.000,3283
"Advertising","TV",2019-08-01 00:00:00.000,2835
"Advertising","TV",2019-09-01 00:00:00.000,3115
"Advertising","TV",2019-10-01 00:00:00.000,3337
"Advertising","TV",2019-11-01 00:00:00.000,3714
"Advertising","TV",2019-12-01 00:00:00.000,3337
"Advertising","POSM",2019-01-01 00:00:00.000,17647
"Advertising","POSM",2019-02-01 00:00:00.000,14814
"Advertising","POSM",2019-03-01 00:00:00.000,15609
"Advertising","POSM",2019-04-01 00:00:00.000,15654
"Advertising","POSM",2019-05-01 00:00:00.000,15609
"Advertising","POSM",2019-06-01 00:00:00.000,15654
"Advertising","POSM",2019-07-01 00:00:00.000,16735
"Advertising","POSM",2019-08-01 00:00:00.000,18753
"Advertising","POSM",2019-09-01 00:00:00.000,17647
"Advertising","POSM",2019-10-01 00:00:00.000,15654
"Advertising","POSM",2019-11-01 00:00:00.000,23943
"Advertising","POSM",2019-12-01 00:00:00.000,15654
"Advertising","Radio",2019-01-01 00:00:00.000,4104
"Advertising","Radio",2019-02-01 00:00:00.000,3675
"Advertising","Radio",2019-03-01 00:00:00.000,4247
"Advertising","Radio",2019-04-01 00:00:00.000,3535
"Advertising","Radio",2019-05-01 00:00:00.000,4247
"Advertising","Radio",2019-06-01 00:00:00.000,3535
"Advertising","Radio",2019-07-01 00:00:00.000,4701
"Advertising","Radio",2019-08-01 00:00:00.000,4490
"Advertising","Radio",2019-09-01 00:00:00.000,4104
"Advertising","Radio",2019-10-01 00:00:00.000,3535
"Advertising","Radio",2019-11-01 00:00:00.000,4705
"Advertising","Radio",2019-12-01 00:00:00.000,3535
"Advertising","Bloggers",2019-01-01 00:00:00.000,16416
"Advertising","Bloggers",2019-02-01 00:00:00.000,14699
"Advertising","Bloggers",2019-03-01 00:00:00.000,16988
"Advertising","Bloggers",2019-04-01 00:00:00.000,14141
"Advertising","Bloggers",2019-05-01 00:00:00.000,16988
"Advertising","Bloggers",2019-06-01 00:00:00.000,14141
"Advertising","Bloggers",2019-07-01 00:00:00.000,18802
"Advertising","Bloggers",2019-08-01 00:00:00.000,17961
"Advertising","Bloggers",2019-09-01 00:00:00.000,16416
"Advertising","Bloggers",2019-10-01 00:00:00.000,14141
"Advertising","Bloggers",2019-11-01 00:00:00.000,18821
"Advertising","Bloggers",2019-12-01 00:00:00.000,14141
"Advertising","SMM",2020-01-01 00:00:00.000,8735
"Advertising","SMM",2020-02-01 00:00:00.000,16425
"Advertising","SMM",2020-03-01 00:00:00.000,15739
"Advertising","SMM",2020-04-01 00:00:00.000,27766
"Advertising","SMM",2020-05-01 00:00:00.000,29883
"Advertising","SMM",2020-06-01 00:00:00.000,22195
"Advertising","SMM",2020-07-01 00:00:00.000,20437
"Advertising","SMM",2020-08-01 00:00:00.000,17933
"Advertising","SMM",2020-09-01 00:00:00.000,9399
"Advertising","SMM",2020-10-01 00:00:00.000,10677
"Advertising","SMM",2020-11-01 00:00:00.000,11910
"Advertising","SMM",2020-12-01 00:00:00.000,12737
"Advertising","SEO",2020-01-01 00:00:00.000,6419
"Advertising","SEO",2020-02-01 00:00:00.000,5556
"Advertising","SEO",2020-03-01 00:00:00.000,4761
"Advertising","SEO",2020-04-01 00:00:00.000,5229
"Advertising","SEO",2020-05-01 00:00:00.000,12163
"Advertising","SEO",2020-06-01 00:00:00.000,14943
"Advertising","SEO",2020-07-01 00:00:00.000,11929
"Advertising","SEO",2020-08-01 00:00:00.000,14577
"Advertising","SEO",2020-09-01 00:00:00.000,11393
"Advertising","SEO",2020-10-01 00:00:00.000,5229
"Advertising","SEO",2020-11-01 00:00:00.000,6135
"Advertising","SEO",2020-12-01 00:00:00.000,5229
"Advertising","Google Ads",2020-01-01 00:00:00.000,562
"Advertising","Google Ads",2020-02-01 00:00:00.000,1676
"Advertising","Google Ads",2020-03-01 00:00:00.000,867
"Advertising","Google Ads",2020-04-01 00:00:00.000,1542
"Advertising","Google Ads",2020-05-01 00:00:00.000,867
"Advertising","Google Ads",2020-06-01 00:00:00.000,1542
"Advertising","Google Ads",2020-07-01 00:00:00.000,1827
"Advertising","Google Ads",2020-08-01 00:00:00.000,1827
"Advertising","Google Ads",2020-09-01 00:00:00.000,562
"Advertising","Google Ads",2020-10-01 00:00:00.000,1542
"Advertising","Google Ads",2020-11-01 00:00:00.000,1613
"Advertising","Google Ads",2020-12-01 00:00:00.000,1542
"Advertising","TV",2020-01-01 00:00:00.000,3542
"Advertising","TV",2020-02-01 00:00:00.000,3542
"Advertising","TV",2020-03-01 00:00:00.000,3055
"Advertising","TV",2020-04-01 00:00:00.000,3055
"Advertising","TV",2020-05-01 00:00:00.000,3613
"Advertising","TV",2020-06-01 00:00:00.000,4315
"Advertising","TV",2020-07-01 00:00:00.000,3318
"Advertising","TV",2020-08-01 00:00:00.000,3613
"Advertising","TV",2020-09-01 00:00:00.000,4206
"Advertising","TV",2020-10-01 00:00:00.000,2255
"Advertising","TV",2020-11-01 00:00:00.000,3824
"Advertising","TV",2020-12-01 00:00:00.000,4315
"Advertising","POSM",2020-01-01 00:00:00.000,5213
"Advertising","POSM",2020-02-01 00:00:00.000,4998
"Advertising","POSM",2020-03-01 00:00:00.000,4823
"Advertising","POSM",2020-04-01 00:00:00.000,6494
"Advertising","POSM",2020-05-01 00:00:00.000,4823
"Advertising","POSM",2020-06-01 00:00:00.000,6494
"Advertising","POSM",2020-07-01 00:00:00.000,5130
"Advertising","POSM",2020-08-01 00:00:00.000,5114
"Advertising","POSM",2020-09-01 00:00:00.000,5213
"Advertising","POSM",2020-10-01 00:00:00.000,6494
"Advertising","POSM",2020-11-01 00:00:00.000,6947
"Advertising","POSM",2020-12-01 00:00:00.000,6494
"Advertising","Radio",2020-01-01 00:00:00.000,3542
"Advertising","Radio",2020-02-01 00:00:00.000,3542
"Advertising","Radio",2020-03-01 00:00:00.000,9018
"Advertising","Radio",2020-04-01 00:00:00.000,9018
"Advertising","Radio",2020-05-01 00:00:00.000,10086
"Advertising","Radio",2020-06-01 00:00:00.000,10086
"Advertising","Radio",2020-07-01 00:00:00.000,3318
"Advertising","Radio",2020-08-01 00:00:00.000,3613
"Advertising","Radio",2020-09-01 00:00:00.000,4206
"Advertising","Radio",2020-10-01 00:00:00.000,2255
"Advertising","Radio",2020-11-01 00:00:00.000,3824
"Advertising","Radio",2020-12-01 00:00:00.000,4315
"Advertising","Bloggers",2020-01-01 00:00:00.000,16416
"Advertising","Bloggers",2020-02-01 00:00:00.000,14699
"Advertising","Bloggers",2020-03-01 00:00:00.000,16988
"Advertising","Bloggers",2020-04-01 00:00:00.000,14141
"Advertising","Bloggers",2020-05-01 00:00:00.000,16988
"Advertising","Bloggers",2020-06-01 00:00:00.000,14141
"Advertising","Bloggers",2020-07-01 00:00:00.000,18802
"Advertising","Bloggers",2020-08-01 00:00:00.000,17961
"Advertising","Bloggers",2020-09-01 00:00:00.000,16416
"Advertising","Bloggers",2020-10-01 00:00:00.000,14141
"Advertising","Bloggers",2020-11-01 00:00:00.000,18821
"Advertising","Bloggers",2020-12-01 00:00:00.000,14141
"Software","Website Hosting",2017-01-01 00:00:00.000,479
"Software","Website Hosting",2017-02-01 00:00:00.000,1695
"Software","Website Hosting",2017-03-01 00:00:00.000,1462
"Software","Website Hosting",2017-04-01 00:00:00.000,1079
"Software","Website Hosting",2017-05-01 00:00:00.000,1729
"Software","Website Hosting",2017-06-01 00:00:00.000,2180
"Software","Website Hosting",2017-07-01 00:00:00.000,1588
"Software","Website Hosting",2017-08-01 00:00:00.000,2065
"Software","Website Hosting",2017-09-01 00:00:00.000,2013
"Software","Website Hosting",2017-10-01 00:00:00.000,2138
"Software","Website Hosting",2017-11-01 00:00:00.000,1830
"Software","Website Hosting",2017-12-01 00:00:00.000,2113
"Software","CRM system",2017-01-01 00:00:00.000,598
"Software","CRM system",2017-02-01 00:00:00.000,2474
"Software","CRM system",2017-03-01 00:00:00.000,2957
"Software","CRM system",2017-04-01 00:00:00.000,2705
"Software","CRM system",2017-05-01 00:00:00.000,2819
"Software","CRM system",2017-06-01 00:00:00.000,2966
"Software","CRM system",2017-07-01 00:00:00.000,2975
"Software","CRM system",2017-08-01 00:00:00.000,3264
"Software","CRM system",2017-09-01 00:00:00.000,2424
"Software","CRM system",2017-10-01 00:00:00.000,3181
"Software","CRM system",2017-11-01 00:00:00.000,3518
"Software","CRM system",2017-12-01 00:00:00.000,4084
"Software","Purchases Old System",2017-01-01 00:00:00.000,4087
"Software","Purchases Old System",2017-02-01 00:00:00.000,11508
"Software","Purchases Old System",2017-03-01 00:00:00.000,12872
"Software","Purchases Old System",2017-04-01 00:00:00.000,11809
"Software","Purchases Old System",2017-05-01 00:00:00.000,12789
"Software","Purchases Old System",2017-06-01 00:00:00.000,18153
"Software","Purchases Old System",2017-07-01 00:00:00.000,16846
"Software","Purchases Old System",2017-08-01 00:00:00.000,13497
"Software","Purchases Old System",2017-09-01 00:00:00.000,15988
"Software","Purchases Old System",2017-10-01 00:00:00.000,15920
"Software","Purchases Old System",2017-11-01 00:00:00.000,17426
"Software","Purchases Old System",2017-12-01 00:00:00.000,20043
"Software","Purchases New System",2017-01-01 00:00:00.000,421
"Software","Purchases New System",2017-02-01 00:00:00.000,5723
"Software","Purchases New System",2017-03-01 00:00:00.000,7301
"Software","Purchases New System",2017-04-01 00:00:00.000,6335
"Software","Purchases New System",2017-05-01 00:00:00.000,5288
"Software","Purchases New System",2017-06-01 00:00:00.000,6829
"Software","Purchases New System",2017-07-01 00:00:00.000,4617
"Software","Purchases New System",2017-08-01 00:00:00.000,5384
"Software","Purchases New System",2017-09-01 00:00:00.000,6277
"Software","Purchases New System",2017-10-01 00:00:00.000,6337
"Software","Purchases New System",2017-11-01 00:00:00.000,6300
"Software","Purchases New System",2017-12-01 00:00:00.000,7641
"Software","Business Intelligence",2018-01-01 00:00:00.000,1328
"Software","Business Intelligence",2018-02-01 00:00:00.000,1328
"Software","Business Intelligence",2018-03-01 00:00:00.000,1146
"Software","Business Intelligence",2018-04-01 00:00:00.000,1146
"Software","Business Intelligence",2018-05-01 00:00:00.000,1355
"Software","Business Intelligence",2018-06-01 00:00:00.000,1618
"Software","Business Intelligence",2018-07-01 00:00:00.000,1244
"Software","Business Intelligence",2018-08-01 00:00:00.000,1355
"Software","Business Intelligence",2018-09-01 00:00:00.000,1577
"Software","Business Intelligence",2018-10-01 00:00:00.000,845
"Software","Business Intelligence",2018-11-01 00:00:00.000,1434
"Software","Business Intelligence",2018-12-01 00:00:00.000,1618
"Software","Microsoft O365",2018-01-01 00:00:00.000,1939
"Software","Microsoft O365",2018-02-01 00:00:00.000,1939
"Software","Microsoft O365",2018-03-01 00:00:00.000,2317
"Software","Microsoft O365",2018-04-01 00:00:00.000,2317
"Software","Microsoft O365",2018-05-01 00:00:00.000,2209
"Software","Microsoft O365",2018-06-01 00:00:00.000,2558
"Software","Microsoft O365",2018-07-01 00:00:00.000,2331
"Software","Microsoft O365",2018-08-01 00:00:00.000,2209
"Software","Microsoft O365",2018-09-01 00:00:00.000,1899
"Software","Microsoft O365",2018-10-01 00:00:00.000,2120
"Software","Microsoft O365",2018-11-01 00:00:00.000,2757
"Software","Microsoft O365",2018-12-01 00:00:00.000,2558
"Software","Website Hosting",2018-01-01 00:00:00.000,9018
"Software","Website Hosting",2018-02-01 00:00:00.000,9018
"Software","Website Hosting",2018-03-01 00:00:00.000,10086
"Software","Website Hosting",2018-04-01 00:00:00.000,10086
"Software","Website Hosting",2018-05-01 00:00:00.000,10021
"Software","Website Hosting",2018-06-01 00:00:00.000,10576
"Software","Website Hosting",2018-07-01 00:00:00.000,13200
"Software","Website Hosting",2018-08-01 00:00:00.000,10021
"Software","Website Hosting",2018-09-01 00:00:00.000,12528
"Software","Website Hosting",2018-10-01 00:00:00.000,9253
"Software","Website Hosting",2018-11-01 00:00:00.000,13655
"Software","Website Hosting",2018-12-01 00:00:00.000,10576
"Software","CRM system",2018-01-01 00:00:00.000,4484
"Software","CRM system",2018-02-01 00:00:00.000,4484
"Software","CRM system",2018-03-01 00:00:00.000,5721
"Software","CRM system",2018-04-01 00:00:00.000,5721
"Software","CRM system",2018-05-01 00:00:00.000,4144
"Software","CRM system",2018-06-01 00:00:00.000,4219
"Software","CRM system",2018-07-01 00:00:00.000,3618
"Software","CRM system",2018-08-01 00:00:00.000,4144
"Software","CRM system",2018-09-01 00:00:00.000,4919
"Software","CRM system",2018-10-01 00:00:00.000,4964
"Software","CRM system",2018-11-01 00:00:00.000,4937
"Software","CRM system",2018-12-01 00:00:00.000,4219
"Software","Purchases Old System",2018-01-01 00:00:00.000,191
"Software","Purchases Old System",2018-02-01 00:00:00.000,191
"Software","Purchases Old System",2018-03-01 00:00:00.000,339
"Software","Purchases Old System",2018-04-01 00:00:00.000,339
"Software","Purchases Old System",2018-05-01 00:00:00.000,302
"Software","Purchases Old System",2018-06-01 00:00:00.000,382
"Software","Purchases Old System",2018-07-01 00:00:00.000,657
"Software","Purchases Old System",2018-08-01 00:00:00.000,302
"Software","Purchases Old System",2018-09-01 00:00:00.000,333
"Software","Purchases Old System",2018-10-01 00:00:00.000,429
"Software","Purchases Old System",2018-11-01 00:00:00.000,517
"Software","Purchases Old System",2018-12-01 00:00:00.000,382
"Software","Purchases New System",2018-01-01 00:00:00.000,1573
"Software","Purchases New System",2018-02-01 00:00:00.000,1573
"Software","Purchases New System",2018-03-01 00:00:00.000,1552
"Software","Purchases New System",2018-04-01 00:00:00.000,1552
"Software","Purchases New System",2018-05-01 00:00:00.000,2165
"Software","Purchases New System",2018-06-01 00:00:00.000,2805
"Software","Purchases New System",2018-07-01 00:00:00.000,2648
"Software","Purchases New System",2018-08-01 00:00:00.000,2165
"Software","Purchases New System",2018-09-01 00:00:00.000,2821
"Software","Purchases New System",2018-10-01 00:00:00.000,1812
"Software","Purchases New System",2018-11-01 00:00:00.000,2888
"Software","Purchases New System",2018-12-01 00:00:00.000,2805
"Software","Business Intelligence",2019-01-01 00:00:00.000,1328
"Software","Business Intelligence",2019-02-01 00:00:00.000,1328
"Software","Business Intelligence",2019-03-01 00:00:00.000,1146
"Software","Business Intelligence",2019-04-01 00:00:00.000,1146
"Software","Business Intelligence",2019-05-01 00:00:00.000,1355
"Software","Business Intelligence",2019-06-01 00:00:00.000,1618
"Software","Business Intelligence",2019-07-01 00:00:00.000,1244
"Software","Business Intelligence",2019-08-01 00:00:00.000,1355
"Software","Business Intelligence",2019-09-01 00:00:00.000,1577
"Software","Business Intelligence",2019-10-01 00:00:00.000,845
"Software","Business Intelligence",2019-11-01 00:00:00.000,1434
"Software","Business Intelligence",2019-12-01 00:00:00.000,1618
"Software","Microsoft O365",2019-01-01 00:00:00.000,443
"Software","Microsoft O365",2019-02-01 00:00:00.000,443
"Software","Microsoft O365",2019-03-01 00:00:00.000,382
"Software","Microsoft O365",2019-04-01 00:00:00.000,382
"Software","Microsoft O365",2019-05-01 00:00:00.000,452
"Software","Microsoft O365",2019-06-01 00:00:00.000,539
"Software","Microsoft O365",2019-07-01 00:00:00.000,415
"Software","Microsoft O365",2019-08-01 00:00:00.000,452
"Software","Microsoft O365",2019-09-01 00:00:00.000,526
"Software","Microsoft O365",2019-10-01 00:00:00.000,282
"Software","Microsoft O365",2019-11-01 00:00:00.000,478
"Software","Microsoft O365",2019-12-01 00:00:00.000,539
"Software","Website Hosting",2019-01-01 00:00:00.000,5481
"Software","Website Hosting",2019-02-01 00:00:00.000,5481
"Software","Website Hosting",2019-03-01 00:00:00.000,5372
"Software","Website Hosting",2019-04-01 00:00:00.000,5372
"Software","Website Hosting",2019-05-01 00:00:00.000,5822
"Software","Website Hosting",2019-06-01 00:00:00.000,6873
"Software","Website Hosting",2019-07-01 00:00:00.000,5649
"Software","Website Hosting",2019-08-01 00:00:00.000,5822
