ProductKey,Product Code,Product Name,Manufacturer,Brand,Color,Weight,Unit Cost,Unit Price,Available Date,Subcategory,Category
1732,"0702026","MGS Age of Mythology: The Titans Expansion M350","Tailspin Toys","Tailspin Toys","Black",,33.32,72.45,2006-05-11 00:00:00.000,"Download Games","Games and Toys"
1733,"0702027","MGS Halo: Combat Evolved E109","Tailspin Toys","Tailspin Toys","Silver",,11.62,22.788,2005-01-02 00:00:00.000,"Download Games","Games and Toys"
1734,"0702028","MGS Zoo Tycoon Complete Collection E110","Tailspin Toys","Tailspin Toys","Blue",,14.28,28,2005-01-03 00:00:00.000,"Download Games","Games and Toys"
1735,"0702029","MGS Flight Simulator 2004: A Century of Flight E111","Tailspin Toys","Tailspin Toys","Black",,14.28,28,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1736,"0702030","MGS Rise of Nations E112","Tailspin Toys","Tailspin Toys","White",,14.28,28,2007-04-05 00:00:00.000,"Download Games","Games and Toys"
1737,"0702031","MGS Freelancer E113","Tailspin Toys","Tailspin Toys","Silver",,14.28,28,2006-05-11 00:00:00.000,"Download Games","Games and Toys"
1738,"0702032","MGS Impossible Creatures E114","Tailspin Toys","Tailspin Toys","Blue",,14.28,28,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1739,"0702033","MGS RalliSport Challenge E115","Tailspin Toys","Tailspin Toys","Silver",,14.28,28,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1740,"0702034","MGS MechCollection E116","Tailspin Toys","Tailspin Toys","Silver",,14.28,28,2005-05-07 00:00:00.000,"Download Games","Games and Toys"
1741,"0702035","MGS MechWarrior 4: Mercenaries E117","Tailspin Toys","Tailspin Toys","Blue",,14.28,28,2004-05-04 00:00:00.000,"Download Games","Games and Toys"
1742,"0702036","MGS Age of Mythology E118","Tailspin Toys","Tailspin Toys","Pink",,14.28,28,2005-01-02 00:00:00.000,"Download Games","Games and Toys"
1743,"0702037","MGS Combat Flight Simulator 3 E119","Tailspin Toys","Tailspin Toys","Blue",,14.28,28,2005-01-03 00:00:00.000,"Download Games","Games and Toys"
1744,"0702038","MGS Zoo Tycoon Marine Mania E120","Tailspin Toys","Tailspin Toys","Black",,14.28,28,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1745,"0702039","MGS MechWarrior 4 Mach Packs X100","Tailspin Toys","Tailspin Toys","Blue",,36.11,109,2006-05-08 00:00:00.000,"Download Games","Games and Toys"
1746,"0702040","MGS Zoo Tycoon Dinosaur Digs X200","Tailspin Toys","Tailspin Toys","Black",,36.11,109,2006-05-08 00:00:00.000,"Download Games","Games and Toys"
1747,"0702041","MGS Dungeon Siege X300","Tailspin Toys","Tailspin Toys","Blue",,36.11,109,2006-05-08 00:00:00.000,"Download Games","Games and Toys"
1748,"0702042","MGS Classic Flight Collection X400","Tailspin Toys","Tailspin Toys","Black",,36.11,109,2006-05-11 00:00:00.000,"Download Games","Games and Toys"
1749,"0702043","MGS Bicycle Board Games X500","Tailspin Toys","Tailspin Toys","Grey",,36.11,109,2006-05-11 00:00:00.000,"Download Games","Games and Toys"
1750,"0702044","MGS Bicycle Card Games X600","Tailspin Toys","Tailspin Toys","White",,36.11,109,2006-05-11 00:00:00.000,"Download Games","Games and Toys"
1751,"0702045","MGS Bicycle Casino Games X700","Tailspin Toys","Tailspin Toys","Silver",,36.11,109,2005-05-07 00:00:00.000,"Download Games","Games and Toys"
1752,"0702046","MGS Flight Simulator 2002 M360","Tailspin Toys","Tailspin Toys","Pink",,40.93,89,2006-05-11 00:00:00.000,"Download Games","Games and Toys"
1753,"0702047","MGS Racing Madness 2 M370","Tailspin Toys","Tailspin Toys","Pink",,40.93,89,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1754,"0702048","MGS Zoo Tycoon M380","Tailspin Toys","Tailspin Toys","Blue",,40.93,89,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1755,"0702049","MGS MechWarrior 4: Knight E121","Tailspin Toys","Tailspin Toys","Black",,33.09,64.9,2006-05-08 00:00:00.000,"Download Games","Games and Toys"
1756,"0702050","MGS Age of Empires II Gold Edition E122","Tailspin Toys","Tailspin Toys","Black",,33.09,64.9,2006-05-08 00:00:00.000,"Download Games","Games and Toys"
1757,"0702051","MGS MechCommander 2 E123","Tailspin Toys","Tailspin Toys","Black",,28.5,55.9,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1758,"0702052","MGS Train Simulator E124","Tailspin Toys","Tailspin Toys","White",,25.77,50.54,2005-05-07 00:00:00.000,"Download Games","Games and Toys"
1759,"0702053","MGS MechWarrior 4: Vengeance X800","Tailspin Toys","Tailspin Toys","Purple",,34.75,104.89,2006-05-11 00:00:00.000,"Download Games","Games and Toys"
1760,"0702054","MGS Return of Arcade Anniversary Edition M390","Tailspin Toys","Tailspin Toys","Blue",,43.6,94.8,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1761,"0702055","MGS Combat Flight Simulator 2 M400","Tailspin Toys","Tailspin Toys","Black",,33.75,73.39,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1762,"0702056","MGS Age of Empires II: The Conquerors Expansion E125","Tailspin Toys","Tailspin Toys","Black",,16,31.39,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1763,"0702057","MGS Flight Simulator 2000 M410","Tailspin Toys","Tailspin Toys","Pink",,45.87,99.75,2006-05-08 00:00:00.000,"Download Games","Games and Toys"
1764,"0702058","MGS Age of Empires II: The Age of Kings E126","Tailspin Toys","Tailspin Toys","Blue",,23.86,46.8,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1765,"0702059","MGS Age of Empires Expansion: The Rise of Rome X900","Tailspin Toys","Tailspin Toys","Blue",,198.39,598.8,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1766,"0702060","MGS Age of Empires 2008new M420","Tailspin Toys","Tailspin Toys","Black",,24.83,54,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1767,"0702061","MGS Dal of Honor Airborne 2008 M430","Tailspin Toys","Tailspin Toys","White",,15.64,34,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1768,"0702062","MGS Empires Collector's 2008 M440","Tailspin Toys","Tailspin Toys","Purple",,15.64,34,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1769,"0702063","MGS Gears of War 2008 M450","Tailspin Toys","Tailspin Toys","White",,15.64,34,2005-02-09 00:00:00.000,"Download Games","Games and Toys"
1770,"0702064","MGS Age of Empires III: The Asian Dynasties 2008 E126","Tailspin Toys","Tailspin Toys","White",,17.33,34,2006-02-08 00:00:00.000,"Download Games","Games and Toys"
1771,"0702065","MGS Age of Empires III: The Asian Dynasties 2009 E127","Tailspin Toys","Tailspin Toys","White",,17.33,34,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1772,"0702066","MGS Flight Simulator X Acceleration Expansion Pack 2009 E128","Tailspin Toys","Tailspin Toys","Blue",,17.33,34,2005-02-08 00:00:00.000,"Download Games","Games and Toys"
1773,"0702067","MGS Zoo Tycoon 2: Extinct Animals 2008 E129","Tailspin Toys","Tailspin Toys","Black",,21.92,43,2005-03-08 00:00:00.000,"Download Games","Games and Toys"
1774,"0702068","MGS Halo 2 for Windows Vista 2009 E130","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2005-02-03 00:00:00.000,"Download Games","Games and Toys"
1775,"0702069","MGS Shadow-run 2008 E131","Tailspin Toys","Tailspin Toys","Pink",,21.92,43,2006-02-09 00:00:00.000,"Download Games","Games and Toys"
1776,"0702070","MGS Age of Empires III: The War Chiefs 2007 E132","Tailspin Toys","Tailspin Toys","Black",,21.92,43,2007-08-09 00:00:00.000,"Download Games","Games and Toys"
1777,"0702071","MGS Flight Simulator X 2008 E133","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2008-02-09 00:00:00.000,"Download Games","Games and Toys"
1778,"0702072","MGS Zoo Tycoon 2: Zookeeper Collection 2008 E134","Tailspin Toys","Tailspin Toys","Pink",,21.92,43,2009-01-09 00:00:00.000,"Download Games","Games and Toys"
1779,"0702073","MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135","Tailspin Toys","Tailspin Toys","Blue",,21.92,43,2008-03-09 00:00:00.000,"Download Games","Games and Toys"
1780,"0702074","MGS Zoo Tycoon 2: African Adventure 2008 E136","Tailspin Toys","Tailspin Toys","Blue",,21.92,43,2005-02-08 00:00:00.000,"Download Games","Games and Toys"
1781,"0702075","MGS Rise of Nations: Rise of Legends 2008 E137","Tailspin Toys","Tailspin Toys","White",,21.92,43,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1782,"0702076","MGS Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2007-01-04 00:00:00.000,"Download Games","Games and Toys"
1783,"0702077","MGS Age of Empires III 2008 E139","Tailspin Toys","Tailspin Toys","White",,21.92,43,2005-01-05 00:00:00.000,"Download Games","Games and Toys"
1784,"0702078","MGS Fable: The Lost Chapters2008 E140","Tailspin Toys","Tailspin Toys","White",,21.92,43,2006-03-08 00:00:00.000,"Download Games","Games and Toys"
1785,"0702079","MGS Dungeon 2007 E141","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2005-02-09 00:00:00.000,"Download Games","Games and Toys"
1786,"0702080","MGS Zoo Tycoon 2008 E142","Tailspin Toys","Tailspin Toys","Pink",,21.92,43,2006-02-08 00:00:00.000,"Download Games","Games and Toys"
1787,"0702081","MGS Rise of Nations: Gold Edition 2009 E143","Tailspin Toys","Tailspin Toys","Pink",,21.92,43,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1788,"0702082","MGS Age of Mythology: Gold Edition 2009 E144","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2005-01-08 00:00:00.000,"Download Games","Games and Toys"
1789,"0702083","MGS Rise of Nations: Thrones and Patriots2009 E145","Tailspin Toys","Tailspin Toys","Yellow",,21.92,43,2006-05-06 00:00:00.000,"Download Games","Games and Toys"
1790,"0702084","MGS Dungeon Siege: Legends of Aranna 2009 E146","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2006-05-11 00:00:00.000,"Download Games","Games and Toys"
1791,"0702085","MGS Kings & Myths: The Age Collection2009 E147","Tailspin Toys","Tailspin Toys","Pink",,21.92,43,2006-05-12 00:00:00.000,"Download Games","Games and Toys"
1792,"0702086","MGS Age of Mythology: The Titans Expansion 2009 E148","Tailspin Toys","Tailspin Toys","Pink",,21.92,43,2007-04-05 00:00:00.000,"Download Games","Games and Toys"
1793,"0702087","MGS Halo: Combat Evolved2009 E149","Tailspin Toys","Tailspin Toys","Pink",,21.92,43,2007-04-05 00:00:00.000,"Download Games","Games and Toys"
1794,"0702088","MGS Zoo Tycoon Complete Collection2009 E150","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1795,"0702089","MGS Flight Simulator 2009: A Century of Flight E151","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2009-01-03 00:00:00.000,"Download Games","Games and Toys"
1796,"0702090","MGS Rise of Nations2009 E152","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1797,"0702091","MGS Freelancer 2009 E153","Tailspin Toys","Tailspin Toys","Silver",,21.92,43,2006-05-06 00:00:00.000,"Download Games","Games and Toys"
1798,"0702092","MGS Impossible Creatures2009 E154","Tailspin Toys","Tailspin Toys","Black",,21.92,43,2005-01-02 00:00:00.000,"Download Games","Games and Toys"
1799,"0702093","MGS RalliSport Challenge2009 E155","Tailspin Toys","Tailspin Toys","Silver",,13.26,26,2007-04-05 00:00:00.000,"Download Games","Games and Toys"
1800,"0702094","MGS MechCollection2009 E156","Tailspin Toys","Tailspin Toys","White",,16.31,32,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1801,"0702095","MGS MechWarrior4: Mercenaries2009 E157","Tailspin Toys","Tailspin Toys","White",,16.31,32,2007-01-04 00:00:00.000,"Download Games","Games and Toys"
1802,"0702096","MGS Age of Mythology 2009 E158","Tailspin Toys","Tailspin Toys","White",,16.31,32,2005-01-05 00:00:00.000,"Download Games","Games and Toys"
1803,"0702097","MGS Combat Flight Simulator 2009 E159","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2006-03-08 00:00:00.000,"Download Games","Games and Toys"
1804,"0702098","MGS Zoo Tycoon Marine Mania 2009 E160","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2006-02-08 00:00:00.000,"Download Games","Games and Toys"
1805,"0702099","MGS MechWarrior 4 Mach Paks2009 E161","Tailspin Toys","Tailspin Toys","Green",,16.31,32,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1806,"0702100","MGS Zoo Tycoon Dinosaur Digs2009 E162","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2005-02-08 00:00:00.000,"Download Games","Games and Toys"
1807,"0702101","MGS Dungeon Siege 2009 E163","Tailspin Toys","Tailspin Toys","Gold",,16.31,32,2005-03-08 00:00:00.000,"Download Games","Games and Toys"
1808,"0702102","MGS Classic Flight Collection2009 E164","Tailspin Toys","Tailspin Toys","Pink",,16.31,32,2005-02-03 00:00:00.000,"Download Games","Games and Toys"
1809,"0702103","MGS Bicycle Board Games2009 E165","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2006-02-09 00:00:00.000,"Download Games","Games and Toys"
1810,"0702104","MGS Bicycle Card Games2009 E166","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2007-08-09 00:00:00.000,"Download Games","Games and Toys"
1811,"0702105","MGS Bicycle Casino Games2009 E167","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2008-02-09 00:00:00.000,"Download Games","Games and Toys"
1812,"0702106","MGS Flight Simulator 2009 E168","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2009-01-09 00:00:00.000,"Download Games","Games and Toys"
1813,"0702107","MGS Racing Madness 2009 E169","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2008-03-09 00:00:00.000,"Download Games","Games and Toys"
1814,"0702108","MGS Zoo Tycoon2009 E170","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2005-02-08 00:00:00.000,"Download Games","Games and Toys"
1815,"0702109","MGS MechWarrior 4:Knight2009 E171","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1816,"0702110","MGS Age of Empires II Gold Edition2009 E172","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2007-01-04 00:00:00.000,"Download Games","Games and Toys"
1817,"0702111","MGS MechCommander 2009 E173","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2005-01-05 00:00:00.000,"Download Games","Games and Toys"
1818,"0702112","MGS Train Simulator 2009 E174","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2006-03-08 00:00:00.000,"Download Games","Games and Toys"
1819,"0702113","MGS MechWarrior 4: Vengeance 2009 E175","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2005-02-09 00:00:00.000,"Download Games","Games and Toys"
1820,"0702114","MGS Return of Arcade Anniversary Edition 2009 E176","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2006-02-08 00:00:00.000,"Download Games","Games and Toys"
1821,"0702115","MGS Combat Flight Simulator 2009 E177","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2005-01-04 00:00:00.000,"Download Games","Games and Toys"
1822,"0702116","MGS Age of Empires II: The Conquerors Expansion 2009 E178","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2005-02-08 00:00:00.000,"Download Games","Games and Toys"
1823,"0702117","MGS Flight Simulator 2009 E179","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2009-01-02 00:00:00.000,"Download Games","Games and Toys"
1824,"0702118","MGS Age of Empires II: The Age of Kings 2009 E180","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2007-01-04 00:00:00.000,"Download Games","Games and Toys"
1825,"0702119","MGS Age of Empires Expansion: The Rise of Rome 2009 E181","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2005-01-05 00:00:00.000,"Download Games","Games and Toys"
1826,"0702120","MGS Age of Empires, 2009 E182","Tailspin Toys","Tailspin Toys","Blue",,16.31,32,2006-03-08 00:00:00.000,"Download Games","Games and Toys"
842,"0308100","Contoso Bright Light battery E20 Black","Contoso, Ltd","Contoso","Black",,13.71,26.9,2005-01-31 00:00:00.000,"Computers Accessories","Computers"
843,"0308101","Contoso Bright Light battery E20 blue","Contoso, Ltd","Contoso","Blue",,13.71,26.9,2005-01-31 00:00:00.000,"Computers Accessories","Computers"
844,"0308102","Contoso Bright Light battery E20 Pink","Contoso, Ltd","Contoso","Pink",,13.71,26.9,2005-01-31 00:00:00.000,"Computers Accessories","Computers"
845,"0308103","Contoso Bright Light battery E20 White","Contoso, Ltd","Contoso","White",,13.71,26.9,2005-01-31 00:00:00.000,"Computers Accessories","Computers"
846,"0308104","Contoso Ultraportable Neoprene Sleeve E30 Black","Contoso, Ltd","Contoso","Black",,7.95,15.6,2006-02-03 00:00:00.000,"Computers Accessories","Computers"
847,"0308105","Contoso Ultraportable Neoprene Sleeve E30 Pink","Contoso, Ltd","Contoso","Pink",,7.95,15.6,2008-05-15 00:00:00.000,"Computers Accessories","Computers"
848,"0308106","Contoso Ultraportable Neoprene Sleeve E30 Yellow","Contoso, Ltd","Contoso","Yellow",,7.95,15.6,2006-05-21 00:00:00.000,"Computers Accessories","Computers"
849,"0308107","Contoso Ultraportable Neoprene Sleeve E30 Green","Contoso, Ltd","Contoso","Green",,7.95,15.6,2007-06-11 00:00:00.000,"Computers Accessories","Computers"
850,"0308108","Contoso Laptop Keyboard X105 Black","Contoso, Ltd","Contoso","Black",,76.5,230.9,2008-02-05 00:00:00.000,"Computers Accessories","Computers"
851,"0308109","Contoso Laptop Keyboard X105 White","Contoso, Ltd","Contoso","White",,76.5,230.9,2008-02-05 00:00:00.000,"Computers Accessories","Computers"
852,"0308110","Contoso Laptop Keyboard X105 Brown","Contoso, Ltd","Contoso","Brown",,76.5,230.9,2008-02-05 00:00:00.000,"Computers Accessories","Computers"
853,"0308111","Contoso Laptop Keyboard X105 Silver","Contoso, Ltd","Contoso","Silver",,76.5,230.9,2008-02-05 00:00:00.000,"Computers Accessories","Computers"
854,"0308112","Contoso Multimedia Speakers M25 Brown","Contoso, Ltd","Contoso","Brown",,59.32,129,2007-08-08 00:00:00.000,"Computers Accessories","Computers"
855,"0308113","Contoso Multimedia Speakers M25 Blue","Contoso, Ltd","Contoso","Blue",,59.32,129,2007-08-08 00:00:00.000,"Computers Accessories","Computers"
856,"0308114","Contoso Multimedia Speakers M25 Black","Contoso, Ltd","Contoso","Black",,59.32,129,2007-08-08 00:00:00.000,"Computers Accessories","Computers"
857,"0308115","Contoso Multimedia Speakers M25 White","Contoso, Ltd","Contoso","White",,59.32,129,2007-08-08 00:00:00.000,"Computers Accessories","Computers"
858,"0308116","Contoso Wireless Notebook Optical Mouse M35 Black","Contoso, Ltd","Contoso","Black",,13.77,29.95,2008-07-06 00:00:00.000,"Computers Accessories","Computers"
859,"0308117","Contoso Wireless Notebook Optical Mouse M35 White","Contoso, Ltd","Contoso","White",,13.77,29.95,2008-07-06 00:00:00.000,"Computers Accessories","Computers"
860,"0308118","Contoso Wireless Notebook Optical Mouse M35 Blue","Contoso, Ltd","Contoso","Blue",,13.77,29.95,2008-07-06 00:00:00.000,"Computers Accessories","Computers"
861,"0308119","Contoso Wireless Notebook Optical Mouse M35 Silver","Contoso, Ltd","Contoso","Silver",,13.77,29.95,2008-07-06 00:00:00.000,"Computers Accessories","Computers"
862,"0308120","Contoso Wireless Notebook Optical Mouse M35 Orange","Contoso, Ltd","Contoso","Orange",,13.77,29.95,2008-07-06 00:00:00.000,"Computers Accessories","Computers"
863,"0308121","Contoso Optical USB Mouse M45 Black","Contoso, Ltd","Contoso","Black",,23.45,50.99,2007-03-26 00:00:00.000,"Computers Accessories","Computers"
864,"0308122","Contoso Optical USB Mouse M45 White","Contoso, Ltd","Contoso","White",,23.45,50.99,2007-03-26 00:00:00.000,"Computers Accessories","Computers"
865,"0308123","Contoso Optical USB Mouse M45 Grey","Contoso, Ltd","Contoso","Grey",,23.45,50.99,2007-03-26 00:00:00.000,"Computers Accessories","Computers"
866,"0308124","Contoso Wireless Laser Mouse M55 Black","Contoso, Ltd","Contoso","Black",,32.19,69.99,2008-03-08 00:00:00.000,"Computers Accessories","Computers"
867,"0308125","Contoso Wireless Laser Mouse M55 White","Contoso, Ltd","Contoso","White",,32.19,69.99,2008-08-01 00:00:00.000,"Computers Accessories","Computers"
868,"0308126","Contoso Wireless Laser Mouse M55 Grey","Contoso, Ltd","Contoso","Grey",,32.19,69.99,2009-02-05 00:00:00.000,"Computers Accessories","Computers"
869,"0308127","Contoso Wireless Laser Mouse M55 Silver","Contoso, Ltd","Contoso","Silver",,32.19,69.99,2005-06-05 00:00:00.000,"Computers Accessories","Computers"
870,"0308128","Contoso Wireless Laser Mouse E50 Black","Contoso, Ltd","Contoso","Black",,10.69,20.96,2007-07-07 00:00:00.000,"Computers Accessories","Computers"
871,"0308129","Contoso Wireless Laser Mouse E50 White","Contoso, Ltd","Contoso","White",,10.69,20.96,2007-07-07 00:00:00.000,"Computers Accessories","Computers"
872,"0308130","Contoso Wireless Laser Mouse E50 Silver","Contoso, Ltd","Contoso","Silver",,10.69,20.96,2007-07-07 00:00:00.000,"Computers Accessories","Computers"
873,"0308131","Contoso Wireless Laser Mouse E50 Grey","Contoso, Ltd","Contoso","Grey",,10.69,20.96,2007-07-07 00:00:00.000,"Computers Accessories","Computers"
874,"0308132","Contoso Wireless Notebook Optical Mouse X205 Black","Contoso, Ltd","Contoso","Black",,43.06,129.95,2009-06-16 00:00:00.000,"Computers Accessories","Computers"
875,"0308133","Contoso Wireless Notebook Optical Mouse X205 White","Contoso, Ltd","Contoso","White",,43.06,129.95,2009-06-16 00:00:00.000,"Computers Accessories","Computers"
876,"0308134","Contoso Wireless Notebook Optical Mouse X205 Blue","Contoso, Ltd","Contoso","Blue",,43.06,129.95,2009-06-16 00:00:00.000,"Computers Accessories","Computers"
877,"0308135","Contoso Wireless Notebook Optical Mouse X205 Silver","Contoso, Ltd","Contoso","Silver",,43.06,129.95,2009-06-16 00:00:00.000,"Computers Accessories","Computers"
878,"0308136","Contoso Wireless Notebook Optical Mouse X205 Orange","Contoso, Ltd","Contoso","Orange",,43.06,129.95,2009-06-16 00:00:00.000,"Computers Accessories","Computers"
879,"0308137","Contoso Optical Wheel OEM PS/2 Mouse E60 Grey","Contoso, Ltd","Contoso","Grey",,6.63,13,2006-03-03 00:00:00.000,"Computers Accessories","Computers"
880,"0308138","Contoso Optical Wheel OEM PS/2 Mouse E60 Black","Contoso, Ltd","Contoso","Black",,6.63,13,2006-03-03 00:00:00.000,"Computers Accessories","Computers"
881,"0308139","Contoso Optical Wheel OEM PS/2 Mouse E60 White","Contoso, Ltd","Contoso","White",,6.63,13,2006-03-03 00:00:00.000,"Computers Accessories","Computers"
882,"0308140","Contoso Optical Wheel OEM PS/2 Mouse E60 Silver","Contoso, Ltd","Contoso","Silver",,6.63,13,2006-03-03 00:00:00.000,"Computers Accessories","Computers"
