SKDate,Year_,Quarter_,Month_,Day_,create_date,update_date
548,2012,3,7,2012-07-01 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
549,2012,3,7,2012-07-02 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
550,2012,3,7,2012-07-03 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
551,2012,3,7,2012-07-04 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
552,2012,3,7,2012-07-05 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
553,2012,3,7,2012-07-06 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
554,2012,3,7,2012-07-07 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
555,2012,3,7,2012-07-08 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
556,2012,3,7,2012-07-09 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
557,2012,3,7,2012-07-10 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
558,2012,3,7,2012-07-11 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
559,2012,3,7,2012-07-12 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
560,2012,3,7,2012-07-13 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
561,2012,3,7,2012-07-14 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
562,2012,3,7,2012-07-15 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
563,2012,3,7,2012-07-16 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
564,2012,3,7,2012-07-17 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
565,2012,3,7,2012-07-18 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
566,2012,3,7,2012-07-19 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
567,2012,3,7,2012-07-20 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
568,2012,3,7,2012-07-21 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
569,2012,3,7,2012-07-22 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
570,2012,3,7,2012-07-23 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
571,2012,3,7,2012-07-24 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
572,2012,3,7,2012-07-25 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
573,2012,3,7,2012-07-26 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
574,2012,3,7,2012-07-27 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
575,2012,3,7,2012-07-28 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
576,2012,3,7,2012-07-29 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
577,2012,3,7,2012-07-30 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
578,2012,3,7,2012-07-31 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
913,2013,3,7,2013-07-01 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
914,2013,3,7,2013-07-02 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
915,2013,3,7,2013-07-03 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
916,2013,3,7,2013-07-04 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
917,2013,3,7,2013-07-05 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
918,2013,3,7,2013-07-06 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
919,2013,3,7,2013-07-07 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
920,2013,3,7,2013-07-08 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
921,2013,3,7,2013-07-09 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
922,2013,3,7,2013-07-10 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
923,2013,3,7,2013-07-11 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
924,2013,3,7,2013-07-12 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
925,2013,3,7,2013-07-13 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
926,2013,3,7,2013-07-14 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
927,2013,3,7,2013-07-15 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
928,2013,3,7,2013-07-16 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
929,2013,3,7,2013-07-17 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
930,2013,3,7,2013-07-18 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
931,2013,3,7,2013-07-19 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
932,2013,3,7,2013-07-20 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
933,2013,3,7,2013-07-21 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
934,2013,3,7,2013-07-22 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
935,2013,3,7,2013-07-23 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
936,2013,3,7,2013-07-24 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
937,2013,3,7,2013-07-25 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
938,2013,3,7,2013-07-26 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
939,2013,3,7,2013-07-27 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
940,2013,3,7,2013-07-28 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
941,2013,3,7,2013-07-29 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
942,2013,3,7,2013-07-30 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
943,2013,3,7,2013-07-31 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1278,2014,3,7,2014-07-01 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1279,2014,3,7,2014-07-02 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1280,2014,3,7,2014-07-03 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1281,2014,3,7,2014-07-04 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1282,2014,3,7,2014-07-05 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1283,2014,3,7,2014-07-06 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1284,2014,3,7,2014-07-07 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1285,2014,3,7,2014-07-08 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1286,2014,3,7,2014-07-09 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1287,2014,3,7,2014-07-10 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1288,2014,3,7,2014-07-11 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1289,2014,3,7,2014-07-12 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1290,2014,3,7,2014-07-13 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1291,2014,3,7,2014-07-14 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1292,2014,3,7,2014-07-15 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1293,2014,3,7,2014-07-16 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1294,2014,3,7,2014-07-17 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1295,2014,3,7,2014-07-18 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1296,2014,3,7,2014-07-19 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1297,2014,3,7,2014-07-20 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1298,2014,3,7,2014-07-21 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1299,2014,3,7,2014-07-22 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1300,2014,3,7,2014-07-23 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1301,2014,3,7,2014-07-24 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1302,2014,3,7,2014-07-25 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1303,2014,3,7,2014-07-26 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1304,2014,3,7,2014-07-27 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1305,2014,3,7,2014-07-28 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1306,2014,3,7,2014-07-29 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1307,2014,3,7,2014-07-30 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1308,2014,3,7,2014-07-31 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
213,2011,3,8,2011-08-01 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
214,2011,3,8,2011-08-02 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
215,2011,3,8,2011-08-03 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
216,2011,3,8,2011-08-04 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
217,2011,3,8,2011-08-05 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
218,2011,3,8,2011-08-06 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
219,2011,3,8,2011-08-07 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
220,2011,3,8,2011-08-08 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
221,2011,3,8,2011-08-09 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
222,2011,3,8,2011-08-10 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
223,2011,3,8,2011-08-11 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
224,2011,3,8,2011-08-12 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
225,2011,3,8,2011-08-13 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
226,2011,3,8,2011-08-14 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
227,2011,3,8,2011-08-15 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
228,2011,3,8,2011-08-16 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
229,2011,3,8,2011-08-17 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
230,2011,3,8,2011-08-18 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
231,2011,3,8,2011-08-19 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
232,2011,3,8,2011-08-20 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
233,2011,3,8,2011-08-21 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
234,2011,3,8,2011-08-22 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
235,2011,3,8,2011-08-23 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
236,2011,3,8,2011-08-24 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
237,2011,3,8,2011-08-25 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
238,2011,3,8,2011-08-26 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
239,2011,3,8,2011-08-27 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
240,2011,3,8,2011-08-28 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
241,2011,3,8,2011-08-29 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
242,2011,3,8,2011-08-30 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
243,2011,3,8,2011-08-31 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
579,2012,3,8,2012-08-01 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
580,2012,3,8,2012-08-02 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
581,2012,3,8,2012-08-03 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
582,2012,3,8,2012-08-04 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
583,2012,3,8,2012-08-05 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
584,2012,3,8,2012-08-06 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
585,2012,3,8,2012-08-07 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
586,2012,3,8,2012-08-08 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
587,2012,3,8,2012-08-09 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
588,2012,3,8,2012-08-10 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
589,2012,3,8,2012-08-11 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
590,2012,3,8,2012-08-12 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
591,2012,3,8,2012-08-13 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
592,2012,3,8,2012-08-14 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
593,2012,3,8,2012-08-15 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
594,2012,3,8,2012-08-16 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
595,2012,3,8,2012-08-17 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
596,2012,3,8,2012-08-18 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
597,2012,3,8,2012-08-19 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
598,2012,3,8,2012-08-20 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
599,2012,3,8,2012-08-21 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
600,2012,3,8,2012-08-22 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
601,2012,3,8,2012-08-23 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
602,2012,3,8,2012-08-24 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
603,2012,3,8,2012-08-25 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
604,2012,3,8,2012-08-26 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
605,2012,3,8,2012-08-27 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
606,2012,3,8,2012-08-28 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
607,2012,3,8,2012-08-29 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
608,2012,3,8,2012-08-30 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
609,2012,3,8,2012-08-31 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
944,2013,3,8,2013-08-01 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
945,2013,3,8,2013-08-02 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
946,2013,3,8,2013-08-03 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
947,2013,3,8,2013-08-04 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
948,2013,3,8,2013-08-05 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
949,2013,3,8,2013-08-06 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
950,2013,3,8,2013-08-07 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
951,2013,3,8,2013-08-08 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
952,2013,3,8,2013-08-09 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
953,2013,3,8,2013-08-10 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
954,2013,3,8,2013-08-11 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
955,2013,3,8,2013-08-12 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
956,2013,3,8,2013-08-13 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
957,2013,3,8,2013-08-14 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
958,2013,3,8,2013-08-15 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
959,2013,3,8,2013-08-16 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
960,2013,3,8,2013-08-17 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
961,2013,3,8,2013-08-18 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
962,2013,3,8,2013-08-19 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
963,2013,3,8,2013-08-20 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
964,2013,3,8,2013-08-21 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
965,2013,3,8,2013-08-22 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
966,2013,3,8,2013-08-23 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
967,2013,3,8,2013-08-24 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
968,2013,3,8,2013-08-25 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
969,2013,3,8,2013-08-26 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
970,2013,3,8,2013-08-27 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
971,2013,3,8,2013-08-28 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
972,2013,3,8,2013-08-29 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
973,2013,3,8,2013-08-30 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
974,2013,3,8,2013-08-31 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1309,2014,3,8,2014-08-01 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1310,2014,3,8,2014-08-02 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1311,2014,3,8,2014-08-03 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1312,2014,3,8,2014-08-04 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1313,2014,3,8,2014-08-05 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1314,2014,3,8,2014-08-06 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1315,2014,3,8,2014-08-07 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1316,2014,3,8,2014-08-08 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1317,2014,3,8,2014-08-09 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1318,2014,3,8,2014-08-10 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1319,2014,3,8,2014-08-11 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1320,2014,3,8,2014-08-12 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1321,2014,3,8,2014-08-13 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1322,2014,3,8,2014-08-14 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1323,2014,3,8,2014-08-15 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1324,2014,3,8,2014-08-16 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1325,2014,3,8,2014-08-17 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1326,2014,3,8,2014-08-18 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1327,2014,3,8,2014-08-19 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1328,2014,3,8,2014-08-20 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1329,2014,3,8,2014-08-21 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1330,2014,3,8,2014-08-22 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1331,2014,3,8,2014-08-23 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1332,2014,3,8,2014-08-24 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1333,2014,3,8,2014-08-25 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1334,2014,3,8,2014-08-26 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1335,2014,3,8,2014-08-27 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1336,2014,3,8,2014-08-28 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1337,2014,3,8,2014-08-29 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1338,2014,3,8,2014-08-30 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
1339,2014,3,8,2014-08-31 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
244,2011,3,9,2011-09-01 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
245,2011,3,9,2011-09-02 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
246,2011,3,9,2011-09-03 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
247,2011,3,9,2011-09-04 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
248,2011,3,9,2011-09-05 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
249,2011,3,9,2011-09-06 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
250,2011,3,9,2011-09-07 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
251,2011,3,9,2011-09-08 00:00:00.000,2021-12-07 09:32:52.706,2021-12-07 09:32:52.706
