createdon,modifiedon,Segment Id,Segment Name,Segment Size,Entity Status,Segment Lifecycle,Segment Type,msdyncrm_segmentfilterquery,msdyncrm_segmentquery,msdyncrm_segmentqueryname,Link,Last Evaluated,Last Updated,msdyncrm_segmentactivationstatus_display,msdyncrm_segmentevaluationdurationinminutes,msdyncrm_segmentmemberids,msdyncrm_segmentrefreshrateintervalminutes,msdyncrm_segmenttype_display
2019-03-26 00:00:00.000,2019-03-30 00:00:00.000,"6ea3f2f6-c94f-e911-a82a-000d3a4e6483","Complex Segment",18,"","","Compound","PROFILE(contact)","SEGMENT(LookUp__IS_Currency_Segment_4127e9b0) UNION SEGMENT(LookUp_Is_Not_Segment_f3808657)","Complex_Segment_ee0190b1","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=6ea3f2f6-c94f-e911-a82a-000d3a4e6483",2019-03-30 11:44:39.000,,"",1,"[]",60,"Compound segment"
2019-03-26 00:00:00.000,2019-03-26 00:00:00.000,"45b2f46d-ce4f-e911-a82a-000d3a4e6483","Fly Segment",,"","","Dynamic","","","Fly_Segment_67b304eb","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=45b2f46d-ce4f-e911-a82a-000d3a4e6483",,,"",,"",,"Dynamic segment"
2019-03-26 00:00:00.000,2019-03-30 00:00:00.000,"9e24f073-ce4f-e911-a82a-000d3a4e6483","Fly Segment",3,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.firstname == 'Deepthi' || contact_1.firstname == 'Shruthi')","Fly_Segment_9cd1a2c2","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=9e24f073-ce4f-e911-a82a-000d3a4e6483",2019-03-30 12:19:45.000,,"",1,"[]",60,"Dynamic segment"
2019-03-27 00:00:00.000,2019-03-29 00:00:00.000,"7dbcbcdb-5a50-e911-a82a-000d3a4e6483","StaticSeg27",5,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.firstname == 'Subham' || contact_1.firstname == 'Vasanthi' || contact_1.firstname == 'Shalini' || contact_1.firstname == 'Chaitanya')","","StaticSeg27","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=7dbcbcdb-5a50-e911-a82a-000d3a4e6483",,,"",,"[""crm277d2833-934f-e911-a82a-000d3a4e6483"",""crm594acf5f-934f-e911-a82a-000d3a4e6483"",""crme6c4fb8a-73de-4550-941b-d14ed9086277"",""crm896940db-ff04-4e4e-9562-e9b0d15c89e2"",""crm336cef55-be3d-4093-91dd-ffa6f9922fb9""]",,"Static segment"
2019-03-27 00:00:00.000,2019-03-30 00:00:00.000,"6c8ae981-6950-e911-a82a-000d3a4e6483","gdpr_child",2,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.msgdpr_gdprischild == true)","gdpr_child","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=6c8ae981-6950-e911-a82a-000d3a4e6483",2019-03-30 11:44:40.000,,"",1,"[]",60,"Dynamic segment"
2019-03-27 00:00:00.000,2019-03-29 00:00:00.000,"48ef149f-6950-e911-a82a-000d3a4e6483","gdpr_static",3,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.firstname STARTSWITH 'An' || contact_1.firstname STARTSWITH 'Ch' || contact_1.firstname STARTSWITH 'S')","","gdpr_static","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=48ef149f-6950-e911-a82a-000d3a4e6483",,,"",,"[""crm277d2833-934f-e911-a82a-000d3a4e6483"",""crm2d70f6ad-6850-e911-a82a-000d3a4e6483"",""crmd2d15110-6950-e911-a82a-000d3a4e6483"",""crm693e2ab9-b34f-e911-a833-000d3a4e6cff""]",,"Static segment"
2019-03-27 00:00:00.000,2019-03-30 00:00:00.000,"261291cf-6950-e911-a82a-000d3a4e6483","gdpr_simple",10261,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.msgdpr_gdprconsent == 587030001)","gdpr_simple","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=261291cf-6950-e911-a82a-000d3a4e6483",2019-03-30 11:44:38.000,,"",1,"[]",60,"Dynamic segment"
2019-03-27 00:00:00.000,2019-03-30 00:00:00.000,"da360ac0-6d50-e911-a82a-000d3a4e6483","Duplicate Segment",26,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.firstname STARTSWITH 'D')","Duplicate_Segment_7e83bbc3","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=da360ac0-6d50-e911-a82a-000d3a4e6483",2019-03-30 12:08:44.000,,"",1,"[]",60,"Dynamic segment"
2019-03-27 00:00:00.000,2019-03-30 00:00:00.000,"2de55e86-7550-e911-a82a-000d3a4e6483","gdpr_custom",0,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.msgdpr_gdprconsent == 60000000)","gdpr_custom","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=2de55e86-7550-e911-a82a-000d3a4e6483",2019-03-30 12:01:43.000,,"",1,"[]",60,"Dynamic segment"
2019-03-27 00:00:00.000,2019-03-29 00:00:00.000,"f0398196-8750-e911-a82b-000d3a4e6483","an_seg",6,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.lastname == 'v' || contact_1.lastname == 's' || contact_1.lastname == 'sree' || contact_1.lastname == 'challa' || contact_1.lastname == 'r')","","an_seg","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=f0398196-8750-e911-a82b-000d3a4e6483",,,"",,"[""crm58b55f64-914f-e911-a82a-000d3a4e6483"",""crm2d70f6ad-6850-e911-a82a-000d3a4e6483"",""crm8bb91e97-8650-e911-a82b-000d3a4e6483"",""crm3cdb1f9d-8650-e911-a82b-000d3a4e6483"",""crm160ed4da-8650-e911-a82b-000d3a4e6483"",""crmbe8d0d63-8750-e911-a82b-000d3a4e6483""]",,"Static segment"
2019-03-27 00:00:00.000,2019-03-29 00:00:00.000,"8d56331a-9850-e911-a82b-000d3a4e6483","Segch0327",3,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.emailaddress1 == 'v-chavk@microsoft.com' || contact_1.emailaddress1 == 'v-vadeep@microsoft.com' || contact_1.emailaddress1 == 'v-shbasw@microsoft.com')","","Segch0327","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=8d56331a-9850-e911-a82b-000d3a4e6483",,,"",,"[""crm58b55f64-914f-e911-a82a-000d3a4e6483"",""crmd3a7d08c-914f-e911-a82a-000d3a4e6483"",""crm277d2833-934f-e911-a82a-000d3a4e6483""]",,"Static segment"
2019-03-29 00:00:00.000,2019-03-29 00:00:00.000,"0371f88e-0752-e911-a82c-000d3a4e6483","TC1351645_StaticSegment_nJVNMX",1,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.firstname == 'TC1351645_firstName_wcRuPn')","","TC1351645_StaticSegment_nJVNMX","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=0371f88e-0752-e911-a82c-000d3a4e6483",,,"",,"[""crmd76a52c8-b129-4bdf-842a-db9e88950a1c""]",,"Static segment"
2019-03-29 00:00:00.000,2019-03-29 00:00:00.000,"0dc70b16-5452-e911-a82c-000d3a4e6483","TC407471_StaticSegment_o1R9Tx",5,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC407471contact1FirstName_KiJwGJ TC407471contact1LastName_EHdquC' || contact_1.fullname == 'TC407471contact2FirstName_x4qP2E TC407471contact2LastName_NsO5cr' || contact_1.fullname == 'TC407471contact1FirstName_njA8ya TC407471contact1LastName_qFVEJK' || contact_1.fullname == 'TC407471contact2FirstName_g9Rgp4 TC407471contact2LastName_gMcijJ' || contact_1.fullname == 'TC407471_contact_sameEmail_FirstName__mnDW69 TC407471_contact_sameEmail_LastName__OV2tUD')","","TC407471_StaticSegment_o1R9Tx","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=0dc70b16-5452-e911-a82c-000d3a4e6483",,,"",,"[""crm248c3361-5352-e911-a82c-000d3a4e6483"",""crm38a2df73-5352-e911-a82c-000d3a4e6483"",""crm295e5086-5352-e911-a82c-000d3a4e6483"",""crm4d013f99-5352-e911-a82c-000d3a4e6483"",""crm940baaab-5352-e911-a82c-000d3a4e6483""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-26 00:00:00.000,"0095d727-aa4f-e911-a833-000d3a4e6cff","StaticSegmentApi1",,"","","Static","PROFILE(contact)","","StaticSegmentApi1","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=0095d727-aa4f-e911-a833-000d3a4e6cff",,,"",,"[""crm594acf5f-934f-e911-a82a-000d3a4e6483"",""crm277d2833-934f-e911-a82a-000d3a4e6483""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-30 00:00:00.000,"5fc6bdaf-aa4f-e911-a833-000d3a4e6cff","stat",16,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.firstname STARTSWITH 'S')","stat","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=5fc6bdaf-aa4f-e911-a833-000d3a4e6cff",2019-03-30 11:55:40.000,,"",1,"[]",60,"Dynamic segment"
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"81dc75d6-aa4f-e911-a833-000d3a4e6cff","stat2",2,"","","Static","PROFILE(contact)","","stat2","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=81dc75d6-aa4f-e911-a833-000d3a4e6cff",,,"",,"[""crm58b55f64-914f-e911-a82a-000d3a4e6483"",""crmd3a7d08c-914f-e911-a82a-000d3a4e6483""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"767881f7-aa4f-e911-a833-000d3a4e6cff","StaticSegmentApi2",2,"","","Static","PROFILE(contact)","","StaticSegmentApi2","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=767881f7-aa4f-e911-a833-000d3a4e6cff",,,"",,"[""crm594acf5f-934f-e911-a82a-000d3a4e6483"",""crm277d2833-934f-e911-a82a-000d3a4e6483""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"e7f65125-ac4f-e911-a833-000d3a4e6cff","StaticSegmentApi3",2,"","","Static","PROFILE(contact)","","StaticSegmentApi3","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=e7f65125-ac4f-e911-a833-000d3a4e6cff",,,"",,"[""crm594acf5f-934f-e911-a82a-000d3a4e6483"",""crm277d2833-934f-e911-a82a-000d3a4e6483""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-26 00:00:00.000,"12e5a8c2-ac4f-e911-a833-000d3a4e6cff","test",,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.firstname STARTSWITH 'S')","test","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=12e5a8c2-ac4f-e911-a833-000d3a4e6cff",,,"",,"[]",,"Dynamic segment"
2019-03-26 00:00:00.000,2019-03-26 00:00:00.000,"a93694e4-ac4f-e911-a833-000d3a4e6cff","DynSegmentApi2",1,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.firstname STARTSWITH 'C')","DynSegmentApi2","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=a93694e4-ac4f-e911-a833-000d3a4e6cff",2019-03-26 09:58:22.000,,"",1,"[]",60,"Dynamic segment"
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"0188538b-ad4f-e911-a833-000d3a4e6cff","TC407190_StaticSegment_eyjuFF",2,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC407190contact1FirstName_9ZYF6i TC407190contact1LastName_HPNXv4' || contact_1.fullname == 'TC407190contact2FirstName_GC44QY TC407190contact2LastName_oOcWM3')","","TC407190_StaticSegment_eyjuFF","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=0188538b-ad4f-e911-a833-000d3a4e6cff",,,"",,"[""crmc6322319-ad4f-e911-a833-000d3a4e6cff"",""crm1ca9162b-ad4f-e911-a833-000d3a4e6cff""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-30 00:00:00.000,"68d1a69d-ad4f-e911-a833-000d3a4e6cff","TC1212622_DynamicSegment_spEimY",2,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.address1_city == 'SuwonTQQYLr')","TC1212622_DynamicSegment_spEimY","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=68d1a69d-ad4f-e911-a833-000d3a4e6cff",2019-03-30 12:19:47.000,,"",1,"[]",60,"Dynamic segment"
2019-03-26 00:00:00.000,2019-03-30 00:00:00.000,"23c295bb-ad4f-e911-a833-000d3a4e6cff","TC407946_DynamicSegment_SMSD1D",2,"","","Dynamic","","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC407946contact1FirstName_vgKYTu TC407946contact1LastName_zH0yX1' || contact_1.fullname == 'TC407946contact2FirstName_MGiTHz TC407946contact2LastName_Dy34Mx')","TC407946_DynamicSegment_SMSD1D","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=23c295bb-ad4f-e911-a833-000d3a4e6cff",2019-03-30 12:20:44.000,,"",1,"[]",60,"Dynamic segment"
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"88515a09-ae4f-e911-a833-000d3a4e6cff","TC651273_StaticSegment_p0wcpB",3,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC651273contact1FirstName_Pnsp6t TC651273contact1LastName_W2ZZ13' || contact_1.fullname == 'TC651273contact2FirstName_hU8Wv3 TC651273contact2LastName_nFpvCY' || contact_1.fullname == 'TC651273contact3FirstName_XixXMK TC651273contact3LastName_Uf0eHs')","","TC651273_StaticSegment_p0wcpB","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=88515a09-ae4f-e911-a833-000d3a4e6cff",,,"",,"[""crmda550255-ad4f-e911-a833-000d3a4e6cff"",""crmd3775a85-ad4f-e911-a833-000d3a4e6cff"",""crmefa1a5a9-ad4f-e911-a833-000d3a4e6cff""]",,"Static segment"
2019-03-26 00:00:00.000,2019-03-26 00:00:00.000,"06ff753f-ae4f-e911-a833-000d3a4e6cff","comp_demo",,"","","Compound","PROFILE(contact)","SEGMENT(StaticSegmentApi2) UNION SEGMENT(Segch0326)","comp_demo","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=06ff753f-ae4f-e911-a833-000d3a4e6cff",,,"",,"[]",,"Compound segment"
2019-03-26 00:00:00.000,2019-03-29 00:00:00.000,"bab56751-ae4f-e911-a833-000d3a4e6cff","TC407471_StaticSegment_NA1ajU",5,"","","Static","PROFILE(contact, contact_1).FILTER(contact_1.fullname == 'TC407471contact1FirstName_uzCvqm TC407471contact1LastName_' || contact_1.fullname == 'TC407471contact2FirstName_jHEi4W TC407471contact2LastName_NWfJ7X' || contact_1.fullname == 'TC407471contact1FirstName_pAeMX7 TC407471contact1LastName_LUSGKc' || contact_1.fullname == 'TC407471contact2FirstName_yzsdds TC407471contact2LastName_9Qmw0B' || contact_1.fullname == 'TC407471contact_sameEmail_FirstName_4qO1OW TC407471contact_sameEmail_LastName_d9HVKw' || contact_1.fullname == 'TC407471contact1FirstName_uzCvqm TC407471contact1LastName_tdHXaY' || contact_1.fullname == 'TC407471contact2FirstName_jHEi4W TC407471contact2LastName_NWfJ7X' || contact_1.fullname == 'TC407471contact1FirstName_pAeMX7 TC407471contact1LastName_LUSGKc' || contact_1.fullname == 'TC407471contact2FirstName_yzsdds TC407471contact2LastName_9Qmw0B' || contact_1.fullname == 'TC407471contact_sameEmail_FirstName_4qO1OW TC407471contact_sameEmail_LastName_d9HVKw')","","TC407471_StaticSegment_NA1ajU","https://mkttest0323sg864p4.crm10.dynamics.com/main.aspx?appid=c4d57347-9420-e911-a9af-000d3a1cf0ea&pagetype=entityrecord&etn=msdyncrm_segment&id=bab56751-ae4f-e911-a833-000d3a4e6cff",,,"",,"[""crmc8e6063d-ad4f-e911-a833-000d3a4e6cff"",""crmf0540255-ad4f-e911-a833-000d3a4e6cff"",""crm96de1f6d-ad4f-e911-a833-000d3a4e6cff"",""crm0723557f-ad4f-e911-a833-000d3a4e6cff"",""crm8622ad97-ad4f-e911-a833-000d3a4e6cff""]",,"Static segment"
