DateKey,YearNumber,MonthNumber,MonthName,DayNumber,DayName,Quarter
2018-07-21 00:00:00.000,2018,7,"July",21,"Saturday","Q3"
2018-07-22 00:00:00.000,2018,7,"July",22,"Sunday","Q3"
2018-07-23 00:00:00.000,2018,7,"July",23,"Monday","Q3"
2018-07-24 00:00:00.000,2018,7,"July",24,"Tuesday","Q3"
2018-07-25 00:00:00.000,2018,7,"July",25,"Wednesday","Q3"
2018-07-26 00:00:00.000,2018,7,"July",26,"Thursday","Q3"
2018-07-27 00:00:00.000,2018,7,"July",27,"Friday","Q3"
2018-07-28 00:00:00.000,2018,7,"July",28,"Saturday","Q3"
2018-07-29 00:00:00.000,2018,7,"July",29,"Sunday","Q3"
2018-07-30 00:00:00.000,2018,7,"July",30,"Monday","Q3"
2018-07-31 00:00:00.000,2018,7,"July",31,"Tuesday","Q3"
2019-07-01 00:00:00.000,2019,7,"July",1,"Monday","Q3"
2019-07-02 00:00:00.000,2019,7,"July",2,"Tuesday","Q3"
2019-07-03 00:00:00.000,2019,7,"July",3,"Wednesday","Q3"
2019-07-04 00:00:00.000,2019,7,"July",4,"Thursday","Q3"
2019-07-05 00:00:00.000,2019,7,"July",5,"Friday","Q3"
2019-07-06 00:00:00.000,2019,7,"July",6,"Saturday","Q3"
2019-07-07 00:00:00.000,2019,7,"July",7,"Sunday","Q3"
2019-07-08 00:00:00.000,2019,7,"July",8,"Monday","Q3"
2019-07-09 00:00:00.000,2019,7,"July",9,"Tuesday","Q3"
2019-07-10 00:00:00.000,2019,7,"July",10,"Wednesday","Q3"
2019-07-11 00:00:00.000,2019,7,"July",11,"Thursday","Q3"
2019-07-12 00:00:00.000,2019,7,"July",12,"Friday","Q3"
2019-07-13 00:00:00.000,2019,7,"July",13,"Saturday","Q3"
2019-07-14 00:00:00.000,2019,7,"July",14,"Sunday","Q3"
2019-07-15 00:00:00.000,2019,7,"July",15,"Monday","Q3"
2019-07-16 00:00:00.000,2019,7,"July",16,"Tuesday","Q3"
2019-07-17 00:00:00.000,2019,7,"July",17,"Wednesday","Q3"
2019-07-18 00:00:00.000,2019,7,"July",18,"Thursday","Q3"
2019-07-19 00:00:00.000,2019,7,"July",19,"Friday","Q3"
2019-07-20 00:00:00.000,2019,7,"July",20,"Saturday","Q3"
2019-07-21 00:00:00.000,2019,7,"July",21,"Sunday","Q3"
2019-07-22 00:00:00.000,2019,7,"July",22,"Monday","Q3"
2019-07-23 00:00:00.000,2019,7,"July",23,"Tuesday","Q3"
2019-07-24 00:00:00.000,2019,7,"July",24,"Wednesday","Q3"
2019-07-25 00:00:00.000,2019,7,"July",25,"Thursday","Q3"
2019-07-26 00:00:00.000,2019,7,"July",26,"Friday","Q3"
2019-07-27 00:00:00.000,2019,7,"July",27,"Saturday","Q3"
2019-07-28 00:00:00.000,2019,7,"July",28,"Sunday","Q3"
2019-07-29 00:00:00.000,2019,7,"July",29,"Monday","Q3"
2019-07-30 00:00:00.000,2019,7,"July",30,"Tuesday","Q3"
2019-07-31 00:00:00.000,2019,7,"July",31,"Wednesday","Q3"
2020-07-01 00:00:00.000,2020,7,"July",1,"Wednesday","Q3"
2020-07-02 00:00:00.000,2020,7,"July",2,"Thursday","Q3"
2020-07-03 00:00:00.000,2020,7,"July",3,"Friday","Q3"
2020-07-04 00:00:00.000,2020,7,"July",4,"Saturday","Q3"
2020-07-05 00:00:00.000,2020,7,"July",5,"Sunday","Q3"
2020-07-06 00:00:00.000,2020,7,"July",6,"Monday","Q3"
2020-07-07 00:00:00.000,2020,7,"July",7,"Tuesday","Q3"
2020-07-08 00:00:00.000,2020,7,"July",8,"Wednesday","Q3"
2020-07-09 00:00:00.000,2020,7,"July",9,"Thursday","Q3"
2020-07-10 00:00:00.000,2020,7,"July",10,"Friday","Q3"
2020-07-11 00:00:00.000,2020,7,"July",11,"Saturday","Q3"
2020-07-12 00:00:00.000,2020,7,"July",12,"Sunday","Q3"
2020-07-13 00:00:00.000,2020,7,"July",13,"Monday","Q3"
2020-07-14 00:00:00.000,2020,7,"July",14,"Tuesday","Q3"
2020-07-15 00:00:00.000,2020,7,"July",15,"Wednesday","Q3"
2020-07-16 00:00:00.000,2020,7,"July",16,"Thursday","Q3"
2020-07-17 00:00:00.000,2020,7,"July",17,"Friday","Q3"
2020-07-18 00:00:00.000,2020,7,"July",18,"Saturday","Q3"
2020-07-19 00:00:00.000,2020,7,"July",19,"Sunday","Q3"
2020-07-20 00:00:00.000,2020,7,"July",20,"Monday","Q3"
2020-07-21 00:00:00.000,2020,7,"July",21,"Tuesday","Q3"
2020-07-22 00:00:00.000,2020,7,"July",22,"Wednesday","Q3"
2020-07-23 00:00:00.000,2020,7,"July",23,"Thursday","Q3"
2020-07-24 00:00:00.000,2020,7,"July",24,"Friday","Q3"
2020-07-25 00:00:00.000,2020,7,"July",25,"Saturday","Q3"
2020-07-26 00:00:00.000,2020,7,"July",26,"Sunday","Q3"
2020-07-27 00:00:00.000,2020,7,"July",27,"Monday","Q3"
2020-07-28 00:00:00.000,2020,7,"July",28,"Tuesday","Q3"
2020-07-29 00:00:00.000,2020,7,"July",29,"Wednesday","Q3"
2020-07-30 00:00:00.000,2020,7,"July",30,"Thursday","Q3"
2020-07-31 00:00:00.000,2020,7,"July",31,"Friday","Q3"
2021-07-01 00:00:00.000,2021,7,"July",1,"Thursday","Q3"
2021-07-02 00:00:00.000,2021,7,"July",2,"Friday","Q3"
2021-07-03 00:00:00.000,2021,7,"July",3,"Saturday","Q3"
2021-07-04 00:00:00.000,2021,7,"July",4,"Sunday","Q3"
2021-07-05 00:00:00.000,2021,7,"July",5,"Monday","Q3"
2021-07-06 00:00:00.000,2021,7,"July",6,"Tuesday","Q3"
2021-07-07 00:00:00.000,2021,7,"July",7,"Wednesday","Q3"
2021-07-08 00:00:00.000,2021,7,"July",8,"Thursday","Q3"
2021-07-09 00:00:00.000,2021,7,"July",9,"Friday","Q3"
2021-07-10 00:00:00.000,2021,7,"July",10,"Saturday","Q3"
2021-07-11 00:00:00.000,2021,7,"July",11,"Sunday","Q3"
2021-07-12 00:00:00.000,2021,7,"July",12,"Monday","Q3"
2021-07-13 00:00:00.000,2021,7,"July",13,"Tuesday","Q3"
2021-07-14 00:00:00.000,2021,7,"July",14,"Wednesday","Q3"
2021-07-15 00:00:00.000,2021,7,"July",15,"Thursday","Q3"
2021-07-16 00:00:00.000,2021,7,"July",16,"Friday","Q3"
2021-07-17 00:00:00.000,2021,7,"July",17,"Saturday","Q3"
2021-07-18 00:00:00.000,2021,7,"July",18,"Sunday","Q3"
2021-07-19 00:00:00.000,2021,7,"July",19,"Monday","Q3"
2021-07-20 00:00:00.000,2021,7,"July",20,"Tuesday","Q3"
2021-07-21 00:00:00.000,2021,7,"July",21,"Wednesday","Q3"
2021-07-22 00:00:00.000,2021,7,"July",22,"Thursday","Q3"
2021-07-23 00:00:00.000,2021,7,"July",23,"Friday","Q3"
2021-07-24 00:00:00.000,2021,7,"July",24,"Saturday","Q3"
2021-07-25 00:00:00.000,2021,7,"July",25,"Sunday","Q3"
2021-07-26 00:00:00.000,2021,7,"July",26,"Monday","Q3"
2021-07-27 00:00:00.000,2021,7,"July",27,"Tuesday","Q3"
2021-07-28 00:00:00.000,2021,7,"July",28,"Wednesday","Q3"
2021-07-29 00:00:00.000,2021,7,"July",29,"Thursday","Q3"
2021-07-30 00:00:00.000,2021,7,"July",30,"Friday","Q3"
2021-07-31 00:00:00.000,2021,7,"July",31,"Saturday","Q3"
2015-08-01 00:00:00.000,2015,8,"August",1,"Saturday","Q3"
2015-08-02 00:00:00.000,2015,8,"August",2,"Sunday","Q3"
2015-08-03 00:00:00.000,2015,8,"August",3,"Monday","Q3"
2015-08-04 00:00:00.000,2015,8,"August",4,"Tuesday","Q3"
2015-08-05 00:00:00.000,2015,8,"August",5,"Wednesday","Q3"
2015-08-06 00:00:00.000,2015,8,"August",6,"Thursday","Q3"
2015-08-07 00:00:00.000,2015,8,"August",7,"Friday","Q3"
2015-08-08 00:00:00.000,2015,8,"August",8,"Saturday","Q3"
2015-08-09 00:00:00.000,2015,8,"August",9,"Sunday","Q3"
2015-08-10 00:00:00.000,2015,8,"August",10,"Monday","Q3"
2015-08-11 00:00:00.000,2015,8,"August",11,"Tuesday","Q3"
2015-08-12 00:00:00.000,2015,8,"August",12,"Wednesday","Q3"
2015-08-13 00:00:00.000,2015,8,"August",13,"Thursday","Q3"
2015-08-14 00:00:00.000,2015,8,"August",14,"Friday","Q3"
2015-08-15 00:00:00.000,2015,8,"August",15,"Saturday","Q3"
2015-08-16 00:00:00.000,2015,8,"August",16,"Sunday","Q3"
2015-08-17 00:00:00.000,2015,8,"August",17,"Monday","Q3"
2015-08-18 00:00:00.000,2015,8,"August",18,"Tuesday","Q3"
2015-08-19 00:00:00.000,2015,8,"August",19,"Wednesday","Q3"
2015-08-20 00:00:00.000,2015,8,"August",20,"Thursday","Q3"
2015-08-21 00:00:00.000,2015,8,"August",21,"Friday","Q3"
2015-08-22 00:00:00.000,2015,8,"August",22,"Saturday","Q3"
2015-08-23 00:00:00.000,2015,8,"August",23,"Sunday","Q3"
2015-08-24 00:00:00.000,2015,8,"August",24,"Monday","Q3"
2015-08-25 00:00:00.000,2015,8,"August",25,"Tuesday","Q3"
2015-08-26 00:00:00.000,2015,8,"August",26,"Wednesday","Q3"
2015-08-27 00:00:00.000,2015,8,"August",27,"Thursday","Q3"
2015-08-28 00:00:00.000,2015,8,"August",28,"Friday","Q3"
2015-08-29 00:00:00.000,2015,8,"August",29,"Saturday","Q3"
2015-08-30 00:00:00.000,2015,8,"August",30,"Sunday","Q3"
2015-08-31 00:00:00.000,2015,8,"August",31,"Monday","Q3"
2016-08-01 00:00:00.000,2016,8,"August",1,"Monday","Q3"
2016-08-02 00:00:00.000,2016,8,"August",2,"Tuesday","Q3"
2016-08-03 00:00:00.000,2016,8,"August",3,"Wednesday","Q3"
2016-08-04 00:00:00.000,2016,8,"August",4,"Thursday","Q3"
2016-08-05 00:00:00.000,2016,8,"August",5,"Friday","Q3"
2016-08-06 00:00:00.000,2016,8,"August",6,"Saturday","Q3"
2016-08-07 00:00:00.000,2016,8,"August",7,"Sunday","Q3"
2016-08-08 00:00:00.000,2016,8,"August",8,"Monday","Q3"
2016-08-09 00:00:00.000,2016,8,"August",9,"Tuesday","Q3"
2016-08-10 00:00:00.000,2016,8,"August",10,"Wednesday","Q3"
2016-08-11 00:00:00.000,2016,8,"August",11,"Thursday","Q3"
2016-08-12 00:00:00.000,2016,8,"August",12,"Friday","Q3"
2016-08-13 00:00:00.000,2016,8,"August",13,"Saturday","Q3"
2016-08-14 00:00:00.000,2016,8,"August",14,"Sunday","Q3"
2016-08-15 00:00:00.000,2016,8,"August",15,"Monday","Q3"
2016-08-16 00:00:00.000,2016,8,"August",16,"Tuesday","Q3"
2016-08-17 00:00:00.000,2016,8,"August",17,"Wednesday","Q3"
2016-08-18 00:00:00.000,2016,8,"August",18,"Thursday","Q3"
2016-08-19 00:00:00.000,2016,8,"August",19,"Friday","Q3"
2016-08-20 00:00:00.000,2016,8,"August",20,"Saturday","Q3"
2016-08-21 00:00:00.000,2016,8,"August",21,"Sunday","Q3"
2016-08-22 00:00:00.000,2016,8,"August",22,"Monday","Q3"
2016-08-23 00:00:00.000,2016,8,"August",23,"Tuesday","Q3"
2016-08-24 00:00:00.000,2016,8,"August",24,"Wednesday","Q3"
2016-08-25 00:00:00.000,2016,8,"August",25,"Thursday","Q3"
2016-08-26 00:00:00.000,2016,8,"August",26,"Friday","Q3"
2016-08-27 00:00:00.000,2016,8,"August",27,"Saturday","Q3"
2016-08-28 00:00:00.000,2016,8,"August",28,"Sunday","Q3"
2016-08-29 00:00:00.000,2016,8,"August",29,"Monday","Q3"
2016-08-30 00:00:00.000,2016,8,"August",30,"Tuesday","Q3"
2016-08-31 00:00:00.000,2016,8,"August",31,"Wednesday","Q3"
2017-08-01 00:00:00.000,2017,8,"August",1,"Tuesday","Q3"
2017-08-02 00:00:00.000,2017,8,"August",2,"Wednesday","Q3"
2017-08-03 00:00:00.000,2017,8,"August",3,"Thursday","Q3"
2017-08-04 00:00:00.000,2017,8,"August",4,"Friday","Q3"
2017-08-05 00:00:00.000,2017,8,"August",5,"Saturday","Q3"
2017-08-06 00:00:00.000,2017,8,"August",6,"Sunday","Q3"
2017-08-07 00:00:00.000,2017,8,"August",7,"Monday","Q3"
2017-08-08 00:00:00.000,2017,8,"August",8,"Tuesday","Q3"
2017-08-09 00:00:00.000,2017,8,"August",9,"Wednesday","Q3"
2017-08-10 00:00:00.000,2017,8,"August",10,"Thursday","Q3"
2017-08-11 00:00:00.000,2017,8,"August",11,"Friday","Q3"
2017-08-12 00:00:00.000,2017,8,"August",12,"Saturday","Q3"
2017-08-13 00:00:00.000,2017,8,"August",13,"Sunday","Q3"
2017-08-14 00:00:00.000,2017,8,"August",14,"Monday","Q3"
2017-08-15 00:00:00.000,2017,8,"August",15,"Tuesday","Q3"
2017-08-16 00:00:00.000,2017,8,"August",16,"Wednesday","Q3"
2017-08-17 00:00:00.000,2017,8,"August",17,"Thursday","Q3"
2017-08-18 00:00:00.000,2017,8,"August",18,"Friday","Q3"
2017-08-19 00:00:00.000,2017,8,"August",19,"Saturday","Q3"
2017-08-20 00:00:00.000,2017,8,"August",20,"Sunday","Q3"
2017-08-21 00:00:00.000,2017,8,"August",21,"Monday","Q3"
2017-08-22 00:00:00.000,2017,8,"August",22,"Tuesday","Q3"
2017-08-23 00:00:00.000,2017,8,"August",23,"Wednesday","Q3"
2017-08-24 00:00:00.000,2017,8,"August",24,"Thursday","Q3"
2017-08-25 00:00:00.000,2017,8,"August",25,"Friday","Q3"
2017-08-26 00:00:00.000,2017,8,"August",26,"Saturday","Q3"
2017-08-27 00:00:00.000,2017,8,"August",27,"Sunday","Q3"
2017-08-28 00:00:00.000,2017,8,"August",28,"Monday","Q3"
2017-08-29 00:00:00.000,2017,8,"August",29,"Tuesday","Q3"
2017-08-30 00:00:00.000,2017,8,"August",30,"Wednesday","Q3"
2017-08-31 00:00:00.000,2017,8,"August",31,"Thursday","Q3"
2018-08-01 00:00:00.000,2018,8,"August",1,"Wednesday","Q3"
2018-08-02 00:00:00.000,2018,8,"August",2,"Thursday","Q3"
2018-08-03 00:00:00.000,2018,8,"August",3,"Friday","Q3"
2018-08-04 00:00:00.000,2018,8,"August",4,"Saturday","Q3"
2018-08-05 00:00:00.000,2018,8,"August",5,"Sunday","Q3"
2018-08-06 00:00:00.000,2018,8,"August",6,"Monday","Q3"
2018-08-07 00:00:00.000,2018,8,"August",7,"Tuesday","Q3"
2018-08-08 00:00:00.000,2018,8,"August",8,"Wednesday","Q3"
2018-08-09 00:00:00.000,2018,8,"August",9,"Thursday","Q3"
2018-08-10 00:00:00.000,2018,8,"August",10,"Friday","Q3"
2018-08-11 00:00:00.000,2018,8,"August",11,"Saturday","Q3"
2018-08-12 00:00:00.000,2018,8,"August",12,"Sunday","Q3"
2018-08-13 00:00:00.000,2018,8,"August",13,"Monday","Q3"
2018-08-14 00:00:00.000,2018,8,"August",14,"Tuesday","Q3"
2018-08-15 00:00:00.000,2018,8,"August",15,"Wednesday","Q3"
2018-08-16 00:00:00.000,2018,8,"August",16,"Thursday","Q3"
2018-08-17 00:00:00.000,2018,8,"August",17,"Friday","Q3"
2018-08-18 00:00:00.000,2018,8,"August",18,"Saturday","Q3"
2018-08-19 00:00:00.000,2018,8,"August",19,"Sunday","Q3"
2018-08-20 00:00:00.000,2018,8,"August",20,"Monday","Q3"
2018-08-21 00:00:00.000,2018,8,"August",21,"Tuesday","Q3"
2018-08-22 00:00:00.000,2018,8,"August",22,"Wednesday","Q3"
2018-08-23 00:00:00.000,2018,8,"August",23,"Thursday","Q3"
2018-08-24 00:00:00.000,2018,8,"August",24,"Friday","Q3"
2018-08-25 00:00:00.000,2018,8,"August",25,"Saturday","Q3"
2018-08-26 00:00:00.000,2018,8,"August",26,"Sunday","Q3"
2018-08-27 00:00:00.000,2018,8,"August",27,"Monday","Q3"
2018-08-28 00:00:00.000,2018,8,"August",28,"Tuesday","Q3"
2018-08-29 00:00:00.000,2018,8,"August",29,"Wednesday","Q3"
2018-08-30 00:00:00.000,2018,8,"August",30,"Thursday","Q3"
2018-08-31 00:00:00.000,2018,8,"August",31,"Friday","Q3"
2019-08-01 00:00:00.000,2019,8,"August",1,"Thursday","Q3"
2019-08-02 00:00:00.000,2019,8,"August",2,"Friday","Q3"
2019-08-03 00:00:00.000,2019,8,"August",3,"Saturday","Q3"
2019-08-04 00:00:00.000,2019,8,"August",4,"Sunday","Q3"
2019-08-05 00:00:00.000,2019,8,"August",5,"Monday","Q3"
2019-08-06 00:00:00.000,2019,8,"August",6,"Tuesday","Q3"
2019-08-07 00:00:00.000,2019,8,"August",7,"Wednesday","Q3"
2019-08-08 00:00:00.000,2019,8,"August",8,"Thursday","Q3"
2019-08-09 00:00:00.000,2019,8,"August",9,"Friday","Q3"
2019-08-10 00:00:00.000,2019,8,"August",10,"Saturday","Q3"
2019-08-11 00:00:00.000,2019,8,"August",11,"Sunday","Q3"
2019-08-12 00:00:00.000,2019,8,"August",12,"Monday","Q3"
2019-08-13 00:00:00.000,2019,8,"August",13,"Tuesday","Q3"
2019-08-14 00:00:00.000,2019,8,"August",14,"Wednesday","Q3"
2019-08-15 00:00:00.000,2019,8,"August",15,"Thursday","Q3"
2019-08-16 00:00:00.000,2019,8,"August",16,"Friday","Q3"
2019-08-17 00:00:00.000,2019,8,"August",17,"Saturday","Q3"
2019-08-18 00:00:00.000,2019,8,"August",18,"Sunday","Q3"
2019-08-19 00:00:00.000,2019,8,"August",19,"Monday","Q3"
2019-08-20 00:00:00.000,2019,8,"August",20,"Tuesday","Q3"
2019-08-21 00:00:00.000,2019,8,"August",21,"Wednesday","Q3"
2019-08-22 00:00:00.000,2019,8,"August",22,"Thursday","Q3"
2019-08-23 00:00:00.000,2019,8,"August",23,"Friday","Q3"
2019-08-24 00:00:00.000,2019,8,"August",24,"Saturday","Q3"
2019-08-25 00:00:00.000,2019,8,"August",25,"Sunday","Q3"
2019-08-26 00:00:00.000,2019,8,"August",26,"Monday","Q3"
2019-08-27 00:00:00.000,2019,8,"August",27,"Tuesday","Q3"
2019-08-28 00:00:00.000,2019,8,"August",28,"Wednesday","Q3"
2019-08-29 00:00:00.000,2019,8,"August",29,"Thursday","Q3"
2019-08-30 00:00:00.000,2019,8,"August",30,"Friday","Q3"
2019-08-31 00:00:00.000,2019,8,"August",31,"Saturday","Q3"
2020-08-01 00:00:00.000,2020,8,"August",1,"Saturday","Q3"
2020-08-02 00:00:00.000,2020,8,"August",2,"Sunday","Q3"
2020-08-03 00:00:00.000,2020,8,"August",3,"Monday","Q3"
2020-08-04 00:00:00.000,2020,8,"August",4,"Tuesday","Q3"
2020-08-05 00:00:00.000,2020,8,"August",5,"Wednesday","Q3"
2020-08-06 00:00:00.000,2020,8,"August",6,"Thursday","Q3"
2020-08-07 00:00:00.000,2020,8,"August",7,"Friday","Q3"
2020-08-08 00:00:00.000,2020,8,"August",8,"Saturday","Q3"
2020-08-09 00:00:00.000,2020,8,"August",9,"Sunday","Q3"
2020-08-10 00:00:00.000,2020,8,"August",10,"Monday","Q3"
2020-08-11 00:00:00.000,2020,8,"August",11,"Tuesday","Q3"
2020-08-12 00:00:00.000,2020,8,"August",12,"Wednesday","Q3"
2020-08-13 00:00:00.000,2020,8,"August",13,"Thursday","Q3"
2020-08-14 00:00:00.000,2020,8,"August",14,"Friday","Q3"
