PurchaseId,variable,value
81694,PurchaseDateTime,2019-06-25 11:17:00.000
72493,PurchaseDateTime,2019-03-13 18:59:00.000
80227,PurchaseDateTime,2019-06-09 14:25:00.000
100581,PurchaseDateTime,2020-01-21 13:44:00.000
79144,PurchaseDateTime,2019-05-28 18:40:00.000
154591,PurchaseDateTime,2021-05-05 11:47:00.000
72052,PurchaseDateTime,2019-03-10 10:35:00.000
130937,PurchaseDateTime,2020-10-14 17:51:00.000
144983,PurchaseDateTime,2021-03-07 14:42:00.000
5808,PurchaseDateTime,2016-08-15 14:29:00.000
57008,ProductId,1
141736,ProductId,17
113615,ProductId,4
7844,ProductId,13
115352,ProductId,13
91020,ProductId,13
52537,ProductId,13
7628,ProductId,6
85239,ProductId,1
42421,ProductId,1
55536,ProductId,17
157815,ProductId,19
80089,ProductId,13
142485,ProductId,19
12423,ProductId,1
12121,ProductId,1
6707,ProductId,1
72132,ProductId,1
43224,ProductId,1
42195,ProductId,6
64167,ProductId,1
53665,ProductId,13
37087,ProductId,6
95111,ProductId,17
1604,ProductId,13
133879,ProductId,9
35059,ProductId,17
87787,ProductId,13
51423,ProductId,13
109873,ProductId,19
105336,ProductId,9
157979,ProductId,13
17805,ProductId,13
51080,ProductId,4
142194,ProductId,9
116183,ProductId,13
107644,ProductId,1
90931,ProductId,13
147123,ProductId,10
112683,ProductId,4
74536,ProductId,13
100126,ProductId,13
55923,ProductId,6
59743,ProductId,1
23294,ProductId,9
150393,ProductId,4
58339,ProductId,9
12866,ProductId,1
101700,ProductId,1
101248,ProductId,9
112257,ProductId,10
92949,ProductId,4
128846,ProductId,9
40538,ProductId,13
77316,ProductId,1
51980,ProductId,5
94237,ProductId,13
10245,ProductId,13
131719,ProductId,19
20632,ProductId,1
44957,ProductId,8
162367,ProductId,17
26217,ProductId,9
49379,ProductId,13
58773,ProductId,17
149398,ProductId,4
161920,ProductId,19
138661,ProductId,1
83704,ProductId,1
154325,ProductId,19
57890,ProductId,1
5899,ProductId,2
78936,ProductId,16
47625,ProductId,13
113047,ProductId,11
57262,ProductId,1
32828,ProductId,9
58113,ProductId,1
97327,ProductId,11
4243,ProductId,6
88837,ProductId,4
131558,ProductId,1
99790,ProductId,5
118790,ProductId,1
96549,ProductId,9
132956,ProductId,17
66834,ProductId,1
69613,ProductId,13
81992,ProductId,13
20169,ProductId,1
81694,ProductId,1
72493,ProductId,4
80227,ProductId,17
100581,ProductId,13
79144,ProductId,13
154591,ProductId,10
72052,ProductId,1
130937,ProductId,13
144983,ProductId,13
5808,ProductId,2
57008,CentreId,215
141736,CentreId,156
113615,CentreId,325
7844,CentreId,292
115352,CentreId,316
91020,CentreId,321
52537,CentreId,79
7628,CentreId,375
85239,CentreId,375
42421,CentreId,250
55536,CentreId,370
157815,CentreId,330
80089,CentreId,322
142485,CentreId,377
12423,CentreId,234
12121,CentreId,286
6707,CentreId,190
72132,CentreId,351
43224,CentreId,250
42195,CentreId,325
64167,CentreId,269
53665,CentreId,193
37087,CentreId,273
95111,CentreId,156
1604,CentreId,161
133879,CentreId,201
35059,CentreId,244
87787,CentreId,274
51423,CentreId,237
109873,CentreId,278
105336,CentreId,309
157979,CentreId,142
17805,CentreId,382
51080,CentreId,340
142194,CentreId,112
116183,CentreId,155
107644,CentreId,239
90931,CentreId,361
147123,CentreId,337
112683,CentreId,380
74536,CentreId,374
100126,CentreId,360
55923,CentreId,358
59743,CentreId,333
23294,CentreId,228
150393,CentreId,209
58339,CentreId,235
12866,CentreId,120
101700,CentreId,386
101248,CentreId,326
112257,CentreId,348
92949,CentreId,334
128846,CentreId,328
40538,CentreId,300
77316,CentreId,348
51980,CentreId,146
94237,CentreId,383
10245,CentreId,309
131719,CentreId,295
20632,CentreId,344
44957,CentreId,376
162367,CentreId,183
26217,CentreId,373
49379,CentreId,296
58773,CentreId,268
149398,CentreId,379
161920,CentreId,362
138661,CentreId,318
83704,CentreId,353
154325,CentreId,367
57890,CentreId,372
5899,CentreId,358
78936,CentreId,326
47625,CentreId,336
113047,CentreId,376
57262,CentreId,143
32828,CentreId,385
58113,CentreId,167
97327,CentreId,317
4243,CentreId,355
88837,CentreId,299
131558,CentreId,110
99790,CentreId,369
118790,CentreId,174
96549,CentreId,136
132956,CentreId,324
66834,CentreId,296
69613,CentreId,292
81992,CentreId,227
20169,CentreId,196
81694,CentreId,296
72493,CentreId,311
80227,CentreId,322
100581,CentreId,365
79144,CentreId,250
154591,CentreId,364
72052,CentreId,212
130937,CentreId,366
144983,CentreId,359
5808,CentreId,386
57008,Quantity,2
141736,Quantity,1
113615,Quantity,3
7844,Quantity,3
115352,Quantity,5
91020,Quantity,1
52537,Quantity,2
7628,Quantity,4
85239,Quantity,1
42421,Quantity,2
55536,Quantity,1
157815,Quantity,3
80089,Quantity,2
142485,Quantity,2
12423,Quantity,4
12121,Quantity,2
6707,Quantity,1
72132,Quantity,1
43224,Quantity,1
42195,Quantity,2
64167,Quantity,5
53665,Quantity,1
37087,Quantity,1
95111,Quantity,2
1604,Quantity,1
133879,Quantity,3
35059,Quantity,2
87787,Quantity,2
51423,Quantity,3
109873,Quantity,3
105336,Quantity,3
157979,Quantity,1
17805,Quantity,1
51080,Quantity,5
142194,Quantity,1
116183,Quantity,1
107644,Quantity,3
90931,Quantity,1
147123,Quantity,1
112683,Quantity,3
74536,Quantity,3
100126,Quantity,1
55923,Quantity,1
59743,Quantity,1
23294,Quantity,6
150393,Quantity,2
58339,Quantity,3
12866,Quantity,6
101700,Quantity,2
101248,Quantity,3
112257,Quantity,1
92949,Quantity,3
128846,Quantity,4
40538,Quantity,2
77316,Quantity,5
51980,Quantity,2
94237,Quantity,1
10245,Quantity,1
131719,Quantity,6
20632,Quantity,1
44957,Quantity,1
162367,Quantity,1
26217,Quantity,1
49379,Quantity,1
58773,Quantity,2
149398,Quantity,1
161920,Quantity,2
138661,Quantity,2
83704,Quantity,1
154325,Quantity,2
57890,Quantity,5
5899,Quantity,1
78936,Quantity,3
47625,Quantity,1
113047,Quantity,3
57262,Quantity,2
32828,Quantity,1
58113,Quantity,5
97327,Quantity,3
4243,Quantity,3
88837,Quantity,2
131558,Quantity,2
99790,Quantity,1
118790,Quantity,2
96549,Quantity,5
132956,Quantity,3
66834,Quantity,3
69613,Quantity,3
81992,Quantity,1
20169,Quantity,1
81694,Quantity,3
72493,Quantity,1
80227,Quantity,3
100581,Quantity,1
79144,Quantity,2
154591,Quantity,3
72052,Quantity,2
130937,Quantity,3
144983,Quantity,7
5808,Quantity,1
57008,Price,8.5
141736,Price,12.99
113615,Price,4.99
7844,Price,3.5
115352,Price,3.95
91020,Price,3.95
52537,Price,3.95
7628,Price,3.5
85239,Price,8.5
42421,Price,8.5
55536,Price,12.99
157815,Price,3.99
80089,Price,3.95
142485,Price,3.99
12423,Price,7.99
12121,Price,7.99
6707,Price,7.99
72132,Price,8.5
43224,Price,8.5
42195,Price,3.75
64167,Price,8.5
53665,Price,3.95
37087,Price,3.75
95111,Price,12.99
1604,Price,3.5
133879,Price,7.99
35059,Price,11.99
87787,Price,3.95
51423,Price,3.95
109873,Price,3.99
105336,Price,7.99
157979,Price,3.95
17805,Price,3.75
51080,Price,4.75
142194,Price,7.99
116183,Price,3.95
107644,Price,8.99
90931,Price,3.95
147123,Price,3.99
112683,Price,4.99
74536,Price,3.95
100126,Price,3.95
55923,Price,3.95
59743,Price,8.5
23294,Price,7.5
150393,Price,4.99
58339,Price,7.99
12866,Price,7.99
101700,Price,8.99
101248,Price,7.99
112257,Price,3.99
92949,Price,4.99
128846,Price,7.99
40538,Price,3.75
77316,Price,8.5
51980,Price,6.75
94237,Price,3.95
10245,Price,3.5
131719,Price,3.99
20632,Price,8.5
44957,Price,5.99
162367,Price,12.99
26217,Price,7.5
49379,Price,3.95
58773,Price,12.99
149398,Price,4.99
161920,Price,3.99
138661,Price,8.99
83704,Price,8.5
154325,Price,3.99
57890,Price,8.5
5899,Price,5.5
78936,Price,7.99
47625,Price,3.95
113047,Price,16.5
57262,Price,8.5
32828,Price,7.5
58113,Price,8.5
97327,Price,15.99
4243,Price,3.5
88837,Price,4.99
131558,Price,8.99
99790,Price,6.99
118790,Price,8.99
96549,Price,7.99
132956,Price,12.99
66834,Price,8.5
69613,Price,3.95
81992,Price,3.95
20169,Price,8.5
81694,Price,8.5
72493,Price,4.99
80227,Price,12.99
100581,Price,3.95
79144,Price,3.95
154591,Price,3.99
72052,Price,8.5
130937,Price,3.95
144983,Price,3.95
5808,Price,5.5
57008,PaymentDate,2018-11-03 00:00:00.000
141736,PaymentDate,2021-03-15 00:00:00.000
113615,PaymentDate,2020-06-14 00:00:00.000
7844,PaymentDate,2016-11-07 00:00:00.000
115352,PaymentDate,2020-06-29 00:00:00.000
91020,PaymentDate,2019-10-09 00:00:00.000
52537,PaymentDate,2018-06-27 00:00:00.000
7628,PaymentDate,2016-11-06 00:00:00.000
85239,PaymentDate,2019-08-12 00:00:00.000
42421,PaymentDate,2018-02-20 00:00:00.000
55536,PaymentDate,2018-09-11 00:00:00.000
157815,PaymentDate,2021-07-06 00:00:00.000
80089,PaymentDate,2019-06-08 00:00:00.000
142485,PaymentDate,2021-02-12 00:00:00.000
12423,PaymentDate,2016-12-22 00:00:00.000
12121,PaymentDate,2016-12-27 00:00:00.000
6707,PaymentDate,2016-08-29 00:00:00.000
72132,PaymentDate,2019-03-11 00:00:00.000
43224,PaymentDate,2018-01-17 00:00:00.000
42195,PaymentDate,2017-12-23 00:00:00.000
64167,PaymentDate,2019-01-05 00:00:00.000
53665,PaymentDate,2018-07-16 00:00:00.000
37087,PaymentDate,2017-09-27 00:00:00.000
95111,PaymentDate,2020-01-30 00:00:00.000
1604,PaymentDate,2016-06-10 00:00:00.000
133879,PaymentDate,2021-01-11 00:00:00.000
35059,PaymentDate,2017-10-31 00:00:00.000
87787,PaymentDate,2019-09-08 00:00:00.000
51423,PaymentDate,2018-07-08 00:00:00.000
109873,PaymentDate,2020-05-26 00:00:00.000
105336,PaymentDate,2020-04-22 00:00:00.000
157979,PaymentDate,2021-06-02 00:00:00.000
17805,PaymentDate,2017-01-18 00:00:00.000
51080,PaymentDate,
142194,PaymentDate,2021-02-10 00:00:00.000
116183,PaymentDate,2020-06-02 00:00:00.000
107644,PaymentDate,2020-05-30 00:00:00.000
90931,PaymentDate,2019-10-08 00:00:00.000
147123,PaymentDate,2021-03-22 00:00:00.000
112683,PaymentDate,2020-07-23 00:00:00.000
74536,PaymentDate,2019-06-18 00:00:00.000
100126,PaymentDate,2020-01-15 00:00:00.000
55923,PaymentDate,2018-08-15 00:00:00.000
59743,PaymentDate,2018-09-27 00:00:00.000
23294,PaymentDate,2017-06-11 00:00:00.000
150393,PaymentDate,2021-04-14 00:00:00.000
58339,PaymentDate,2018-10-22 00:00:00.000
12866,PaymentDate,2017-01-13 00:00:00.000
101700,PaymentDate,2020-04-13 00:00:00.000
101248,PaymentDate,2020-04-25 00:00:00.000
112257,PaymentDate,2020-04-29 00:00:00.000
92949,PaymentDate,2019-12-12 00:00:00.000
128846,PaymentDate,2020-11-27 00:00:00.000
40538,PaymentDate,2017-11-21 00:00:00.000
77316,PaymentDate,2019-07-14 00:00:00.000
51980,PaymentDate,
94237,PaymentDate,2019-11-07 00:00:00.000
10245,PaymentDate,2016-10-19 00:00:00.000
131719,PaymentDate,
20632,PaymentDate,2017-02-16 00:00:00.000
44957,PaymentDate,2018-02-16 00:00:00.000
162367,PaymentDate,2021-09-28 00:00:00.000
26217,PaymentDate,2017-03-30 00:00:00.000
49379,PaymentDate,2018-05-02 00:00:00.000
58773,PaymentDate,2018-11-29 00:00:00.000
149398,PaymentDate,2021-04-12 00:00:00.000
161920,PaymentDate,2021-07-13 00:00:00.000
138661,PaymentDate,2021-03-07 00:00:00.000
83704,PaymentDate,2019-07-24 00:00:00.000
154325,PaymentDate,2021-05-03 00:00:00.000
57890,PaymentDate,2018-11-12 00:00:00.000
5899,PaymentDate,2016-08-16 00:00:00.000
78936,PaymentDate,2019-08-06 00:00:00.000
47625,PaymentDate,2018-03-30 00:00:00.000
113047,PaymentDate,2020-06-09 00:00:00.000
57262,PaymentDate,2018-10-22 00:00:00.000
32828,PaymentDate,2017-07-18 00:00:00.000
58113,PaymentDate,2018-12-04 00:00:00.000
97327,PaymentDate,2020-01-24 00:00:00.000
4243,PaymentDate,2016-09-06 00:00:00.000
88837,PaymentDate,2019-09-18 00:00:00.000
131558,PaymentDate,
99790,PaymentDate,2020-01-14 00:00:00.000
118790,PaymentDate,2020-08-22 00:00:00.000
96549,PaymentDate,2020-01-29 00:00:00.000
132956,PaymentDate,2020-12-27 00:00:00.000
66834,PaymentDate,2019-02-27 00:00:00.000
69613,PaymentDate,2019-04-25 00:00:00.000
81992,PaymentDate,2019-06-30 00:00:00.000
20169,PaymentDate,2017-02-11 00:00:00.000
81694,PaymentDate,2019-09-06 00:00:00.000
72493,PaymentDate,2019-03-13 00:00:00.000
80227,PaymentDate,2019-07-16 00:00:00.000
100581,PaymentDate,2020-01-21 00:00:00.000
79144,PaymentDate,2019-05-28 00:00:00.000
154591,PaymentDate,
72052,PaymentDate,2019-04-29 00:00:00.000
130937,PaymentDate,2020-11-23 00:00:00.000
144983,PaymentDate,2021-05-06 00:00:00.000
5808,PaymentDate,2016-08-15 00:00:00.000
57008,StaffId,4447
141736,StaffId,4134
113615,StaffId,4988
7844,StaffId,4834
115352,StaffId,4949
91020,StaffId,4964
52537,StaffId,3770
7628,StaffId,5383
85239,StaffId,5254
42421,StaffId,4626
55536,StaffId,5416
157815,StaffId,5017
80089,StaffId,4966
142485,StaffId,5265
12423,StaffId,4546
12121,StaffId,4802
6707,StaffId,4305
72132,StaffId,5517
43224,StaffId,4625
42195,StaffId,4985
64167,StaffId,4716
53665,StaffId,4314
37087,StaffId,4728
95111,StaffId,4138
1604,StaffId,4176
133879,StaffId,4363
35059,StaffId,4583
87787,StaffId,4729
51423,StaffId,4557
109873,StaffId,4741
105336,StaffId,4929
157979,StaffId,4042
17805,StaffId,5332
51080,StaffId,5585
142194,StaffId,3912
116183,StaffId,4133
107644,StaffId,4562
90931,StaffId,5474
147123,StaffId,5057
112683,StaffId,5278
74536,StaffId,5394
100126,StaffId,5476
55923,StaffId,5482
59743,StaffId,5038
23294,StaffId,4522
150393,StaffId,4408
58339,StaffId,4553
12866,StaffId,3946
101700,StaffId,5312
101248,StaffId,4992
112257,StaffId,5530
92949,StaffId,5040
128846,StaffId,5012
40538,StaffId,4871
77316,StaffId,5532
51980,StaffId,4063
94237,StaffId,5299
10245,StaffId,4928
131719,StaffId,4841
20632,StaffId,5101
44957,StaffId,5376
162367,StaffId,4272
26217,StaffId,5398
49379,StaffId,4850
58773,StaffId,4712
149398,StaffId,5353
161920,StaffId,5460
138661,StaffId,4954
83704,StaffId,5150
154325,StaffId,5206
57890,StaffId,5408
5899,StaffId,5172
78936,StaffId,4989
47625,StaffId,5610
113047,StaffId,5369
57262,StaffId,4045
32828,StaffId,5321
58113,StaffId,4210
97327,StaffId,4953
4243,StaffId,5497
88837,StaffId,4863
131558,StaffId,3905
99790,StaffId,5219
118790,StaffId,4238
96549,StaffId,4012
132956,StaffId,4981
66834,StaffId,4851
69613,StaffId,4834
81992,StaffId,4502
20169,StaffId,4330
81694,StaffId,4851
72493,StaffId,4931
80227,StaffId,4972
100581,StaffId,5441
79144,StaffId,4622
154591,StaffId,5446
72052,StaffId,4428
130937,StaffId,5432
144983,StaffId,5177
5808,StaffId,5315
