FileSystemObjectType,Id,ServerRedirectedEmbedUri,ServerRedirectedEmbedUrl,ID.1,ContentTypeId,Title,Modified,Created,AuthorId,EditorId,OData__UIVersionString,Attachments,GUID,ComplianceAssetId,Codigo,SERVICIOBRINDADO,Cliente,Nombredelsupervisor,No.vuelo,Tipodeaeronave,Matricula,Fecha,Tipodeservicio,Cantidad,HoradeInicio,HoraFinal,AT,ANULADO,Tamaño,Departamento,ARRIBODELVUELO,SALIDADELVUELO,REALDEARRIBODELVUELO,REALDESALIDADELVUELO,Observaciones,Division,Cancelado,Dia,Mes,Year,CodigoUnico
"0","4835","","","4835","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","117","1/9/2022 9:27:21 AM","1/9/2022 9:27:21 AM","170","170","1.0","FALSE","5a9ece71-60f4-4ba4-83d2-478e76500612","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","09/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS física 14280","CGO","FALSO","9","Enero","2022","4697"
"0","4864","","","4864","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","133","1/10/2022 6:13:30 AM","1/10/2022 6:13:30 AM","170","170","1.0","FALSE","e09b5500-4e79-4cac-9042-4685e106de24","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","10/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS física 14298","CGO","FALSO","10","Enero","2022","7785"
"0","4887","","","4887","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","148","1/11/2022 10:41:20 AM","1/11/2022 10:41:20 AM","170","170","1.0","FALSE","7ba9a75d-3e71-428f-8508-7a76f0674877","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","11/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS física 14312","CGO","FALSO","11","Enero","2022","7778"
"0","4966","","","4966","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","191","1/13/2022 4:13:07 AM","1/13/2022 4:13:07 AM","172","172","1.0","FALSE","367d5fe6-ae59-472f-9d79-e01b60c0314f","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","12/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","NO EXIXSTIO CARGA TRASBORDO 

OS 14353","CGO","FALSO","12","Enero","2022","6854"
"0","5014","","","5014","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","218","1/14/2022 4:18:06 AM","1/14/2022 4:18:06 AM","172","172","1.0","FALSE","9e913fb3-b760-42e5-8688-2eabf9465fca","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","13/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","carga trasito trasbordo 2490kg
os 14375","CGO","FALSO","13","Enero","2022","19841"
"0","5035","","","5035","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","230","1/15/2022 2:36:51 AM","1/15/2022 2:36:51 AM","172","172","1.0","FALSE","5544bddb-6d7f-4dbc-88b9-580789b605a2","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","14/Enero/2022","Servicio","1","00:00","23:59","","FALSE","Grande","CGO","00:00","00:00","00:00","00:00","No existió carga tránsito trasbordo 
OS 14387","CGO","FALSO","14","Enero","2022","18856"
"0","5057","","","5057","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","243","1/16/2022 3:23:58 AM","1/16/2022 3:23:58 AM","172","172","1.0","FALSE","1ef7cf20-9317-4c93-b2a4-83e11144a550","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","15/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","OS 14399","CGO","FALSO","15","Enero","2022","8926"
"0","5090","","","5090","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","259","1/17/2022 12:23:47 AM","1/17/2022 12:23:47 AM","170","170","1.0","FALSE","7bec3c0e-fc13-4ca7-aef9-1dd2ba6d521f","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","16/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Transbordo guía: 947-61108342","CGO","FALSO","16","Enero","2022","16903"
"0","5128","","","5128","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","279","1/18/2022 1:46:12 AM","1/18/2022 1:46:12 AM","171","171","1.0","FALSE","74aa1c3a-0fcc-4d30-99ab-2f65083c1caa","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","17/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No sé realizó trasbordo","CGO","FALSO","17","Enero","2022","19826"
"0","5161","","","5161","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","298","1/19/2022 3:26:14 AM","1/19/2022 3:26:14 AM","171","171","1.0","FALSE","85f4fe89-6ee7-4762-9d7c-1f3cfaff6b54","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","18/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","","CGO","FALSO","18","Enero","2022","11032"
"0","5203","","","5203","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","326","1/20/2022 5:42:04 AM","1/20/2022 5:42:04 AM","171","171","1.0","FALSE","ab40aae8-5d01-4a27-8e7f-b0e1a941ea17","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","19/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No sé realizó traslado de trasbordo","CGO","FALSO","19","Enero","2022","6860"
"0","5243","","","5243","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","346","1/21/2022 4:22:57 AM","1/21/2022 4:22:57 AM","170","170","1.0","FALSE","393879ef-a6f1-4b76-8f9a-182942dd10d6","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","20/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No hubo transbordo","CGO","FALSO","20","Enero","2022","34248"
"0","5273","","","5273","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","359","1/22/2022 1:17:04 AM","1/22/2022 1:17:04 AM","170","170","1.0","FALSE","4c23a8e5-9d5c-4a81-8fea-c8b41f3466de","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","21/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No hubo transbordo","CGO","FALSO","21","Enero","2022","14360"
"0","5303","","","5303","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","377","1/23/2022 1:24:58 AM","1/23/2022 1:24:58 AM","170","170","1.0","FALSE","7a772421-20d0-4df1-a6ee-579afff38b12","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","22/Enero/2022","Servicio","1","00:00","23:59","","FALSE","Grande","CGO","00:00","00:00","00:00","00:00","No hubo transbordo","CGO","FALSO","22","Enero","2022","32962"
"0","5326","","","5326","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","393","1/24/2022 1:17:36 AM","1/24/2022 1:17:36 AM","170","170","1.0","FALSE","3ae63824-be12-403d-b466-f1e4d1e1fe7b","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","23/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Guía: 947-61130716  kg 1124 
Transbordo","CGO","FALSO","23","Enero","2022","2193"
"0","5361","","","5361","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","411","1/25/2022 12:33:34 AM","1/25/2022 12:33:34 AM","172","172","1.0","FALSE","91b33edb-808d-424e-8aac-2acaa82e6f98","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","24/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","no existio carga trasbordo","CGO","FALSO","24","Enero","2022","11809"
"0","5400","","","5400","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","434","1/26/2022 2:01:04 AM","1/26/2022 2:01:04 AM","172","172","1.0","FALSE","2599778b-fabc-4173-b71f-251d915d1f43","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","25/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","KILOS CARGA TRASBORDO  1,936KG","CGO","FALSO","25","Enero","2022","37251"
"0","5440","","","5440","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","455","1/27/2022 2:20:03 AM","1/27/2022 2:20:03 AM","172","172","1.0","FALSE","108405b2-8674-4037-818f-66ec75407033","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","26/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","535 KG  carga trasbordo","CGO","FALSO","26","Enero","2022","38448"
"0","5503","","","5503","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","493","1/29/2022 2:51:23 AM","1/29/2022 2:51:23 AM","171","171","1.0","FALSE","a480990d-3c95-49e4-9f1f-5763eef653e6","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","28/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Traslado de rampa Combex hacia hangar DHL
Trasbordo Kg 488 una posicion","CGO","FALSO","28","Enero","2022","30724"
"0","5517","","","5517","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","502","1/29/2022 10:18:57 PM","1/29/2022 10:18:57 PM","170","170","1.0","FALSE","b4f79dbf-01d8-4509-922c-191ff6fcfdb5","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","29/Enero/2022","Servicio","1","00:00","23:59","","FALSE","Grande","CGO","00:00","00:00","00:00","00:00","No hubo transbordo","CGO","FALSO","29","Enero","2022","45833"
"0","5536","","","5536","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","513","1/30/2022 8:13:28 PM","1/30/2022 8:13:28 PM","172","172","1.0","FALSE","0c9f08a7-e184-40af-9c27-0c25cc23d30f","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","30/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Carga tránsito trasbordo 5272Kg","CGO","FALSO","30","Enero","2022","45729"
"0","5572","","","5572","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","538","2/1/2022 5:09:15 AM","2/1/2022 5:09:15 AM","171","171","1.0","FALSE","ae19f893-0de0-4760-b6dc-260bfe316d51","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","31/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","","CGO","FALSO","31","Enero","2022","13246"
"0","5598","","","5598","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","552","2/1/2022 10:42:01 PM","2/1/2022 10:42:01 PM","172","172","1.0","FALSE","62baa84d-5121-41f1-8b96-6b1c037678c7","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","27/Enero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No existió carga tránsito trasbordo","CGO","FALSO","27","Enero","2022","32337"
"0","5602","","","5602","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","554","2/2/2022 1:39:40 AM","2/2/2022 1:39:40 AM","170","170","1.0","FALSE","dfe8aa30-87ba-4d48-aba5-31d4069c4167","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","01/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No hubo transbordo","CGO","FALSO","1","Febrero","2022","43495"
"0","5617","","","5617","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","566","2/2/2022 2:57:35 PM","2/2/2022 2:57:35 PM","172","172","1.0","FALSE","7e233cc4-d9a6-4ff5-bafc-3ad3329362ba","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","02/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","204 kg carga tránsito trasbordo","CGO","FALSO","2","Febrero","2022","22482"
"0","5693","","","5693","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","613","2/4/2022 4:28:32 AM","2/4/2022 4:28:32 AM","170","170","1.0","FALSE","e39de3d4-73c6-4c26-a0de-806fab6ef09f","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","03/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No hubo transbordo","CGO","FALSO","3","Febrero","2022","26409"
"0","5727","","","5727","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","630","2/4/2022 11:28:43 PM","2/4/2022 11:28:43 PM","171","171","1.0","FALSE","a16d7152-53c0-42dc-a255-fcf94715b508","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","04/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Peso kg 481 trasbordo hacia hangar DHL, Guía 992-14319174, 992-24855460 y 992-14650893","CGO","FALSO","4","Febrero","2022","39905"
"0","5749","","","5749","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","646","2/6/2022 3:39:20 AM","2/6/2022 3:39:20 AM","172","172","1.0","FALSE","3aaf62f0-7b38-47cd-91ff-1f3a4fd5e384","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","05/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","no existio carga trasbordo.","CGO","FALSO","5","Febrero","2022","44200"
"0","5782","","","5782","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","664","2/6/2022 10:28:25 PM","2/6/2022 10:28:25 PM","171","171","1.0","FALSE","9ded2f2b-6979-4722-b0e4-c8425df20a33","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","06/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Carga trasbordo 6 Posiciones peso kg 4,086 guía 947-90626911","CGO","FALSO","6","Febrero","2022","41202"
"0","5833","","","5833","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","694","2/7/2022 11:54:23 PM","2/7/2022 11:54:23 PM","172","172","1.0","FALSE","24444fcc-d5da-4b9a-8f45-a0df16a3782c","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","07/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No existió carga tránsito trasbordo","CGO","FALSO","7","Febrero","2022","27941"
"0","5867","","","5867","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","715","2/9/2022 12:28:41 AM","2/9/2022 12:28:41 AM","172","172","1.0","FALSE","69f613c4-b589-49eb-bb7e-bc56358d2194","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","WILLIAMS MORALES","N/A","N/A","N/A","08/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No existió carga tránsito trasbordo","CGO","FALSO","8","Febrero","2022","63521"
"0","5918","","","5918","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","745","2/10/2022 5:15:02 AM","2/10/2022 5:15:02 AM","171","171","1.0","FALSE","9de800b5-c67b-43b6-864c-d0f19357d6fd","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","09/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Trasbordo guías No. 992-24952491, 2771, 3051, 992-14342053,  2145 y 992-28396745  peso kg 569.3 traslado de Combex al hangar solicitado por  Juan Carlos Del Cid.","CGO","FALSO","9","Febrero","2022","35157"
"0","5959","","","5959","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","766","2/11/2022 4:41:26 AM","2/11/2022 4:41:26 AM","171","171","1.0","FALSE","10922333-1645-41c1-8cf4-f2c5226d147f","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","10/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","No sé realizó trasbordo","CGO","FALSO","10","Febrero","2022","15512"
"0","5990","","","5990","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","783","2/12/2022 12:59:33 AM","2/12/2022 12:59:33 AM","171","171","1.0","FALSE","5e302f19-70eb-4af2-819c-67ab08d5c90a","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","11/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Trasbordo guía No 947-90626723 peso kg 3,288 traslado de Combex hacia hangar DHL.","CGO","FALSO","11","Febrero","2022","76774"
"0","6006","","","6006","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","795","2/14/2022 1:08:16 AM","2/13/2022 4:31:25 AM","171","170","2.0","FALSE","e4b0f5ec-c1cc-4c06-88e0-563d6e00dc9a","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","12/Febrero/2022","Servicio","1","00:00","23:59","","TRUE","","CGO","00:00","00:00","00:00","00:00","No sé realizó trasbordo","CGO","FALSO","12","Febrero","2022","33788"
"0","6042","","","6042","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","815","2/14/2022 1:20:58 AM","2/14/2022 1:20:58 AM","170","170","1.0","FALSE","96c4d409-6399-4030-bf70-b1c751969761","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","MARLO GARCIA","N/A","N/A","N/A","12/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Guia exportación 
947-02153664 kg580 
947-02153675 kg 880
947-02115050 kg 336 
947-02061065 kg 402 
947-02061065 kg 214 
074-50388844 kg 583","CGO","FALSO","12","Febrero","2022","79121"
"0","6049","","","6049","0x0100441D7E9F55DC144E8F9B6C91056E2A440055BEFEDC4B017040AA0977BAD7AE68A6","819","2/14/2022 1:54:47 AM","2/14/2022 1:54:47 AM","170","170","1.0","FALSE","fed958f5-7469-43fa-85d8-7f8f18d7b3d1","","57","SERVICIO DE BODEGA DE EXPORTACION","DHL","ROBERTITO XOT","N/A","N/A","N/A","13/Febrero/2022","Servicio","1","00:00","23:59","","FALSE","","CGO","00:00","00:00","00:00","00:00","Guías transbordo 
947-61113356 
947-61077181 kg 1550","CGO","FALSO","13","Febrero","2022","8027"
