StoreKey,GeographyKey,StoreType,StoreName,Status,OpenDate,CloseDate,ZipCode,ZipCodeExtension,StorePhone,StoreFax,AddressLine1,AddressLine2,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate
52,806,"Store","Contoso Burlington Store","On",2004-06-17 00:00:00.000,,"54001","54012","639-555-0164","639-555-0164","Burlington, WI St shopping mall","Burlington, WI St shopping mall","",47,1125,2009-06-17 00:00:00.000
55,835,"Store","Contoso Germantown Store","On",2004-09-02 00:00:00.000,,"54001","54015","712-555-0119","712-555-0119","Germantown, DEI St Shopping mall","Germantown, DEI St Shopping mall","",25,700,2009-06-17 00:00:00.000
57,913,"Store","Contoso Port Washington Store","On",2004-11-25 00:00:00.000,,"54001","54017","910-555-0116","910-555-0116","Port Washington, WIMI St Shopping mall","Port Washington, WIMI St Shopping mall","",26,680,2009-06-17 00:00:00.000
60,870,"Store","Contoso Madison Store","On",2004-02-28 00:00:00.000,,"54001","54020","499-555-0125","499-555-0125","Dudgeon-Monroe Shopping mall","Dudgeon-Monroe Shopping mall","",47,1125,2009-06-17 00:00:00.000
65,918,"Store","Contoso Racine No.2 Store","On",2009-07-02 00:00:00.000,,"54025","54025","518-555-0199","518-555-0199","Racine, Big Shopping mall","Racine, Big Shopping mall","",19,455,2009-06-17 00:00:00.000
67,849,"Store","Contoso Houston No.2 Store","On",2004-03-11 00:00:00.000,,"70001","77010","434-555-0133","434-555-0133","Texas Houston Ryon St","Texas Houston Ryon St","",47,1125,2009-06-17 00:00:00.000
70,876,"Store","Contoso Midland Store","On",2003-09-12 00:00:00.000,,"70001","77020","611-555-0116","611-555-0116","West Way St","West Way St","",25,700,2009-06-17 00:00:00.000
72,879,"Store","Contoso Minden Store","On",2004-11-06 00:00:00.000,,"70001","77020","612-555-0171","612-555-0171","Minden, LA  Downtown","Minden, LA  Downtown","",26,680,2009-06-17 00:00:00.000
75,866,"Store","Contoso Longview Store","On",2004-02-19 00:00:00.000,,"70001","77019","309-555-0129","309-555-0129","Longview, SDallas St  Shopping mall","Longview, SDallas St  Shopping mall","",47,1125,2009-06-17 00:00:00.000
77,897,"Store","Contoso Orange Store","On",2004-02-21 00:00:00.000,,"70001","77019","999-555-0155","999-555-0155","Orange Citycenter Shopping mall","Orange Citycenter Shopping mall","",17,462,2009-06-17 00:00:00.000
80,858,"Store","Contoso La Porte Store","On",2004-02-18 00:00:00.000,,"70001","77025","420-555-0173","420-555-0173","La Porte, TXS Shopping mall","La Porte, TXS Shopping mall","",26,680,2009-06-17 00:00:00.000
82,939,"Store","Contoso Texas City Store","On",2004-04-20 00:00:00.000,,"70001","77002","815-555-0138","815-555-0138","Texas City, TX St Shopping mall","Texas City, TX St Shopping mall","",33,560,2009-06-17 00:00:00.000
85,933,"Store","Contoso Spring Store","On",2004-07-23 00:00:00.000,,"70001","77004","153-555-0186","153-555-0186","Arthur Bayer Park St","Arthur Bayer Park St","",17,462,2009-06-17 00:00:00.000
87,925,"Store","Contoso San Antonio Store","On",2004-08-25 00:00:00.000,,"70001","77023","970-555-0118","970-555-0118","City North Region Downtown","City North Region Downtown","",26,680,2009-06-17 00:00:00.000
90,815,"Store","Contoso Dallas Store","On",2008-12-02 00:00:00.000,,"75201","75202","986-555-0177","986-555-0177","Dallas Citycenter Shopping mall","Dallas Citycenter Shopping mall","",47,1125,2009-06-17 00:00:00.000
92,845,"Store","Contoso Hillsboro Store","On",2003-01-30 00:00:00.000,,"75201","75204","818-555-0128","818-555-0128","Hillsboro, TX Ward","Hillsboro, TX Ward","",17,460,2009-06-17 00:00:00.000
95,819,"Store","Contoso Desoto Store","On",2003-03-31 00:00:00.000,,"75201","75207","935-555-0116","935-555-0116","Desoto, TX Shopping mall","Desoto, TX Shopping mall","",26,680,2009-06-17 00:00:00.000
97,863,"Store","Contoso Lewisville Store","On",2003-04-02 00:00:00.000,,"75201","75209","920-555-0177","920-555-0177","Lewisville, Edeg ST Shopping mall","Lewisville, Edeg ST Shopping mall","",33,560,2009-06-17 00:00:00.000
100,910,"Store","Contoso Plano Store","On",2003-07-05 00:00:00.000,,"75201","75212","148-555-0145","148-555-0145","City North St","City North St","",17,462,2009-06-17 00:00:00.000
102,875,"Store","Contoso Miami No.2 Store","On",2003-09-07 00:00:00.000,,"33128","33136","391-555-0138","391-555-0138","NW 8th St","NW 8th St","",25,700,2009-06-17 00:00:00.000
105,937,"Store","Contoso Tallahassee No.2 Store","On",2003-11-29 00:00:00.000,,"32301","32303","768-555-0123","768-555-0123","Thomasville Rd","Thomasville Rd","",33,560,2009-06-17 00:00:00.000
107,926,"Store","Contoso Sebring Store","On",2003-02-12 00:00:00.000,,"33870","33871","166-555-0159","166-555-0159","601-669 N Ping St","601-669 N Ping St","",22,500,2009-06-17 00:00:00.000
110,899,"Store","Contoso Orlando Store","On",2003-02-15 00:00:00.000,,"32803","32803","476-555-0119","476-555-0119","1400-1598 FL-50 St","1400-1598 FL-50 St","",25,700,2009-06-17 00:00:00.000
115,890,"Store","Contoso New York No.1 Store","On",2004-03-01 00:00:00.000,,"10018","10018","571-555-0179","571-555-0179","W 40th St","W 40th St","",22,500,2009-06-17 00:00:00.000
117,890,"Store","Contoso New York No.2 Store","On",2005-05-15 00:00:00.000,,"10018","10018","540-555-0191","540-555-0191","Kips Bay St","Kips Bay St","",25,700,2009-06-17 00:00:00.000
120,911,"Store","Contoso Plattsburgh Store","On",2004-08-18 00:00:00.000,,"12901","12901","727-555-0112","727-555-0112","Brinkerhoff St","Brinkerhoff St","",33,560,2009-06-17 00:00:00.000
122,902,"Store","Contoso Oswego Store","On",2004-10-20 00:00:00.000,,"13126","13126","785-555-0110","785-555-0110","East River St","East River St","",22,500,2009-06-17 00:00:00.000
125,916,"Store","Contoso Queens Store","On",2006-01-23 00:00:00.000,,"11432","11432","150-555-0194","150-555-0194","St Johns Downtown","St Johns Downtown","",25,700,2009-06-17 00:00:00.000
127,912,"Store","Contoso Poestenkill Store","On",2004-01-25 00:00:00.000,,"12140","12140","712-555-0113","712-555-0113","Rensselaer County St","Rensselaer County St","",19,455,2009-06-17 00:00:00.000
130,891,"Store","Contoso Newark No.1 Store","On",2004-08-28 00:00:00.000,,"7102","7102","119-555-0192","119-555-0192","Halsey St","Halsey St","",22,500,2009-06-17 00:00:00.000
132,854,"Store","Contoso Jersey City Store","On",2004-11-02 00:00:00.000,,"7304","7304","205-555-0132","205-555-0132","76 Boyd Ave St","76 Boyd Ave St","",25,700,2009-06-17 00:00:00.000
135,820,"Store","Contoso East Orange Store","On",2004-02-15 00:00:00.000,,"7017","7017","935-555-0199","935-555-0199","N Arlington Ave","N Arlington Ave","",19,455,2009-06-17 00:00:00.000
137,797,"Store","Contoso Bayonne Store","On",2004-04-17 00:00:00.000,,"7002","7002","500-555-0159","500-555-0159","E 31st St","E 31st St","",47,1125,2009-06-17 00:00:00.000
140,842,"Store","Contoso Hackensack Store","On",2004-07-20 00:00:00.000,,"7601","7601","352-555-0138","352-555-0138","237 State St","237 State St","",25,700,2009-06-17 00:00:00.000
142,880,"Store","Contoso Montclair Store","On",2004-09-22 00:00:00.000,,"7042","7042","955-555-0169","955-555-0169","Valley St","Valley St","",19,455,2009-06-17 00:00:00.000
145,808,"Store","Contoso Cape May Store","On",2004-12-02 00:00:00.000,,"8204","8204","615-555-0110","615-555-0110","Delaware Ave St","Delaware Ave St","",22,500,2009-06-17 00:00:00.000
147,952,"Store","Contoso Worcester No.1 Store","On",2004-10-17 00:00:00.000,,"1608","1608","441-555-0195","441-555-0195","99 Central St","99 Central St","",25,700,2009-06-17 00:00:00.000
150,789,"Store","Contoso Attleboro Store","On",2004-02-20 00:00:00.000,,"2703","2703","589-555-0147","589-555-0147","Thacher Downtown","Thacher Downtown","",19,455,2009-06-17 00:00:00.000
152,861,"Store","Contoso Leominster Store","On",2004-02-22 00:00:00.000,,"1453","1453","678-555-0110","678-555-0110","101 Union St Shopping mall","101 Union St Shopping mall","",47,1125,2009-06-17 00:00:00.000
155,832,"Store","Contoso Framingham Store","On",2004-03-19 00:00:00.000,,"1701","1701","182-555-0134","182-555-0134","29 Woodlan St","29 Woodlan St","",25,700,2009-06-17 00:00:00.000
157,931,"Store","Contoso Somerville Store","On",2004-05-21 00:00:00.000,,"2145","2145","587-555-0114","587-555-0114","Pembroke St","Pembroke St","",26,680,2009-06-17 00:00:00.000
160,895,"Store","Contoso Northampton Store","On",2004-08-24 00:00:00.000,,"1062","1062","806-555-0136","806-555-0136","Florence Rd Shopping mall","Florence Rd Shopping mall","",47,1125,2009-06-17 00:00:00.000
165,883,"Store","Contoso Nantucket Store","On",2004-11-06 00:00:00.000,,"2554","2554","810-555-0178","810-555-0178","8 Washington St","8 Washington St","",19,455,2009-06-17 00:00:00.000
167,796,"Store","Contoso Bar Harbor Store","On",2004-02-18 00:00:00.000,,"4609","4609","746-555-0164","746-555-0164","Ledgelawn Ave","Ledgelawn Ave","",47,1125,2009-06-17 00:00:00.000
170,900,"Store","Contoso Orono Store","On",2004-02-21 00:00:00.000,,"4473","4473","309-555-0170","309-555-0170","Pleasant St","Pleasant St","",25,700,2009-06-17 00:00:00.000
172,843,"Store","Contoso Hartford Store","On",2004-01-17 00:00:00.000,,"6103","6103","117-555-0185","117-555-0185","Asylum St Shopping mall","Asylum St Shopping mall","",26,680,2009-06-17 00:00:00.000
175,896,"Store","Contoso Old Saybrook Store","On",2004-04-20 00:00:00.000,,"6475","6475","100-555-0174","100-555-0174","18 W King Rd","18 W King Rd","",47,1125,2009-06-17 00:00:00.000
177,888,"Store","Contoso New Haven Store","On",2004-06-22 00:00:00.000,,"6511","6511","118-555-0177","118-555-0177","Lynwood PI Downtown","Lynwood PI Downtown","",17,462,2009-06-17 00:00:00.000
180,892,"Store","Contoso Norfolk Store","On",2004-08-25 00:00:00.000,,"23504","23504","712-555-0170","712-555-0170","Wide St Shopping mall","Wide St Shopping mall","",26,680,2009-06-17 00:00:00.000
182,951,"Store","Contoso Winchester Store","On",2004-11-27 00:00:00.000,,"22601","22601","654-555-0177","654-555-0177","Handley St Shopping mall","Handley St Shopping mall","",33,560,2009-06-17 00:00:00.000
185,921,"Store","Contoso Roanoke Store","On",2004-10-17 00:00:00.000,,"24011","24011","559-555-0175","559-555-0175","Salem Ave SE StShopping mall","Salem Ave SE StShopping mall","",17,462,2009-06-17 00:00:00.000
187,833,"Store","Contoso Fredericksburg Store","On",2004-02-19 00:00:00.000,,"22401","22401","319-555-0126","319-555-0126","Beverly St Shopping mall","Beverly St Shopping mall","",26,680,2009-06-17 00:00:00.000
190,810,"Store","Contoso Charleston Store","On",2004-02-22 00:00:00.000,,"29406","29406","552-555-0111","552-555-0111","Rockingham St Shopping mall","Rockingham St Shopping mall","",47,1125,2009-06-17 00:00:00.000
192,794,"Store","Contoso Baltimore Store","On",2004-02-18 00:00:00.000,,"21201","21201","508-555-0129","508-555-0129","Pleasant St","Pleasant St","",17,460,2009-06-17 00:00:00.000
195,915,"Store","Contoso Queen Anne's County Store","On",2004-05-21 00:00:00.000,,"21617","21617","106-555-0120","106-555-0120","Tilghman Neck St Shopping mall","Tilghman Neck St Shopping mall","",26,680,2009-06-17 00:00:00.000
197,792,"Store","Contoso Back River Store","On",2004-07-23 00:00:00.000,,"21219","21219","955-555-0131","955-555-0131","Back River St Shopping mall","Back River St Shopping mall","",33,560,2009-06-17 00:00:00.000
202,748,"Store","Contoso Edinburgh Store","On",2004-08-02 00:00:00.000,,"","","296-555-0121","296-555-0121","Princes St Edinburgh, Midlothian Shopping mall, United Kingdom","Princes St Edinburgh, Midlothian Shopping mall, United Kingdom","",25,700,2009-06-17 00:00:00.000
205,742,"Store","Contoso Carlisle Store","On",2004-05-18 00:00:00.000,,"","","165-555-0113","165-555-0113","Citycenter  Botchergate Carlisle, UK","Citycenter  Botchergate Carlisle, UK","",23,680,2009-06-17 00:00:00.000
207,755,"Store","Contoso Lancashire Store","On",2004-07-20 00:00:00.000,,"","","393-555-0186","393-555-0186","Rochdale Rd Todmorden, Lancashire Shopping mall, United Kingdom","Rochdale Rd Todmorden, Lancashire Shopping mall, United Kingdom","",36,680,2009-06-17 00:00:00.000
210,743,"Store","Contoso Cheshire Store","On",2004-04-23 00:00:00.000,,"","","663-555-0172","663-555-0172","Market St  Marple, Stockport, Cheshire Citycenter, United Kingdom","Market St  Marple, Stockport, Cheshire Citycenter, United Kingdom","",,680,2009-06-17 00:00:00.000
212,651,"Store","Contoso Liverpool Store","On",2004-03-02 00:00:00.000,,"","","313-555-0196","313-555-0196","Leinster Rd Liverpool, Merseyside Citycenter, UK","Leinster Rd Liverpool, Merseyside Citycenter, UK","",64,680,2009-06-17 00:00:00.000
215,529,"Store","Contoso Paris Store","On",2004-03-28 00:00:00.000,,"75001","75001","139-555-0131","139-555-0131","Rue de Rivoli Citycenter  Paris, France","Rue de Rivoli Citycenter  Paris, France","",12,680,2009-06-17 00:00:00.000
217,759,"Store","Contoso Lyon Store","On",2004-08-30 00:00:00.000,,"69002","69002","207-555-0192","207-555-0192","Citycenter Lyon, France","Citycenter Lyon, France","",15,680,2009-06-17 00:00:00.000
220,766,"Store","Contoso Nantes Store","On",2004-08-03 00:00:00.000,,"44000","44000","991-555-0184","991-555-0184","Citycenter Nantes, France","Citycenter Nantes, France","",11,680,2009-06-17 00:00:00.000
222,771,"Store","Contoso Roma Store","On",2007-10-05 00:00:00.000,,"192","192","927-555-0150","927-555-0150","","","",43,490,2009-06-17 00:00:00.000
225,776,"Store","Contoso Torino Store","On",2004-03-18 00:00:00.000,,"10141","10141","931-555-0118","931-555-0118","","","",24,500,2009-06-17 00:00:00.000
227,884,"Store","Contoso Naples Store","On",2004-03-02 00:00:00.000,,"20124","20124","492-555-0174","492-555-0174","Downtown Naples, Florida","Downtown Naples, Florida","",13,500,2009-06-17 00:00:00.000
230,754,"Store","Contoso koln No.2 Store","On",2004-05-15 00:00:00.000,,"50672","50672","916-555-0165","916-555-0165","Downtown, Koln, Germany","Downtown, Koln, Germany","",25,500,2009-06-17 00:00:00.000
232,754,"Store","Contoso koln No.1 Store","On",2004-07-29 00:00:00.000,,"50823","50823","583-555-0182","583-555-0182","Citycenter Koln, Germany","Citycenter Koln, Germany","",35,500,2009-06-17 00:00:00.000
235,770,"Store","Contoso Ramstein Store","On",2004-08-13 00:00:00.000,,"66877","66877","555-555-0113","555-555-0113","Citycenter Shopping mall Ramstein-Miesenbach, Germany","Citycenter Shopping mall Ramstein-Miesenbach, Germany","",15,500,2009-06-17 00:00:00.000
237,750,"Store","Contoso Giebelstadt Store","On",2004-12-26 00:00:00.000,,"97232","97232","264-555-0150","264-555-0150","Citycenter, Giebelstadt, Germany","Citycenter, Giebelstadt, Germany","",15,500,2009-06-17 00:00:00.000
240,736,"Store","Contoso Amsterdam Store","On",2004-03-29 00:00:00.000,,"","","230-555-0144","230-555-0144","Citycenter Shopping mall, Amsterdam (Noord-Holland), Netherlands","Citycenter Shopping mall, Amsterdam (Noord-Holland), Netherlands","",26,680,2009-06-17 00:00:00.000
242,773,"Store","Contoso Stockholm Store","On",2004-05-31 00:00:00.000,,"11145","11145","208-555-0114","208-555-0114","Birger Jarlsg Shopping mall, Sweden","Birger Jarlsg Shopping mall, Sweden","",33,680,2009-06-17 00:00:00.000
245,741,"Store","Contoso Bucharest Store","On",2004-05-19 00:00:00.000,,"30583","30583","163-555-0147","163-555-0147","Nan Street Bucharest, Romania","Nan Street Bucharest, Romania","",25,680,2009-06-17 00:00:00.000
247,780,"Store","Contoso Warsaw Store","On",2004-09-04 00:00:00.000,,"","","680-555-0118","680-555-0118","Citycenter Warszawa, Poland","Citycenter Warszawa, Poland","",15,680,2009-06-17 00:00:00.000
250,737,"Store","Contoso Athens Store","On",2004-04-17 00:00:00.000,,"10559","10559","237-555-0128","237-555-0128","","","",15,680,2009-06-17 00:00:00.000
252,713,"Store","Contoso Canberra Store","On",2005-11-17 00:00:00.000,,"","","413-555-0124","413-555-0124","Canberra International shopping mall, Australia","Canberra International shopping mall, Australia","",28,480,2009-06-17 00:00:00.000
255,723,"Store","Contoso New Delhi Store","On",2004-04-29 00:00:00.000,,"110005","110005","153-555-0166","153-555-0166","Khan Market, New Delhi,  India","Khan Market, New Delhi,  India","",29,480,2009-06-17 00:00:00.000
257,718,"Store","Contoso Kolkata Store","On",2005-06-11 00:00:00.000,,"700017","700017","491-555-0183","491-555-0183","Citycenter, Kolkata, West Bengal, India‎","Citycenter, Kolkata, West Bengal, India‎","",35,480,2009-06-17 00:00:00.000
260,730,"Store","Contoso Tehran No.1 Store","On",2004-09-04 00:00:00.000,,"1698530","1698530","325-555-0137","325-555-0137","Citycenter, Tehran, Tehran, Iran","Citycenter, Tehran, Tehran, Iran","",35,480,2009-06-17 00:00:00.000
262,709,"Store","Contoso Bangkok No.1 Store","On",2008-11-06 00:00:00.000,,"10110","10110","961-555-0122","961-555-0122","Bangkok,Citycenter, Thailand","Bangkok,Citycenter, Thailand","",62,480,2009-06-17 00:00:00.000
265,717,"Store","Contoso Islamabad No.1 Store","On",2004-02-09 00:00:00.000,,"10086","10086","306-555-0186","306-555-0186"," Islamabad Capital Territory, Pakistan"," Islamabad Capital Territory, Pakistan","",71,480,2009-06-17 00:00:00.000
267,732,"Store","Contoso Tokyo No.1 Store","On",2004-04-02 00:00:00.000,,"","","539-555-0149","539-555-0149","Shinjuku, Tokyo Citycenter","Shinjuku, Tokyo Citycenter","",68,480,2009-06-17 00:00:00.000
269,735,"Store","Contoso Yokohama Store","On",2004-05-15 00:00:00.000,,"","","151-555-0113","151-555-0113","Citycenter, Kanagawa Prefecture Japan","Citycenter, Kanagawa Prefecture Japan","",77,480,2009-06-17 00:00:00.000
272,725,"Store","Contoso Sapporo Store","On",2007-08-20 00:00:00.000,,"39864","39864","125-555-0196","125-555-0196","sapporo Hokkaido northwest district","sapporo Hokkaido northwest district","",50,480,2009-06-17 00:00:00.000
274,726,"Store","Contoso Seoul Store","On",2008-10-13 00:00:00.000,,"57","57","370-555-0163","370-555-0163","Seoul west district","Seoul west district","",50,480,2009-06-17 00:00:00.000
279,710,"Store","Contoso Beijing Store","On",2008-07-16 00:00:00.000,,"100007","100007","486-555-0150","486-555-0150","China Beijing Chaoyang distrct Shanlitun Rd","China Beijing Chaoyang distrct Shanlitun Rd","",86,480,2009-06-17 00:00:00.000
1,693,"Store","Contoso Seattle No.1 Store","On",2004-04-12 00:00:00.000,,"97001","97001","320-555-0195","320-555-0195","East Queen Anne Big shopping mall","East Queen Anne Big shopping mall","",17,462,2009-06-16 00:00:00.000
4,424,"Store","Contoso Bellevue Store","On",2004-03-01 00:00:00.000,,"97001","97004","612-555-0100","612-555-0100","West Lake Hills shopping mall","West Lake Hills shopping mall","",19,455,2009-06-16 00:00:00.000
6,575,"Store","Contoso Yakima Store","On",2005-05-15 00:00:00.000,,"97001","97006","168-555-0183","168-555-0183","Yakima, shopping mall","Yakima, shopping mall","",47,1125,2009-06-16 00:00:00.000
9,941,"Store","Contoso Toppenish Store","On",2004-08-18 00:00:00.000,,"97001","97009","903-555-0145","903-555-0145","Toppenish, Citycenter","Toppenish, Citycenter","",25,700,2009-06-16 00:00:00.000
11,813,"Store","Contoso Cle Elum Store","On",2004-10-20 00:00:00.000,,"97001","97011","849-555-0139","849-555-0139","Cle Elum, Citycenter","Cle Elum, Citycenter","",26,680,2009-06-16 00:00:00.000
14,825,"Store","Contoso Fall City Store","On",2006-01-23 00:00:00.000,,"97001","97014","819-555-0175","819-555-0175","Fall City, Citycenter","Fall City, Citycenter","",47,1125,2009-06-16 00:00:00.000
16,627,"Store","Contoso Everett Store","On",2004-01-25 00:00:00.000,,"97001","97016","508-555-0165","508-555-0165","Riverside  Ave Shopping mall","Riverside  Ave","",17,462,2009-06-16 00:00:00.000
21,950,"Store","Contoso Wheat Ridge Store","On",2004-11-02 00:00:00.000,,"87001","87002","202-555-0151","202-555-0151","Wheat Ridge, CityCenter","Wheat Ridge, CityCenter","",47,1125,2009-06-16 00:00:00.000
24,887,"Store","Contoso New Castle Store","On",2004-02-15 00:00:00.000,,"87001","87005","413-555-0136","413-555-0136","New Castle CityCenter","New Castle CityCenter","",25,700,2009-06-16 00:00:00.000
26,867,"Store","Contoso Loveland Store","On",2004-04-17 00:00:00.000,,"87001","87007","166-555-0162","166-555-0162","Loveland Downtown","Loveland Downtown","",26,680,2009-06-16 00:00:00.000
31,839,"Store","Contoso Greeley No.2 Store","On",2004-09-22 00:00:00.000,,"80631","80631","138-555-0128","138-555-0128","Greeley  Downtown Shopping mall","Greeley  Downtown Shopping mall","",17,462,2009-06-16 00:00:00.000
34,818,"Store","Contoso Denver No.1 Store","On",2004-12-02 00:00:00.000,,"87001","87015","609-555-0179","609-555-0179","Coors Field 17th St","Coors Field 17th St","",26,680,2009-06-16 00:00:00.000
36,818,"Store","Contoso Denver No.3 Store","On",2003-06-27 00:00:00.000,,"87001","87017","943-555-0196","943-555-0196","Wellshire St","Wellshire St","",33,560,2009-06-16 00:00:00.000
39,865,"Store","Contoso Littleton Store","On",2003-05-30 00:00:00.000,,"87001","87020","963-555-0134","963-555-0134","Littleton, Citycenter","Littleton, Citycenter","",17,462,2009-06-16 00:00:00.000
41,904,"Store","Contoso Parker Store","On",2004-07-02 00:00:00.000,,"54001","54001","218-555-0126","218-555-0126","Parker, CO  Shopping mall","Parker, CO  Shopping mall","",26,680,2009-06-16 00:00:00.000
44,874,"Store","Contoso Menasha Store","On",2003-10-05 00:00:00.000,,"54001","54004","685-555-0120","685-555-0120","Menasha, WI Shopping mall","Menasha, WI Shopping mall","",47,1125,2009-06-16 00:00:00.000
46,827,"Store","Contoso Fond du Lac Store","On",2007-12-07 00:00:00.000,,"54001","54006","992-555-0194","992-555-0194","Fond du Lac Shopping mall","Fond du Lac Shopping mall","",17,460,2009-06-16 00:00:00.000
49,878,"Store","Contoso Milwaukee No.3 Store","On",2004-04-02 00:00:00.000,,"54001","54009","778-555-0141","778-555-0141","Lincoln Village St","Lincoln Village St","",26,680,2009-06-16 00:00:00.000
51,918,"Store","Contoso Racine No.1 Store","On",2004-05-15 00:00:00.000,,"54001","54001","846-555-0157","846-555-0157","Racine shopping mall","Racine shopping mall","",33,560,2009-06-16 00:00:00.000
54,949,"Store","Contoso Waukesha No.2 Store","On",2004-08-20 00:00:00.000,,"54014","54014","669-555-0150","669-555-0150","Waukesha, WI 8th Ave","Waukesha, WI 8th Ave","",17,462,2009-06-16 00:00:00.000
59,871,"Store","Contoso Manitowoc Store","On",2004-04-27 00:00:00.000,,"54001","54019","714-555-0138","714-555-0138","Manitowoc, DAWI St Shopping mall","Manitowoc, DAWI St Shopping mall","",33,560,2009-06-16 00:00:00.000
61,898,"Store","Contoso Oregon Store","On",2004-03-29 00:00:00.000,,"54001","54021","932-555-0161","932-555-0161","Oregon, EQI St  Shopping mall","Oregon, EQI St  Shopping mall","",22,500,2009-06-16 00:00:00.000
64,828,"Store","Contoso Fort Atkinson Store","On",2004-06-01 00:00:00.000,,"54001","54024","688-555-0192","688-555-0192","Fort Atkinson Citycenter","Fort Atkinson Citycenter","",26,680,2009-06-16 00:00:00.000
66,849,"Store","Contoso Houston No.1 Store","On",2004-08-03 00:00:00.000,,"70001","77009","901-555-0125","901-555-0125","Texas Houston Freeman St","Texas Houston Freeman St","",33,560,2009-06-16 00:00:00.000
69,849,"Store","Contoso Houston No.4 Store","On",2004-08-03 00:00:00.000,,"70001","77020","623-555-0155","623-555-0155","Texas Houston Sakowitz St","Texas Houston Sakowitz St","",17,460,2009-06-16 00:00:00.000
