ProductKey,ProductLabel,ProductName,ProductDescription,ProductSubcategoryKey,Manufacturer,BrandName,ClassID,ClassName,StyleID,StyleName,ColorID,ColorName,Size,SizeRange,SizeUnitMeasureID,Weight,WeightUnitMeasureID,UnitOfMeasureID,UnitOfMeasureName,StockTypeID,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,StopSaleDate,Status,ProductSubcategory,ProductCategory
355,"0301018","Fabrikam Laptop8.9 M0801 Silver","1.6GHz CPU, 1GB DDR2 SDRAM, 60GB hard drive (2.2 pounds)",15,"Fabrikam, Inc.","Fabrikam","2","Regular","1","Product0301018","7","Silver","","","",2.7,"pounds","1","inches","1","High",185.32,363.5,2009-01-02 00:00:00.000,,"On","Laptops","Computers"
356,"0301019","Fabrikam Laptop14.1W M4180 Red","Multimedia-focused laptop with 14.1-inches widescreen, 3 GB RAM (4 GB max)",15,"Fabrikam, Inc.","Fabrikam","2","Regular","1","Product0301019","6","Red","","","",3.8,"pounds","1","inches","1","High",210.11,456.9,2007-01-04 00:00:00.000,,"On","Laptops","Computers"
357,"0301020","Fabrikam Laptop14.1 E4101 Red","Multimedia-focused laptop with 14.1-inch screen, DVD-R drive",15,"Fabrikam, Inc.","Fabrikam","1","Economy","1","Product0301020","6","Red","","","",5.1,"pounds","1","inches","1","High",168.24,330,2005-01-05 00:00:00.000,,"On","Laptops","Computers"
361,"0301024","Fabrikam Laptop13.3W M3080 Red","13.3-inches widescreen TFT LCD display, 160 GB hard drive",15,"Fabrikam, Inc.","Fabrikam","2","Regular","1","Product0301024","6","Red","","","",5.1,"pounds","1","inches","1","High",198.32,389,2005-01-04 00:00:00.000,,"On","Laptops","Computers"
367,"0301030","Adventure Works Laptop8.9 E0890 Black","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",15,"Adventure Works","Adventure Works","1","Economy","1","Product0301030","2","Black","","","",10.6,"pounds","1","inches","1","High",166.2,326,2004-01-02 00:00:00.000,,"On","Laptops","Computers"
369,"0301032","Adventure Works Laptop15 M1501 White","15-inch screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301032","8","White","","","",6,"pounds","1","inches","1","High",321.44,699,2005-01-04 00:00:00.000,,"On","Laptops","Computers"
370,"0301033","Adventure Works Laptop12 M1201 White","80GB hard drive, 512MB memory",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301033","8","White","","","",2.7,"pounds","1","inches","1","High",195.24,382.95,2005-01-02 00:00:00.000,,"On","Laptops","Computers"
371,"0301034","Adventure Works Laptop16 M1601 White","180 GB hard drive, 2 GB RAM 16-inches LCD",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301034","8","White","","","",6.5,"pounds","1","inches","1","High",275.46,599,2006-02-03 00:00:00.000,,"On","Laptops","Computers"
375,"0301038","Adventure Works Laptop15 M1501 Silver","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301038","7","Silver","","","",6.7,"pounds","1","inches","1","High",321.44,699,2005-04-08 00:00:00.000,,"On","Laptops","Computers"
376,"0301039","Adventure Works Laptop12 M1201 Silver","80GB hard drive, 512MB memory",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301039","7","Silver","","","",10.6,"pounds","1","inches","1","High",195.24,382.95,2007-06-08 00:00:00.000,,"On","Laptops","Computers"
377,"0301040","Adventure Works Laptop16 M1601 Silver","180 GB hard drive, 2 GB RAM 16-inches LCD",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301040","7","Silver","","","",2.7,"pounds","1","inches","1","High",275.46,599,2005-02-05 00:00:00.000,,"On","Laptops","Computers"
378,"0301041","Adventure Works Laptop15.4W M1548 Silver","15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301041","7","Silver","","","",7.2,"pounds","1","inches","1","High",348.58,758,2006-03-09 00:00:00.000,,"On","Laptops","Computers"
379,"0301042","Adventure Works Laptop8.9 E0890 Silver","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",15,"Adventure Works","Adventure Works","1","Economy","1","Product0301042","7","Silver","","","",10.6,"pounds","1","inches","1","High",166.2,326,2004-01-02 00:00:00.000,,"On","Laptops","Computers"
380,"0301043","Adventure Works Laptop19W X1980 Red","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",15,"Adventure Works","Adventure Works","3","Deluxe","1","Product0301043","6","Red","","","",3.5,"pounds","1","inches","1","High",430.38,1299,2006-02-09 00:00:00.000,,"On","Laptops","Computers"
386,"0301049","Adventure Works Laptop19W X1980 Blue","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",15,"Adventure Works","Adventure Works","3","Deluxe","1","Product0301049","3","Blue","","","",5.5,"pounds","1","inches","1","High",430.38,1299,2006-02-09 00:00:00.000,,"On","Laptops","Computers"
388,"0301051","Adventure Works Laptop12 M1201 Blue","80GB hard drive, 512MB memory",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301051","3","Blue","","","",5.5,"pounds","1","inches","1","High",195.24,382.95,2005-06-08 00:00:00.000,,"On","Laptops","Computers"
389,"0301052","Adventure Works Laptop16 M1601 Blue","180 GB hard drive, 2 GB RAM 16-inches LCD",15,"Adventure Works","Adventure Works","2","Regular","1","Product0301052","3","Blue","","","",5.5,"pounds","1","inches","1","High",275.46,599,2006-02-09 00:00:00.000,,"On","Laptops","Computers"
391,"0301054","WWI Laptop15 M0150 Black","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",15,"Wide World Importers","Wide World Importers","2","Regular","1","Product0301054","2","Black","","","",2.7,"pounds","1","inches","1","High",321.44,699,2006-02-20 00:00:00.000,,"On","Laptops","Computers"
393,"0301056","WWI Laptop16 M0160 Black","180 GB hard drive, 2 GB RAM 16-inches LCD",15,"Wide World Importers","Wide World Importers","2","Regular","1","Product0301056","2","Black","","","",2.7,"pounds","1","inches","1","High",275.46,599,2005-06-08 00:00:00.000,,"On","Laptops","Computers"
395,"0301058","WWI Laptop8.9 E0089 Black","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",15,"Wide World Importers","Wide World Importers","1","Economy","1","Product0301058","2","Black","","","",2.7,"pounds","1","inches","1","High",166.2,326,2007-02-05 00:00:00.000,,"On","Laptops","Computers"
396,"0301059","WWI Laptop19W X0196 White","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",15,"Wide World Importers","Wide World Importers","3","Deluxe","1","Product0301059","8","White","","","",2.7,"pounds","1","inches","1","High",430.38,1299,2007-04-09 00:00:00.000,,"On","Laptops","Computers"
398,"0301061","WWI Laptop12 M0120 White","80GB hard drive, 512MB memory",15,"Wide World Importers","Wide World Importers","2","Regular","1","Product0301061","8","White","","","",2.7,"pounds","1","inches","1","High",195.24,382.95,2005-04-08 00:00:00.000,,"On","Laptops","Computers"
399,"0301062","WWI Laptop16 M0160 White","180 GB hard drive, 2 GB RAM 16-inches LCD",15,"Wide World Importers","Wide World Importers","2","Regular","1","Product0301062","8","White","","","",2.7,"pounds","1","inches","1","High",275.46,599,2007-06-08 00:00:00.000,,"On","Laptops","Computers"
400,"0301063","WWI Laptop15.4W M0156 White","15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",15,"Wide World Importers","Wide World Importers","2","Regular","1","Product0301063","8","White","","","",2.7,"pounds","1","inches","1","High",348.58,758,2006-02-09 00:00:00.000,,"On","Laptops","Computers"
403,"0301066","WWI Laptop15 M0150 Blue","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",15,"Wide World Importers","Wide World Importers","2","Regular","1","Product0301066","3","Blue","","","",2.7,"pounds","1","inches","1","High",321.44,699,2007-02-02 00:00:00.000,,"On","Laptops","Computers"
404,"0301067","Proseware Laptop19 X910 Black","320 GB hard drive, 4 GB RAM 19-inches LCD",15,"Proseware, Inc.","Proseware","3","Deluxe","1","Product0301067","2","Black","","","",2.7,"pounds","1","inches","1","High",430.38,1299,2009-02-05 00:00:00.000,,"On","Laptops","Computers"
406,"0301069","Proseware Laptop12 M210 Black","80GB hard drive, 512MB memory",15,"Proseware, Inc.","Proseware","2","Regular","1","Product0301069","2","Black","","","",2.7,"pounds","1","inches","1","High",195.24,382.95,2004-03-06 00:00:00.000,,"On","Laptops","Computers"
409,"0301072","Proseware Laptop8.9 E089 Black","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",15,"Proseware, Inc.","Proseware","1","Economy","1","Product0301072","2","Black","","","",5.5,"pounds","1","inches","1","High",166.2,326,2005-03-08 00:00:00.000,,"On","Laptops","Computers"
411,"0301074","Proseware Laptop15 M510 White","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",15,"Proseware, Inc.","Proseware","2","Regular","1","Product0301074","8","White","","","",5.5,"pounds","1","inches","1","High",321.44,699,2009-01-02 00:00:00.000,,"On","Laptops","Computers"
412,"0301075","Proseware Laptop12 M210 White","80GB hard drive, 512MB memory",15,"Proseware, Inc.","Proseware","2","Regular","1","Product0301075","8","White","","","",2.7,"pounds","1","inches","1","High",195.24,382.95,2005-02-01 00:00:00.000,,"On","Laptops","Computers"
414,"0301077","Proseware Laptop15.4W M518 White","15.4-inch Widescreen TFT LCD display, 1280x800 resolutions",15,"Proseware, Inc.","Proseware","2","Regular","1","Product0301077","8","White","","","",2.7,"pounds","1","inches","1","High",348.58,758,2007-05-06 00:00:00.000,,"On","Laptops","Computers"
415,"0301078","Proseware Laptop8.9 E089 White","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",15,"Proseware, Inc.","Proseware","1","Economy","1","Product0301078","8","White","","","",2.7,"pounds","1","inches","1","High",166.2,326,2006-03-06 00:00:00.000,,"On","Laptops","Computers"
416,"0303001","Adventure Works Desktop PC2.33 XD233 Silver","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",17,"Adventure Works","Adventure Works","3","Deluxe","1","Product0303001","7","Silver","","","",,"pounds","1","inches","1","High",321.05,969,2008-12-09 00:00:00.000,,"On","Desktops","Computers"
417,"0303002","Adventure Works Desktop PC2.30 MD230 Silver","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",17,"Adventure Works","Adventure Works","2","Regular","1","Product0303002","7","Silver","","","",,"pounds","1","inches","1","High",275.46,599,2008-01-08 00:00:00.000,,"On","Desktops","Computers"
418,"0303003","Adventure Works Desktop PC1.60 ED160 Silver","1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",17,"Adventure Works","Adventure Works","1","Economy","1","Product0303003","7","Silver","","","",,"pounds","1","inches","1","High",137.63,269.95,2005-05-06 00:00:00.000,,"On","Desktops","Computers"
423,"0303008","Adventure Works Desktop PC2.30 MD230 Black","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",17,"Adventure Works","Adventure Works","2","Regular","1","Product0303008","2","Black","","","",,"pounds","1","inches","1","High",275.46,599,2008-01-08 00:00:00.000,,"On","Desktops","Computers"
429,"0303014","Adventure Works Desktop PC2.30 MD230 Brown","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",17,"Adventure Works","Adventure Works","2","Regular","1","Product0303014","4","Brown","","","",,"pounds","1","inches","1","High",275.87,599.9,2008-01-08 00:00:00.000,,"On","Desktops","Computers"
431,"0303016","Adventure Works Desktop PC1.80 ED180 Brown","1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",17,"Adventure Works","Adventure Works","2","Regular","1","Product0303016","4","Brown","","","",,"pounds","1","inches","1","High",188.13,369,2005-01-02 00:00:00.000,,"On","Desktops","Computers"
434,"0303019","Adventure Works Desktop PC2.30 MD230 White","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",17,"Adventure Works","Adventure Works","2","Regular","1","Product0303019","8","White","","","",,"pounds","1","inches","1","High",275.46,599,2008-01-08 00:00:00.000,,"On","Desktops","Computers"
436,"0303021","Adventure Works Desktop PC1.80 ED180 White","1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",17,"Adventure Works","Adventure Works","2","Regular","1","Product0303021","8","White","","","",,"pounds","1","inches","1","High",188.13,369,2005-01-02 00:00:00.000,,"On","Desktops","Computers"
438,"0303023","WWI Desktop PC2.33 X2330 Silver","2.33GHz dual processor, 750GB 7200RPM hard drive, 19” widescreen LCD monitors",17,"Wide World Importers","Wide World Importers","3","Deluxe","1","Product0303023","7","Silver","","","",,"pounds","1","inches","1","High",304.48,919,2009-03-08 00:00:00.000,,"On","Desktops","Computers"
441,"0303026","WWI Desktop PC1.80 E1800 Brown","1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive",17,"Wide World Importers","Wide World Importers","1","Economy","1","Product0303026","4","Brown","","","",,"pounds","1","inches","1","High",117.21,229.9,2005-01-02 00:00:00.000,,"On","Desktops","Computers"
444,"0303029","WWI Desktop PC2.33 X2330 Black","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",17,"Wide World Importers","Wide World Importers","3","Deluxe","1","Product0303029","2","Black","","","",,"pounds","1","inches","1","High",304.48,919,2009-03-08 00:00:00.000,,"On","Desktops","Computers"
446,"0303031","WWI Desktop PC1.60 E1600 Black","1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",17,"Wide World Importers","Wide World Importers","1","Economy","1","Product0303031","2","Black","","","",,"pounds","1","inches","1","High",112.14,219.95,2005-06-06 00:00:00.000,,"On","Desktops","Computers"
447,"0303032","WWI Desktop PC1.80 E1800 Black","1.80GHz dual processor, 2GB DDR2 memory, 320GB 5400RPM hard drive",17,"Wide World Importers","Wide World Importers","1","Economy","1","Product0303032","2","Black","","","",,"pounds","1","inches","1","High",117.21,229.9,2005-01-02 00:00:00.000,,"On","Desktops","Computers"
448,"0303033","WWI Desktop PC1.80 E1801 Black","1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",17,"Wide World Importers","Wide World Importers","1","Economy","1","Product0303033","2","Black","","","",,"pounds","1","inches","1","High",137.6,269.9,2006-03-08 00:00:00.000,,"On","Desktops","Computers"
449,"0303034","WWI Desktop PC3.0 M0300 Black","3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors",17,"Wide World Importers","Wide World Importers","2","Regular","1","Product0303034","2","Black","","","",,"pounds","1","inches","1","High",160.49,349,2007-02-09 00:00:00.000,,"On","Desktops","Computers"
451,"0303036","WWI Desktop PC2.30 M2300 Silver","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",17,"Wide World Importers","Wide World Importers","2","Regular","1","Product0303036","7","Silver","","","",,"pounds","1","inches","1","High",257.06,559,2008-01-08 00:00:00.000,,"On","Desktops","Computers"
454,"0303039","WWI Desktop PC1.80 E1801 Brown","1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",17,"Wide World Importers","Wide World Importers","1","Economy","1","Product0303039","4","Brown","","","",,"pounds","1","inches","1","High",137.6,269.9,2006-03-08 00:00:00.000,,"On","Desktops","Computers"
455,"0303040","WWI Desktop PC2.33 X2330 White","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",17,"Wide World Importers","Wide World Importers","3","Deluxe","1","Product0303040","8","White","","","",,"pounds","1","inches","1","High",304.48,919,2009-03-08 00:00:00.000,,"On","Desktops","Computers"
456,"0303041","WWI Desktop PC2.30 M2300 White","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",17,"Wide World Importers","Wide World Importers","2","Regular","1","Product0303041","8","White","","","",,"pounds","1","inches","1","High",257.06,559,2008-01-08 00:00:00.000,,"On","Desktops","Computers"
457,"0303042","WWI Desktop PC1.60 E1600 White","1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",17,"Wide World Importers","Wide World Importers","1","Economy","1","Product0303042","8","White","","","",,"pounds","1","inches","1","High",112.14,219.95,2005-06-06 00:00:00.000,,"On","Desktops","Computers"
458,"0303043","WWI Desktop PC1.80 E1800 White","1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive",17,"Wide World Importers","Wide World Importers","1","Economy","1","Product0303043","8","White","","","",,"pounds","1","inches","1","High",117.21,229.9,2005-01-02 00:00:00.000,,"On","Desktops","Computers"
459,"0303044","WWI Desktop PC1.80 E1801 White","1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive",17,"Wide World Importers","Wide World Importers","1","Economy","1","Product0303044","8","White","","","",,"pounds","1","inches","1","High",137.6,269.9,2006-03-08 00:00:00.000,,"On","Desktops","Computers"
461,"0304001","Proseware LCD24 X300 Black","24 inches HD display, 160° horizontal and vertical viewing angles",18,"Proseware, Inc.","Proseware","3","Deluxe","1","Product0304001","2","Black","","","",13.2,"pounds","1","inches","2","Mid",271.35,819,2009-04-08 00:00:00.000,,"On","Monitors","Computers"
464,"0304004","Proseware LCD22W M2001 Black","22"" wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",18,"Proseware, Inc.","Proseware","2","Regular","1","Product0304004","2","Black","","","",13.2,"pounds","1","inches","2","Mid",224.97,679,2008-05-08 00:00:00.000,,"On","Monitors","Computers"
465,"0304005","Proseware LCD20 M200 Black","Screen size: 20"", response time: 5ms, brightness: 300cd/m2",18,"Proseware, Inc.","Proseware","2","Regular","1","Product0304005","2","Black","","","",13.3,"pounds","1","inches","2","Mid",119.11,259,2008-01-09 00:00:00.000,,"On","Monitors","Computers"
468,"0304008","Proseware LCD19W M100 Black","19 inches widescreen LCD monitor 300cd/m2 (typical) brightness",18,"Proseware, Inc.","Proseware","2","Regular","1","Product0304008","2","Black","","","",10.8,"pounds","1","inches","2","Mid",82.32,179,2007-05-04 00:00:00.000,,"On","Monitors","Computers"
472,"0304012","Proseware CRT19 E201 Black","Reduces VLF/ELF radiation by up to 99.5%",18,"Proseware, Inc.","Proseware","1","Economy","1","Product0304012","2","Black","","","",10.8,"pounds","1","inches","2","Mid",35.18,69,2006-05-08 00:00:00.000,,"On","Monitors","Computers"
473,"0304013","Proseware CRT17 E104 Black","Safely prevents static while eliminating up to 95% of screen glare",18,"Proseware, Inc.","Proseware","1","Economy","1","Product0304013","2","Black","","","",10.8,"pounds","1","inches","2","Mid",30.08,59,2005-05-08 00:00:00.000,,"On","Monitors","Computers"
474,"0304014","Proseware CRT15 E10 Black","Reduces VLF/ELF radiation by up to 99.5%",18,"Proseware, Inc.","Proseware","1","Economy","1","Product0304014","2","Black","","","",10.8,"pounds","1","inches","2","Mid",24.98,49,2004-05-08 00:00:00.000,,"On","Monitors","Computers"
475,"0304015","Proseware LCD24 X300 White","24 Inch HD display, 160° horizontal and vertical viewing angles",18,"Proseware, Inc.","Proseware","3","Deluxe","1","Product0304015","8","White","","","",10.4,"pounds","1","inches","2","Mid",271.35,819,2009-04-08 00:00:00.000,,"On","Monitors","Computers"
476,"0304016","Proseware LCD24W X300 White","24 widescreen HD display, 1920 x 1200 maximum resolution",18,"Proseware, Inc.","Proseware","3","Deluxe","1","Product0304016","8","White","","","",10.4,"pounds","1","inches","2","Mid",287.92,869,2009-01-08 00:00:00.000,,"On","Monitors","Computers"
478,"0304018","Proseware LCD22W M2001 White","22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",18,"Proseware, Inc.","Proseware","2","Regular","1","Product0304018","8","White","","","",10.4,"pounds","1","inches","2","Mid",224.97,679,2008-05-08 00:00:00.000,,"On","Monitors","Computers"
479,"0304019","Proseware LCD20 M200 White","Screen size: 20"", response time: 5ms, brightness: 300cd/m2",18,"Proseware, Inc.","Proseware","2","Regular","1","Product0304019","8","White","","","",10.4,"pounds","1","inches","2","Mid",119.11,259,2008-01-09 00:00:00.000,,"On","Monitors","Computers"
481,"0304021","Proseware LCD19 E1000 White","19-inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",18,"Proseware, Inc.","Proseware","1","Economy","1","Product0304021","8","White","","","",10.4,"pounds","1","inches","2","Mid",63.92,139,2007-05-07 00:00:00.000,,"On","Monitors","Computers"
482,"0304022","Proseware LCD19W M100 White","19 inches widescreen LCD monitor 300cd/m2 (typical) brightness",18,"Proseware, Inc.","Proseware","2","Regular","1","Product0304022","8","White","","","",10.4,"pounds","1","inches","2","Mid",82.32,179,2007-05-04 00:00:00.000,,"On","Monitors","Computers"
483,"0304023","Proseware LCD17 E200 White","Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",18,"Proseware, Inc.","Proseware","1","Economy","1","Product0304023","8","White","","","",10.4,"pounds","1","inches","2","Mid",50.47,99,2006-01-02 00:00:00.000,,"On","Monitors","Computers"
484,"0304024","Proseware LCD17W E202 White","17 inches widescreen LCD monitor 300cd/m2 (typical) brightness",18,"Proseware, Inc.","Proseware","1","Economy","1","Product0304024","8","White","","","",10.4,"pounds","1","inches","2","Mid",65.77,129,2006-01-03 00:00:00.000,,"On","Monitors","Computers"
485,"0304025","Proseware LCD15 E103 White","Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",18,"Proseware, Inc.","Proseware","1","Economy","1","Product0304025","8","White","","","",10.4,"pounds","1","inches","2","Mid",50.47,99,2006-01-04 00:00:00.000,,"On","Monitors","Computers"
489,"0304029","Adventure Works LCD24 X300 Black","24 Inch HD display, 160° horizontal and vertical viewing angles",18,"Adventure Works","Adventure Works","3","Deluxe","1","Product0304029","2","Black","","","",9.5,"pounds","1","inches","2","Mid",271.35,819,2009-05-08 00:00:00.000,,"On","Monitors","Computers"
491,"0304031","Adventure Works LCD22 M200 Black","22"" Screen LCD, resolution - 1680 x 1050",18,"Adventure Works","Adventure Works","2","Regular","1","Product0304031","2","Black","","","",10.4,"pounds","1","inches","2","Mid",205.09,619,2008-04-15 00:00:00.000,,"On","Monitors","Computers"
492,"0304032","Adventure Works LCD22W M200 Black","22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",18,"Adventure Works","Adventure Works","2","Regular","1","Product0304032","2","Black","","","",10.4,"pounds","1","inches","2","Mid",224.97,679,2008-05-18 00:00:00.000,,"On","Monitors","Computers"
493,"0304033","Adventure Works LCD20 M210 Black","Screen size: 20"", response time: 5ms,  brightness: 300cd/m2",18,"Adventure Works","Adventure Works","2","Regular","1","Product0304033","2","Black","","","",10.4,"pounds","1","inches","2","Mid",119.11,259,2008-01-19 00:00:00.000,,"On","Monitors","Computers"
496,"0304036","Adventure Works LCD19W M100 Black","19 inches widescreen LCD monitor 300cd/m2 (typical) brightness",18,"Adventure Works","Adventure Works","2","Regular","1","Product0304036","2","Black","","","",10.8,"pounds","1","inches","2","Mid",82.32,179,2007-05-24 00:00:00.000,,"On","Monitors","Computers"
501,"0304041","Adventure Works CRT17 E105 Black","Safely prevents static while eliminating up to 95% of screen glare",18,"Adventure Works","Adventure Works","1","Economy","1","Product0304041","2","Black","","","",10.8,"pounds","1","inches","2","Mid",30.08,59,2005-05-18 00:00:00.000,,"On","Monitors","Computers"
503,"0304043","Adventure Works LCD24 X300 White","24 inches HD display, 160° horizontal and vertical viewing angles",18,"Adventure Works","Adventure Works","3","Deluxe","1","Product0304043","8","White","","","",10.8,"pounds","1","inches","2","Mid",271.35,819,2009-05-08 00:00:00.000,,"On","Monitors","Computers"
505,"0304045","Adventure Works LCD22 M200 White","22"" Screen LCD, resolution - 1680 x 1050",18,"Adventure Works","Adventure Works","2","Regular","1","Product0304045","8","White","","","",30,"pounds","1","inches","2","Mid",205.09,619,2008-04-15 00:00:00.000,,"On","Monitors","Computers"
510,"0304050","Adventure Works LCD19W M100 White","19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",18,"Adventure Works","Adventure Works","2","Regular","1","Product0304050","8","White","","","",15.2,"pounds","1","inches","2","Mid",82.32,179,2007-05-24 00:00:00.000,,"On","Monitors","Computers"
