Datekey,FullDateLabel,DateDescription,CalendarYear,CalendarYearLabel,CalendarHalfYear,CalendarHalfYearLabel,CalendarQuarter,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeek,CalendarWeekLabel,CalendarDayOfWeek,CalendarDayOfWeekLabel,FiscalYear,FiscalYearLabel,FiscalHalfYear,FiscalHalfYearLabel,FiscalQuarter,FiscalQuarterLabel,FiscalMonth,FiscalMonthLabel,IsWorkDay,IsHoliday,HolidayName
2010-03-01 00:00:00.000,"2010-03-01","2010/03/01",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201010,"Week 10",2010102,"Monday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2010-03-08 00:00:00.000,"2010-03-08","2010/03/08",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201011,"Week 11",2010112,"Monday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2010-03-15 00:00:00.000,"2010-03-15","2010/03/15",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201012,"Week 12",2010122,"Monday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2010-03-22 00:00:00.000,"2010-03-22","2010/03/22",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201013,"Week 13",2010132,"Monday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2010-03-29 00:00:00.000,"2010-03-29","2010/03/29",2010,"Year 2010",20101,"H1",20101,"Q1",201003,"March",201014,"Week 14",2010142,"Monday",2010,"FiscalYear 2010",20101,"H1",20101,"Q1",201003,"Month 3","WorkDay",0,"None"
2011-01-03 00:00:00.000,"2011-01-03","2011/01/03",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201102,"Week 2",2011022,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-01-10 00:00:00.000,"2011-01-10","2011/01/10",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201103,"Week 3",2011032,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-01-17 00:00:00.000,"2011-01-17","2011/01/17",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201104,"Week 4",2011042,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-01-24 00:00:00.000,"2011-01-24","2011/01/24",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201105,"Week 5",2011052,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-01-31 00:00:00.000,"2011-01-31","2011/01/31",2011,"Year 2011",20111,"H1",20111,"Q1",201101,"January",201106,"Week 6",2011062,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201101,"Month 1","WorkDay",0,"None"
2011-02-07 00:00:00.000,"2011-02-07","2011/02/07",2011,"Year 2011",20111,"H1",20111,"Q1",201102,"February",201107,"Week 7",2011072,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201102,"Month 2","WorkDay",0,"None"
2011-02-14 00:00:00.000,"2011-02-14","2011/02/14",2011,"Year 2011",20111,"H1",20111,"Q1",201102,"February",201108,"Week 8",2011082,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201102,"Month 2","WorkDay",0,"None"
2011-02-21 00:00:00.000,"2011-02-21","2011/02/21",2011,"Year 2011",20111,"H1",20111,"Q1",201102,"February",201109,"Week 9",2011092,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201102,"Month 2","WorkDay",0,"None"
2011-02-28 00:00:00.000,"2011-02-28","2011/02/28",2011,"Year 2011",20111,"H1",20111,"Q1",201102,"February",201110,"Week 10",2011102,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201102,"Month 2","WorkDay",0,"None"
2011-03-07 00:00:00.000,"2011-03-07","2011/03/07",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201111,"Week 11",2011112,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2011-03-14 00:00:00.000,"2011-03-14","2011/03/14",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201112,"Week 12",2011122,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2011-03-21 00:00:00.000,"2011-03-21","2011/03/21",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201113,"Week 13",2011132,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2011-03-28 00:00:00.000,"2011-03-28","2011/03/28",2011,"Year 2011",20111,"H1",20111,"Q1",201103,"March",201114,"Week 14",2011142,"Monday",2011,"FiscalYear 2011",20111,"H1",20111,"Q1",201103,"Month 3","WorkDay",0,"None"
2005-04-04 00:00:00.000,"2005-04-04","2005/04/04",2005,"Year 2005",20051,"H1",20052,"Q2",200504,"April",200515,"Week 15",2005152,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200504,"Month 4","WorkDay",0,"None"
2005-04-11 00:00:00.000,"2005-04-11","2005/04/11",2005,"Year 2005",20051,"H1",20052,"Q2",200504,"April",200516,"Week 16",2005162,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200504,"Month 4","WorkDay",0,"None"
2005-04-18 00:00:00.000,"2005-04-18","2005/04/18",2005,"Year 2005",20051,"H1",20052,"Q2",200504,"April",200517,"Week 17",2005172,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200504,"Month 4","WorkDay",0,"None"
2005-04-25 00:00:00.000,"2005-04-25","2005/04/25",2005,"Year 2005",20051,"H1",20052,"Q2",200504,"April",200518,"Week 18",2005182,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200504,"Month 4","WorkDay",0,"None"
2005-05-02 00:00:00.000,"2005-05-02","2005/05/02",2005,"Year 2005",20051,"H1",20052,"Q2",200505,"May",200519,"Week 19",2005192,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200505,"Month 5","WorkDay",0,"None"
2005-05-09 00:00:00.000,"2005-05-09","2005/05/09",2005,"Year 2005",20051,"H1",20052,"Q2",200505,"May",200520,"Week 20",2005202,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200505,"Month 5","WorkDay",0,"None"
2005-05-16 00:00:00.000,"2005-05-16","2005/05/16",2005,"Year 2005",20051,"H1",20052,"Q2",200505,"May",200521,"Week 21",2005212,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200505,"Month 5","WorkDay",0,"None"
2005-05-23 00:00:00.000,"2005-05-23","2005/05/23",2005,"Year 2005",20051,"H1",20052,"Q2",200505,"May",200522,"Week 22",2005222,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200505,"Month 5","WorkDay",0,"None"
2005-05-30 00:00:00.000,"2005-05-30","2005/05/30",2005,"Year 2005",20051,"H1",20052,"Q2",200505,"May",200523,"Week 23",2005232,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200505,"Month 5","WorkDay",0,"None"
2005-06-06 00:00:00.000,"2005-06-06","2005/06/06",2005,"Year 2005",20051,"H1",20052,"Q2",200506,"June",200524,"Week 24",2005242,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200506,"Month 6","WorkDay",0,"None"
2005-06-13 00:00:00.000,"2005-06-13","2005/06/13",2005,"Year 2005",20051,"H1",20052,"Q2",200506,"June",200525,"Week 25",2005252,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200506,"Month 6","WorkDay",0,"None"
2005-06-20 00:00:00.000,"2005-06-20","2005/06/20",2005,"Year 2005",20051,"H1",20052,"Q2",200506,"June",200526,"Week 26",2005262,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200506,"Month 6","WorkDay",0,"None"
2005-06-27 00:00:00.000,"2005-06-27","2005/06/27",2005,"Year 2005",20051,"H1",20052,"Q2",200506,"June",200527,"Week 27",2005272,"Monday",2005,"FiscalYear 2005",20051,"H1",20052,"Q2",200506,"Month 6","WorkDay",0,"None"
