DATE_PK,CALENDAR_DT,DAY_NM,DAY_WEEK_NUM,DAY_MONTH_NUM,DAY_YEAR_NUM,WEEK_YEAR_NUM,MONTH_NM,MONTH_NUM,QUARTER_YEAR_NUM,CALENDAR_YEAR_NUM,FISCAL_MONTH_NUM,FISCAL_QUARTER_NUM,FISCAL_YEAR_NUM,IS_LAST_DAY_OF_MONTH_IND,IS_WEEKEND_IND,IS_COMPANY_HOLIDAY_IND,COMPANY_HOLIDAY_NM,COL_YearMonth,COL_FISCAL_QTR_NM
20110805,2011-08-05 00:00:00.000,"Friday",6,5,217,32,"August",8,3,2011,11,4,2011,"N","N","N","","20118","Q4"
20110812,2011-08-12 00:00:00.000,"Friday",6,12,224,33,"August",8,3,2011,11,4,2011,"N","N","N","","20118","Q4"
20110819,2011-08-19 00:00:00.000,"Friday",6,19,231,34,"August",8,3,2011,11,4,2011,"N","N","N","","20118","Q4"
20110826,2011-08-26 00:00:00.000,"Friday",6,26,238,35,"August",8,3,2011,11,4,2011,"N","N","N","","20118","Q4"
20120803,2012-08-03 00:00:00.000,"Friday",6,3,216,31,"August",8,3,2012,11,4,2012,"N","N","N","","20128","Q4"
20120810,2012-08-10 00:00:00.000,"Friday",6,10,223,32,"August",8,3,2012,11,4,2012,"N","N","N","","20128","Q4"
20120817,2012-08-17 00:00:00.000,"Friday",6,17,230,33,"August",8,3,2012,11,4,2012,"N","N","N","","20128","Q4"
20120824,2012-08-24 00:00:00.000,"Friday",6,24,237,34,"August",8,3,2012,11,4,2012,"N","N","N","","20128","Q4"
20130802,2013-08-02 00:00:00.000,"Friday",6,2,214,31,"August",8,3,2013,11,4,2013,"N","N","N","","20138","Q4"
20130809,2013-08-09 00:00:00.000,"Friday",6,9,221,32,"August",8,3,2013,11,4,2013,"N","N","N","","20138","Q4"
20130816,2013-08-16 00:00:00.000,"Friday",6,16,228,33,"August",8,3,2013,11,4,2013,"N","N","N","","20138","Q4"
20130823,2013-08-23 00:00:00.000,"Friday",6,23,235,34,"August",8,3,2013,11,4,2013,"N","N","N","","20138","Q4"
20130830,2013-08-30 00:00:00.000,"Friday",6,30,242,35,"August",8,3,2013,11,4,2013,"N","N","N","","20138","Q4"
20140801,2014-08-01 00:00:00.000,"Friday",6,1,213,31,"August",8,3,2014,11,4,2014,"N","N","N","","20148","Q4"
20140808,2014-08-08 00:00:00.000,"Friday",6,8,220,32,"August",8,3,2014,11,4,2014,"N","N","N","","20148","Q4"
20140815,2014-08-15 00:00:00.000,"Friday",6,15,227,33,"August",8,3,2014,11,4,2014,"N","N","N","","20148","Q4"
20140822,2014-08-22 00:00:00.000,"Friday",6,22,234,34,"August",8,3,2014,11,4,2014,"N","N","N","","20148","Q4"
20140829,2014-08-29 00:00:00.000,"Friday",6,29,241,35,"August",8,3,2014,11,4,2014,"N","N","N","","20148","Q4"
20150807,2015-08-07 00:00:00.000,"Friday",6,7,219,32,"August",8,3,2015,11,4,2015,"N","N","N","","20158","Q4"
20150814,2015-08-14 00:00:00.000,"Friday",6,14,226,33,"August",8,3,2015,11,4,2015,"N","N","N","","20158","Q4"
20150821,2015-08-21 00:00:00.000,"Friday",6,21,233,34,"August",8,3,2015,11,4,2015,"N","N","N","","20158","Q4"
20150828,2015-08-28 00:00:00.000,"Friday",6,28,240,35,"August",8,3,2015,11,4,2015,"N","N","N","","20158","Q4"
20160805,2016-08-05 00:00:00.000,"Friday",6,5,218,32,"August",8,3,2016,11,4,2016,"N","N","N","","20168","Q4"
20160812,2016-08-12 00:00:00.000,"Friday",6,12,225,33,"August",8,3,2016,11,4,2016,"N","N","N","","20168","Q4"
20160819,2016-08-19 00:00:00.000,"Friday",6,19,232,34,"August",8,3,2016,11,4,2016,"N","N","N","","20168","Q4"
20160826,2016-08-26 00:00:00.000,"Friday",6,26,239,35,"August",8,3,2016,11,4,2016,"N","N","N","","20168","Q4"
20170804,2017-08-04 00:00:00.000,"Friday",6,4,216,31,"August",8,3,2017,11,4,2017,"N","N","N","","20178","Q4"
20170811,2017-08-11 00:00:00.000,"Friday",6,11,223,32,"August",8,3,2017,11,4,2017,"N","N","N","","20178","Q4"
20170818,2017-08-18 00:00:00.000,"Friday",6,18,230,33,"August",8,3,2017,11,4,2017,"N","N","N","","20178","Q4"
20170825,2017-08-25 00:00:00.000,"Friday",6,25,237,34,"August",8,3,2017,11,4,2017,"N","N","N","","20178","Q4"
20180803,2018-08-03 00:00:00.000,"Friday",6,3,215,31,"August",8,3,2018,11,4,2018,"N","N","N","","20188","Q4"
20180810,2018-08-10 00:00:00.000,"Friday",6,10,222,32,"August",8,3,2018,11,4,2018,"N","N","N","","20188","Q4"
20180817,2018-08-17 00:00:00.000,"Friday",6,17,229,33,"August",8,3,2018,11,4,2018,"N","N","N","","20188","Q4"
20180824,2018-08-24 00:00:00.000,"Friday",6,24,236,34,"August",8,3,2018,11,4,2018,"N","N","N","","20188","Q4"
20190802,2019-08-02 00:00:00.000,"Friday",6,2,214,31,"August",8,3,2019,11,4,2019,"N","N","N","","20198","Q4"
20190809,2019-08-09 00:00:00.000,"Friday",6,9,221,32,"August",8,3,2019,11,4,2019,"N","N","N","","20198","Q4"
20190816,2019-08-16 00:00:00.000,"Friday",6,16,228,33,"August",8,3,2019,11,4,2019,"N","N","N","","20198","Q4"
20190823,2019-08-23 00:00:00.000,"Friday",6,23,235,34,"August",8,3,2019,11,4,2019,"N","N","N","","20198","Q4"
20190830,2019-08-30 00:00:00.000,"Friday",6,30,242,35,"August",8,3,2019,11,4,2019,"N","N","N","","20198","Q4"
20200807,2020-08-07 00:00:00.000,"Friday",6,7,220,32,"August",8,3,2020,11,4,2020,"N","N","N","","20208","Q4"
20200814,2020-08-14 00:00:00.000,"Friday",6,14,227,33,"August",8,3,2020,11,4,2020,"N","N","N","","20208","Q4"
20200821,2020-08-21 00:00:00.000,"Friday",6,21,234,34,"August",8,3,2020,11,4,2020,"N","N","N","","20208","Q4"
20200828,2020-08-28 00:00:00.000,"Friday",6,28,241,35,"August",8,3,2020,11,4,2020,"N","N","N","","20208","Q4"
20210806,2021-08-06 00:00:00.000,"Friday",6,6,218,32,"August",8,3,2021,11,4,2021,"N","N","N","","20218","Q4"
20210813,2021-08-13 00:00:00.000,"Friday",6,13,225,33,"August",8,3,2021,11,4,2021,"N","N","N","","20218","Q4"
20210820,2021-08-20 00:00:00.000,"Friday",6,20,232,34,"August",8,3,2021,11,4,2021,"N","N","N","","20218","Q4"
20210827,2021-08-27 00:00:00.000,"Friday",6,27,239,35,"August",8,3,2021,11,4,2021,"N","N","N","","20218","Q4"
20220805,2022-08-05 00:00:00.000,"Friday",6,5,217,32,"August",8,3,2022,11,4,2022,"N","N","N","","20228","Q4"
20220812,2022-08-12 00:00:00.000,"Friday",6,12,224,33,"August",8,3,2022,11,4,2022,"N","N","N","","20228","Q4"
20220819,2022-08-19 00:00:00.000,"Friday",6,19,231,34,"August",8,3,2022,11,4,2022,"N","N","N","","20228","Q4"
20220826,2022-08-26 00:00:00.000,"Friday",6,26,238,35,"August",8,3,2022,11,4,2022,"N","N","N","","20228","Q4"
20230804,2023-08-04 00:00:00.000,"Friday",6,4,216,31,"August",8,3,2023,11,4,2023,"N","N","N","","20238","Q4"
20230811,2023-08-11 00:00:00.000,"Friday",6,11,223,32,"August",8,3,2023,11,4,2023,"N","N","N","","20238","Q4"
20230818,2023-08-18 00:00:00.000,"Friday",6,18,230,33,"August",8,3,2023,11,4,2023,"N","N","N","","20238","Q4"
20230825,2023-08-25 00:00:00.000,"Friday",6,25,237,34,"August",8,3,2023,11,4,2023,"N","N","N","","20238","Q4"
20240802,2024-08-02 00:00:00.000,"Friday",6,2,215,31,"August",8,3,2024,11,4,2024,"N","N","N","","20248","Q4"
20240809,2024-08-09 00:00:00.000,"Friday",6,9,222,32,"August",8,3,2024,11,4,2024,"N","N","N","","20248","Q4"
20240816,2024-08-16 00:00:00.000,"Friday",6,16,229,33,"August",8,3,2024,11,4,2024,"N","N","N","","20248","Q4"
20240823,2024-08-23 00:00:00.000,"Friday",6,23,236,34,"August",8,3,2024,11,4,2024,"N","N","N","","20248","Q4"
20240830,2024-08-30 00:00:00.000,"Friday",6,30,243,35,"August",8,3,2024,11,4,2024,"N","N","N","","20248","Q4"
20100903,2010-09-03 00:00:00.000,"Friday",6,3,246,36,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20100910,2010-09-10 00:00:00.000,"Friday",6,10,253,37,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20100917,2010-09-17 00:00:00.000,"Friday",6,17,260,38,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20100924,2010-09-24 00:00:00.000,"Friday",6,24,267,39,"September",9,3,2010,12,4,2010,"N","N","N","","20109","Q4"
20110902,2011-09-02 00:00:00.000,"Friday",6,2,245,36,"September",9,3,2011,12,4,2011,"N","N","N","","20119","Q4"
20110909,2011-09-09 00:00:00.000,"Friday",6,9,252,37,"September",9,3,2011,12,4,2011,"N","N","N","","20119","Q4"
20110916,2011-09-16 00:00:00.000,"Friday",6,16,259,38,"September",9,3,2011,12,4,2011,"N","N","N","","20119","Q4"
20110923,2011-09-23 00:00:00.000,"Friday",6,23,266,39,"September",9,3,2011,12,4,2011,"N","N","N","","20119","Q4"
20120907,2012-09-07 00:00:00.000,"Friday",6,7,251,36,"September",9,3,2012,12,4,2012,"N","N","N","","20129","Q4"
20120914,2012-09-14 00:00:00.000,"Friday",6,14,258,37,"September",9,3,2012,12,4,2012,"N","N","N","","20129","Q4"
20120921,2012-09-21 00:00:00.000,"Friday",6,21,265,38,"September",9,3,2012,12,4,2012,"N","N","N","","20129","Q4"
20120928,2012-09-28 00:00:00.000,"Friday",6,28,272,39,"September",9,3,2012,12,4,2012,"N","N","N","","20129","Q4"
20130906,2013-09-06 00:00:00.000,"Friday",6,6,249,36,"September",9,3,2013,12,4,2013,"N","N","N","","20139","Q4"
20130913,2013-09-13 00:00:00.000,"Friday",6,13,256,37,"September",9,3,2013,12,4,2013,"N","N","N","","20139","Q4"
20130920,2013-09-20 00:00:00.000,"Friday",6,20,263,38,"September",9,3,2013,12,4,2013,"N","N","N","","20139","Q4"
20130927,2013-09-27 00:00:00.000,"Friday",6,27,270,39,"September",9,3,2013,12,4,2013,"N","N","N","","20139","Q4"
20140905,2014-09-05 00:00:00.000,"Friday",6,5,248,36,"September",9,3,2014,12,4,2014,"N","N","N","","20149","Q4"
20140912,2014-09-12 00:00:00.000,"Friday",6,12,255,37,"September",9,3,2014,12,4,2014,"N","N","N","","20149","Q4"
20140919,2014-09-19 00:00:00.000,"Friday",6,19,262,38,"September",9,3,2014,12,4,2014,"N","N","N","","20149","Q4"
20140926,2014-09-26 00:00:00.000,"Friday",6,26,269,39,"September",9,3,2014,12,4,2014,"N","N","N","","20149","Q4"
20150904,2015-09-04 00:00:00.000,"Friday",6,4,247,36,"September",9,3,2015,12,4,2015,"N","N","N","","20159","Q4"
20150911,2015-09-11 00:00:00.000,"Friday",6,11,254,37,"September",9,3,2015,12,4,2015,"N","N","N","","20159","Q4"
20150918,2015-09-18 00:00:00.000,"Friday",6,18,261,38,"September",9,3,2015,12,4,2015,"N","N","N","","20159","Q4"
20150925,2015-09-25 00:00:00.000,"Friday",6,25,268,39,"September",9,3,2015,12,4,2015,"N","N","N","","20159","Q4"
20160902,2016-09-02 00:00:00.000,"Friday",6,2,246,36,"September",9,3,2016,12,4,2016,"N","N","N","","20169","Q4"
20160909,2016-09-09 00:00:00.000,"Friday",6,9,253,37,"September",9,3,2016,12,4,2016,"N","N","N","","20169","Q4"
20160916,2016-09-16 00:00:00.000,"Friday",6,16,260,38,"September",9,3,2016,12,4,2016,"N","N","N","","20169","Q4"
20160923,2016-09-23 00:00:00.000,"Friday",6,23,267,39,"September",9,3,2016,12,4,2016,"N","N","N","","20169","Q4"
20170901,2017-09-01 00:00:00.000,"Friday",6,1,244,35,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
20170908,2017-09-08 00:00:00.000,"Friday",6,8,251,36,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
20170915,2017-09-15 00:00:00.000,"Friday",6,15,258,37,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
20170922,2017-09-22 00:00:00.000,"Friday",6,22,265,38,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
20170929,2017-09-29 00:00:00.000,"Friday",6,29,272,39,"September",9,3,2017,12,4,2017,"N","N","N","","20179","Q4"
20180907,2018-09-07 00:00:00.000,"Friday",6,7,250,36,"September",9,3,2018,12,4,2018,"N","N","N","","20189","Q4"
20180914,2018-09-14 00:00:00.000,"Friday",6,14,257,37,"September",9,3,2018,12,4,2018,"N","N","N","","20189","Q4"
20180921,2018-09-21 00:00:00.000,"Friday",6,21,264,38,"September",9,3,2018,12,4,2018,"N","N","N","","20189","Q4"
20180928,2018-09-28 00:00:00.000,"Friday",6,28,271,39,"September",9,3,2018,12,4,2018,"N","N","N","","20189","Q4"
20190906,2019-09-06 00:00:00.000,"Friday",6,6,249,36,"September",9,3,2019,12,4,2019,"N","N","N","","20199","Q4"
20190913,2019-09-13 00:00:00.000,"Friday",6,13,256,37,"September",9,3,2019,12,4,2019,"N","N","N","","20199","Q4"
20190920,2019-09-20 00:00:00.000,"Friday",6,20,263,38,"September",9,3,2019,12,4,2019,"N","N","N","","20199","Q4"
20190927,2019-09-27 00:00:00.000,"Friday",6,27,270,39,"September",9,3,2019,12,4,2019,"N","N","N","","20199","Q4"
20200904,2020-09-04 00:00:00.000,"Friday",6,4,248,36,"September",9,3,2020,12,4,2020,"N","N","N","","20209","Q4"
20200911,2020-09-11 00:00:00.000,"Friday",6,11,255,37,"September",9,3,2020,12,4,2020,"N","N","N","","20209","Q4"
20200918,2020-09-18 00:00:00.000,"Friday",6,18,262,38,"September",9,3,2020,12,4,2020,"N","N","N","","20209","Q4"
20200925,2020-09-25 00:00:00.000,"Friday",6,25,269,39,"September",9,3,2020,12,4,2020,"N","N","N","","20209","Q4"
20210903,2021-09-03 00:00:00.000,"Friday",6,3,246,36,"September",9,3,2021,12,4,2021,"N","N","N","","20219","Q4"
20210910,2021-09-10 00:00:00.000,"Friday",6,10,253,37,"September",9,3,2021,12,4,2021,"N","N","N","","20219","Q4"
20210917,2021-09-17 00:00:00.000,"Friday",6,17,260,38,"September",9,3,2021,12,4,2021,"N","N","N","","20219","Q4"
20210924,2021-09-24 00:00:00.000,"Friday",6,24,267,39,"September",9,3,2021,12,4,2021,"N","N","N","","20219","Q4"
20220902,2022-09-02 00:00:00.000,"Friday",6,2,245,36,"September",9,3,2022,12,4,2022,"N","N","N","","20229","Q4"
20220909,2022-09-09 00:00:00.000,"Friday",6,9,252,37,"September",9,3,2022,12,4,2022,"N","N","N","","20229","Q4"
20220916,2022-09-16 00:00:00.000,"Friday",6,16,259,38,"September",9,3,2022,12,4,2022,"N","N","N","","20229","Q4"
20220923,2022-09-23 00:00:00.000,"Friday",6,23,266,39,"September",9,3,2022,12,4,2022,"N","N","N","","20229","Q4"
20230901,2023-09-01 00:00:00.000,"Friday",6,1,244,35,"September",9,3,2023,12,4,2023,"N","N","N","","20239","Q4"
20230908,2023-09-08 00:00:00.000,"Friday",6,8,251,36,"September",9,3,2023,12,4,2023,"N","N","N","","20239","Q4"
20230915,2023-09-15 00:00:00.000,"Friday",6,15,258,37,"September",9,3,2023,12,4,2023,"N","N","N","","20239","Q4"
20230922,2023-09-22 00:00:00.000,"Friday",6,22,265,38,"September",9,3,2023,12,4,2023,"N","N","N","","20239","Q4"
20230929,2023-09-29 00:00:00.000,"Friday",6,29,272,39,"September",9,3,2023,12,4,2023,"N","N","N","","20239","Q4"
20240906,2024-09-06 00:00:00.000,"Friday",6,6,250,36,"September",9,3,2024,12,4,2024,"N","N","N","","20249","Q4"
20240913,2024-09-13 00:00:00.000,"Friday",6,13,257,37,"September",9,3,2024,12,4,2024,"N","N","N","","20249","Q4"
20240920,2024-09-20 00:00:00.000,"Friday",6,20,264,38,"September",9,3,2024,12,4,2024,"N","N","N","","20249","Q4"
20240927,2024-09-27 00:00:00.000,"Friday",6,27,271,39,"September",9,3,2024,12,4,2024,"N","N","N","","20249","Q4"
20101105,2010-11-05 00:00:00.000,"Friday",6,5,309,45,"November",11,4,2010,2,1,2011,"N","N","N","","201011","Q1"
20101112,2010-11-12 00:00:00.000,"Friday",6,12,316,46,"November",11,4,2010,2,1,2011,"N","N","N","","201011","Q1"
20101119,2010-11-19 00:00:00.000,"Friday",6,19,323,47,"November",11,4,2010,2,1,2011,"N","N","N","","201011","Q1"
20101126,2010-11-26 00:00:00.000,"Friday",6,26,330,48,"November",11,4,2010,2,1,2011,"N","N","N","","201011","Q1"
20111104,2011-11-04 00:00:00.000,"Friday",6,4,308,45,"November",11,4,2011,2,1,2012,"N","N","N","","201111","Q1"
20111111,2011-11-11 00:00:00.000,"Friday",6,11,315,46,"November",11,4,2011,2,1,2012,"N","N","N","","201111","Q1"
20111118,2011-11-18 00:00:00.000,"Friday",6,18,322,47,"November",11,4,2011,2,1,2012,"N","N","N","","201111","Q1"
20111125,2011-11-25 00:00:00.000,"Friday",6,25,329,48,"November",11,4,2011,2,1,2012,"N","N","N","","201111","Q1"
20121102,2012-11-02 00:00:00.000,"Friday",6,2,307,44,"November",11,4,2012,2,1,2013,"N","N","N","","201211","Q1"
20121109,2012-11-09 00:00:00.000,"Friday",6,9,314,45,"November",11,4,2012,2,1,2013,"N","N","N","","201211","Q1"
20121116,2012-11-16 00:00:00.000,"Friday",6,16,321,46,"November",11,4,2012,2,1,2013,"N","N","N","","201211","Q1"
20121123,2012-11-23 00:00:00.000,"Friday",6,23,328,47,"November",11,4,2012,2,1,2013,"N","N","N","","201211","Q1"
20131101,2013-11-01 00:00:00.000,"Friday",6,1,305,44,"November",11,4,2013,2,1,2014,"N","N","N","","201311","Q1"
20131108,2013-11-08 00:00:00.000,"Friday",6,8,312,45,"November",11,4,2013,2,1,2014,"N","N","N","","201311","Q1"
20131115,2013-11-15 00:00:00.000,"Friday",6,15,319,46,"November",11,4,2013,2,1,2014,"N","N","N","","201311","Q1"
20131122,2013-11-22 00:00:00.000,"Friday",6,22,326,47,"November",11,4,2013,2,1,2014,"N","N","N","","201311","Q1"
