Date,Year,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,Yr-Mo,HasFinalDemandData,HasGDPQuarterlyData,Recession Indicator Trough Method,HasDurableGoodsData,HasBoMData
2021-01-09 00:00:00.000,2021,1,9,20210109,"Jan","Jan 2021",202101,True,True,0,True,False
2021-01-08 00:00:00.000,2021,1,8,20210108,"Jan","Jan 2021",202101,True,True,0,True,False
2021-01-07 00:00:00.000,2021,1,7,20210107,"Jan","Jan 2021",202101,True,True,0,True,False
2021-01-06 00:00:00.000,2021,1,6,20210106,"Jan","Jan 2021",202101,True,True,0,True,False
2021-01-05 00:00:00.000,2021,1,5,20210105,"Jan","Jan 2021",202101,True,True,0,True,False
2021-01-04 00:00:00.000,2021,1,4,20210104,"Jan","Jan 2021",202101,True,True,0,True,False
2021-01-03 00:00:00.000,2021,1,3,20210103,"Jan","Jan 2021",202101,True,True,0,True,False
2021-01-02 00:00:00.000,2021,1,2,20210102,"Jan","Jan 2021",202101,True,True,0,True,False
2021-01-01 00:00:00.000,2021,1,1,20210101,"Jan","Jan 2021",202101,True,True,0,True,True
2020-01-31 00:00:00.000,2020,1,31,20200131,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-30 00:00:00.000,2020,1,30,20200130,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-29 00:00:00.000,2020,1,29,20200129,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-28 00:00:00.000,2020,1,28,20200128,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-27 00:00:00.000,2020,1,27,20200127,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-26 00:00:00.000,2020,1,26,20200126,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-25 00:00:00.000,2020,1,25,20200125,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-24 00:00:00.000,2020,1,24,20200124,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-23 00:00:00.000,2020,1,23,20200123,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-22 00:00:00.000,2020,1,22,20200122,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-21 00:00:00.000,2020,1,21,20200121,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-20 00:00:00.000,2020,1,20,20200120,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-19 00:00:00.000,2020,1,19,20200119,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-18 00:00:00.000,2020,1,18,20200118,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-17 00:00:00.000,2020,1,17,20200117,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-16 00:00:00.000,2020,1,16,20200116,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-15 00:00:00.000,2020,1,15,20200115,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-14 00:00:00.000,2020,1,14,20200114,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-13 00:00:00.000,2020,1,13,20200113,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-12 00:00:00.000,2020,1,12,20200112,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-11 00:00:00.000,2020,1,11,20200111,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-10 00:00:00.000,2020,1,10,20200110,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-09 00:00:00.000,2020,1,9,20200109,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-08 00:00:00.000,2020,1,8,20200108,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-07 00:00:00.000,2020,1,7,20200107,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-06 00:00:00.000,2020,1,6,20200106,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-05 00:00:00.000,2020,1,5,20200105,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-04 00:00:00.000,2020,1,4,20200104,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-03 00:00:00.000,2020,1,3,20200103,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-02 00:00:00.000,2020,1,2,20200102,"Jan","Jan 2020",202001,True,True,0,True,False
2020-01-01 00:00:00.000,2020,1,1,20200101,"Jan","Jan 2020",202001,True,True,0,True,True
2019-01-31 00:00:00.000,2019,1,31,20190131,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-30 00:00:00.000,2019,1,30,20190130,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-29 00:00:00.000,2019,1,29,20190129,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-28 00:00:00.000,2019,1,28,20190128,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-27 00:00:00.000,2019,1,27,20190127,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-26 00:00:00.000,2019,1,26,20190126,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-25 00:00:00.000,2019,1,25,20190125,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-24 00:00:00.000,2019,1,24,20190124,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-23 00:00:00.000,2019,1,23,20190123,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-22 00:00:00.000,2019,1,22,20190122,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-21 00:00:00.000,2019,1,21,20190121,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-20 00:00:00.000,2019,1,20,20190120,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-19 00:00:00.000,2019,1,19,20190119,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-18 00:00:00.000,2019,1,18,20190118,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-17 00:00:00.000,2019,1,17,20190117,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-16 00:00:00.000,2019,1,16,20190116,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-15 00:00:00.000,2019,1,15,20190115,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-14 00:00:00.000,2019,1,14,20190114,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-13 00:00:00.000,2019,1,13,20190113,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-12 00:00:00.000,2019,1,12,20190112,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-11 00:00:00.000,2019,1,11,20190111,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-10 00:00:00.000,2019,1,10,20190110,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-09 00:00:00.000,2019,1,9,20190109,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-08 00:00:00.000,2019,1,8,20190108,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-07 00:00:00.000,2019,1,7,20190107,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-06 00:00:00.000,2019,1,6,20190106,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-05 00:00:00.000,2019,1,5,20190105,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-04 00:00:00.000,2019,1,4,20190104,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-03 00:00:00.000,2019,1,3,20190103,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-02 00:00:00.000,2019,1,2,20190102,"Jan","Jan 2019",201901,True,True,0,True,False
2019-01-01 00:00:00.000,2019,1,1,20190101,"Jan","Jan 2019",201901,True,True,0,True,True
2018-01-31 00:00:00.000,2018,1,31,20180131,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-30 00:00:00.000,2018,1,30,20180130,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-29 00:00:00.000,2018,1,29,20180129,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-28 00:00:00.000,2018,1,28,20180128,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-27 00:00:00.000,2018,1,27,20180127,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-26 00:00:00.000,2018,1,26,20180126,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-25 00:00:00.000,2018,1,25,20180125,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-24 00:00:00.000,2018,1,24,20180124,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-23 00:00:00.000,2018,1,23,20180123,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-22 00:00:00.000,2018,1,22,20180122,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-21 00:00:00.000,2018,1,21,20180121,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-20 00:00:00.000,2018,1,20,20180120,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-19 00:00:00.000,2018,1,19,20180119,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-18 00:00:00.000,2018,1,18,20180118,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-17 00:00:00.000,2018,1,17,20180117,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-16 00:00:00.000,2018,1,16,20180116,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-15 00:00:00.000,2018,1,15,20180115,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-14 00:00:00.000,2018,1,14,20180114,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-13 00:00:00.000,2018,1,13,20180113,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-12 00:00:00.000,2018,1,12,20180112,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-11 00:00:00.000,2018,1,11,20180111,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-10 00:00:00.000,2018,1,10,20180110,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-09 00:00:00.000,2018,1,9,20180109,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-08 00:00:00.000,2018,1,8,20180108,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-07 00:00:00.000,2018,1,7,20180107,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-06 00:00:00.000,2018,1,6,20180106,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-05 00:00:00.000,2018,1,5,20180105,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-04 00:00:00.000,2018,1,4,20180104,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-03 00:00:00.000,2018,1,3,20180103,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-02 00:00:00.000,2018,1,2,20180102,"Jan","Jan 2018",201801,True,True,0,True,False
2018-01-01 00:00:00.000,2018,1,1,20180101,"Jan","Jan 2018",201801,True,True,0,True,True
2017-01-31 00:00:00.000,2017,1,31,20170131,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-30 00:00:00.000,2017,1,30,20170130,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-29 00:00:00.000,2017,1,29,20170129,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-28 00:00:00.000,2017,1,28,20170128,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-27 00:00:00.000,2017,1,27,20170127,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-26 00:00:00.000,2017,1,26,20170126,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-25 00:00:00.000,2017,1,25,20170125,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-24 00:00:00.000,2017,1,24,20170124,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-23 00:00:00.000,2017,1,23,20170123,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-22 00:00:00.000,2017,1,22,20170122,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-21 00:00:00.000,2017,1,21,20170121,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-20 00:00:00.000,2017,1,20,20170120,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-19 00:00:00.000,2017,1,19,20170119,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-18 00:00:00.000,2017,1,18,20170118,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-17 00:00:00.000,2017,1,17,20170117,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-16 00:00:00.000,2017,1,16,20170116,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-15 00:00:00.000,2017,1,15,20170115,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-14 00:00:00.000,2017,1,14,20170114,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-13 00:00:00.000,2017,1,13,20170113,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-12 00:00:00.000,2017,1,12,20170112,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-11 00:00:00.000,2017,1,11,20170111,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-10 00:00:00.000,2017,1,10,20170110,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-09 00:00:00.000,2017,1,9,20170109,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-08 00:00:00.000,2017,1,8,20170108,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-07 00:00:00.000,2017,1,7,20170107,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-06 00:00:00.000,2017,1,6,20170106,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-05 00:00:00.000,2017,1,5,20170105,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-04 00:00:00.000,2017,1,4,20170104,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-03 00:00:00.000,2017,1,3,20170103,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-02 00:00:00.000,2017,1,2,20170102,"Jan","Jan 2017",201701,True,True,0,True,False
2017-01-01 00:00:00.000,2017,1,1,20170101,"Jan","Jan 2017",201701,True,True,0,True,True
2016-01-31 00:00:00.000,2016,1,31,20160131,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-30 00:00:00.000,2016,1,30,20160130,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-29 00:00:00.000,2016,1,29,20160129,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-28 00:00:00.000,2016,1,28,20160128,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-27 00:00:00.000,2016,1,27,20160127,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-26 00:00:00.000,2016,1,26,20160126,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-25 00:00:00.000,2016,1,25,20160125,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-24 00:00:00.000,2016,1,24,20160124,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-23 00:00:00.000,2016,1,23,20160123,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-22 00:00:00.000,2016,1,22,20160122,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-21 00:00:00.000,2016,1,21,20160121,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-20 00:00:00.000,2016,1,20,20160120,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-19 00:00:00.000,2016,1,19,20160119,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-18 00:00:00.000,2016,1,18,20160118,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-17 00:00:00.000,2016,1,17,20160117,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-16 00:00:00.000,2016,1,16,20160116,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-15 00:00:00.000,2016,1,15,20160115,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-14 00:00:00.000,2016,1,14,20160114,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-13 00:00:00.000,2016,1,13,20160113,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-12 00:00:00.000,2016,1,12,20160112,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-11 00:00:00.000,2016,1,11,20160111,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-10 00:00:00.000,2016,1,10,20160110,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-09 00:00:00.000,2016,1,9,20160109,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-08 00:00:00.000,2016,1,8,20160108,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-07 00:00:00.000,2016,1,7,20160107,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-06 00:00:00.000,2016,1,6,20160106,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-05 00:00:00.000,2016,1,5,20160105,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-04 00:00:00.000,2016,1,4,20160104,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-03 00:00:00.000,2016,1,3,20160103,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-02 00:00:00.000,2016,1,2,20160102,"Jan","Jan 2016",201601,True,True,0,True,False
2016-01-01 00:00:00.000,2016,1,1,20160101,"Jan","Jan 2016",201601,True,True,0,True,True
2015-01-31 00:00:00.000,2015,1,31,20150131,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-30 00:00:00.000,2015,1,30,20150130,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-29 00:00:00.000,2015,1,29,20150129,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-28 00:00:00.000,2015,1,28,20150128,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-27 00:00:00.000,2015,1,27,20150127,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-26 00:00:00.000,2015,1,26,20150126,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-25 00:00:00.000,2015,1,25,20150125,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-24 00:00:00.000,2015,1,24,20150124,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-23 00:00:00.000,2015,1,23,20150123,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-22 00:00:00.000,2015,1,22,20150122,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-21 00:00:00.000,2015,1,21,20150121,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-20 00:00:00.000,2015,1,20,20150120,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-19 00:00:00.000,2015,1,19,20150119,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-18 00:00:00.000,2015,1,18,20150118,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-17 00:00:00.000,2015,1,17,20150117,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-16 00:00:00.000,2015,1,16,20150116,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-15 00:00:00.000,2015,1,15,20150115,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-14 00:00:00.000,2015,1,14,20150114,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-13 00:00:00.000,2015,1,13,20150113,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-12 00:00:00.000,2015,1,12,20150112,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-11 00:00:00.000,2015,1,11,20150111,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-10 00:00:00.000,2015,1,10,20150110,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-09 00:00:00.000,2015,1,9,20150109,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-08 00:00:00.000,2015,1,8,20150108,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-07 00:00:00.000,2015,1,7,20150107,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-06 00:00:00.000,2015,1,6,20150106,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-05 00:00:00.000,2015,1,5,20150105,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-04 00:00:00.000,2015,1,4,20150104,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-03 00:00:00.000,2015,1,3,20150103,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-02 00:00:00.000,2015,1,2,20150102,"Jan","Jan 2015",201501,True,True,0,True,False
2015-01-01 00:00:00.000,2015,1,1,20150101,"Jan","Jan 2015",201501,True,True,0,True,True
2014-01-31 00:00:00.000,2014,1,31,20140131,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-30 00:00:00.000,2014,1,30,20140130,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-29 00:00:00.000,2014,1,29,20140129,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-28 00:00:00.000,2014,1,28,20140128,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-27 00:00:00.000,2014,1,27,20140127,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-26 00:00:00.000,2014,1,26,20140126,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-25 00:00:00.000,2014,1,25,20140125,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-24 00:00:00.000,2014,1,24,20140124,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-23 00:00:00.000,2014,1,23,20140123,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-22 00:00:00.000,2014,1,22,20140122,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-21 00:00:00.000,2014,1,21,20140121,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-20 00:00:00.000,2014,1,20,20140120,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-19 00:00:00.000,2014,1,19,20140119,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-18 00:00:00.000,2014,1,18,20140118,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-17 00:00:00.000,2014,1,17,20140117,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-16 00:00:00.000,2014,1,16,20140116,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-15 00:00:00.000,2014,1,15,20140115,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-14 00:00:00.000,2014,1,14,20140114,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-13 00:00:00.000,2014,1,13,20140113,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-12 00:00:00.000,2014,1,12,20140112,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-11 00:00:00.000,2014,1,11,20140111,"Jan","Jan 2014",201401,True,True,0,True,False
2014-01-10 00:00:00.000,2014,1,10,20140110,"Jan","Jan 2014",201401,True,True,0,True,False
