Expense Items,Expense Category,Month,Expense Values
"COS - Materials","COGS",2017-04-01 00:00:00.000,373884.20135858265
"COS - Materials","COGS",2017-05-01 00:00:00.000,366406.51733141096
"COS - Materials","COGS",2017-06-01 00:00:00.000,359078.38698478276
"COS - Materials","COGS",2017-07-01 00:00:00.000,351896.8192450871
"COS - Materials","COGS",2017-08-01 00:00:00.000,348377.85105263622
"COS - Materials","COGS",2017-09-01 00:00:00.000,351861.62956316257
"COS - Materials","COGS",2017-10-01 00:00:00.000,344824.39697189926
"COS - Materials","COGS",2017-11-01 00:00:00.000,341376.15300218028
"COS - Materials","COGS",2017-12-01 00:00:00.000,337962.39147215849
"COS - Materials","COGS",2018-01-01 00:00:00.000,327823.51972799376
"COS - Materials","COGS",2018-02-01 00:00:00.000,331101.75492527371
"COS - Materials","COGS",2018-03-01 00:00:00.000,347656.84267153736
"COS - Materials","COGS",2018-04-01 00:00:00.000,365039.68480511423
"COS - Materials","COGS",2018-05-01 00:00:00.000,372340.47850121651
"COS - Subcontractors","COGS",2015-05-01 00:00:00.000,458642.81820329296
"COS - Subcontractors","COGS",2015-06-01 00:00:00.000,467815.6745673588
"COS - Subcontractors","COGS",2015-07-01 00:00:00.000,467815.6745673588
"COS - Subcontractors","COGS",2015-08-01 00:00:00.000,463137.51782168524
"COS - Subcontractors","COGS",2015-09-01 00:00:00.000,472400.26817811892
"COS - Subcontractors","COGS",2015-10-01 00:00:00.000,496020.28158702492
"COS - Subcontractors","COGS",2015-11-01 00:00:00.000,496020.28158702492
"COS - Subcontractors","COGS",2015-12-01 00:00:00.000,515861.0928505059
"COS - Subcontractors","COGS",2016-01-01 00:00:00.000,536495.53656452615
"COS - Subcontractors","COGS",2016-02-01 00:00:00.000,515035.7151019451
"COS - Subcontractors","COGS",2016-03-01 00:00:00.000,520186.07225296454
"COS - Subcontractors","COGS",2016-04-01 00:00:00.000,525387.93297549419
"COS - Subcontractors","COGS",2016-05-01 00:00:00.000,504372.41565647436
"COS - Subcontractors","COGS",2016-06-01 00:00:00.000,524547.31228273339
"COS - Subcontractors","COGS",2016-07-01 00:00:00.000,550774.67789687007
"COS - Subcontractors","COGS",2016-08-01 00:00:00.000,561790.17145480751
"COS - Subcontractors","COGS",2016-09-01 00:00:00.000,567408.07316935551
"COS - Subcontractors","COGS",2016-10-01 00:00:00.000,573082.15390104917
"COS - Subcontractors","COGS",2016-11-01 00:00:00.000,601736.26159610169
"COS - Subcontractors","COGS",2016-12-01 00:00:00.000,583684.17374821857
"COS - Subcontractors","COGS",2017-01-01 00:00:00.000,560336.80679828988
"COS - Subcontractors","COGS",2017-02-01 00:00:00.000,577146.91100223863
"COS - Subcontractors","COGS",2017-03-01 00:00:00.000,571375.44189221621
"COS - Subcontractors","COGS",2017-04-01 00:00:00.000,599944.21398682706
"COS - Subcontractors","COGS",2017-05-01 00:00:00.000,593944.77184695879
"COS - Subcontractors","COGS",2017-06-01 00:00:00.000,593944.77184695879
"COS - Subcontractors","COGS",2017-07-01 00:00:00.000,582065.87641001958
"COS - Subcontractors","COGS",2017-08-01 00:00:00.000,587886.53517411987
"COS - Subcontractors","COGS",2017-09-01 00:00:00.000,576128.80447063746
"COS - Subcontractors","COGS",2017-10-01 00:00:00.000,553083.652291812
"COS - Subcontractors","COGS",2017-11-01 00:00:00.000,575206.99838348455
"COS - Subcontractors","COGS",2017-12-01 00:00:00.000,603967.34830265876
"COS - Subcontractors","COGS",2018-01-01 00:00:00.000,634165.7157177917
"COS - Subcontractors","COGS",2018-02-01 00:00:00.000,608799.08708908
"COS - Subcontractors","COGS",2018-03-01 00:00:00.000,620975.06883086171
"COS - Subcontractors","COGS",2018-04-01 00:00:00.000,602345.81676593586
"COS - Subcontractors","COGS",2018-05-01 00:00:00.000,626439.64943657338
"COS - Equipment","COGS",2015-05-01 00:00:00.000,13637.124318652628
"COS - Equipment","COGS",2015-06-01 00:00:00.000,14046.238048212208
"COS - Equipment","COGS",2015-07-01 00:00:00.000,14186.70042869433
"COS - Equipment","COGS",2015-08-01 00:00:00.000,13619.232411546554
"COS - Equipment","COGS",2015-09-01 00:00:00.000,14027.809383892953
"COS - Equipment","COGS",2015-10-01 00:00:00.000,13747.253196215093
"COS - Equipment","COGS",2015-11-01 00:00:00.000,13747.253196215093
"COS - Equipment","COGS",2015-12-01 00:00:00.000,14434.615856025848
"COS - Equipment","COGS",2016-01-01 00:00:00.000,14145.923538905332
"COS - Equipment","COGS",2016-02-01 00:00:00.000,14570.301245072493
"COS - Equipment","COGS",2016-03-01 00:00:00.000,14861.707269973944
"COS - Equipment","COGS",2016-04-01 00:00:00.000,14118.621906475246
"COS - Equipment","COGS",2016-05-01 00:00:00.000,13695.063249280989
"COS - Equipment","COGS",2016-06-01 00:00:00.000,13147.26071930975
"COS - Equipment","COGS",2016-07-01 00:00:00.000,12621.370290537359
"COS - Equipment","COGS",2016-08-01 00:00:00.000,12116.515478915864
"COS - Equipment","COGS",2016-09-01 00:00:00.000,12358.845788494182
"COS - Equipment","COGS",2016-10-01 00:00:00.000,12111.668872724298
"COS - Equipment","COGS",2016-11-01 00:00:00.000,11506.085429088083
"COS - Equipment","COGS",2016-12-01 00:00:00.000,11275.963720506323
"COS - Equipment","COGS",2017-01-01 00:00:00.000,11727.002269326576
"COS - Equipment","COGS",2017-02-01 00:00:00.000,12313.352382792906
"COS - Equipment","COGS",2017-03-01 00:00:00.000,12559.619430448764
"COS - Equipment","COGS",2017-04-01 00:00:00.000,12182.830847535302
"COS - Equipment","COGS",2017-05-01 00:00:00.000,12548.315772961361
"COS - Equipment","COGS",2017-06-01 00:00:00.000,12799.282088420588
"COS - Equipment","COGS",2017-07-01 00:00:00.000,12415.303625767969
"COS - Equipment","COGS",2017-08-01 00:00:00.000,12539.456662025648
"COS - Equipment","COGS",2017-09-01 00:00:00.000,12790.245795266161
"COS - Equipment","COGS",2017-10-01 00:00:00.000,12278.635963455514
"COS - Equipment","COGS",2017-11-01 00:00:00.000,12033.063244186404
"COS - Equipment","COGS",2017-12-01 00:00:00.000,12634.716406395724
"COS - Equipment","COGS",2018-01-01 00:00:00.000,12634.716406395724
"COS - Equipment","COGS",2018-02-01 00:00:00.000,13266.452226715512
"COS - Equipment","COGS",2018-03-01 00:00:00.000,13266.452226715512
"COS - Equipment","COGS",2018-04-01 00:00:00.000,13929.774838051286
"COS - Equipment","COGS",2018-05-01 00:00:00.000,14347.668083192826
"COS - Other Costs","COGS",2015-05-01 00:00:00.000,90251.855329996819
"COS - Other Costs","COGS",2015-06-01 00:00:00.000,90251.855329996819
"COS - Other Costs","COGS",2015-07-01 00:00:00.000,90251.855329996819
"COS - Other Costs","COGS",2015-08-01 00:00:00.000,92056.892436596754
"COS - Other Costs","COGS",2015-09-01 00:00:00.000,92056.892436596754
"COS - Other Costs","COGS",2015-10-01 00:00:00.000,87454.0478147669
"COS - Other Costs","COGS",2015-11-01 00:00:00.000,91826.750205505246
"COS - Other Costs","COGS",2015-12-01 00:00:00.000,87235.41269522997
"COS - Other Costs","COGS",2016-01-01 00:00:00.000,85490.704441325375
"COS - Other Costs","COGS",2016-02-01 00:00:00.000,85490.704441325375
"COS - Other Costs","COGS",2016-03-01 00:00:00.000,88055.425574565132
"COS - Other Costs","COGS",2016-04-01 00:00:00.000,87174.871318819482
"COS - Other Costs","COGS",2016-05-01 00:00:00.000,84559.6251792549
"COS - Other Costs","COGS",2016-06-01 00:00:00.000,83714.02892746235
"COS - Other Costs","COGS",2016-07-01 00:00:00.000,82039.7483489131
"COS - Other Costs","COGS",2016-08-01 00:00:00.000,78758.158414956575
"COS - Other Costs","COGS",2016-09-01 00:00:00.000,75607.8320783583
"COS - Other Costs","COGS",2016-10-01 00:00:00.000,76363.910399141881
"COS - Other Costs","COGS",2016-11-01 00:00:00.000,78654.827711116144
"COS - Other Costs","COGS",2016-12-01 00:00:00.000,78654.827711116144
"COS - Other Costs","COGS",2017-01-01 00:00:00.000,79441.3759882273
"COS - Other Costs","COGS",2017-02-01 00:00:00.000,77852.548468462759
"COS - Other Costs","COGS",2017-03-01 00:00:00.000,78631.073953147381
"COS - Other Costs","COGS",2017-04-01 00:00:00.000,82562.627650804759
"COS - Other Costs","COGS",2017-05-01 00:00:00.000,78434.496268264513
"COS - Other Costs","COGS",2017-06-01 00:00:00.000,81571.8761189951
"COS - Other Costs","COGS",2017-07-01 00:00:00.000,79940.4385966152
"COS - Other Costs","COGS",2017-08-01 00:00:00.000,79940.4385966152
"COS - Other Costs","COGS",2017-09-01 00:00:00.000,79940.4385966152
"COS - Other Costs","COGS",2017-10-01 00:00:00.000,82338.651754513659
"COS - Other Costs","COGS",2017-11-01 00:00:00.000,79868.492201878238
"COS - Other Costs","COGS",2017-12-01 00:00:00.000,80667.177123897025
"COS - Other Costs","COGS",2018-01-01 00:00:00.000,78247.161810180114
"COS - Other Costs","COGS",2018-02-01 00:00:00.000,76682.218573976512
"COS - Other Costs","COGS",2018-03-01 00:00:00.000,75915.396388236739
"COS - Other Costs","COGS",2018-04-01 00:00:00.000,74397.088460472
"COS - Other Costs","COGS",2018-05-01 00:00:00.000,71421.204922053119
"COS - Commissions","COGS",2015-05-01 00:00:00.000,210633.94200619328
"COS - Commissions","COGS",2015-06-01 00:00:00.000,208527.60258613134
"COS - Commissions","COGS",2015-07-01 00:00:00.000,200186.49848268606
"COS - Commissions","COGS",2015-08-01 00:00:00.000,200186.49848268606
"COS - Commissions","COGS",2015-09-01 00:00:00.000,198184.63349785918
"COS - Commissions","COGS",2015-10-01 00:00:00.000,190257.24815794482
"COS - Commissions","COGS",2015-11-01 00:00:00.000,199770.11056584207
"COS - Commissions","COGS",2015-12-01 00:00:00.000,199770.11056584207
"COS - Commissions","COGS",2016-01-01 00:00:00.000,209758.6160941342
"COS - Commissions","COGS",2016-02-01 00:00:00.000,207661.02993319288
"COS - Commissions","COGS",2016-03-01 00:00:00.000,209737.64023252481
"COS - Commissions","COGS",2016-04-01 00:00:00.000,201348.1346232238
"COS - Commissions","COGS",2016-05-01 00:00:00.000,199334.65327699156
"COS - Commissions","COGS",2016-06-01 00:00:00.000,203321.34634253138
"COS - Commissions","COGS",2016-07-01 00:00:00.000,213487.413659658
"COS - Commissions","COGS",2016-08-01 00:00:00.000,215622.28779625456
"COS - Commissions","COGS",2016-09-01 00:00:00.000,222090.95643014219
"COS - Commissions","COGS",2016-10-01 00:00:00.000,210986.40860863507
"COS - Commissions","COGS",2016-11-01 00:00:00.000,210986.40860863507
"COS - Commissions","COGS",2016-12-01 00:00:00.000,206766.6804364624
"COS - Commissions","COGS",2017-01-01 00:00:00.000,198496.01321900389
"COS - Commissions","COGS",2017-02-01 00:00:00.000,208420.81387995408
"COS - Commissions","COGS",2017-03-01 00:00:00.000,200083.98132475594
"COS - Commissions","COGS",2017-04-01 00:00:00.000,194081.46188501324
"COS - Commissions","COGS",2017-05-01 00:00:00.000,186318.2034096127
"COS - Commissions","COGS",2017-06-01 00:00:00.000,182591.83934142045
"COS - Commissions","COGS",2017-07-01 00:00:00.000,191721.4313084915
"COS - Commissions","COGS",2017-08-01 00:00:00.000,195555.85993466136
"COS - Commissions","COGS",2017-09-01 00:00:00.000,205333.6529313944
"COS - Commissions","COGS",2017-10-01 00:00:00.000,215600.33557796414
"COS - Commissions","COGS",2017-11-01 00:00:00.000,226380.35235686239
"COS - Commissions","COGS",2017-12-01 00:00:00.000,230907.95940399962
"COS - Commissions","COGS",2018-01-01 00:00:00.000,223980.72062187962
"COS - Commissions","COGS",2018-02-01 00:00:00.000,212781.68459078565
"COS - Commissions","COGS",2018-03-01 00:00:00.000,202142.60036124635
"COS - Commissions","COGS",2018-04-01 00:00:00.000,204164.02636485882
"COS - Commissions","COGS",2018-05-01 00:00:00.000,212330.58741945319
"COS - Prize Fund","COGS",2015-05-01 00:00:00.000,47628.863607280036
"COS - Prize Fund","COGS",2015-06-01 00:00:00.000,49057.729515498439
"COS - Prize Fund","COGS",2015-07-01 00:00:00.000,51020.038696118376
"COS - Prize Fund","COGS",2015-08-01 00:00:00.000,49999.637922196009
"COS - Prize Fund","COGS",2015-09-01 00:00:00.000,47499.65602608621
"COS - Prize Fund","COGS",2015-10-01 00:00:00.000,47024.659465825345
"COS - Prize Fund","COGS",2015-11-01 00:00:00.000,47494.906060483605
"COS - Prize Fund","COGS",2015-12-01 00:00:00.000,48919.753242298109
"COS - Prize Fund","COGS",2016-01-01 00:00:00.000,51365.740904413018
"COS - Prize Fund","COGS",2016-02-01 00:00:00.000,53420.370540589545
"COS - Prize Fund","COGS",2016-03-01 00:00:00.000,55022.981656807227
"COS - Prize Fund","COGS",2016-04-01 00:00:00.000,53372.292207103019
"COS - Prize Fund","COGS",2016-05-01 00:00:00.000,55507.183895387134
"COS - Prize Fund","COGS",2016-06-01 00:00:00.000,57727.471251202624
"COS - Prize Fund","COGS",2016-07-01 00:00:00.000,55418.37240115452
"COS - Prize Fund","COGS",2016-08-01 00:00:00.000,52647.453781096796
"COS - Prize Fund","COGS",2016-09-01 00:00:00.000,52120.97924328583
"COS - Prize Fund","COGS",2016-10-01 00:00:00.000,51078.559658420112
"COS - Prize Fund","COGS",2016-11-01 00:00:00.000,50567.774061835909
"COS - Prize Fund","COGS",2016-12-01 00:00:00.000,51579.129543072631
"COS - Prize Fund","COGS",2017-01-01 00:00:00.000,51063.338247641906
"COS - Prize Fund","COGS",2017-02-01 00:00:00.000,50552.704865165484
"COS - Prize Fund","COGS",2017-03-01 00:00:00.000,50552.704865165484
"COS - Prize Fund","COGS",2017-04-01 00:00:00.000,52069.28601112045
"COS - Prize Fund","COGS",2017-05-01 00:00:00.000,54152.05745156527
"COS - Prize Fund","COGS",2017-06-01 00:00:00.000,53069.016302533972
"COS - Prize Fund","COGS",2017-07-01 00:00:00.000,51476.945813457947
"COS - Prize Fund","COGS",2017-08-01 00:00:00.000,49417.867980919633
"COS - Prize Fund","COGS",2017-09-01 00:00:00.000,50900.404020347218
"COS - Prize Fund","COGS",2017-10-01 00:00:00.000,52936.420181161113
"COS - Prize Fund","COGS",2017-11-01 00:00:00.000,51348.327575726275
"COS - Prize Fund","COGS",2017-12-01 00:00:00.000,49807.877748454484
"COS - Prize Fund","COGS",2018-01-01 00:00:00.000,52298.271635877216
"COS - Prize Fund","COGS",2018-02-01 00:00:00.000,52821.254352235992
"COS - Prize Fund","COGS",2018-03-01 00:00:00.000,53349.466895758356
"COS - Prize Fund","COGS",2018-04-01 00:00:00.000,56016.940240546268
"COS - Prize Fund","COGS",2018-05-01 00:00:00.000,56016.940240546268
"COS - Prize Fund Constr.","COGS",2015-05-01 00:00:00.000,38916.758245048986
"COS - Prize Fund Constr.","COGS",2015-06-01 00:00:00.000,37360.087915247022
"COS - Prize Fund Constr.","COGS",2015-07-01 00:00:00.000,35865.684398637139
"COS - Prize Fund Constr.","COGS",2015-08-01 00:00:00.000,34072.400178705284
"COS - Prize Fund Constr.","COGS",2015-09-01 00:00:00.000,35776.020187640548
"COS - Prize Fund Constr.","COGS",2015-10-01 00:00:00.000,34344.979380134922
"COS - Prize Fund Constr.","COGS",2015-11-01 00:00:00.000,33658.079792532226
"COS - Prize Fund Constr.","COGS",2015-12-01 00:00:00.000,33658.079792532226
"COS - Prize Fund Constr.","COGS",2016-01-01 00:00:00.000,35340.983782158837
"COS - Prize Fund Constr.","COGS",2016-02-01 00:00:00.000,35340.983782158837
"COS - Prize Fund Constr.","COGS",2016-03-01 00:00:00.000,35694.39361998043
"COS - Prize Fund Constr.","COGS",2016-04-01 00:00:00.000,34980.505747580821
"COS - Prize Fund Constr.","COGS",2016-05-01 00:00:00.000,33581.285517677585
"COS - Prize Fund Constr.","COGS",2016-06-01 00:00:00.000,33581.285517677585
"COS - Prize Fund Constr.","COGS",2016-07-01 00:00:00.000,35260.349793561465
"COS - Prize Fund Constr.","COGS",2016-08-01 00:00:00.000,33849.935801819011
"COS - Prize Fund Constr.","COGS",2016-09-01 00:00:00.000,35203.933233891767
"COS - Prize Fund Constr.","COGS",2016-10-01 00:00:00.000,36964.12989558636
"COS - Prize Fund Constr.","COGS",2016-11-01 00:00:00.000,36594.488596630494
"COS - Prize Fund Constr.","COGS",2016-12-01 00:00:00.000,36960.433482596796
"COS - Prize Fund Constr.","COGS",2017-01-01 00:00:00.000,37330.037817422766
"COS - Prize Fund Constr.","COGS",2017-02-01 00:00:00.000,38823.239330119679
"COS - Prize Fund Constr.","COGS",2017-03-01 00:00:00.000,39987.936510023275
"COS - Prize Fund Constr.","COGS",2017-04-01 00:00:00.000,38388.419049622338
"COS - Prize Fund Constr.","COGS",2017-05-01 00:00:00.000,39156.187430614787
"COS - Prize Fund Constr.","COGS",2017-06-01 00:00:00.000,40330.873053533229
"COS - Prize Fund Constr.","COGS",2017-07-01 00:00:00.000,42347.416706209893
"COS - Prize Fund Constr.","COGS",2017-08-01 00:00:00.000,44041.313374458296
"COS - Prize Fund Constr.","COGS",2017-09-01 00:00:00.000,44041.313374458296
"COS - Prize Fund Constr.","COGS",2017-10-01 00:00:00.000,42720.073973224549
"COS - Prize Fund Constr.","COGS",2017-11-01 00:00:00.000,44428.876932153529
"COS - Prize Fund Constr.","COGS",2017-12-01 00:00:00.000,44428.876932153529
"COS - Prize Fund Constr.","COGS",2018-01-01 00:00:00.000,42651.721854867385
"COS - Prize Fund Constr.","COGS",2018-02-01 00:00:00.000,43078.239073416058
"COS - Prize Fund Constr.","COGS",2018-03-01 00:00:00.000,45232.15102708686
"COS - Prize Fund Constr.","COGS",2018-04-01 00:00:00.000,44779.829516816
"COS - Prize Fund Constr.","COGS",2018-05-01 00:00:00.000,46123.224402320477
"COS - Referral Fund","COGS",2015-05-01 00:00:00.000,10514.504783566081
"COS - Referral Fund","COGS",2015-06-01 00:00:00.000,10093.924592223437
"COS - Referral Fund","COGS",2015-07-01 00:00:00.000,10093.924592223437
"COS - Referral Fund","COGS",2015-08-01 00:00:00.000,10598.620821834611
"COS - Referral Fund","COGS",2015-09-01 00:00:00.000,10174.675988961224
"COS - Referral Fund","COGS",2015-10-01 00:00:00.000,10479.916268630062
"COS - Referral Fund","COGS",2015-11-01 00:00:00.000,10584.715431316363
"COS - Referral Fund","COGS",2015-12-01 00:00:00.000,10690.562585629526
"COS - Referral Fund","COGS",2016-01-01 00:00:00.000,10904.373837342117
"COS - Referral Fund","COGS",2016-02-01 00:00:00.000,10359.15514547501
"COS - Referral Fund","COGS",2016-03-01 00:00:00.000,10359.15514547501
"COS - Referral Fund","COGS",2016-04-01 00:00:00.000,10255.563594020259
"COS - Referral Fund","COGS",2016-05-01 00:00:00.000,10050.452322139854
"COS - Referral Fund","COGS",2016-06-01 00:00:00.000,10452.470415025449
"COS - Referral Fund","COGS",2016-07-01 00:00:00.000,9929.8468942741765
"COS - Referral Fund","COGS",2016-08-01 00:00:00.000,10227.742301102402
"COS - Referral Fund","COGS",2016-09-01 00:00:00.000,10636.851993146498
"COS - Referral Fund","COGS",2016-10-01 00:00:00.000,10211.377913420638
"COS - Referral Fund","COGS",2016-11-01 00:00:00.000,10211.377913420638
"COS - Referral Fund","COGS",2016-12-01 00:00:00.000,10007.150355152226
"COS - Referral Fund","COGS",2017-01-01 00:00:00.000,9506.7928373946143
"COS - Referral Fund","COGS",2017-02-01 00:00:00.000,9506.7928373946143
"COS - Referral Fund","COGS",2017-03-01 00:00:00.000,9411.724909020666
"COS - Referral Fund","COGS",2017-04-01 00:00:00.000,9129.3731617500471
"COS - Referral Fund","COGS",2017-05-01 00:00:00.000,9220.6668933675464
"COS - Referral Fund","COGS",2017-06-01 00:00:00.000,9497.286900168574
"COS - Referral Fund","COGS",2017-07-01 00:00:00.000,9592.25976917026
"COS - Referral Fund","COGS",2017-08-01 00:00:00.000,9208.5693784034484
"COS - Referral Fund","COGS",2017-09-01 00:00:00.000,9300.6550721874828
"COS - Referral Fund","COGS",2017-10-01 00:00:00.000,9486.668173631233
"COS - Referral Fund","COGS",2017-11-01 00:00:00.000,9866.1349005764823
"COS - Referral Fund","COGS",2017-12-01 00:00:00.000,9964.7962495822467
"COS - Referral Fund","COGS",2018-01-01 00:00:00.000,10463.036062061359
"COS - Referral Fund","COGS",2018-02-01 00:00:00.000,9939.884258958291
"COS - Referral Fund","COGS",2018-03-01 00:00:00.000,9840.4854163687087
"COS - Referral Fund","COGS",2018-04-01 00:00:00.000,10234.104833023455
"COS - Referral Fund","COGS",2018-05-01 00:00:00.000,10541.127978014159
"COS - Repair Fund","COGS",2015-05-01 00:00:00.000,19662.200303327998
"COS - Repair Fund","COGS",2015-06-01 00:00:00.000,18875.712291194879
"COS - Repair Fund","COGS",2015-07-01 00:00:00.000,18498.19804537098
"COS - Repair Fund","COGS",2015-08-01 00:00:00.000,19238.125967185821
"COS - Repair Fund","COGS",2015-09-01 00:00:00.000,20200.032265545113
"COS - Repair Fund","COGS",2015-10-01 00:00:00.000,21008.033556166916
"COS - Repair Fund","COGS",2015-11-01 00:00:00.000,19957.63187835857
"COS - Repair Fund","COGS",2015-12-01 00:00:00.000,18959.750284440641
"COS - Repair Fund","COGS",2016-01-01 00:00:00.000,19149.347787285049
"COS - Repair Fund","COGS",2016-02-01 00:00:00.000,20106.815176649303
"COS - Repair Fund","COGS",2016-03-01 00:00:00.000,20106.815176649303
"COS - Repair Fund","COGS",2016-04-01 00:00:00.000,20710.01963194878
"COS - Repair Fund","COGS",2016-05-01 00:00:00.000,19881.61884667083
"COS - Repair Fund","COGS",2016-06-01 00:00:00.000,18887.537904337285
"COS - Repair Fund","COGS",2016-07-01 00:00:00.000,18887.537904337285
"COS - Repair Fund","COGS",2016-08-01 00:00:00.000,19076.413283380658
"COS - Repair Fund","COGS",2016-09-01 00:00:00.000,19267.177416214465
"COS - Repair Fund","COGS",2016-10-01 00:00:00.000,18496.490319565884
"COS - Repair Fund","COGS",2016-11-01 00:00:00.000,17571.665803587592
"COS - Repair Fund","COGS",2016-12-01 00:00:00.000,17395.949145551713
"COS - Repair Fund","COGS",2017-01-01 00:00:00.000,17221.989654096196
"COS - Repair Fund","COGS",2017-02-01 00:00:00.000,17221.989654096196
"COS - Repair Fund","COGS",2017-03-01 00:00:00.000,17910.869240260043
"COS - Repair Fund","COGS",2017-04-01 00:00:00.000,18448.195317467846
"COS - Repair Fund","COGS",2017-05-01 00:00:00.000,17710.267504769134
"COS - Repair Fund","COGS",2017-06-01 00:00:00.000,17887.370179816822
"COS - Repair Fund","COGS",2017-07-01 00:00:00.000,18423.991285211327
"COS - Repair Fund","COGS",2017-08-01 00:00:00.000,18792.471110915554
"COS - Repair Fund","COGS",2017-09-01 00:00:00.000,18604.5463998064
"COS - Repair Fund","COGS",2017-10-01 00:00:00.000,18232.45547181027
"COS - Repair Fund","COGS",2017-11-01 00:00:00.000,18961.753690682683
"COS - Repair Fund","COGS",2017-12-01 00:00:00.000,19530.606301403164
"COS - Repair Fund","COGS",2018-01-01 00:00:00.000,19530.606301403164
"COS - Repair Fund","COGS",2018-02-01 00:00:00.000,18554.075986333002
"COS - Repair Fund","COGS",2018-03-01 00:00:00.000,19110.698265922994
"COS - Repair Fund","COGS",2018-04-01 00:00:00.000,19492.912231241455
"COS - Repair Fund","COGS",2018-05-01 00:00:00.000,19882.770475866284
"Expense re-imbursement","Other Expenses",2015-05-01 00:00:00.000,26369.980278086023
