ProductID,Product,ProductCategory,ProductGroup
2581,"Product 2581","Llysstai","Product Group 36"
2582,"Product 2582","Llysstai","Product Group 36"
2583,"Product 2583","Llysstai","Product Group 36"
2587,"Product 2587","Llysstai","Product Group 36"
2590,"Product 2590","Llysstai","Product Group 36"
2591,"Product 2591","Llysstai","Product Group 36"
2593,"Product 2593","Llysstai","Product Group 36"
2601,"Product 2601","Llysstai","Product Group 36"
2602,"Product 2602","Llysstai","Product Group 36"
2604,"Product 2604","Llysstai","Product Group 36"
2605,"Product 2605","Llysstai","Product Group 36"
2608,"Product 2608","Llysstai","Product Group 36"
2611,"Product 2611","Llysstai","Product Group 36"
2617,"Product 2617","Llysstai","Product Group 36"
2618,"Product 2618","Llysstai","Product Group 36"
2619,"Product 2619","Llysstai","Product Group 36"
2620,"Product 2620","Llysstai","Product Group 36"
2624,"Product 2624","Llysstai","Product Group 36"
2625,"Product 2625","Llysstai","Product Group 36"
2630,"Product 2630","Llysstai","Product Group 36"
2631,"Product 2631","Llysstai","Product Group 36"
2633,"Product 2633","Llysstai","Product Group 36"
2634,"Product 2634","Llysstai","Product Group 36"
2636,"Product 2636","Llysstai","Product Group 36"
2637,"Product 2637","Llysstai","Product Group 36"
2638,"Product 2638","Llysstai","Product Group 36"
2640,"Product 2640","Llysstai","Product Group 36"
2642,"Product 2642","Llysstai","Product Group 36"
2643,"Product 2643","Llysstai","Product Group 36"
2646,"Product 2646","Llysstai","Product Group 36"
2647,"Product 2647","Llysstai","Product Group 36"
2648,"Product 2648","Llysstai","Product Group 36"
2649,"Product 2649","Llysstai","Product Group 36"
2650,"Product 2650","Llysstai","Product Group 36"
2654,"Product 2654","Llysstai","Product Group 36"
2656,"Product 2656","Llysstai","Product Group 36"
2687,"Product 2687","Llysstai","Product Group 36"
2688,"Product 2688","Llysstai","Product Group 36"
2689,"Product 2689","Llysstai","Product Group 36"
2690,"Product 2690","Llysstai","Product Group 36"
2691,"Product 2691","Llysstai","Product Group 36"
2692,"Product 2692","Llysstai","Product Group 36"
2693,"Product 2693","Llysstai","Product Group 36"
2696,"Product 2696","Llysstai","Product Group 36"
2697,"Product 2697","Llysstai","Product Group 36"
2700,"Product 2700","Llysstai","Product Group 36"
2701,"Product 2701","Llysstai","Product Group 36"
2702,"Product 2702","Llysstai","Product Group 36"
2703,"Product 2703","Llysstai","Product Group 36"
2704,"Product 2704","Llysstai","Product Group 36"
2706,"Product 2706","Llysstai","Product Group 36"
2707,"Product 2707","Llysstai","Product Group 36"
2708,"Product 2708","Llysstai","Product Group 36"
2710,"Product 2710","Llysstai","Product Group 36"
2711,"Product 2711","Llysstai","Product Group 36"
2712,"Product 2712","Llysstai","Product Group 36"
2717,"Product 2717","Llysstai","Product Group 36"
2718,"Product 2718","Llysstai","Product Group 36"
2719,"Product 2719","Llysstai","Product Group 36"
2720,"Product 2720","Llysstai","Product Group 36"
2721,"Product 2721","Llysstai","Product Group 36"
2722,"Product 2722","Llysstai","Product Group 36"
2723,"Product 2723","Llysstai","Product Group 36"
2724,"Product 2724","Llysstai","Product Group 36"
2728,"Product 2728","Llysstai","Product Group 36"
2729,"Product 2729","Llysstai","Product Group 36"
2730,"Product 2730","Llysstai","Product Group 36"
2731,"Product 2731","Llysstai","Product Group 36"
2732,"Product 2732","Llysstai","Product Group 36"
2733,"Product 2733","Llysstai","Product Group 36"
2734,"Product 2734","Llysstai","Product Group 36"
2735,"Product 2735","Llysstai","Product Group 36"
2736,"Product 2736","Llysstai","Product Group 36"
2737,"Product 2737","Llysstai","Product Group 36"
2738,"Product 2738","Llysstai","Product Group 36"
2741,"Product 2741","Llysstai","Product Group 36"
2742,"Product 2742","Llysstai","Product Group 36"
2743,"Product 2743","Llysstai","Product Group 36"
2746,"Product 2746","Llysstai","Product Group 36"
2749,"Product 2749","Llysstai","Product Group 36"
2751,"Product 2751","Llysstai","Product Group 36"
2754,"Product 2754","Llysstai","Product Group 36"
2755,"Product 2755","Llysstai","Product Group 36"
2757,"Product 2757","Llysstai","Product Group 36"
2758,"Product 2758","Llysstai","Product Group 36"
2759,"Product 2759","Llysstai","Product Group 36"
2760,"Product 2760","Llysstai","Product Group 36"
2761,"Product 2761","Llysstai","Product Group 36"
2762,"Product 2762","Llysstai","Product Group 36"
2763,"Product 2763","Llysstai","Product Group 36"
2764,"Product 2764","Llysstai","Product Group 36"
2769,"Product 2769","Llysstai","Product Group 36"
2770,"Product 2770","Llysstai","Product Group 36"
2772,"Product 2772","Llysstai","Product Group 36"
2774,"Product 2774","Llysstai","Product Group 36"
2776,"Product 2776","Llysstai","Product Group 36"
2777,"Product 2777","Llysstai","Product Group 36"
2778,"Product 2778","Llysstai","Product Group 36"
2779,"Product 2779","Llysstai","Product Group 36"
2782,"Product 2782","Llysstai","Product Group 36"
2783,"Product 2783","Llysstai","Product Group 36"
2784,"Product 2784","Llysstai","Product Group 36"
2785,"Product 2785","Llysstai","Product Group 36"
2787,"Product 2787","Llysstai","Product Group 36"
2788,"Product 2788","Llysstai","Product Group 36"
2789,"Product 2789","Llysstai","Product Group 36"
2790,"Product 2790","Llysstai","Product Group 36"
2791,"Product 2791","Llysstai","Product Group 36"
2792,"Product 2792","Llysstai","Product Group 36"
2793,"Product 2793","Llysstai","Product Group 36"
2796,"Product 2796","Llysstai","Product Group 36"
2797,"Product 2797","Llysstai","Product Group 36"
2798,"Product 2798","Llysstai","Product Group 36"
2799,"Product 2799","Llysstai","Product Group 36"
2803,"Product 2803","Llysstai","Product Group 36"
2805,"Product 2805","Llysstai","Product Group 36"
2806,"Product 2806","Llysstai","Product Group 36"
2807,"Product 2807","Llysstai","Product Group 36"
2808,"Product 2808","Llysstai","Product Group 36"
2809,"Product 2809","Llysstai","Product Group 36"
2810,"Product 2810","Llysstai","Product Group 36"
2812,"Product 2812","Llysstai","Product Group 36"
2831,"Product 2831","Llysstai","Product Group 36"
2089,"Product 2089","Llysstai","Product Group 3"
2090,"Product 2090","Llysstai","Product Group 3"
2093,"Product 2093","Llysstai","Product Group 3"
2095,"Product 2095","Llysstai","Product Group 3"
2096,"Product 2096","Llysstai","Product Group 3"
2097,"Product 2097","Llysstai","Product Group 3"
2098,"Product 2098","Llysstai","Product Group 3"
2099,"Product 2099","Llysstai","Product Group 3"
2102,"Product 2102","Llysstai","Product Group 3"
2105,"Product 2105","Llysstai","Product Group 3"
2107,"Product 2107","Llysstai","Product Group 3"
2108,"Product 2108","Llysstai","Product Group 3"
2109,"Product 2109","Llysstai","Product Group 3"
2111,"Product 2111","Llysstai","Product Group 3"
2112,"Product 2112","Llysstai","Product Group 3"
2113,"Product 2113","Llysstai","Product Group 3"
2116,"Product 2116","Llysstai","Product Group 3"
2117,"Product 2117","Llysstai","Product Group 3"
2119,"Product 2119","Llysstai","Product Group 3"
2120,"Product 2120","Llysstai","Product Group 3"
2123,"Product 2123","Llysstai","Product Group 3"
2124,"Product 2124","Llysstai","Product Group 3"
2127,"Product 2127","Llysstai","Product Group 3"
2128,"Product 2128","Llysstai","Product Group 3"
2129,"Product 2129","Llysstai","Product Group 3"
2130,"Product 2130","Llysstai","Product Group 3"
2132,"Product 2132","Llysstai","Product Group 3"
2133,"Product 2133","Llysstai","Product Group 3"
2136,"Product 2136","Llysstai","Product Group 3"
2137,"Product 2137","Llysstai","Product Group 3"
2142,"Product 2142","Llysstai","Product Group 3"
2143,"Product 2143","Llysstai","Product Group 3"
2144,"Product 2144","Llysstai","Product Group 3"
2145,"Product 2145","Llysstai","Product Group 3"
2146,"Product 2146","Llysstai","Product Group 3"
2147,"Product 2147","Llysstai","Product Group 3"
2150,"Product 2150","Llysstai","Product Group 3"
2153,"Product 2153","Llysstai","Product Group 3"
2154,"Product 2154","Llysstai","Product Group 3"
2155,"Product 2155","Llysstai","Product Group 3"
2156,"Product 2156","Llysstai","Product Group 3"
2157,"Product 2157","Llysstai","Product Group 3"
2158,"Product 2158","Llysstai","Product Group 3"
2159,"Product 2159","Llysstai","Product Group 3"
2163,"Product 2163","Llysstai","Product Group 3"
2164,"Product 2164","Llysstai","Product Group 3"
2165,"Product 2165","Llysstai","Product Group 3"
2166,"Product 2166","Llysstai","Product Group 3"
2167,"Product 2167","Llysstai","Product Group 3"
2168,"Product 2168","Llysstai","Product Group 3"
2169,"Product 2169","Llysstai","Product Group 3"
2170,"Product 2170","Llysstai","Product Group 3"
2171,"Product 2171","Llysstai","Product Group 3"
2172,"Product 2172","Llysstai","Product Group 3"
2173,"Product 2173","Llysstai","Product Group 3"
2175,"Product 2175","Llysstai","Product Group 3"
2176,"Product 2176","Llysstai","Product Group 3"
2178,"Product 2178","Llysstai","Product Group 3"
2180,"Product 2180","Llysstai","Product Group 3"
2181,"Product 2181","Llysstai","Product Group 3"
2182,"Product 2182","Llysstai","Product Group 3"
2183,"Product 2183","Llysstai","Product Group 3"
2187,"Product 2187","Llysstai","Product Group 3"
2189,"Product 2189","Llysstai","Product Group 3"
1519,"Product 1519","Llysstai","Product Group 5"
1523,"Product 1523","Llysstai","Product Group 18"
1524,"Product 1524","Llysstai","Product Group 18"
1526,"Product 1526","Llysstai","Product Group 129"
1527,"Product 1527","Llysstai","Product Group 37"
1528,"Product 1528","Llysstai","Product Group 37"
1529,"Product 1529","Llysstai","Product Group 37"
1530,"Product 1530","Llysstai","Product Group 37"
1531,"Product 1531","Llysstai","Product Group 37"
1533,"Product 1533","Llysstai","Product Group 37"
1534,"Product 1534","Llysstai","Product Group 37"
1535,"Product 1535","Llysstai","Product Group 37"
1536,"Product 1536","Llysstai","Product Group 37"
1537,"Product 1537","Llysstai","Product Group 37"
1538,"Product 1538","Llysstai","Product Group 37"
1539,"Product 1539","Llysstai","Product Group 37"
1540,"Product 1540","Llysstai","Product Group 37"
1542,"Product 1542","Llysstai","Product Group 37"
1543,"Product 1543","Llysstai","Product Group 37"
1544,"Product 1544","Llysstai","Product Group 37"
1545,"Product 1545","Llysstai","Product Group 37"
1546,"Product 1546","Llysstai","Product Group 37"
1548,"Product 1548","Llysstai","Product Group 37"
1549,"Product 1549","Llysstai","Product Group 37"
1551,"Product 1551","Llysstai","Product Group 37"
1552,"Product 1552","Llysstai","Product Group 37"
1554,"Product 1554","Llysstai","Product Group 37"
1556,"Product 1556","Llysstai","Product Group 37"
1557,"Product 1557","Llysstai","Product Group 35"
1558,"Product 1558","Llysstai","Product Group 35"
1560,"Product 1560","Llysstai","Product Group 35"
1570,"Product 1570","Llysstai","Product Group 42"
1571,"Product 1571","Llysstai","Product Group 59"
1573,"Product 1573","Llysstai","Product Group 59"
1574,"Product 1574","Llysstai","Product Group 59"
1575,"Product 1575","Llysstai","Product Group 59"
1576,"Product 1576","Llysstai","Product Group 59"
1577,"Product 1577","Llysstai","Product Group 59"
1578,"Product 1578","Llysstai","Product Group 58"
1579,"Product 1579","Llysstai","Product Group 58"
1580,"Product 1580","Llysstai","Product Group 58"
1581,"Product 1581","Llysstai","Product Group 58"
1582,"Product 1582","Llysstai","Product Group 58"
1583,"Product 1583","Llysstai","Product Group 62"
1584,"Product 1584","Llysstai","Product Group 143"
1585,"Product 1585","Llysstai","Product Group 143"
1586,"Product 1586","Llysstai","Product Group 143"
1587,"Product 1587","Llysstai","Product Group 143"
1601,"Product 1601","Llysstai","Product Group 58"
1604,"Product 1604","Llysstai","Product Group 129"
1605,"Product 1605","Llysstai","Product Group 129"
1630,"Product 1630","Llysstai","Product Group 1"
1631,"Product 1631","Llysstai","Product Group 58"
1634,"Product 1634","Llysstai","Product Group 63"
1660,"Product 1660","Llysstai","Product Group 136"
1664,"Product 1664","Llysstai","Product Group 135"
1665,"Product 1665","Llysstai","Product Group 135"
1667,"Product 1667","Llysstai","Product Group 135"
1669,"Product 1669","Llysstai","Product Group 135"
1670,"Product 1670","Llysstai","Product Group 135"
1671,"Product 1671","Llysstai","Product Group 135"
1672,"Product 1672","Llysstai","Product Group 135"
1673,"Product 1673","Llysstai","Product Group 135"
1674,"Product 1674","Llysstai","Product Group 135"
1675,"Product 1675","Llysstai","Product Group 135"
1677,"Product 1677","Llysstai","Product Group 135"
1678,"Product 1678","Llysstai","Product Group 135"
1679,"Product 1679","Llysstai","Product Group 135"
1680,"Product 1680","Llysstai","Product Group 135"
1681,"Product 1681","Llysstai","Product Group 135"
1682,"Product 1682","Llysstai","Product Group 135"
1683,"Product 1683","Llysstai","Product Group 135"
1684,"Product 1684","Llysstai","Product Group 135"
1685,"Product 1685","Llysstai","Product Group 135"
1686,"Product 1686","Llysstai","Product Group 135"
1688,"Product 1688","Llysstai","Product Group 135"
1689,"Product 1689","Llysstai","Product Group 135"
1690,"Product 1690","Llysstai","Product Group 135"
1691,"Product 1691","Llysstai","Product Group 135"
1692,"Product 1692","Llysstai","Product Group 135"
1694,"Product 1694","Llysstai","Product Group 135"
1695,"Product 1695","Llysstai","Product Group 135"
1696,"Product 1696","Llysstai","Product Group 135"
1697,"Product 1697","Llysstai","Product Group 135"
1699,"Product 1699","Llysstai","Product Group 135"
1701,"Product 1701","Llysstai","Product Group 135"
1702,"Product 1702","Llysstai","Product Group 135"
1703,"Product 1703","Llysstai","Product Group 135"
1704,"Product 1704","Llysstai","Product Group 135"
1708,"Product 1708","Llysstai","Product Group 135"
1709,"Product 1709","Llysstai","Product Group 135"
1710,"Product 1710","Llysstai","Product Group 135"
1728,"Product 1728","Llysstai","Product Group 135"
1731,"Product 1731","Llysstai","Product Group 13"
1738,"Product 1738","Llysstai","Product Group 13"
1739,"Product 1739","Llysstai","Product Group 13"
1740,"Product 1740","Llysstai","Product Group 13"
1741,"Product 1741","Llysstai","Product Group 13"
1743,"Product 1743","Llysstai","Product Group 13"
1745,"Product 1745","Llysstai","Product Group 13"
1747,"Product 1747","Llysstai","Product Group 13"
1750,"Product 1750","Llysstai","Product Group 13"
1751,"Product 1751","Llysstai","Product Group 13"
1752,"Product 1752","Llysstai","Product Group 13"
1753,"Product 1753","Llysstai","Product Group 13"
1754,"Product 1754","Llysstai","Product Group 13"
1755,"Product 1755","Llysstai","Product Group 13"
1756,"Product 1756","Llysstai","Product Group 13"
1757,"Product 1757","Llysstai","Product Group 13"
1759,"Product 1759","Llysstai","Product Group 13"
1760,"Product 1760","Llysstai","Product Group 13"
1761,"Product 1761","Llysstai","Product Group 13"
1762,"Product 1762","Llysstai","Product Group 13"
1766,"Product 1766","Llysstai","Product Group 13"
1768,"Product 1768","Llysstai","Product Group 13"
1776,"Product 1776","Llysstai","Product Group 13"
1807,"Product 1807","Llysstai","Product Group 23"
1808,"Product 1808","Llysstai","Product Group 23"
1834,"Product 1834","Llysstai","Product Group 23"
1836,"Product 1836","Llysstai","Product Group 23"
1837,"Product 1837","Llysstai","Product Group 23"
1848,"Product 1848","Llysstai","Product Group 23"
1849,"Product 1849","Llysstai","Product Group 23"
1867,"Product 1867","Llysstai","Product Group 23"
1873,"Product 1873","Llysstai","Product Group 137"
1874,"Product 1874","Llysstai","Product Group 137"
1875,"Product 1875","Llysstai","Product Group 137"
1876,"Product 1876","Llysstai","Product Group 137"
1877,"Product 1877","Llysstai","Product Group 137"
1878,"Product 1878","Llysstai","Product Group 137"
1879,"Product 1879","Llysstai","Product Group 137"
1883,"Product 1883","Llysstai","Product Group 137"
1884,"Product 1884","Llysstai","Product Group 137"
1885,"Product 1885","Llysstai","Product Group 137"
1895,"Product 1895","Llysstai","Product Group 137"
1898,"Product 1898","Llysstai","Product Group 137"
1904,"Product 1904","Llysstai","Product Group 137"
1905,"Product 1905","Llysstai","Product Group 137"
1920,"Product 1920","Llysstai","Product Group 137"
1921,"Product 1921","Llysstai","Product Group 137"
1924,"Product 1924","Llysstai","Product Group 137"
1925,"Product 1925","Llysstai","Product Group 137"
1928,"Product 1928","Llysstai","Product Group 137"
1942,"Product 1942","Llysstai","Product Group 137"
1943,"Product 1943","Llysstai","Product Group 137"
1944,"Product 1944","Llysstai","Product Group 137"
1945,"Product 1945","Llysstai","Product Group 137"
1946,"Product 1946","Llysstai","Product Group 137"
1949,"Product 1949","Llysstai","Product Group 137"
1951,"Product 1951","Llysstai","Product Group 137"
1954,"Product 1954","Llysstai","Product Group 137"
1961,"Product 1961","Llysstai","Product Group 137"
1968,"Product 1968","Llysstai","Product Group 137"
1970,"Product 1970","Llysstai","Product Group 137"
1971,"Product 1971","Llysstai","Product Group 137"
1972,"Product 1972","Llysstai","Product Group 137"
1974,"Product 1974","Llysstai","Product Group 141"
1975,"Product 1975","Llysstai","Product Group 141"
1977,"Product 1977","Llysstai","Product Group 141"
1979,"Product 1979","Llysstai","Product Group 141"
1980,"Product 1980","Llysstai","Product Group 141"
1981,"Product 1981","Llysstai","Product Group 141"
1982,"Product 1982","Llysstai","Product Group 141"
1987,"Product 1987","Llysstai","Product Group 141"
1988,"Product 1988","Llysstai","Product Group 141"
2226,"Product 2226","Llysstai","Product Group 9"
2230,"Product 2230","Llysstai","Product Group 9"
2232,"Product 2232","Llysstai","Product Group 9"
2234,"Product 2234","Llysstai","Product Group 9"
2236,"Product 2236","Llysstai","Product Group 9"
2237,"Product 2237","Llysstai","Product Group 9"
2240,"Product 2240","Llysstai","Product Group 9"
2244,"Product 2244","Llysstai","Product Group 9"
2247,"Product 2247","Llysstai","Product Group 9"
2248,"Product 2248","Llysstai","Product Group 9"
2252,"Product 2252","Llysstai","Product Group 9"
2253,"Product 2253","Llysstai","Product Group 9"
2254,"Product 2254","Llysstai","Product Group 9"
2255,"Product 2255","Llysstai","Product Group 9"
2257,"Product 2257","Llysstai","Product Group 9"
2258,"Product 2258","Llysstai","Product Group 9"
2259,"Product 2259","Llysstai","Product Group 9"
2260,"Product 2260","Llysstai","Product Group 9"
2261,"Product 2261","Llysstai","Product Group 9"
2263,"Product 2263","Llysstai","Product Group 9"
2264,"Product 2264","Llysstai","Product Group 9"
2265,"Product 2265","Llysstai","Product Group 9"
2266,"Product 2266","Llysstai","Product Group 9"
2267,"Product 2267","Llysstai","Product Group 9"
2269,"Product 2269","Llysstai","Product Group 9"
2270,"Product 2270","Llysstai","Product Group 9"
2272,"Product 2272","Llysstai","Product Group 9"
2273,"Product 2273","Llysstai","Product Group 9"
2275,"Product 2275","Llysstai","Product Group 9"
2276,"Product 2276","Llysstai","Product Group 9"
2280,"Product 2280","Llysstai","Product Group 9"
2283,"Product 2283","Llysstai","Product Group 9"
2296,"Product 2296","Llysstai","Product Group 9"
2305,"Product 2305","Llysstai","Product Group 9"
2306,"Product 2306","Llysstai","Product Group 9"
2337,"Product 2337","Llysstai","Product Group 9"
2338,"Product 2338","Llysstai","Product Group 9"
2339,"Product 2339","Llysstai","Product Group 9"
2344,"Product 2344","Llysstai","Product Group 9"
2346,"Product 2346","Llysstai","Product Group 9"
2347,"Product 2347","Llysstai","Product Group 9"
2351,"Product 2351","Llysstai","Product Group 9"
2352,"Product 2352","Llysstai","Product Group 9"
2363,"Product 2363","Llysstai","Product Group 9"
2366,"Product 2366","Llysstai","Product Group 9"
2368,"Product 2368","Llysstai","Product Group 9"
2373,"Product 2373","Llysstai","Product Group 9"
2380,"Product 2380","Llysstai","Product Group 9"
2392,"Product 2392","Llysstai","Product Group 9"
2393,"Product 2393","Llysstai","Product Group 9"
2401,"Product 2401","Llysstai","Product Group 9"
2402,"Product 2402","Llysstai","Product Group 9"
2409,"Product 2409","Llysstai","Product Group 9"
2410,"Product 2410","Llysstai","Product Group 9"
2412,"Product 2412","Llysstai","Product Group 9"
2413,"Product 2413","Llysstai","Product Group 9"
2414,"Product 2414","Llysstai","Product Group 9"
2415,"Product 2415","Llysstai","Product Group 9"
3,"Product 3","Etcer","Product Group 52"
6,"Product 6","Etcer","Product Group 52"
21,"Product 21","Etcer","Product Group 52"
22,"Product 22","Etcer","Product Group 52"
30,"Product 30","Etcer","Product Group 52"
32,"Product 32","Etcer","Product Group 52"
36,"Product 36","Etcer","Product Group 52"
37,"Product 37","Etcer","Product Group 52"
38,"Product 38","Etcer","Product Group 52"
39,"Product 39","Etcer","Product Group 52"
40,"Product 40","Etcer","Product Group 52"
41,"Product 41","Etcer","Product Group 52"
42,"Product 42","Etcer","Product Group 52"
43,"Product 43","Etcer","Product Group 52"
44,"Product 44","Etcer","Product Group 52"
45,"Product 45","Etcer","Product Group 52"
46,"Product 46","Etcer","Product Group 52"
47,"Product 47","Etcer","Product Group 52"
49,"Product 49","Etcer","Product Group 52"
51,"Product 51","Etcer","Product Group 52"
52,"Product 52","Etcer","Product Group 52"
53,"Product 53","Etcer","Product Group 52"
54,"Product 54","Etcer","Product Group 52"
57,"Product 57","Etcer","Product Group 52"
58,"Product 58","Etcer","Product Group 52"
59,"Product 59","Etcer","Product Group 52"
60,"Product 60","Etcer","Product Group 52"
63,"Product 63","Etcer","Product Group 52"
64,"Product 64","Etcer","Product Group 52"
66,"Product 66","Etcer","Product Group 52"
67,"Product 67","Etcer","Product Group 52"
69,"Product 69","Etcer","Product Group 52"
70,"Product 70","Etcer","Product Group 52"
71,"Product 71","Etcer","Product Group 52"
72,"Product 72","Etcer","Product Group 52"
73,"Product 73","Etcer","Product Group 52"
74,"Product 74","Etcer","Product Group 52"
75,"Product 75","Etcer","Product Group 52"
76,"Product 76","Etcer","Product Group 52"
77,"Product 77","Etcer","Product Group 52"
78,"Product 78","Etcer","Product Group 52"
79,"Product 79","Etcer","Product Group 52"
80,"Product 80","Etcer","Product Group 52"
81,"Product 81","Etcer","Product Group 52"
83,"Product 83","Etcer","Product Group 52"
120,"Product 120","Etcer","Product Group 52"
143,"Product 143","Etcer","Product Group 52"
152,"Product 152","Etcer","Product Group 52"
153,"Product 153","Etcer","Product Group 52"
154,"Product 154","Etcer","Product Group 52"
155,"Product 155","Etcer","Product Group 52"
156,"Product 156","Etcer","Product Group 52"
158,"Product 158","Etcer","Product Group 52"
162,"Product 162","Etcer","Product Group 52"
167,"Product 167","Etcer","Product Group 52"
171,"Product 171","Etcer","Product Group 52"
173,"Product 173","Etcer","Product Group 52"
175,"Product 175","Etcer","Product Group 52"
196,"Product 196","Etcer","Product Group 52"
197,"Product 197","Etcer","Product Group 52"
204,"Product 204","Etcer","Product Group 52"
207,"Product 207","Etcer","Product Group 52"
222,"Product 222","Etcer","Product Group 76"
235,"Product 235","Etcer","Product Group 76"
293,"Product 293","Etcer","Product Group 76"
300,"Product 300","Etcer","Product Group 76"
301,"Product 301","Etcer","Product Group 76"
303,"Product 303","Etcer","Product Group 76"
304,"Product 304","Etcer","Product Group 76"
305,"Product 305","Etcer","Product Group 76"
312,"Product 312","Etcer","Product Group 76"
319,"Product 319","Etcer","Product Group 76"
377,"Product 377","Etcer","Product Group 76"
384,"Product 384","Etcer","Product Group 76"
385,"Product 385","Etcer","Product Group 76"
405,"Product 405","Etcer","Product Group 76"
429,"Product 429","Etcer","Product Group 44"
430,"Product 430","Etcer","Product Group 44"
432,"Product 432","Etcer","Product Group 44"
433,"Product 433","Etcer","Product Group 44"
438,"Product 438","Etcer","Product Group 44"
439,"Product 439","Etcer","Product Group 44"
440,"Product 440","Etcer","Product Group 44"
441,"Product 441","Etcer","Product Group 44"
442,"Product 442","Etcer","Product Group 44"
444,"Product 444","Etcer","Product Group 44"
447,"Product 447","Etcer","Product Group 44"
448,"Product 448","Etcer","Product Group 44"
