Date,Year,MonthNo,Month,Quarter,YearMonth,WeekdayNo,Weekday,DateID
2016-01-29 00:00:00.000,2016,1,"Jan","Q1","2016-01",5,"Fri",20160129
2016-01-30 00:00:00.000,2016,1,"Jan","Q1","2016-01",6,"Sat",20160130
2016-01-31 00:00:00.000,2016,1,"Jan","Q1","2016-01",7,"Sun",20160131
2016-02-01 00:00:00.000,2016,2,"Feb","Q1","2016-02",1,"Mon",20160201
2016-02-02 00:00:00.000,2016,2,"Feb","Q1","2016-02",2,"Tue",20160202
2016-02-03 00:00:00.000,2016,2,"Feb","Q1","2016-02",3,"Wed",20160203
2016-02-04 00:00:00.000,2016,2,"Feb","Q1","2016-02",4,"Thu",20160204
2016-02-05 00:00:00.000,2016,2,"Feb","Q1","2016-02",5,"Fri",20160205
2016-02-06 00:00:00.000,2016,2,"Feb","Q1","2016-02",6,"Sat",20160206
2016-02-07 00:00:00.000,2016,2,"Feb","Q1","2016-02",7,"Sun",20160207
2016-02-08 00:00:00.000,2016,2,"Feb","Q1","2016-02",1,"Mon",20160208
2016-02-09 00:00:00.000,2016,2,"Feb","Q1","2016-02",2,"Tue",20160209
2016-02-10 00:00:00.000,2016,2,"Feb","Q1","2016-02",3,"Wed",20160210
2016-02-11 00:00:00.000,2016,2,"Feb","Q1","2016-02",4,"Thu",20160211
2016-02-12 00:00:00.000,2016,2,"Feb","Q1","2016-02",5,"Fri",20160212
2016-02-13 00:00:00.000,2016,2,"Feb","Q1","2016-02",6,"Sat",20160213
2016-02-14 00:00:00.000,2016,2,"Feb","Q1","2016-02",7,"Sun",20160214
2016-02-15 00:00:00.000,2016,2,"Feb","Q1","2016-02",1,"Mon",20160215
2016-02-16 00:00:00.000,2016,2,"Feb","Q1","2016-02",2,"Tue",20160216
2016-02-17 00:00:00.000,2016,2,"Feb","Q1","2016-02",3,"Wed",20160217
2016-02-18 00:00:00.000,2016,2,"Feb","Q1","2016-02",4,"Thu",20160218
2016-02-19 00:00:00.000,2016,2,"Feb","Q1","2016-02",5,"Fri",20160219
2016-02-20 00:00:00.000,2016,2,"Feb","Q1","2016-02",6,"Sat",20160220
2016-02-21 00:00:00.000,2016,2,"Feb","Q1","2016-02",7,"Sun",20160221
2016-02-22 00:00:00.000,2016,2,"Feb","Q1","2016-02",1,"Mon",20160222
2016-02-23 00:00:00.000,2016,2,"Feb","Q1","2016-02",2,"Tue",20160223
2016-02-24 00:00:00.000,2016,2,"Feb","Q1","2016-02",3,"Wed",20160224
2016-02-25 00:00:00.000,2016,2,"Feb","Q1","2016-02",4,"Thu",20160225
2016-02-26 00:00:00.000,2016,2,"Feb","Q1","2016-02",5,"Fri",20160226
2016-02-27 00:00:00.000,2016,2,"Feb","Q1","2016-02",6,"Sat",20160227
2016-02-28 00:00:00.000,2016,2,"Feb","Q1","2016-02",7,"Sun",20160228
2016-02-29 00:00:00.000,2016,2,"Feb","Q1","2016-02",1,"Mon",20160229
2016-03-01 00:00:00.000,2016,3,"Mar","Q1","2016-03",2,"Tue",20160301
2016-03-02 00:00:00.000,2016,3,"Mar","Q1","2016-03",3,"Wed",20160302
2016-03-03 00:00:00.000,2016,3,"Mar","Q1","2016-03",4,"Thu",20160303
2016-03-04 00:00:00.000,2016,3,"Mar","Q1","2016-03",5,"Fri",20160304
2016-03-05 00:00:00.000,2016,3,"Mar","Q1","2016-03",6,"Sat",20160305
2016-03-06 00:00:00.000,2016,3,"Mar","Q1","2016-03",7,"Sun",20160306
2016-03-07 00:00:00.000,2016,3,"Mar","Q1","2016-03",1,"Mon",20160307
2016-03-08 00:00:00.000,2016,3,"Mar","Q1","2016-03",2,"Tue",20160308
2016-03-09 00:00:00.000,2016,3,"Mar","Q1","2016-03",3,"Wed",20160309
2016-03-10 00:00:00.000,2016,3,"Mar","Q1","2016-03",4,"Thu",20160310
2016-03-11 00:00:00.000,2016,3,"Mar","Q1","2016-03",5,"Fri",20160311
2016-03-12 00:00:00.000,2016,3,"Mar","Q1","2016-03",6,"Sat",20160312
2016-03-13 00:00:00.000,2016,3,"Mar","Q1","2016-03",7,"Sun",20160313
2016-03-14 00:00:00.000,2016,3,"Mar","Q1","2016-03",1,"Mon",20160314
2016-03-15 00:00:00.000,2016,3,"Mar","Q1","2016-03",2,"Tue",20160315
2016-03-16 00:00:00.000,2016,3,"Mar","Q1","2016-03",3,"Wed",20160316
2016-03-17 00:00:00.000,2016,3,"Mar","Q1","2016-03",4,"Thu",20160317
2016-03-18 00:00:00.000,2016,3,"Mar","Q1","2016-03",5,"Fri",20160318
2016-03-19 00:00:00.000,2016,3,"Mar","Q1","2016-03",6,"Sat",20160319
2016-03-20 00:00:00.000,2016,3,"Mar","Q1","2016-03",7,"Sun",20160320
2016-03-21 00:00:00.000,2016,3,"Mar","Q1","2016-03",1,"Mon",20160321
2016-03-22 00:00:00.000,2016,3,"Mar","Q1","2016-03",2,"Tue",20160322
2016-03-23 00:00:00.000,2016,3,"Mar","Q1","2016-03",3,"Wed",20160323
2016-03-24 00:00:00.000,2016,3,"Mar","Q1","2016-03",4,"Thu",20160324
2016-03-25 00:00:00.000,2016,3,"Mar","Q1","2016-03",5,"Fri",20160325
2016-03-26 00:00:00.000,2016,3,"Mar","Q1","2016-03",6,"Sat",20160326
2016-03-27 00:00:00.000,2016,3,"Mar","Q1","2016-03",7,"Sun",20160327
2016-03-28 00:00:00.000,2016,3,"Mar","Q1","2016-03",1,"Mon",20160328
2016-03-29 00:00:00.000,2016,3,"Mar","Q1","2016-03",2,"Tue",20160329
2016-03-30 00:00:00.000,2016,3,"Mar","Q1","2016-03",3,"Wed",20160330
2016-03-31 00:00:00.000,2016,3,"Mar","Q1","2016-03",4,"Thu",20160331
2016-04-01 00:00:00.000,2016,4,"Apr","Q2","2016-04",5,"Fri",20160401
2016-04-02 00:00:00.000,2016,4,"Apr","Q2","2016-04",6,"Sat",20160402
2016-04-03 00:00:00.000,2016,4,"Apr","Q2","2016-04",7,"Sun",20160403
2016-04-04 00:00:00.000,2016,4,"Apr","Q2","2016-04",1,"Mon",20160404
2016-04-05 00:00:00.000,2016,4,"Apr","Q2","2016-04",2,"Tue",20160405
2016-04-06 00:00:00.000,2016,4,"Apr","Q2","2016-04",3,"Wed",20160406
2016-04-07 00:00:00.000,2016,4,"Apr","Q2","2016-04",4,"Thu",20160407
2016-04-08 00:00:00.000,2016,4,"Apr","Q2","2016-04",5,"Fri",20160408
2016-04-09 00:00:00.000,2016,4,"Apr","Q2","2016-04",6,"Sat",20160409
2016-04-10 00:00:00.000,2016,4,"Apr","Q2","2016-04",7,"Sun",20160410
2016-04-11 00:00:00.000,2016,4,"Apr","Q2","2016-04",1,"Mon",20160411
2016-04-12 00:00:00.000,2016,4,"Apr","Q2","2016-04",2,"Tue",20160412
2016-04-13 00:00:00.000,2016,4,"Apr","Q2","2016-04",3,"Wed",20160413
2016-04-14 00:00:00.000,2016,4,"Apr","Q2","2016-04",4,"Thu",20160414
2016-04-15 00:00:00.000,2016,4,"Apr","Q2","2016-04",5,"Fri",20160415
2016-04-16 00:00:00.000,2016,4,"Apr","Q2","2016-04",6,"Sat",20160416
2016-04-17 00:00:00.000,2016,4,"Apr","Q2","2016-04",7,"Sun",20160417
2016-04-18 00:00:00.000,2016,4,"Apr","Q2","2016-04",1,"Mon",20160418
2016-04-19 00:00:00.000,2016,4,"Apr","Q2","2016-04",2,"Tue",20160419
2016-04-20 00:00:00.000,2016,4,"Apr","Q2","2016-04",3,"Wed",20160420
2016-04-21 00:00:00.000,2016,4,"Apr","Q2","2016-04",4,"Thu",20160421
2016-04-22 00:00:00.000,2016,4,"Apr","Q2","2016-04",5,"Fri",20160422
2016-04-23 00:00:00.000,2016,4,"Apr","Q2","2016-04",6,"Sat",20160423
2016-04-24 00:00:00.000,2016,4,"Apr","Q2","2016-04",7,"Sun",20160424
2016-04-25 00:00:00.000,2016,4,"Apr","Q2","2016-04",1,"Mon",20160425
2016-04-26 00:00:00.000,2016,4,"Apr","Q2","2016-04",2,"Tue",20160426
2016-04-27 00:00:00.000,2016,4,"Apr","Q2","2016-04",3,"Wed",20160427
2016-04-28 00:00:00.000,2016,4,"Apr","Q2","2016-04",4,"Thu",20160428
2016-04-29 00:00:00.000,2016,4,"Apr","Q2","2016-04",5,"Fri",20160429
2016-04-30 00:00:00.000,2016,4,"Apr","Q2","2016-04",6,"Sat",20160430
2016-05-01 00:00:00.000,2016,5,"May","Q2","2016-05",7,"Sun",20160501
2016-05-02 00:00:00.000,2016,5,"May","Q2","2016-05",1,"Mon",20160502
2016-05-03 00:00:00.000,2016,5,"May","Q2","2016-05",2,"Tue",20160503
2016-05-04 00:00:00.000,2016,5,"May","Q2","2016-05",3,"Wed",20160504
2016-05-05 00:00:00.000,2016,5,"May","Q2","2016-05",4,"Thu",20160505
2016-05-06 00:00:00.000,2016,5,"May","Q2","2016-05",5,"Fri",20160506
2016-05-07 00:00:00.000,2016,5,"May","Q2","2016-05",6,"Sat",20160507
2016-05-08 00:00:00.000,2016,5,"May","Q2","2016-05",7,"Sun",20160508
2016-05-09 00:00:00.000,2016,5,"May","Q2","2016-05",1,"Mon",20160509
2016-05-10 00:00:00.000,2016,5,"May","Q2","2016-05",2,"Tue",20160510
2016-05-11 00:00:00.000,2016,5,"May","Q2","2016-05",3,"Wed",20160511
2016-05-12 00:00:00.000,2016,5,"May","Q2","2016-05",4,"Thu",20160512
2016-05-13 00:00:00.000,2016,5,"May","Q2","2016-05",5,"Fri",20160513
2016-05-14 00:00:00.000,2016,5,"May","Q2","2016-05",6,"Sat",20160514
2016-05-15 00:00:00.000,2016,5,"May","Q2","2016-05",7,"Sun",20160515
2016-05-16 00:00:00.000,2016,5,"May","Q2","2016-05",1,"Mon",20160516
2016-05-17 00:00:00.000,2016,5,"May","Q2","2016-05",2,"Tue",20160517
2016-05-18 00:00:00.000,2016,5,"May","Q2","2016-05",3,"Wed",20160518
2016-05-19 00:00:00.000,2016,5,"May","Q2","2016-05",4,"Thu",20160519
2016-05-20 00:00:00.000,2016,5,"May","Q2","2016-05",5,"Fri",20160520
2016-05-21 00:00:00.000,2016,5,"May","Q2","2016-05",6,"Sat",20160521
2016-05-22 00:00:00.000,2016,5,"May","Q2","2016-05",7,"Sun",20160522
2016-05-23 00:00:00.000,2016,5,"May","Q2","2016-05",1,"Mon",20160523
2016-05-24 00:00:00.000,2016,5,"May","Q2","2016-05",2,"Tue",20160524
2016-05-25 00:00:00.000,2016,5,"May","Q2","2016-05",3,"Wed",20160525
2016-05-26 00:00:00.000,2016,5,"May","Q2","2016-05",4,"Thu",20160526
2016-05-27 00:00:00.000,2016,5,"May","Q2","2016-05",5,"Fri",20160527
2016-05-28 00:00:00.000,2016,5,"May","Q2","2016-05",6,"Sat",20160528
2016-05-29 00:00:00.000,2016,5,"May","Q2","2016-05",7,"Sun",20160529
2016-05-30 00:00:00.000,2016,5,"May","Q2","2016-05",1,"Mon",20160530
2016-05-31 00:00:00.000,2016,5,"May","Q2","2016-05",2,"Tue",20160531
2016-06-01 00:00:00.000,2016,6,"Jun","Q2","2016-06",3,"Wed",20160601
2016-06-02 00:00:00.000,2016,6,"Jun","Q2","2016-06",4,"Thu",20160602
2016-06-03 00:00:00.000,2016,6,"Jun","Q2","2016-06",5,"Fri",20160603
2016-06-04 00:00:00.000,2016,6,"Jun","Q2","2016-06",6,"Sat",20160604
2016-06-05 00:00:00.000,2016,6,"Jun","Q2","2016-06",7,"Sun",20160605
2016-06-06 00:00:00.000,2016,6,"Jun","Q2","2016-06",1,"Mon",20160606
2016-06-07 00:00:00.000,2016,6,"Jun","Q2","2016-06",2,"Tue",20160607
2016-06-08 00:00:00.000,2016,6,"Jun","Q2","2016-06",3,"Wed",20160608
2016-06-09 00:00:00.000,2016,6,"Jun","Q2","2016-06",4,"Thu",20160609
2016-06-10 00:00:00.000,2016,6,"Jun","Q2","2016-06",5,"Fri",20160610
2016-06-11 00:00:00.000,2016,6,"Jun","Q2","2016-06",6,"Sat",20160611
2016-06-12 00:00:00.000,2016,6,"Jun","Q2","2016-06",7,"Sun",20160612
2016-06-13 00:00:00.000,2016,6,"Jun","Q2","2016-06",1,"Mon",20160613
2016-06-14 00:00:00.000,2016,6,"Jun","Q2","2016-06",2,"Tue",20160614
2016-06-15 00:00:00.000,2016,6,"Jun","Q2","2016-06",3,"Wed",20160615
2016-06-16 00:00:00.000,2016,6,"Jun","Q2","2016-06",4,"Thu",20160616
2016-06-17 00:00:00.000,2016,6,"Jun","Q2","2016-06",5,"Fri",20160617
2016-06-18 00:00:00.000,2016,6,"Jun","Q2","2016-06",6,"Sat",20160618
2016-06-19 00:00:00.000,2016,6,"Jun","Q2","2016-06",7,"Sun",20160619
2016-06-20 00:00:00.000,2016,6,"Jun","Q2","2016-06",1,"Mon",20160620
2016-06-21 00:00:00.000,2016,6,"Jun","Q2","2016-06",2,"Tue",20160621
2016-06-22 00:00:00.000,2016,6,"Jun","Q2","2016-06",3,"Wed",20160622
2016-06-23 00:00:00.000,2016,6,"Jun","Q2","2016-06",4,"Thu",20160623
2016-06-24 00:00:00.000,2016,6,"Jun","Q2","2016-06",5,"Fri",20160624
2016-06-25 00:00:00.000,2016,6,"Jun","Q2","2016-06",6,"Sat",20160625
2016-06-26 00:00:00.000,2016,6,"Jun","Q2","2016-06",7,"Sun",20160626
2016-06-27 00:00:00.000,2016,6,"Jun","Q2","2016-06",1,"Mon",20160627
2016-06-28 00:00:00.000,2016,6,"Jun","Q2","2016-06",2,"Tue",20160628
2016-06-29 00:00:00.000,2016,6,"Jun","Q2","2016-06",3,"Wed",20160629
2016-06-30 00:00:00.000,2016,6,"Jun","Q2","2016-06",4,"Thu",20160630
2016-07-01 00:00:00.000,2016,7,"Jul","Q3","2016-07",5,"Fri",20160701
2016-07-02 00:00:00.000,2016,7,"Jul","Q3","2016-07",6,"Sat",20160702
2016-07-03 00:00:00.000,2016,7,"Jul","Q3","2016-07",7,"Sun",20160703
2016-07-04 00:00:00.000,2016,7,"Jul","Q3","2016-07",1,"Mon",20160704
2016-07-05 00:00:00.000,2016,7,"Jul","Q3","2016-07",2,"Tue",20160705
2016-07-06 00:00:00.000,2016,7,"Jul","Q3","2016-07",3,"Wed",20160706
2016-07-07 00:00:00.000,2016,7,"Jul","Q3","2016-07",4,"Thu",20160707
2016-07-08 00:00:00.000,2016,7,"Jul","Q3","2016-07",5,"Fri",20160708
2016-07-09 00:00:00.000,2016,7,"Jul","Q3","2016-07",6,"Sat",20160709
2016-07-10 00:00:00.000,2016,7,"Jul","Q3","2016-07",7,"Sun",20160710
2016-07-11 00:00:00.000,2016,7,"Jul","Q3","2016-07",1,"Mon",20160711
2016-07-12 00:00:00.000,2016,7,"Jul","Q3","2016-07",2,"Tue",20160712
2016-07-13 00:00:00.000,2016,7,"Jul","Q3","2016-07",3,"Wed",20160713
2016-07-14 00:00:00.000,2016,7,"Jul","Q3","2016-07",4,"Thu",20160714
2016-07-15 00:00:00.000,2016,7,"Jul","Q3","2016-07",5,"Fri",20160715
2016-07-16 00:00:00.000,2016,7,"Jul","Q3","2016-07",6,"Sat",20160716
2016-07-17 00:00:00.000,2016,7,"Jul","Q3","2016-07",7,"Sun",20160717
2016-07-18 00:00:00.000,2016,7,"Jul","Q3","2016-07",1,"Mon",20160718
2016-07-19 00:00:00.000,2016,7,"Jul","Q3","2016-07",2,"Tue",20160719
2016-07-20 00:00:00.000,2016,7,"Jul","Q3","2016-07",3,"Wed",20160720
2016-07-21 00:00:00.000,2016,7,"Jul","Q3","2016-07",4,"Thu",20160721
2016-07-22 00:00:00.000,2016,7,"Jul","Q3","2016-07",5,"Fri",20160722
2016-07-23 00:00:00.000,2016,7,"Jul","Q3","2016-07",6,"Sat",20160723
2016-07-24 00:00:00.000,2016,7,"Jul","Q3","2016-07",7,"Sun",20160724
2016-07-25 00:00:00.000,2016,7,"Jul","Q3","2016-07",1,"Mon",20160725
2016-07-26 00:00:00.000,2016,7,"Jul","Q3","2016-07",2,"Tue",20160726
2016-07-27 00:00:00.000,2016,7,"Jul","Q3","2016-07",3,"Wed",20160727
2016-07-28 00:00:00.000,2016,7,"Jul","Q3","2016-07",4,"Thu",20160728
2016-07-29 00:00:00.000,2016,7,"Jul","Q3","2016-07",5,"Fri",20160729
2016-07-30 00:00:00.000,2016,7,"Jul","Q3","2016-07",6,"Sat",20160730
2016-07-31 00:00:00.000,2016,7,"Jul","Q3","2016-07",7,"Sun",20160731
2016-08-01 00:00:00.000,2016,8,"Aug","Q3","2016-08",1,"Mon",20160801
2016-08-02 00:00:00.000,2016,8,"Aug","Q3","2016-08",2,"Tue",20160802
2016-08-03 00:00:00.000,2016,8,"Aug","Q3","2016-08",3,"Wed",20160803
2016-08-04 00:00:00.000,2016,8,"Aug","Q3","2016-08",4,"Thu",20160804
2016-08-05 00:00:00.000,2016,8,"Aug","Q3","2016-08",5,"Fri",20160805
2016-08-06 00:00:00.000,2016,8,"Aug","Q3","2016-08",6,"Sat",20160806
2016-08-07 00:00:00.000,2016,8,"Aug","Q3","2016-08",7,"Sun",20160807
2016-08-08 00:00:00.000,2016,8,"Aug","Q3","2016-08",1,"Mon",20160808
2016-08-09 00:00:00.000,2016,8,"Aug","Q3","2016-08",2,"Tue",20160809
2016-08-10 00:00:00.000,2016,8,"Aug","Q3","2016-08",3,"Wed",20160810
2016-08-11 00:00:00.000,2016,8,"Aug","Q3","2016-08",4,"Thu",20160811
2016-08-12 00:00:00.000,2016,8,"Aug","Q3","2016-08",5,"Fri",20160812
2016-08-13 00:00:00.000,2016,8,"Aug","Q3","2016-08",6,"Sat",20160813
2016-08-14 00:00:00.000,2016,8,"Aug","Q3","2016-08",7,"Sun",20160814
2016-08-15 00:00:00.000,2016,8,"Aug","Q3","2016-08",1,"Mon",20160815
2016-08-16 00:00:00.000,2016,8,"Aug","Q3","2016-08",2,"Tue",20160816
2016-08-17 00:00:00.000,2016,8,"Aug","Q3","2016-08",3,"Wed",20160817
2016-08-18 00:00:00.000,2016,8,"Aug","Q3","2016-08",4,"Thu",20160818
2016-08-19 00:00:00.000,2016,8,"Aug","Q3","2016-08",5,"Fri",20160819
2016-08-20 00:00:00.000,2016,8,"Aug","Q3","2016-08",6,"Sat",20160820
2016-08-21 00:00:00.000,2016,8,"Aug","Q3","2016-08",7,"Sun",20160821
2016-08-22 00:00:00.000,2016,8,"Aug","Q3","2016-08",1,"Mon",20160822
2016-08-23 00:00:00.000,2016,8,"Aug","Q3","2016-08",2,"Tue",20160823
2016-08-24 00:00:00.000,2016,8,"Aug","Q3","2016-08",3,"Wed",20160824
2016-08-25 00:00:00.000,2016,8,"Aug","Q3","2016-08",4,"Thu",20160825
2016-08-26 00:00:00.000,2016,8,"Aug","Q3","2016-08",5,"Fri",20160826
2016-08-27 00:00:00.000,2016,8,"Aug","Q3","2016-08",6,"Sat",20160827
2016-08-28 00:00:00.000,2016,8,"Aug","Q3","2016-08",7,"Sun",20160828
2016-08-29 00:00:00.000,2016,8,"Aug","Q3","2016-08",1,"Mon",20160829
2016-08-30 00:00:00.000,2016,8,"Aug","Q3","2016-08",2,"Tue",20160830
2016-08-31 00:00:00.000,2016,8,"Aug","Q3","2016-08",3,"Wed",20160831
2016-09-01 00:00:00.000,2016,9,"Sep","Q3","2016-09",4,"Thu",20160901
2016-09-02 00:00:00.000,2016,9,"Sep","Q3","2016-09",5,"Fri",20160902
2016-09-03 00:00:00.000,2016,9,"Sep","Q3","2016-09",6,"Sat",20160903
2016-09-04 00:00:00.000,2016,9,"Sep","Q3","2016-09",7,"Sun",20160904
2016-09-05 00:00:00.000,2016,9,"Sep","Q3","2016-09",1,"Mon",20160905
2016-09-06 00:00:00.000,2016,9,"Sep","Q3","2016-09",2,"Tue",20160906
2016-09-07 00:00:00.000,2016,9,"Sep","Q3","2016-09",3,"Wed",20160907
2016-09-08 00:00:00.000,2016,9,"Sep","Q3","2016-09",4,"Thu",20160908
2016-09-09 00:00:00.000,2016,9,"Sep","Q3","2016-09",5,"Fri",20160909
2016-09-10 00:00:00.000,2016,9,"Sep","Q3","2016-09",6,"Sat",20160910
2016-09-11 00:00:00.000,2016,9,"Sep","Q3","2016-09",7,"Sun",20160911
2016-09-12 00:00:00.000,2016,9,"Sep","Q3","2016-09",1,"Mon",20160912
2016-09-13 00:00:00.000,2016,9,"Sep","Q3","2016-09",2,"Tue",20160913
2016-09-14 00:00:00.000,2016,9,"Sep","Q3","2016-09",3,"Wed",20160914
2016-09-15 00:00:00.000,2016,9,"Sep","Q3","2016-09",4,"Thu",20160915
2016-09-16 00:00:00.000,2016,9,"Sep","Q3","2016-09",5,"Fri",20160916
2016-09-17 00:00:00.000,2016,9,"Sep","Q3","2016-09",6,"Sat",20160917
2016-09-18 00:00:00.000,2016,9,"Sep","Q3","2016-09",7,"Sun",20160918
2016-09-19 00:00:00.000,2016,9,"Sep","Q3","2016-09",1,"Mon",20160919
2016-09-20 00:00:00.000,2016,9,"Sep","Q3","2016-09",2,"Tue",20160920
2016-09-21 00:00:00.000,2016,9,"Sep","Q3","2016-09",3,"Wed",20160921
2016-09-22 00:00:00.000,2016,9,"Sep","Q3","2016-09",4,"Thu",20160922
2016-09-23 00:00:00.000,2016,9,"Sep","Q3","2016-09",5,"Fri",20160923
2016-09-24 00:00:00.000,2016,9,"Sep","Q3","2016-09",6,"Sat",20160924
2016-09-25 00:00:00.000,2016,9,"Sep","Q3","2016-09",7,"Sun",20160925
2016-09-26 00:00:00.000,2016,9,"Sep","Q3","2016-09",1,"Mon",20160926
2016-09-27 00:00:00.000,2016,9,"Sep","Q3","2016-09",2,"Tue",20160927
2016-09-28 00:00:00.000,2016,9,"Sep","Q3","2016-09",3,"Wed",20160928
2016-09-29 00:00:00.000,2016,9,"Sep","Q3","2016-09",4,"Thu",20160929
2016-09-30 00:00:00.000,2016,9,"Sep","Q3","2016-09",5,"Fri",20160930
2016-10-01 00:00:00.000,2016,10,"Oct","Q4","2016-10",6,"Sat",20161001
2016-10-02 00:00:00.000,2016,10,"Oct","Q4","2016-10",7,"Sun",20161002
2016-10-03 00:00:00.000,2016,10,"Oct","Q4","2016-10",1,"Mon",20161003
2016-10-04 00:00:00.000,2016,10,"Oct","Q4","2016-10",2,"Tue",20161004
2016-10-05 00:00:00.000,2016,10,"Oct","Q4","2016-10",3,"Wed",20161005
2016-10-06 00:00:00.000,2016,10,"Oct","Q4","2016-10",4,"Thu",20161006
2016-10-07 00:00:00.000,2016,10,"Oct","Q4","2016-10",5,"Fri",20161007
2016-10-08 00:00:00.000,2016,10,"Oct","Q4","2016-10",6,"Sat",20161008
2016-10-09 00:00:00.000,2016,10,"Oct","Q4","2016-10",7,"Sun",20161009
2016-10-10 00:00:00.000,2016,10,"Oct","Q4","2016-10",1,"Mon",20161010
2016-10-11 00:00:00.000,2016,10,"Oct","Q4","2016-10",2,"Tue",20161011
2016-10-12 00:00:00.000,2016,10,"Oct","Q4","2016-10",3,"Wed",20161012
2016-10-13 00:00:00.000,2016,10,"Oct","Q4","2016-10",4,"Thu",20161013
2016-10-14 00:00:00.000,2016,10,"Oct","Q4","2016-10",5,"Fri",20161014
2016-10-15 00:00:00.000,2016,10,"Oct","Q4","2016-10",6,"Sat",20161015
2016-10-16 00:00:00.000,2016,10,"Oct","Q4","2016-10",7,"Sun",20161016
2016-10-17 00:00:00.000,2016,10,"Oct","Q4","2016-10",1,"Mon",20161017
2016-10-18 00:00:00.000,2016,10,"Oct","Q4","2016-10",2,"Tue",20161018
2016-10-19 00:00:00.000,2016,10,"Oct","Q4","2016-10",3,"Wed",20161019
2016-10-20 00:00:00.000,2016,10,"Oct","Q4","2016-10",4,"Thu",20161020
2016-10-21 00:00:00.000,2016,10,"Oct","Q4","2016-10",5,"Fri",20161021
2016-10-22 00:00:00.000,2016,10,"Oct","Q4","2016-10",6,"Sat",20161022
2016-10-23 00:00:00.000,2016,10,"Oct","Q4","2016-10",7,"Sun",20161023
2016-10-24 00:00:00.000,2016,10,"Oct","Q4","2016-10",1,"Mon",20161024
2016-10-25 00:00:00.000,2016,10,"Oct","Q4","2016-10",2,"Tue",20161025
2016-10-26 00:00:00.000,2016,10,"Oct","Q4","2016-10",3,"Wed",20161026
2016-10-27 00:00:00.000,2016,10,"Oct","Q4","2016-10",4,"Thu",20161027
2016-10-28 00:00:00.000,2016,10,"Oct","Q4","2016-10",5,"Fri",20161028
2016-10-29 00:00:00.000,2016,10,"Oct","Q4","2016-10",6,"Sat",20161029
2016-10-30 00:00:00.000,2016,10,"Oct","Q4","2016-10",7,"Sun",20161030
2016-10-31 00:00:00.000,2016,10,"Oct","Q4","2016-10",1,"Mon",20161031
2016-11-01 00:00:00.000,2016,11,"Nov","Q4","2016-11",2,"Tue",20161101
2016-11-02 00:00:00.000,2016,11,"Nov","Q4","2016-11",3,"Wed",20161102
2016-11-03 00:00:00.000,2016,11,"Nov","Q4","2016-11",4,"Thu",20161103
2016-11-04 00:00:00.000,2016,11,"Nov","Q4","2016-11",5,"Fri",20161104
2016-11-05 00:00:00.000,2016,11,"Nov","Q4","2016-11",6,"Sat",20161105
