Zip,city,state,latitude,longitude,timezone,dst
10030,"New York","NY",40.818151,-73.94351,-5,1
10031,"New York","NY",40.826201,-73.94879,-5,1
10032,"New York","NY",40.840686,-73.94154,-5,1
10033,"New York","NY",40.848764,-73.93496,-5,1
10034,"New York","NY",40.867653,-73.92,-5,1
10035,"New York","NY",40.802395,-73.93359,-5,1
10036,"New York","NY",40.759511,-73.99019,-5,1
10037,"New York","NY",40.813385,-73.93616,-5,1
10038,"New York","NY",40.709677,-74.00365,-5,1
10039,"New York","NY",40.826181,-73.9371,-5,1
10040,"New York","NY",40.858704,-73.92853,-5,1
10041,"New York","NY",40.703042,-74.01009,-5,1
10044,"New York","NY",40.762174,-73.94917,-5,1
10045,"New York","NY",40.70859,-74.008687,-5,1
10048,"New York","NY",40.712086,-74.01227,-5,1
10069,"New York","NY",40.775477,-73.9905,-5,1
10095,"New York","NY",40.748181,-73.988421,-5,1
10098,"New York","NY",40.748181,-73.988421,-5,1
10103,"New York","NY",40.760915,-73.97785,-5,1
10104,"New York","NY",40.760943,-73.979908,-5,1
10105,"New York","NY",40.762808,-73.978534,-5,1
10106,"New York","NY",40.765243,-73.980438,-5,1
10107,"New York","NY",40.766429,-73.982728,-5,1
10110,"New York","NY",40.753987,-73.980811,-5,1
10111,"New York","NY",40.759235,-73.97775,-5,1
10112,"New York","NY",40.759291,-73.97979,-5,1
10115,"New York","NY",40.810906,-73.96375,-5,1
10118,"New York","NY",40.748998,-73.986467,-5,1
10119,"New York","NY",40.750824,-73.99289,-5,1
10120,"New York","NY",40.750629,-73.989426,-5,1
10121,"New York","NY",40.74964,-73.991889,-5,1
10122,"New York","NY",40.751757,-73.992171,-5,1
10123,"New York","NY",40.751489,-73.990537,-5,1
10128,"New York","NY",40.781894,-73.95039,-5,1
10151,"New York","NY",40.763419,-73.973971,-5,1
10152,"New York","NY",40.758611,-73.97223,-5,1
10153,"New York","NY",40.763742,-73.97268,-5,1
10154,"New York","NY",40.757986,-73.97267,-5,1
10155,"New York","NY",40.761104,-73.968036,-5,1
10158,"New York","NY",40.749435,-73.9758,-5,1
10162,"New York","NY",40.769334,-73.94893,-5,1
10165,"New York","NY",40.752354,-73.9789,-5,1
10166,"New York","NY",40.754591,-73.976238,-5,1
10167,"New York","NY",40.754862,-73.97495,-5,1
10168,"New York","NY",40.751933,-73.976794,-5,1
10169,"New York","NY",40.754463,-73.97606,-5,1
10170,"New York","NY",40.752859,-73.97608,-5,1
10171,"New York","NY",40.756099,-73.97401,-5,1
10172,"New York","NY",40.755494,-73.97447,-5,1
10173,"New York","NY",40.754302,-73.97955,-5,1
10174,"New York","NY",40.751656,-73.97516,-5,1
10175,"New York","NY",40.754305,-73.979782,-5,1
10176,"New York","NY",40.75557,-73.978877,-5,1
10177,"New York","NY",40.755345,-73.97609,-5,1
10178,"New York","NY",40.751378,-73.978507,-5,1
10199,"New York","NY",40.750308,-74.00058,-5,1
10250,"New York","NY",40.709387,-74.016529,-5,1
10270,"New York","NY",40.706925,-74.008154,-5,1
10271,"New York","NY",40.708669,-74.01043,-5,1
10278,"New York","NY",40.715721,-74.00395,-5,1
10279,"New York","NY",40.713062,-74.00857,-5,1
10280,"New York","NY",40.707467,-74.0178,-5,1
10281,"New York","NY",40.714643,-74.014958,-5,1
10282,"New York","NY",40.717179,-74.01433,-5,1
10285,"New York","NY",40.71533,-74.016306,-5,1
10286,"New York","NY",40.714231,-74.011895,-5,1
10422,"New York","NY",40.828279,-73.869454,-5,1
11286,"New York","NY",40.658825,-74.004495,-5,1
11302,"New York","NY",40.75945,-73.715016,-5,1
11517,"New York","NY",40.679845,-73.986415,-5,1
501,"Holtsville","NY",40.922326,-72.637078,-5,1
544,"Holtsville","NY",40.922326,-72.637078,-5,1
6390,"Fishers Island","NY",41.261936,-72.00708,-5,1
10301,"Staten Island","NY",40.631775,-74.09432,-5,1
10302,"Staten Island","NY",40.631127,-74.13715,-5,1
10303,"Staten Island","NY",40.629447999999996,-74.16239,-5,1
10304,"Staten Island","NY",40.60787,-74.08991,-5,1
10305,"Staten Island","NY",40.599021,-74.07503,-5,1
10306,"Staten Island","NY",40.569394,-74.11785,-5,1
10307,"Staten Island","NY",40.508274,-74.24387,-5,1
10308,"Staten Island","NY",40.551353,-74.15098,-5,1
10309,"Staten Island","NY",40.529749,-74.21304,-5,1
10310,"Staten Island","NY",40.63212,-74.11551,-5,1
10311,"Staten Island","NY",40.605245,-74.179485,-5,1
10312,"Staten Island","NY",40.543117,-74.17628,-5,1
10313,"Staten Island","NY",40.564393,-74.146836,-5,1
10314,"Staten Island","NY",40.606337,-74.14513,-5,1
10451,"Bronx","NY",40.819729,-73.9223,-5,1
10452,"Bronx","NY",40.838745,-73.92234,-5,1
10453,"Bronx","NY",40.853017,-73.91214,-5,1
10454,"Bronx","NY",40.805968,-73.91628,-5,1
10455,"Bronx","NY",40.815559,-73.90771,-5,1
10456,"Bronx","NY",40.829676,-73.90856,-5,1
10457,"Bronx","NY",40.846745,-73.89861,-5,1
10458,"Bronx","NY",40.864166,-73.88881,-5,1
10459,"Bronx","NY",40.825432,-73.89327,-5,1
10460,"Bronx","NY",40.84095,-73.88036,-5,1
10461,"Bronx","NY",40.842917,-73.83819,-5,1
10462,"Bronx","NY",40.842173,-73.85862,-5,1
10463,"Bronx","NY",40.881086,-73.90749,-5,1
10464,"Bronx","NY",40.857017,-73.78903,-5,1
10465,"Bronx","NY",40.825727,-73.81752,-5,1
10466,"Bronx","NY",40.89095,-73.84702,-5,1
10467,"Bronx","NY",40.872265,-73.86937,-5,1
10468,"Bronx","NY",40.867107,-73.89916,-5,1
10469,"Bronx","NY",40.868643,-73.84735,-5,1
10470,"Bronx","NY",40.900629,-73.86072,-5,1
10471,"Bronx","NY",40.900819,-73.90347,-5,1
10472,"Bronx","NY",40.830409,-73.86845,-5,1
10473,"Bronx","NY",40.818514,-73.85893,-5,1
10474,"Bronx","NY",40.81321,-73.88755,-5,1
10475,"Bronx","NY",40.878522,-73.82541,-5,1
10499,"Bronx","NY",40.851549,-73.840908,-5,1
10501,"Amawalk","NY",41.289939,-73.76493,-5,1
10502,"Ardsley","NY",41.011324,-73.84152,-5,1
10503,"Ardsley On Hudson","NY",41.024855,-73.87513,-5,1
10504,"Armonk","NY",41.129908,-73.70352,-5,1
10505,"Baldwin Place","NY",41.33431,-73.749244,-5,1
10506,"Bedford","NY",41.195778,-73.62777,-5,1
10507,"Bedford Hills","NY",41.236931,-73.69018,-5,1
10509,"Brewster","NY",41.41362,-73.59556,-5,1
10510,"Briarcliff Manor","NY",41.146297,-73.83311,-5,1
10511,"Buchanan","NY",41.260283,-73.94033,-5,1
10512,"Carmel","NY",41.444833,-73.6845,-5,1
10514,"Chappaqua","NY",41.167455,-73.77597,-5,1
10516,"Cold Spring","NY",41.440695,-73.9314,-5,1
10517,"Crompond","NY",41.300561,-73.861217,-5,1
10518,"Cross River","NY",41.269072,-73.60493,-5,1
10519,"Croton Falls","NY",41.34598,-73.66199,-5,1
10520,"Croton On Hudson","NY",41.215541,-73.88543,-5,1
10521,"Croton On Hudson","NY",41.234256,-73.926165,-5,1
10522,"Dobbs Ferry","NY",41.012729,-73.86602,-5,1
10523,"Elmsford","NY",41.057089,-73.81658,-5,1
10524,"Garrison","NY",41.363063,-73.92154,-5,1
10526,"Goldens Bridge","NY",41.294561,-73.66701,-5,1
10527,"Granite Springs","NY",41.319026,-73.7576,-5,1
10528,"Harrison","NY",40.972667,-73.71886,-5,1
10530,"Hartsdale","NY",41.025114,-73.80635,-5,1
10532,"Hawthorne","NY",41.103664,-73.7958,-5,1
10533,"Irvington","NY",41.039005,-73.8635,-5,1
10535,"Jefferson Valley","NY",41.331173,-73.80208,-5,1
10536,"Katonah","NY",41.265478,-73.68512,-5,1
10537,"Lake Peekskill","NY",41.337335,-73.88689,-5,1
10538,"Larchmont","NY",40.933089,-73.75615,-5,1
10540,"Lincolndale","NY",41.333398,-73.724257,-5,1
10541,"Mahopac","NY",41.372419,-73.75367,-5,1
10542,"Mahopac Falls","NY",41.372581,-73.760132,-5,1
10543,"Mamaroneck","NY",40.952892,-73.7346,-5,1
10545,"Maryknoll","NY",41.119008,-73.732996,-5,1
10546,"Millwood","NY",41.199502,-73.79269,-5,1
10547,"Mohegan Lake","NY",41.314676,-73.85118,-5,1
10548,"Montrose","NY",41.248359,-73.94147,-5,1
10549,"Mount Kisco","NY",41.204027,-73.73045,-5,1
10550,"Mount Vernon","NY",40.907607,-73.83709,-5,1
10551,"Mount Vernon","NY",41.119008,-73.732996,-5,1
10552,"Mount Vernon","NY",40.924195,-73.82614,-5,1
10553,"Mount Vernon","NY",40.909288,-73.8215,-5,1
10557,"Mount Vernon","NY",41.119008,-73.732996,-5,1
10558,"Mount Vernon","NY",41.119008,-73.732996,-5,1
10559,"Mount Vernon","NY",41.119008,-73.732996,-5,1
10560,"North Salem","NY",41.32797,-73.61306,-5,1
10562,"Ossining","NY",41.176837,-73.84741,-5,1
10566,"Peekskill","NY",41.288258,-73.91928,-5,1
10567,"Cortlandt Manor","NY",41.300813,-73.8908,-5,1
10570,"Pleasantville","NY",41.132367,-73.78922,-5,1
10571,"Pleasantville","NY",41.119008,-73.732996,-5,1
10572,"Pleasantville","NY",41.119008,-73.732996,-5,1
10573,"Port Chester","NY",41.010376,-73.67326,-5,1
10576,"Pound Ridge","NY",41.212954,-73.58409,-5,1
10577,"Purchase","NY",41.037203,-73.71588,-5,1
10578,"Purdys","NY",41.3252,-73.66906,-5,1
10579,"Putnam Valley","NY",41.390356,-73.8377,-5,1
10580,"Rye","NY",40.976579,-73.69002,-5,1
10581,"Rye","NY",41.119008,-73.732996,-5,1
10583,"Scarsdale","NY",40.98845,-73.79716,-5,1
10586,"Greenville","NY",40.997751,-73.820321,-5,1
10587,"Shenorock","NY",41.328737,-73.742268,-5,1
10588,"Shrub Oak","NY",41.330178,-73.82973,-5,1
10589,"Somers","NY",41.331587,-73.69234,-5,1
10590,"South Salem","NY",41.256639,-73.54076,-5,1
10591,"Tarrytown","NY",41.080196,-73.85721,-5,1
10592,"Tarrytown","NY",41.119008,-73.732996,-5,1
10594,"Thornwood","NY",41.120025,-73.77687,-5,1
10595,"Valhalla","NY",41.083848,-73.77785,-5,1
10596,"Verplanck","NY",41.254823,-73.958727,-5,1
10597,"Waccabuc","NY",41.289162,-73.58834,-5,1
10598,"Yorktown Heights","NY",41.296874,-73.78934,-5,1
10601,"White Plains","NY",41.032489,-73.76454,-5,1
10602,"White Plains","NY",41.119008,-73.732996,-5,1
10603,"White Plains","NY",41.053182,-73.77672,-5,1
10604,"West Harrison","NY",41.045387,-73.74451,-5,1
10605,"White Plains","NY",41.01002,-73.75158,-5,1
10606,"White Plains","NY",41.024107,-73.77808,-5,1
10607,"White Plains","NY",41.041191,-73.80953,-5,1
10610,"White Plains","NY",41.119008,-73.732996,-5,1
10625,"White Plains","NY",41.119008,-73.732996,-5,1
10629,"White Plains","NY",41.119008,-73.732996,-5,1
10633,"White Plains","NY",41.119008,-73.732996,-5,1
10650,"White Plains","NY",41.013696,-73.705975,-5,1
10701,"Yonkers","NY",40.943525,-73.88176,-5,1
10702,"Yonkers","NY",41.119008,-73.732996,-5,1
10703,"Yonkers","NY",40.956546,-73.8799,-5,1
10704,"Yonkers","NY",40.920273,-73.8612,-5,1
10705,"Yonkers","NY",40.917281,-73.89142,-5,1
10706,"Hastings On Hudson","NY",40.992084,-73.8729,-5,1
10707,"Tuckahoe","NY",40.958689,-73.82363,-5,1
10708,"Bronxville","NY",40.939049,-73.83099,-5,1
10709,"Eastchester","NY",40.953849,-73.81143,-5,1
10710,"Yonkers","NY",40.96555,-73.84506,-5,1
10730,"Woodbury","NY",41.358899,-74.122951,-5,1
10801,"New Rochelle","NY",40.915845,-73.78643,-5,1
10802,"New Rochelle","NY",40.948274,-73.795361,-5,1
10803,"Pelham","NY",40.902221,-73.80717,-5,1
10804,"Wykagyl","NY",40.946805,-73.78797,-5,1
10805,"New Rochelle","NY",40.897783,-73.77933,-5,1
10901,"Suffern","NY",41.125695,-74.12682,-5,1
10910,"Arden","NY",41.386195,-74.125718,-5,1
10911,"Bear Mountain","NY",41.160945,-74.060826,-5,1
10912,"Bellvale","NY",41.387822,-74.354699,-5,1
10913,"Blauvelt","NY",41.062779,-73.96016,-5,1
10914,"Blooming Grove","NY",41.464867,-74.255646,-5,1
10915,"Bullville","NY",41.555634,-74.328805,-5,1
10916,"Campbell Hall","NY",41.451074,-74.24346,-5,1
10917,"Central Valley","NY",41.322344,-74.12354,-5,1
10918,"Chester","NY",41.35648,-74.26072,-5,1
10919,"Circleville","NY",41.525781,-74.37907,-5,1
10920,"Congers","NY",41.149245,-73.94287,-5,1
10921,"Florida","NY",41.332519,-74.35931,-5,1
10922,"Fort Montgomery","NY",41.334557,-73.99175,-5,1
10923,"Garnerville","NY",41.204544,-74.00161,-5,1
10924,"Goshen","NY",41.38928,-74.3337,-5,1
10925,"Greenwood Lake","NY",41.211794,-74.29778,-5,1
10926,"Harriman","NY",41.299334,-74.14049,-5,1
10927,"Haverstraw","NY",41.196044,-73.96836,-5,1
10928,"Highland Falls","NY",41.360336,-73.97293,-5,1
10930,"Highland Mills","NY",41.35805,-74.12096,-5,1
10931,"Hillburn","NY",41.126395,-74.16718,-5,1
10932,"Howells","NY",41.485227,-74.484249,-5,1
10933,"Johnson","NY",41.365286,-74.510918,-5,1
10940,"Middletown","NY",41.449364,-74.43951,-5,1
10941,"Middletown","NY",41.478028,-74.35844,-5,1
10943,"Middletown","NY",41.387822,-74.354699,-5,1
10946,"Wallkill","NY",41.507236,-74.412119,-5,1
10950,"Monroe","NY",41.323547,-74.19531,-5,1
10952,"Monsey","NY",41.116162,-74.07556,-5,1
10953,"Mountainville","NY",41.409284,-74.083045,-5,1
10954,"Nanuet","NY",41.100182,-74.0133,-5,1
10956,"New City","NY",41.145495,-73.9949,-5,1
10957,"Lewisboro","NY",41.308218,-73.613803,-5,1
10958,"New Hampton","NY",41.384738,-74.41571,-5,1
10959,"New Milford","NY",41.387822,-74.354699,-5,1
10960,"Nyack","NY",41.089746,-73.9258,-5,1
10962,"Orangeburg","NY",41.047996,-73.96215,-5,1
10963,"Otisville","NY",41.475197,-74.53847,-5,1
10964,"Palisades","NY",41.011464,-73.92585,-5,1
10965,"Pearl River","NY",41.063329,-74.01734,-5,1
10968,"Piermont","NY",41.040623,-73.91878,-5,1
10969,"Pine Island","NY",41.295568,-74.48935,-5,1
10970,"Pomona","NY",41.192394,-74.04523,-5,1
10973,"Slate Hill","NY",41.391172,-74.47758,-5,1
10974,"Sloatsburg","NY",41.156095,-74.19214,-5,1
10975,"Southfields","NY",41.246428,-74.17141,-5,1
10976,"Sparkill","NY",41.028647,-73.92817,-5,1
10977,"Spring Valley","NY",41.116795,-74.04504,-5,1
10979,"Sterling Forest","NY",41.182344,-74.318354,-5,1
10980,"Stony Point","NY",41.231408,-74.01157,-5,1
10981,"Sugar Loaf","NY",41.323172,-74.288565,-5,1
10982,"Tallman","NY",41.160945,-74.060826,-5,1
10983,"Tappan","NY",41.025897,-73.95118,-5,1
10984,"Thiells","NY",41.208327,-74.02105,-5,1
10985,"Thompson Ridge","NY",41.580793,-74.37451,-5,1
10986,"Tomkins Cove","NY",41.271543,-73.98676,-5,1
10987,"Tuxedo Park","NY",41.197123,-74.21069,-5,1
10988,"Unionville","NY",41.314931,-74.550346,-5,1
10989,"Valley Cottage","NY",41.119788,-73.94455,-5,1
10990,"Warwick","NY",41.259896,-74.35837,-5,1
10992,"Washingtonville","NY",41.428269,-74.16178,-5,1
10993,"West Haverstraw","NY",41.207594,-73.97772,-5,1
10994,"West Nyack","NY",41.097529,-73.96996,-5,1
10995,"West Nyack","NY",41.160945,-74.060826,-5,1
10996,"West Point","NY",41.376109,-73.9788,-5,1
10997,"West Point","NY",41.387822,-74.354699,-5,1
10998,"Westtown","NY",41.334034,-74.54593,-5,1
11001,"Floral Park","NY",40.7232,-73.70475,-5,1
11002,"Floral Park","NY",40.754757,-73.601772,-5,1
11003,"Elmont","NY",40.700529,-73.70223,-5,1
11004,"Glen Oaks","NY",40.742944,-73.70956,-5,1
11005,"Floral Park","NY",40.756983,-73.7148,-5,1
11010,"Franklin Square","NY",40.701702,-73.67562,-5,1
11020,"Great Neck","NY",40.771082,-73.71819,-5,1
11021,"Great Neck","NY",40.787068,-73.72577,-5,1
11022,"Great Neck","NY",40.754757,-73.601772,-5,1
11023,"Great Neck","NY",40.798839,-73.73352,-5,1
11024,"Great Neck","NY",40.812887,-73.74094,-5,1
11025,"Great Neck","NY",40.754757,-73.601772,-5,1
11026,"Great Neck","NY",40.754757,-73.601772,-5,1
11027,"Great Neck","NY",40.754757,-73.601772,-5,1
11030,"Manhasset","NY",40.796752,-73.68935,-5,1
11040,"New Hyde Park","NY",40.742901,-73.67895,-5,1
11041,"New Hyde Park","NY",40.754757,-73.601772,-5,1
11042,"New Hyde Park","NY",40.760128,-73.69379,-5,1
11043,"New Hyde Park","NY",40.754757,-73.601772,-5,1
11044,"New Hyde Park","NY",40.754757,-73.601772,-5,1
11050,"Port Washington","NY",40.833246,-73.69309,-5,1
11051,"Port Washington","NY",40.754757,-73.601772,-5,1
11052,"Port Washington","NY",40.754757,-73.601772,-5,1
11053,"Port Washington","NY",40.754757,-73.601772,-5,1
11054,"Port Washington","NY",40.754757,-73.601772,-5,1
11055,"Port Washington","NY",40.754757,-73.601772,-5,1
11096,"Inwood","NY",40.618206,-73.74762,-5,1
11099,"New Hyde Park","NY",40.754757,-73.601772,-5,1
11101,"Long Island City","NY",40.745341,-73.93907,-5,1
11102,"Astoria","NY",40.771286,-73.92462,-5,1
11103,"Astoria","NY",40.762968,-73.91091,-5,1
11104,"Sunnyside","NY",40.743796,-73.91949,-5,1
11105,"Astoria","NY",40.774686,-73.90816,-5,1
11106,"Astoria","NY",40.762012,-73.93147,-5,1
11109,"Long Island City","NY",40.651378,-73.870779,-5,1
11120,"Long Island City","NY",40.651378,-73.870779,-5,1
11201,"Brooklyn","NY",40.695286,-73.98907,-5,1
11202,"Brooklyn","NY",40.645099,-73.945032,-5,1
11203,"Brooklyn","NY",40.649059,-73.93304,-5,1
11204,"Brooklyn","NY",40.618944,-73.98473,-5,1
11205,"Brooklyn","NY",40.694214,-73.96529,-5,1
11206,"Brooklyn","NY",40.702348,-73.94288,-5,1
11207,"Brooklyn","NY",40.670874,-73.89424,-5,1
11208,"Brooklyn","NY",40.672666,-73.87248,-5,1
11209,"Brooklyn","NY",40.62327,-74.0295,-5,1
11210,"Brooklyn","NY",40.627946,-73.94552,-5,1
11211,"Brooklyn","NY",40.71209,-73.95427,-5,1
11212,"Brooklyn","NY",40.662191,-73.91328,-5,1
11213,"Brooklyn","NY",40.670937,-73.93459,-5,1
11214,"Brooklyn","NY",40.598994,-73.99611,-5,1
11215,"Brooklyn","NY",40.667508,-73.9856,-5,1
11216,"Brooklyn","NY",40.680398,-73.94824,-5,1
11217,"Brooklyn","NY",40.68209,-73.97783,-5,1
11218,"Brooklyn","NY",40.644552,-73.97595,-5,1
11219,"Brooklyn","NY",40.632449,-73.99629,-5,1
11220,"Brooklyn","NY",40.641436,-74.01574,-5,1
11221,"Brooklyn","NY",40.691234,-73.92637,-5,1
11222,"Brooklyn","NY",40.726302,-73.94559,-5,1
11223,"Brooklyn","NY",40.598142,-73.97229,-5,1
11224,"Brooklyn","NY",40.576589,-73.99172,-5,1
11225,"Brooklyn","NY",40.662892,-73.95509,-5,1
11226,"Brooklyn","NY",40.645256,-73.95553,-5,1
11228,"Brooklyn","NY",40.617563,-74.01168,-5,1
11229,"Brooklyn","NY",40.599256,-73.94118,-5,1
11230,"Brooklyn","NY",40.622994,-73.96427,-5,1
11231,"Brooklyn","NY",40.6788,-74.00254,-5,1
11232,"Brooklyn","NY",40.655481,-74.00424,-5,1
11233,"Brooklyn","NY",40.676938,-73.91858,-5,1
11234,"Brooklyn","NY",40.618561,-73.9216,-5,1
11235,"Brooklyn","NY",40.583803,-73.95019,-5,1
11236,"Brooklyn","NY",40.640527,-73.90362,-5,1
11237,"Brooklyn","NY",40.703355,-73.91993,-5,1
11238,"Brooklyn","NY",40.680145,-73.96257,-5,1
11239,"Brooklyn","NY",40.645848,-73.87919,-5,1
11240,"Brooklyn","NY",40.645099,-73.945032,-5,1
11241,"Brooklyn","NY",40.645099,-73.945032,-5,1
11242,"Brooklyn","NY",40.645099,-73.945032,-5,1
11243,"Brooklyn","NY",40.645099,-73.945032,-5,1
11244,"Brooklyn","NY",40.645099,-73.945032,-5,1
11245,"Brooklyn","NY",40.645099,-73.945032,-5,1
11247,"Brooklyn","NY",40.645099,-73.945032,-5,1
11248,"Brooklyn","NY",40.645099,-73.945032,-5,1
11249,"Brooklyn","NY",40.645099,-73.945032,-5,1
11251,"Brooklyn","NY",40.645099,-73.945032,-5,1
11252,"Brooklyn","NY",40.645099,-73.945032,-5,1
11254,"Brooklyn","NY",40.645099,-73.945032,-5,1
11255,"Brooklyn","NY",40.645099,-73.945032,-5,1
11256,"Brooklyn","NY",40.645099,-73.945032,-5,1
11351,"Flushing","NY",40.781703,-73.831698,-5,1
11352,"Flushing","NY",40.651378,-73.870779,-5,1
11353,"Flushing","NY",40.651378,-73.870779,-5,1
11354,"Flushing","NY",40.767969,-73.82496,-5,1
11355,"Flushing","NY",40.749463,-73.81941,-5,1
11356,"College Point","NY",40.785462,-73.84366,-5,1
11357,"Whitestone","NY",40.784453,-73.80922,-5,1
11358,"Flushing","NY",40.760522,-73.79612,-5,1
11359,"Bayside","NY",40.79278,-73.776701,-5,1
11360,"Bayside","NY",40.780386,-73.78005,-5,1
11361,"Bayside","NY",40.763177,-73.77392,-5,1
11362,"Little Neck","NY",40.759686,-73.73322,-5,1
11363,"Little Neck","NY",40.772636,-73.74644,-5,1
11364,"Oakland Gardens","NY",40.746718,-73.75994,-5,1
11365,"Fresh Meadows","NY",40.738983,-73.79209,-5,1
11366,"Fresh Meadows","NY",40.726137,-73.79502,-5,1
11367,"Flushing","NY",40.728614,-73.82145,-5,1
11368,"Corona","NY",40.747106,-73.85838,-5,1
11369,"East Elmhurst","NY",40.762854,-73.87051,-5,1
11370,"East Elmhurst","NY",40.763015,-73.89052,-5,1
11371,"Flushing","NY",40.772072,-73.87509,-5,1
11372,"Jackson Heights","NY",40.750146,-73.88433,-5,1
11373,"Elmhurst","NY",40.736076,-73.87804,-5,1
11374,"Rego Park","NY",40.724945,-73.8609,-5,1
11375,"Forest Hills","NY",40.720535,-73.84582,-5,1
11377,"Woodside","NY",40.742869,-73.90377,-5,1
11378,"Maspeth","NY",40.724096,-73.90271,-5,1
11379,"Middle Village","NY",40.716028,-73.87925,-5,1
