ProductKey,OrderDateKey,DueDateKey,ShipDateKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
333,20120129,20120210,20120205,97,282,1,100,4,"SO46992",25,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C958-4FD6-A0","PO11745117547"
325,20120129,20120210,20120205,97,282,1,100,4,"SO46992",37,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C958-4FD6-A0","PO11745117547"
323,20120129,20120210,20120205,313,282,1,100,4,"SO47032",13,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"090F-4070-AA","PO4553172367"
333,20120129,20120210,20120205,528,282,1,100,4,"SO47035",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"661B-492D-B3","PO4698148803"
323,20120229,20120312,20120307,277,282,1,100,4,"SO47350",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"D334-4827-9B","PO174170909"
339,20120229,20120312,20120307,24,282,1,100,4,"SO47355",46,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"6B7D-4E47-B5","PO19343125466"
325,20120229,20120312,20120307,649,282,1,100,4,"SO47372",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"70B5-428B-86","PO16124198007"
343,20120229,20120312,20120307,649,282,1,100,4,"SO47372",8,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"70B5-428B-86","PO16124198007"
333,20120229,20120312,20120307,649,282,1,100,4,"SO47372",13,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"70B5-428B-86","PO16124198007"
343,20120229,20120312,20120307,674,282,1,100,4,"SO47425",6,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"E539-44F6-AA","PO4002163465"
339,20120430,20120512,20120507,258,282,1,100,4,"SO47994",5,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"284B-45A1-94","PO15196121630"
325,20120430,20120512,20120507,258,282,1,100,4,"SO47994",24,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"284B-45A1-94","PO15196121630"
341,20120430,20120512,20120507,78,282,1,100,4,"SO48012",6,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"AF9F-4901-9E","PO12499156458"
333,20120430,20120512,20120507,78,282,1,100,4,"SO48012",7,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"AF9F-4901-9E","PO12499156458"
321,20120430,20120512,20120507,97,282,1,100,4,"SO48016",8,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"0FF6-4F4B-B4","PO11745112366"
323,20120430,20120512,20120507,97,282,1,100,4,"SO48016",11,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"0FF6-4F4B-B4","PO11745112366"
329,20120430,20120512,20120507,97,282,1,100,4,"SO48016",27,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"0FF6-4F4B-B4","PO11745112366"
327,20120430,20120512,20120507,97,282,1,100,4,"SO48016",30,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"0FF6-4F4B-B4","PO11745112366"
329,20120430,20120512,20120507,528,282,1,100,4,"SO48055",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"35B7-4279-8E","PO4698166117"
323,20120530,20120611,20120606,649,282,1,100,4,"SO48314",7,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"A003-4969-BC","PO16124161457"
327,20120530,20120611,20120606,674,282,1,100,4,"SO48366",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"A45C-4EB1-A2","PO4002178011"
331,20120731,20120812,20120807,78,282,1,100,4,"SO49058",6,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"BD1B-4C7F-A9","PO12499147561"
339,20120731,20120812,20120807,258,282,1,100,4,"SO49086",12,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"DC81-474D-82","PO15196160156"
343,20120731,20120812,20120807,258,282,1,100,4,"SO49086",16,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"DC81-474D-82","PO15196160156"
325,20120731,20120812,20120807,97,282,1,100,4,"SO49104",4,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"7F8C-4702-BB","PO11745119484"
323,20120731,20120812,20120807,97,282,1,100,4,"SO49104",20,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"7F8C-4702-BB","PO11745119484"
343,20120731,20120812,20120807,313,282,1,100,4,"SO49137",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"52CF-44E3-9A","PO4553119422"
327,20120731,20120812,20120807,313,282,1,100,4,"SO49137",4,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"52CF-44E3-9A","PO4553119422"
329,20120828,20120909,20120904,649,282,1,100,4,"SO49486",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"7DA8-4E15-AE","PO16124154108"
323,20120828,20120909,20120904,649,282,1,100,4,"SO49486",4,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"7DA8-4E15-AE","PO16124154108"
343,20120828,20120909,20120904,649,282,1,100,4,"SO49486",5,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"7DA8-4E15-AE","PO16124154108"
321,20121028,20121109,20121104,258,282,1,100,4,"SO50214",10,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"97D5-41D3-8F","PO15196120916"
327,20121028,20121109,20121104,258,282,1,100,4,"SO50214",18,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"97D5-41D3-8F","PO15196120916"
323,20121028,20121109,20121104,258,282,1,100,4,"SO50214",27,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"97D5-41D3-8F","PO15196120916"
325,20121028,20121109,20121104,258,282,1,100,4,"SO50214",30,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"97D5-41D3-8F","PO15196120916"
335,20121028,20121109,20121104,78,282,1,100,4,"SO50226",9,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"75E5-4EFD-A7","PO12499165634"
325,20121028,20121109,20121104,78,282,1,100,4,"SO50226",42,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"75E5-4EFD-A7","PO12499165634"
327,20121028,20121109,20121104,97,282,1,100,4,"SO50272",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"E0A6-4CFA-90","PO11745174916"
341,20121028,20121109,20121104,97,282,1,100,4,"SO50272",5,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"E0A6-4CFA-90","PO11745174916"
329,20121028,20121109,20121104,97,282,1,100,4,"SO50272",7,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"E0A6-4CFA-90","PO11745174916"
337,20121028,20121109,20121104,97,282,1,100,4,"SO50272",10,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"E0A6-4CFA-90","PO11745174916"
323,20121028,20121109,20121104,313,282,1,100,4,"SO50296",4,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"F3B0-4811-BE","PO4553114154"
343,20121128,20121210,20121205,649,282,1,100,4,"SO50707",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C071-42D6-B3","PO16124195115"
329,20121128,20121210,20121205,649,282,1,100,4,"SO50707",4,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C071-42D6-B3","PO16124195115"
333,20121128,20121210,20121205,649,282,1,100,4,"SO50707",6,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C071-42D6-B3","PO16124195115"
343,20121128,20121210,20121205,674,282,1,100,4,"SO50737",3,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"1B3A-4961-B0","PO4002125356"
323,20120430,20120512,20120507,313,282,1,100,4,"SO48054",2,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"25A4-4780-B1","PO4553174748"
325,20120731,20120812,20120807,313,282,1,100,4,"SO49137",2,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"52CF-44E3-9A","PO4553119422"
327,20121028,20121109,20121104,313,282,1,100,4,"SO50296",2,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"F3B0-4811-BE","PO4553114154"
327,20120330,20120411,20120406,510,282,1,100,4,"SO47661",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"2E36-4CAC-A1","PO18009114683"
335,20120731,20120812,20120807,78,282,1,100,4,"SO49058",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"BD1B-4C7F-A9","PO12499147561"
343,20120731,20120812,20120807,625,282,1,100,4,"SO49079",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"8B3D-4BE9-9A","PO2784155866"
343,20120828,20120909,20120904,277,282,1,100,4,"SO49445",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"943B-43E1-AE","PO174113233"
323,20120828,20120909,20120904,674,282,1,100,4,"SO49525",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"7324-4E99-8A","PO4002117785"
325,20121028,20121109,20121104,625,282,1,100,4,"SO50254",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C82A-4399-A6","PO2784191494"
335,20121028,20121109,20121104,97,282,1,100,4,"SO50272",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"E0A6-4CFA-90","PO11745174916"
329,20121028,20121109,20121104,528,282,1,100,4,"SO50300",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"BDF0-4506-88","PO4698151258"
327,20121128,20121210,20121205,649,282,1,100,4,"SO50707",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"C071-42D6-B3","PO16124195115"
327,20121128,20121210,20121205,674,282,1,100,4,"SO50737",1,1,1,469.794,469.794,0,0,486.7066,486.7066,469.794,37.5835,11.7449,"1B3A-4961-B0","PO4002125356"
322,20110129,20110210,20110205,403,282,1,100,4,"SO43912",4,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"69B6-46F8-A4","PO7656175368"
326,20110501,20110513,20110508,403,282,1,100,4,"SO44564",4,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"142F-443C-90","PO7656157194"
336,20110501,20110513,20110508,403,282,1,100,4,"SO44564",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"142F-443C-90","PO7656157194"
334,20110501,20110513,20110508,403,282,1,100,4,"SO44564",7,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"142F-443C-90","PO7656157194"
328,20110501,20110513,20110508,403,282,1,100,4,"SO44564",17,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"142F-443C-90","PO7656157194"
332,20110501,20110513,20110508,403,282,1,100,4,"SO44564",24,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"142F-443C-90","PO7656157194"
324,20110801,20110813,20110808,403,282,1,100,4,"SO45339",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1F94-40D0-86","PO7656113434"
330,20110801,20110813,20110808,403,282,1,100,4,"SO45339",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1F94-40D0-86","PO7656113434"
340,20110801,20110813,20110808,403,282,1,100,4,"SO45339",5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1F94-40D0-86","PO7656113434"
340,20111029,20111110,20111105,403,282,1,100,4,"SO46101",4,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075"
336,20111029,20111110,20111105,403,282,1,100,4,"SO46101",5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075"
334,20111029,20111110,20111105,403,282,1,100,4,"SO46101",20,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075"
328,20111029,20111110,20111105,403,282,1,100,4,"SO46101",21,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075"
338,20111029,20111110,20111105,403,282,1,100,4,"SO46101",22,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FAFC-4F06-B2","PO7656119075"
334,20101229,20110110,20110105,511,282,1,100,4,"SO43666",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"D46A-40CA-8D","PO16008173883"
332,20110129,20110210,20110205,240,282,1,100,4,"SO43872",5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"52FF-45CD-9B","PO12557127067"
322,20110129,20110210,20110205,240,282,1,100,4,"SO43872",15,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"52FF-45CD-9B","PO12557127067"
332,20110129,20110210,20110205,78,282,1,100,4,"SO43873",16,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"494C-48D2-BD","PO12499138177"
322,20110301,20110313,20110308,114,282,1,100,4,"SO44089",3,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"92C1-4009-AC","PO15950135717"
330,20110331,20110412,20110407,511,282,1,100,4,"SO44286",3,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"27D8-4398-9C","PO16008112311"
328,20110331,20110412,20110407,511,282,1,100,4,"SO44286",5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"27D8-4398-9C","PO16008112311"
338,20110501,20110513,20110508,78,282,1,100,4,"SO44520",25,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"5BE0-436B-8C","PO12499152870"
320,20110501,20110513,20110508,78,282,1,100,4,"SO44520",27,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"5BE0-436B-8C","PO12499152870"
334,20110501,20110513,20110508,240,282,1,100,4,"SO44521",12,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"E46D-4692-AC","PO12557171689"
326,20110501,20110513,20110508,240,282,1,100,4,"SO44521",22,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"E46D-4692-AC","PO12557171689"
338,20110701,20110713,20110708,511,282,1,100,4,"SO45044",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"DC47-40A2-8F","PO16008114038"
322,20110801,20110813,20110808,259,282,1,100,4,"SO45286",5,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"AE6F-4379-99","PO16762133534"
324,20110801,20110813,20110808,240,282,1,100,4,"SO45299",7,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"0D55-4B85-AD","PO12557162961"
330,20110801,20110813,20110808,240,282,1,100,4,"SO45299",8,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"0D55-4B85-AD","PO12557162961"
320,20110801,20110813,20110808,240,282,1,100,4,"SO45299",12,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"0D55-4B85-AD","PO12557162961"
342,20110801,20110813,20110808,240,282,1,100,4,"SO45299",16,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"0D55-4B85-AD","PO12557162961"
334,20110801,20110813,20110808,240,282,1,100,4,"SO45299",19,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"0D55-4B85-AD","PO12557162961"
326,20110829,20110910,20110905,114,282,1,100,4,"SO45531",3,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"A56B-4056-BC","PO15950134053"
324,20110829,20110910,20110905,114,282,1,100,4,"SO45531",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"A56B-4056-BC","PO15950134053"
322,20111029,20111110,20111105,259,282,1,100,4,"SO46041",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FC6B-46A8-B4","PO16762121494"
332,20111029,20111110,20111105,259,282,1,100,4,"SO46041",7,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FC6B-46A8-B4","PO16762121494"
324,20111029,20111110,20111105,259,282,1,100,4,"SO46041",8,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FC6B-46A8-B4","PO16762121494"
340,20111029,20111110,20111105,78,282,1,100,4,"SO46057",8,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"6F2B-45A4-9C","PO12499164653"
336,20111029,20111110,20111105,78,282,1,100,4,"SO46057",9,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"6F2B-45A4-9C","PO12499164653"
324,20111029,20111110,20111105,240,282,1,100,4,"SO46058",4,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934"
332,20111029,20111110,20111105,240,282,1,100,4,"SO46058",15,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934"
340,20111029,20111110,20111105,240,282,1,100,4,"SO46058",17,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934"
320,20111029,20111110,20111105,240,282,1,100,4,"SO46058",21,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934"
334,20111029,20111110,20111105,240,282,1,100,4,"SO46058",24,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934"
338,20111029,20111110,20111105,240,282,1,100,4,"SO46058",28,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934"
322,20111129,20111211,20111206,114,282,1,100,4,"SO46339",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"5794-4C65-A6","PO15950135611"
326,20110129,20110210,20110205,259,282,1,100,4,"SO43859",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"2C16-4AA6-B4","PO16762199940"
332,20110531,20110612,20110607,114,282,1,100,4,"SO44752",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"584D-40E8-AF","PO15950187592"
340,20110531,20110612,20110607,96,282,1,100,4,"SO44753",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"3015-48E8-85","PO16095186445"
342,20110531,20110612,20110607,674,282,1,100,4,"SO44781",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"32AD-4737-BB","PO4002147144"
326,20110801,20110813,20110808,240,282,1,100,4,"SO45299",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"0D55-4B85-AD","PO12557162961"
342,20110801,20110813,20110808,313,282,1,100,4,"SO45325",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"5C87-4ACC-B0","PO4553175399"
324,20110929,20111011,20111006,511,282,1,100,4,"SO45784",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"8A7A-4D84-B4","PO16008186765"
342,20111029,20111110,20111105,259,282,1,100,4,"SO46041",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FC6B-46A8-B4","PO16762121494"
322,20111029,20111110,20111105,240,282,1,100,4,"SO46058",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FA37-4F46-97","PO12557123934"
322,20101229,20110110,20110105,510,282,1,100,4,"SO43663",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1E90-4FBF-B6","PO18009186470"
330,20101229,20110110,20110105,511,282,1,100,4,"SO43666",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"D46A-40CA-8D","PO16008173883"
328,20110129,20110210,20110205,240,282,1,100,4,"SO43872",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"52FF-45CD-9B","PO12557127067"
342,20110331,20110412,20110407,510,282,1,100,4,"SO44281",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"13EE-4DFE-93","PO18009181739"
328,20110501,20110513,20110508,259,282,1,100,4,"SO44500",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"E9A4-477A-83","PO16762152605"
320,20110501,20110513,20110508,240,282,1,100,4,"SO44521",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"E46D-4692-AC","PO12557171689"
332,20110501,20110513,20110508,528,282,1,100,4,"SO44548",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"3A3B-4572-8F","PO4698173942"
342,20110701,20110713,20110708,510,282,1,100,4,"SO45040",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"8354-423A-A8","PO18009115235"
330,20110701,20110713,20110708,511,282,1,100,4,"SO45044",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"DC47-40A2-8F","PO16008114038"
328,20110701,20110713,20110708,456,282,1,100,4,"SO45073",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"7EBC-48E3-90","PO6728123661"
322,20110801,20110813,20110808,313,282,1,100,4,"SO45325",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"5C87-4ACC-B0","PO4553175399"
328,20111029,20111110,20111105,528,282,1,100,4,"SO46085",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"6FDB-4CA7-86","PO4698157727"
340,20111129,20111211,20111206,96,282,1,100,4,"SO46336",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"47FD-43D3-85","PO16095157174"
