dim_st_marker_id,st_marker_id,load_id,loaded_on
"DA9D2031-5165-48FE-88C9-6796C5D367E9","C5646","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C62F5538-3D97-4EF9-B524-DBEADDD01126","13647W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D6E4B317-1AE5-4C09-B495-9354EADE31AE","12564N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"125E6835-2E53-4E95-AB1F-18513AE1982D","11600N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0447DFAB-D210-4765-997B-67DB58AE1A11","12324N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E679F77E-E297-443B-877C-3418B8020825","3424N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A9A6E26C-8D9A-48E8-864F-37EE4A8EB548","11722E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7AD58F1F-D878-4BF7-B674-9D9AFCB665A9","9944N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F5B5C357-4595-4AEA-99AA-C18C874CA864","C6910","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9BE25C62-3F47-45CA-B0AD-9A00C12E6412","13625W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8526C0BD-28B8-46DF-BD4D-BF9452647297","2608N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D2DB73CA-0A0C-4995-938C-60E4913DC550","11533S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B3275355-E05D-4B36-B688-A8A54FC70DC7","C9032","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CBC9FAA2-264E-40C6-863A-524026374948","812E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"50D42255-D21D-4FFA-B40A-E611825BDBC6","C6144","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E1579A52-4082-4665-A545-DA718A2FDE94","3337S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9EBF3EBB-9B1F-4E2B-9CBB-EA128F061230","3823S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0CB660E1-6684-4449-88EE-C9F251B72ACD","5190E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"521195D7-39C2-42E0-B85F-C175A007422A","C6062","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"605F3EED-FC30-4B6B-B985-4F82C68C8612","4515W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"70911784-1B4D-4598-ADDC-9E3A18EB8FC2","C9016","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B4835013-E90B-4FBE-A2C8-5BBF7814AC41","3345S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1E3BD1BA-9403-4C4F-95AF-ED4488320484","C6122","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A424B5FD-60D6-4428-885B-762758AAE8D3","C6950","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"995331FC-65FD-41CA-89B2-90C04C4A3857","13687W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C8BAE1B6-2DF2-41EF-8C0B-5051889ECF45","13300E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"53BAC1FA-33D2-4B45-B1E4-21D6C4DA0B28","6209W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8CB6C6F0-5B51-4E80-BC91-1A76F027F3AE","11884E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E89F5822-3768-4A4D-A585-5677CB6AC581","C5902","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D4F6A064-DB2B-46B9-BE3D-0F768E3C2FD1","C5616","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5B287CF4-058E-428F-8459-A4222D46CF58","C5898","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F6470B73-EE86-40A3-8E30-AF0492E472F7","13651W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"51307C5B-25D5-4759-9363-ACD50102AD8D","8314E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"44F74C4B-A9DA-4685-99F8-777BCA0219FA","5842E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"18A14B3F-77A0-4EB1-935F-0CC423F6F68C","11527S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1C075B7E-C942-4ECD-8E4E-65C29B5AA06D","7066N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FBFB1DFE-0879-4B74-8739-F46785327940","3924N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BC7CD69D-85A0-4FFD-A9E2-BB31CF2C6CB0","7336E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B1683CDE-6D82-4F0F-9090-89FCA4DADF8B","6243W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9CBD66EB-FE8E-4BAA-8529-4A1D6513A2E6","10326E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9B5102AB-B8ED-42E5-B1F3-ED07C143C485","C272","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8AEE36DB-1B1A-40A5-B9A4-15A2A6FEBC57","11528N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"588BD1F7-2BE0-43E4-B8A2-7DB96CD42897","C5652","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"718E63A8-3FF7-40E9-9F1E-C97F0CFADA53","C766","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"357CB52D-A2FE-4DC9-932B-66E2580F2E4D","11949W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8581ED33-CEC8-4161-A3CE-7323755F5C2D","11748E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C4976BD0-AE8F-41F3-A901-B46C2561BC62","C7196","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"14523499-C675-4075-B521-2A81767AED07","C446","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C6221B8C-6273-49D8-8E87-E76E47020161","C7112","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"27C0E48B-7A01-4A35-BFC7-11CAC4B667B7","2899S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5714B501-431C-4040-A034-B28ED3DB390A","12047W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B51E3073-8504-4AE0-8C25-3825165CF77A","13683W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9818F65E-300B-4FA8-81EA-1CE93C644DA3","C7188","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FE49CE0E-A56C-4BED-9F6C-978D5453DC73","7821W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A7205492-2F09-4CE1-9AC4-277EE5C1B84E","2357S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"15E7FE72-A813-4B78-AC82-941D7338D1EE","8293W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"34945088-93EC-40E7-9CD1-FB3E27750A0D","7835W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4E7C1664-D839-49A8-B6AA-FAC78029D29A","7845W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"60D41A25-CF0D-44D0-BD30-CBE39C4B1CA0","1203W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"38CAE02F-0897-4C33-BCD3-753E5D429F83","2845S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D09AF1E0-AB3D-46EF-AC2D-5AFF1546AFA9","797W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C2AF2D5B-834E-4CAA-88CA-949AD5248462","C1186","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CC70EA64-1BCC-4B8C-92DB-A001CBAB0CB3","3858N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"459998CD-A99E-45D4-ADC3-13014CE36626","C3126","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"19F9FF5A-8304-4456-ADED-C289D500D8D2","13442E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0863F6DC-5867-4E15-8AE9-EB72DCF991F9","12371S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"23975A4F-9C68-4D09-A122-884FFBE40F23","101W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0087BCED-D194-4E85-9915-C502CB192CC0","7326E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F5F3AA98-1D5C-40C7-92FC-20B10EE65507","C7220","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"ECCDE698-D968-4B14-9FFB-43D7C6ECDD9E","12553S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D63D2085-5C08-4A45-9545-28DB092599F2","C7180","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"6C964177-DFDD-4C4C-80B6-541469EF3485","C5618","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"49E0D555-5638-418C-8FFC-198C62A1A014","11526N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"259CFDBF-32B6-475E-9265-6D114F8E89E8","C6060","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"267CB0B8-6A87-4FE0-BF1D-C63EF7D8D872","C7018","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BE26C02B-AD5F-460C-B375-A5FF8BE83358","8333W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7C95B264-A5BD-40F4-BF6B-68346C069724","C6176","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C65F71CD-0266-4B54-905A-F6515F4758DC","2441S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A680D9C3-32C9-4093-A76F-85D8BCA8DC1F","C6414","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1708F442-66D1-4725-8891-3F8EF0C7118F","5457W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"CE357B54-375D-4EDC-9E9D-4E1B38F5B3F2","5512E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"274692D3-ECDF-4968-A04A-A342A7147AEE","4472EA","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A4284FB2-3A1C-47C6-AF61-2938F0A10DE6","C7024a","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"E405C0C9-DDA8-462E-A805-448101A00933","C7692","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"770BDE54-764E-4F26-AFEC-0FF03A4D9BD3","C814","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D89CB241-E2AE-4E4D-A744-953A1095E04E","C1098","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B91818F3-9C83-4AF0-A4C2-3EC1502A86DD","9395S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"767810D8-079C-44F7-9E5D-0FFD63007206","C9080","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3031C7F8-EB27-4109-B74D-11E6C1D542B9","C5610","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"05FF9642-D629-42F6-A7B8-F9257B7A8300","2855S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0F4CD80F-01CC-4B43-8C07-2551850F7FBA","C5632","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BDA4ABB8-8FC9-4494-9A57-0D414E024E03","C5650","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BA24C184-7719-4E3C-9F4B-6DCF7218190A","C6986","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"43C094CA-F5B9-4B79-8870-5D1AB48A616C","C1210","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8D30770F-0C48-4CF9-8642-D8FA7C973481","2380N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FDE9F4E4-424D-4DED-97E7-2AC8AD717976","C5936","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4D56D06C-1965-4B52-9856-04C5BF26A8BD","C7696","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"2F272C40-8793-4B59-9B42-BD8B43798365","5835W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F17A67D3-71C6-4BA0-830F-0CF6658A3306","C324","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"61224431-903D-45F4-86A1-17CBF42C83BB","C5956","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"79AAB89B-5E44-4DE2-8F20-AFA501BDB3AD","3411S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"DCF410BC-B31E-4396-B91E-1E5FDD7F56C3","25W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"875DC460-DD7C-48B2-B82D-D95B051071E9","C3058","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5297B6C1-47A8-4C26-B7B5-6A4D439E2BC2","4519W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"EA01A564-245A-4525-967C-58D2AEE49736","C2640","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4132B350-D983-40E1-84AE-B11E0384DC61","C6302","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"11502C07-27F6-4DE3-8FF3-A7160B5CBA7D","4483W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"69552B91-CFDF-4EBB-815F-977D93FADA2F","12048E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8C5A6F1D-BC18-4D01-BFE4-45CD610C98A5","C1238","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3D304235-6F6F-4C20-80AD-DBE487E03B86","9405S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"72F89259-CD4E-4C2E-BEEC-D92538CEE668","9932N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5B6FA146-9442-443F-8760-5761CA32B267","C6074","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"3D656A1E-E209-4B22-8ABE-4838EBFBA972","783W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7B020232-7183-40D0-B3CC-A971ED00FD3F","11874E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B47EF8D3-FD22-4F34-B5C2-6934357B70A8","C13726","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"93BB88A2-37CF-4407-881A-4552145110CA","9888N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"89759DA3-7D17-4E9C-9927-C84DD5CCCF43","4390E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"78425BF7-7A0A-4BF2-9E95-87DC9D7EE8ED","11702E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A672C7C4-0B24-4D0B-9361-A58383FB8782","3029S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"BD70DB0D-B448-4085-BB01-52DE835CA4AE","9500N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"F9C4712A-1DC5-44D5-8BB2-7DD31F9ACCF2","6031S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"DB1D33BB-C3EE-4731-B7B9-EE5577AE66BF","C6862","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8575DE28-706A-4E4E-AFDE-291EEBF98227","11891W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"C7776FF5-37FF-4AE1-9E3F-DB8D4A13837D","C7716","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"4069B717-7051-4663-8A00-1B3BF66E5E74","1596N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7E00D6B0-E2C7-4DAF-AB3D-57D1F22F31CD","10100E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A0891FAC-6685-4962-902B-54B71FDF5A3A","12061W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"8F08289F-EF71-4674-B0B1-2D2F70E8D002","3398N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"EBC288EF-D493-4F06-93F1-FD8A8DC1E5AE","11522N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"AD2145F0-38B6-446C-A4E0-A288E8494072","1736N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1E25D0CE-8286-4F81-94DD-5F8908061411","8291W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"9EB1FAB6-2A18-4B10-9784-C8D98A4B7834","13859S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"56508088-2C91-43FE-BC34-85A96FA9F5A9","C6832","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"92822268-A7D4-4F51-9777-CCD5DF603D48","6035S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5ACF90E0-1512-44AC-AA63-1025D3B360E4","C204","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"22D2098E-873A-4C09-B595-5D0216AF0D01","5319W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"03156BE8-AE59-4942-8092-EA2A4550BF54","C7200","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"35A2C386-495F-4AA2-9865-B133C7206388","C762","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"A4722671-A6FE-4DA9-8569-4D01FCA2A17D","12436N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"D91CE665-98D2-4D88-84D3-8FEE5F91679B","5530E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"AC647409-1B13-4692-953E-B58DFBDDF86A","13785W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"959D6035-B446-42CE-A610-A4423CEF0FA6","C5706","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"B7860DC3-F346-430F-896F-7667AF3AC61B","C7160","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"757DF91A-E37F-4222-BA74-E61A4A197BE0","7087S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"5CDBAF4E-D658-48F7-8854-D5B61BBB7DD2","8320E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"329BBD3B-DFDB-49B2-830B-D00AE9C474EA","12912N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"DAF96109-4C67-4E78-BE98-A8001B787517","1988N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"1A648287-795F-4F81-9A87-F0031CC80220","773W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"0DC5E033-5E50-41F7-95A8-B220B4DA5FB3","12568N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"FA1391BE-F607-41B1-85AF-14994009B265","3831S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"167775DA-B9CA-486D-B923-5D819BA04EDC","C2944","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"05AB3543-E191-4AE6-919E-96B56E416948","2287S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"DBD3A7A0-96B2-4789-B83D-0704794A0B09","6581S","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"538B2E3A-9ED4-4A19-9E6D-D8213D6A2372","C5588","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"7C26BFF5-876E-4123-85A9-B7B9B527D872","5182E","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"814FF867-A8B4-4AA4-B68E-8C57AFCF2C4D","12508N","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
"AAAD740A-9528-4352-844E-235B71BF7B48","4485W","0e5694e0-95d2-43a5-a9e4-20ac3c367f76",2020-06-11 03:37:19.843
