Row ID,Ship Date,Ship Mode,Ship ID
319,2014-11-09 00:00:00.000,"Standard Class",319
320,2014-11-09 00:00:00.000,"Standard Class",320
321,2014-11-09 00:00:00.000,"Standard Class",321
322,2014-11-09 00:00:00.000,"Standard Class",322
323,2014-09-24 00:00:00.000,"Standard Class",323
324,2016-04-27 00:00:00.000,"Standard Class",324
325,2016-04-27 00:00:00.000,"Standard Class",325
338,2014-07-17 00:00:00.000,"Standard Class",338
339,2014-07-17 00:00:00.000,"Standard Class",339
345,2015-12-24 00:00:00.000,"Standard Class",345
346,2017-06-19 00:00:00.000,"Standard Class",346
347,2017-07-12 00:00:00.000,"Standard Class",347
348,2017-07-12 00:00:00.000,"Standard Class",348
349,2017-07-12 00:00:00.000,"Standard Class",349
355,2016-04-13 00:00:00.000,"Standard Class",355
356,2016-04-13 00:00:00.000,"Standard Class",356
357,2016-04-13 00:00:00.000,"Standard Class",357
358,2016-04-13 00:00:00.000,"Standard Class",358
359,2016-04-28 00:00:00.000,"Standard Class",359
362,2017-10-01 00:00:00.000,"Standard Class",362
363,2017-10-01 00:00:00.000,"Standard Class",363
364,2017-10-01 00:00:00.000,"Standard Class",364
365,2017-10-01 00:00:00.000,"Standard Class",365
366,2014-09-29 00:00:00.000,"Standard Class",366
371,2017-06-04 00:00:00.000,"Standard Class",371
372,2017-06-04 00:00:00.000,"Standard Class",372
373,2014-07-27 00:00:00.000,"Standard Class",373
374,2014-07-27 00:00:00.000,"Standard Class",374
375,2014-07-27 00:00:00.000,"Standard Class",375
376,2014-07-27 00:00:00.000,"Standard Class",376
378,2017-09-01 00:00:00.000,"Standard Class",378
379,2015-05-05 00:00:00.000,"Standard Class",379
380,2015-05-05 00:00:00.000,"Standard Class",380
381,2015-05-05 00:00:00.000,"Standard Class",381
385,2015-12-02 00:00:00.000,"Standard Class",385
386,2015-12-02 00:00:00.000,"Standard Class",386
387,2015-12-07 00:00:00.000,"Standard Class",387
388,2015-12-07 00:00:00.000,"Standard Class",388
390,2017-12-15 00:00:00.000,"Standard Class",390
391,2017-12-15 00:00:00.000,"Standard Class",391
395,2017-07-05 00:00:00.000,"Standard Class",395
398,2015-11-04 00:00:00.000,"Standard Class",398
404,2014-04-20 00:00:00.000,"Standard Class",404
405,2017-12-29 00:00:00.000,"Standard Class",405
406,2017-12-12 00:00:00.000,"Standard Class",406
407,2017-12-12 00:00:00.000,"Standard Class",407
408,2017-12-12 00:00:00.000,"Standard Class",408
409,2017-12-12 00:00:00.000,"Standard Class",409
410,2017-12-12 00:00:00.000,"Standard Class",410
411,2017-12-12 00:00:00.000,"Standard Class",411
412,2017-12-12 00:00:00.000,"Standard Class",412
413,2017-12-12 00:00:00.000,"Standard Class",413
414,2017-12-12 00:00:00.000,"Standard Class",414
415,2017-11-07 00:00:00.000,"Standard Class",415
416,2017-11-07 00:00:00.000,"Standard Class",416
417,2017-06-28 00:00:00.000,"Standard Class",417
418,2016-04-18 00:00:00.000,"Standard Class",418
419,2017-11-10 00:00:00.000,"Standard Class",419
420,2017-03-09 00:00:00.000,"Standard Class",420
421,2017-03-09 00:00:00.000,"Standard Class",421
423,2017-10-23 00:00:00.000,"Standard Class",423
424,2017-10-23 00:00:00.000,"Standard Class",424
429,2017-10-08 00:00:00.000,"Standard Class",429
430,2016-04-21 00:00:00.000,"Standard Class",430
431,2016-04-21 00:00:00.000,"Standard Class",431
432,2016-04-21 00:00:00.000,"Standard Class",432
433,2016-04-21 00:00:00.000,"Standard Class",433
435,2014-12-25 00:00:00.000,"Standard Class",435
436,2014-12-25 00:00:00.000,"Standard Class",436
439,2017-09-19 00:00:00.000,"Standard Class",439
454,2017-10-24 00:00:00.000,"Standard Class",454
455,2017-10-24 00:00:00.000,"Standard Class",455
456,2016-12-17 00:00:00.000,"Standard Class",456
457,2014-02-18 00:00:00.000,"Standard Class",457
458,2016-10-01 00:00:00.000,"Standard Class",458
459,2016-10-01 00:00:00.000,"Standard Class",459
460,2015-12-22 00:00:00.000,"Standard Class",460
461,2015-12-22 00:00:00.000,"Standard Class",461
462,2015-12-22 00:00:00.000,"Standard Class",462
463,2016-04-29 00:00:00.000,"Standard Class",463
464,2016-04-29 00:00:00.000,"Standard Class",464
465,2016-04-29 00:00:00.000,"Standard Class",465
466,2016-04-29 00:00:00.000,"Standard Class",466
467,2016-04-29 00:00:00.000,"Standard Class",467
468,2015-01-24 00:00:00.000,"Standard Class",468
469,2017-04-04 00:00:00.000,"Standard Class",469
471,2015-12-24 00:00:00.000,"Standard Class",471
478,2016-07-19 00:00:00.000,"Standard Class",478
479,2016-11-02 00:00:00.000,"Standard Class",479
480,2016-07-02 00:00:00.000,"Standard Class",480
481,2016-07-02 00:00:00.000,"Standard Class",481
482,2014-10-10 00:00:00.000,"Standard Class",482
483,2014-07-27 00:00:00.000,"Standard Class",483
484,2014-07-27 00:00:00.000,"Standard Class",484
492,2014-09-19 00:00:00.000,"Standard Class",492
493,2014-09-19 00:00:00.000,"Standard Class",493
494,2016-05-14 00:00:00.000,"Standard Class",494
496,2015-12-31 00:00:00.000,"Standard Class",496
497,2016-07-31 00:00:00.000,"Standard Class",497
498,2016-07-31 00:00:00.000,"Standard Class",498
499,2016-07-31 00:00:00.000,"Standard Class",499
500,2016-07-31 00:00:00.000,"Standard Class",500
501,2016-06-04 00:00:00.000,"Standard Class",501
502,2016-06-04 00:00:00.000,"Standard Class",502
503,2016-06-04 00:00:00.000,"Standard Class",503
504,2016-06-04 00:00:00.000,"Standard Class",504
505,2016-06-04 00:00:00.000,"Standard Class",505
507,2015-03-22 00:00:00.000,"Standard Class",507
508,2015-03-22 00:00:00.000,"Standard Class",508
509,2015-03-22 00:00:00.000,"Standard Class",509
510,2015-03-22 00:00:00.000,"Standard Class",510
514,2017-12-25 00:00:00.000,"Standard Class",514
515,2017-12-25 00:00:00.000,"Standard Class",515
516,2017-01-27 00:00:00.000,"Standard Class",516
517,2017-01-27 00:00:00.000,"Standard Class",517
518,2017-01-27 00:00:00.000,"Standard Class",518
519,2017-01-27 00:00:00.000,"Standard Class",519
520,2015-03-26 00:00:00.000,"Standard Class",520
521,2015-03-26 00:00:00.000,"Standard Class",521
522,2015-03-26 00:00:00.000,"Standard Class",522
526,2016-01-02 00:00:00.000,"Standard Class",526
527,2017-10-26 00:00:00.000,"Standard Class",527
528,2017-10-26 00:00:00.000,"Standard Class",528
529,2015-09-07 00:00:00.000,"Standard Class",529
530,2015-09-07 00:00:00.000,"Standard Class",530
531,2015-09-07 00:00:00.000,"Standard Class",531
533,2017-09-11 00:00:00.000,"Standard Class",533
536,2016-07-16 00:00:00.000,"Standard Class",536
538,2015-12-08 00:00:00.000,"Standard Class",538
539,2015-12-11 00:00:00.000,"Standard Class",539
540,2015-12-11 00:00:00.000,"Standard Class",540
543,2015-12-23 00:00:00.000,"Standard Class",543
544,2014-05-16 00:00:00.000,"Standard Class",544
545,2014-05-16 00:00:00.000,"Standard Class",545
546,2014-05-16 00:00:00.000,"Standard Class",546
554,2017-11-28 00:00:00.000,"Standard Class",554
557,2016-06-15 00:00:00.000,"Standard Class",557
558,2016-06-15 00:00:00.000,"Standard Class",558
559,2016-06-15 00:00:00.000,"Standard Class",559
567,2017-10-08 00:00:00.000,"Standard Class",567
568,2017-10-08 00:00:00.000,"Standard Class",568
569,2017-10-08 00:00:00.000,"Standard Class",569
570,2017-10-08 00:00:00.000,"Standard Class",570
571,2018-01-04 00:00:00.000,"Standard Class",571
572,2018-01-04 00:00:00.000,"Standard Class",572
573,2018-01-04 00:00:00.000,"Standard Class",573
574,2018-01-04 00:00:00.000,"Standard Class",574
575,2016-11-07 00:00:00.000,"Standard Class",575
579,2017-07-26 00:00:00.000,"Standard Class",579
580,2017-07-26 00:00:00.000,"Standard Class",580
581,2015-09-14 00:00:00.000,"Standard Class",581
582,2017-12-05 00:00:00.000,"Standard Class",582
583,2017-12-05 00:00:00.000,"Standard Class",583
584,2017-12-05 00:00:00.000,"Standard Class",584
585,2017-12-05 00:00:00.000,"Standard Class",585
586,2017-12-05 00:00:00.000,"Standard Class",586
587,2015-07-09 00:00:00.000,"Standard Class",587
588,2015-07-09 00:00:00.000,"Standard Class",588
589,2016-03-24 00:00:00.000,"Standard Class",589
590,2016-03-24 00:00:00.000,"Standard Class",590
591,2016-03-24 00:00:00.000,"Standard Class",591
592,2016-03-24 00:00:00.000,"Standard Class",592
593,2014-01-13 00:00:00.000,"Standard Class",593
594,2014-01-13 00:00:00.000,"Standard Class",594
595,2014-08-15 00:00:00.000,"Standard Class",595
596,2014-08-15 00:00:00.000,"Standard Class",596
597,2014-08-15 00:00:00.000,"Standard Class",597
598,2014-08-15 00:00:00.000,"Standard Class",598
600,2016-07-21 00:00:00.000,"Standard Class",600
601,2016-07-21 00:00:00.000,"Standard Class",601
602,2016-07-21 00:00:00.000,"Standard Class",602
603,2014-03-19 00:00:00.000,"Standard Class",603
604,2014-03-19 00:00:00.000,"Standard Class",604
605,2014-03-19 00:00:00.000,"Standard Class",605
606,2014-03-19 00:00:00.000,"Standard Class",606
607,2014-03-19 00:00:00.000,"Standard Class",607
608,2014-05-27 00:00:00.000,"Standard Class",608
609,2014-05-27 00:00:00.000,"Standard Class",609
610,2014-05-27 00:00:00.000,"Standard Class",610
622,2014-12-31 00:00:00.000,"Standard Class",622
623,2015-12-03 00:00:00.000,"Standard Class",623
624,2015-12-03 00:00:00.000,"Standard Class",624
625,2015-12-03 00:00:00.000,"Standard Class",625
626,2015-12-03 00:00:00.000,"Standard Class",626
627,2017-09-19 00:00:00.000,"Standard Class",627
628,2017-05-23 00:00:00.000,"Standard Class",628
629,2017-12-21 00:00:00.000,"Standard Class",629
630,2017-12-21 00:00:00.000,"Standard Class",630
637,2016-08-21 00:00:00.000,"Standard Class",637
638,2016-08-21 00:00:00.000,"Standard Class",638
639,2016-05-25 00:00:00.000,"Standard Class",639
640,2016-05-25 00:00:00.000,"Standard Class",640
641,2016-12-22 00:00:00.000,"Standard Class",641
644,2017-06-15 00:00:00.000,"Standard Class",644
645,2017-07-25 00:00:00.000,"Standard Class",645
646,2018-01-05 00:00:00.000,"Standard Class",646
647,2016-04-08 00:00:00.000,"Standard Class",647
648,2016-04-08 00:00:00.000,"Standard Class",648
652,2016-10-29 00:00:00.000,"Standard Class",652
653,2017-06-23 00:00:00.000,"Standard Class",653
654,2017-06-23 00:00:00.000,"Standard Class",654
655,2016-08-28 00:00:00.000,"Standard Class",655
656,2016-08-28 00:00:00.000,"Standard Class",656
657,2016-08-28 00:00:00.000,"Standard Class",657
660,2015-08-28 00:00:00.000,"Standard Class",660
661,2015-08-28 00:00:00.000,"Standard Class",661
662,2015-08-28 00:00:00.000,"Standard Class",662
663,2015-08-28 00:00:00.000,"Standard Class",663
664,2016-03-30 00:00:00.000,"Standard Class",664
670,2017-06-13 00:00:00.000,"Standard Class",670
671,2017-06-13 00:00:00.000,"Standard Class",671
672,2017-06-13 00:00:00.000,"Standard Class",672
673,2017-06-22 00:00:00.000,"Standard Class",673
677,2017-03-23 00:00:00.000,"Standard Class",677
678,2017-03-23 00:00:00.000,"Standard Class",678
679,2017-03-23 00:00:00.000,"Standard Class",679
680,2017-03-23 00:00:00.000,"Standard Class",680
681,2016-11-24 00:00:00.000,"Standard Class",681
682,2016-11-24 00:00:00.000,"Standard Class",682
683,2016-11-24 00:00:00.000,"Standard Class",683
689,2017-12-29 00:00:00.000,"Standard Class",689
693,2015-04-02 00:00:00.000,"Standard Class",693
694,2015-04-02 00:00:00.000,"Standard Class",694
702,2017-09-08 00:00:00.000,"Standard Class",702
704,2015-04-14 00:00:00.000,"Standard Class",704
705,2014-09-17 00:00:00.000,"Standard Class",705
706,2014-09-17 00:00:00.000,"Standard Class",706
707,2014-09-17 00:00:00.000,"Standard Class",707
712,2017-09-07 00:00:00.000,"Standard Class",712
713,2017-05-24 00:00:00.000,"Standard Class",713
714,2017-05-24 00:00:00.000,"Standard Class",714
715,2017-05-24 00:00:00.000,"Standard Class",715
718,2017-09-29 00:00:00.000,"Standard Class",718
719,2014-06-07 00:00:00.000,"Standard Class",719
720,2014-06-07 00:00:00.000,"Standard Class",720
721,2016-02-18 00:00:00.000,"Standard Class",721
722,2016-12-19 00:00:00.000,"Standard Class",722
723,2016-12-19 00:00:00.000,"Standard Class",723
724,2014-10-13 00:00:00.000,"Standard Class",724
725,2016-07-12 00:00:00.000,"Standard Class",725
726,2017-09-20 00:00:00.000,"Standard Class",726
727,2017-09-20 00:00:00.000,"Standard Class",727
733,2017-01-25 00:00:00.000,"Standard Class",733
734,2017-01-25 00:00:00.000,"Standard Class",734
735,2017-01-25 00:00:00.000,"Standard Class",735
736,2017-01-25 00:00:00.000,"Standard Class",736
737,2017-01-25 00:00:00.000,"Standard Class",737
738,2017-01-25 00:00:00.000,"Standard Class",738
739,2014-09-12 00:00:00.000,"Standard Class",739
740,2014-01-08 00:00:00.000,"Standard Class",740
741,2014-01-08 00:00:00.000,"Standard Class",741
742,2014-01-08 00:00:00.000,"Standard Class",742
743,2016-09-01 00:00:00.000,"Standard Class",743
744,2016-09-01 00:00:00.000,"Standard Class",744
745,2016-09-01 00:00:00.000,"Standard Class",745
746,2016-09-01 00:00:00.000,"Standard Class",746
750,2017-10-06 00:00:00.000,"Standard Class",750
751,2017-10-06 00:00:00.000,"Standard Class",751
752,2017-10-06 00:00:00.000,"Standard Class",752
753,2017-10-06 00:00:00.000,"Standard Class",753
755,2015-12-12 00:00:00.000,"Standard Class",755
756,2016-09-22 00:00:00.000,"Standard Class",756
757,2015-01-02 00:00:00.000,"Standard Class",757
758,2015-01-02 00:00:00.000,"Standard Class",758
759,2017-07-28 00:00:00.000,"Standard Class",759
760,2017-09-22 00:00:00.000,"Standard Class",760
761,2015-09-05 00:00:00.000,"Standard Class",761
762,2017-11-07 00:00:00.000,"Standard Class",762
763,2015-02-13 00:00:00.000,"Standard Class",763
769,2014-05-20 00:00:00.000,"Standard Class",769
770,2016-05-24 00:00:00.000,"Standard Class",770
771,2017-02-05 00:00:00.000,"Standard Class",771
772,2017-02-05 00:00:00.000,"Standard Class",772
773,2017-02-05 00:00:00.000,"Standard Class",773
774,2017-02-05 00:00:00.000,"Standard Class",774
775,2017-02-05 00:00:00.000,"Standard Class",775
776,2017-02-05 00:00:00.000,"Standard Class",776
777,2014-07-06 00:00:00.000,"Standard Class",777
786,2015-05-28 00:00:00.000,"Standard Class",786
788,2015-12-16 00:00:00.000,"Standard Class",788
789,2015-06-30 00:00:00.000,"Standard Class",789
790,2015-06-30 00:00:00.000,"Standard Class",790
791,2015-06-30 00:00:00.000,"Standard Class",791
792,2015-06-30 00:00:00.000,"Standard Class",792
794,2014-09-26 00:00:00.000,"Standard Class",794
795,2014-09-26 00:00:00.000,"Standard Class",795
796,2017-09-26 00:00:00.000,"Standard Class",796
800,2015-12-03 00:00:00.000,"Standard Class",800
804,2016-03-17 00:00:00.000,"Standard Class",804
806,2014-11-07 00:00:00.000,"Standard Class",806
807,2014-11-07 00:00:00.000,"Standard Class",807
817,2016-09-19 00:00:00.000,"Standard Class",817
818,2014-07-02 00:00:00.000,"Standard Class",818
819,2014-07-02 00:00:00.000,"Standard Class",819
820,2014-07-02 00:00:00.000,"Standard Class",820
821,2014-07-02 00:00:00.000,"Standard Class",821
822,2014-07-02 00:00:00.000,"Standard Class",822
823,2017-06-27 00:00:00.000,"Standard Class",823
824,2017-06-27 00:00:00.000,"Standard Class",824
825,2014-05-15 00:00:00.000,"Standard Class",825
826,2014-05-15 00:00:00.000,"Standard Class",826
827,2017-08-28 00:00:00.000,"Standard Class",827
828,2017-08-28 00:00:00.000,"Standard Class",828
829,2017-08-28 00:00:00.000,"Standard Class",829
834,2016-07-27 00:00:00.000,"Standard Class",834
835,2016-07-27 00:00:00.000,"Standard Class",835
836,2016-07-27 00:00:00.000,"Standard Class",836
838,2017-11-11 00:00:00.000,"Standard Class",838
839,2016-03-12 00:00:00.000,"Standard Class",839
840,2015-11-25 00:00:00.000,"Standard Class",840
841,2015-11-25 00:00:00.000,"Standard Class",841
842,2015-11-25 00:00:00.000,"Standard Class",842
847,2015-10-17 00:00:00.000,"Standard Class",847
848,2015-10-17 00:00:00.000,"Standard Class",848
849,2017-01-06 00:00:00.000,"Standard Class",849
850,2014-02-12 00:00:00.000,"Standard Class",850
853,2016-06-04 00:00:00.000,"Standard Class",853
854,2016-02-24 00:00:00.000,"Standard Class",854
855,2016-02-24 00:00:00.000,"Standard Class",855
856,2014-08-08 00:00:00.000,"Standard Class",856
857,2014-08-08 00:00:00.000,"Standard Class",857
858,2014-08-08 00:00:00.000,"Standard Class",858
859,2017-04-15 00:00:00.000,"Standard Class",859
860,2017-04-15 00:00:00.000,"Standard Class",860
861,2014-06-16 00:00:00.000,"Standard Class",861
862,2014-06-16 00:00:00.000,"Standard Class",862
866,2014-01-15 00:00:00.000,"Standard Class",866
867,2014-01-15 00:00:00.000,"Standard Class",867
869,2014-04-10 00:00:00.000,"Standard Class",869
873,2014-12-15 00:00:00.000,"Standard Class",873
874,2014-12-15 00:00:00.000,"Standard Class",874
875,2017-08-29 00:00:00.000,"Standard Class",875
876,2016-01-21 00:00:00.000,"Standard Class",876
877,2016-01-21 00:00:00.000,"Standard Class",877
878,2016-01-21 00:00:00.000,"Standard Class",878
879,2014-09-21 00:00:00.000,"Standard Class",879
882,2015-10-13 00:00:00.000,"Standard Class",882
885,2014-05-04 00:00:00.000,"Standard Class",885
887,2017-07-02 00:00:00.000,"Standard Class",887
888,2017-10-19 00:00:00.000,"Standard Class",888
889,2014-12-16 00:00:00.000,"Standard Class",889
890,2017-06-26 00:00:00.000,"Standard Class",890
891,2017-06-26 00:00:00.000,"Standard Class",891
898,2014-09-15 00:00:00.000,"Standard Class",898
904,2016-04-12 00:00:00.000,"Standard Class",904
905,2016-04-12 00:00:00.000,"Standard Class",905
906,2016-04-12 00:00:00.000,"Standard Class",906
907,2018-01-03 00:00:00.000,"Standard Class",907
908,2018-01-03 00:00:00.000,"Standard Class",908
909,2018-01-03 00:00:00.000,"Standard Class",909
910,2017-09-07 00:00:00.000,"Standard Class",910
911,2017-09-07 00:00:00.000,"Standard Class",911
