COD_FILIAL,DT_E_S,COD_ITEM,COR,TAMANHO,LOCAL_EST,QTD_EST,VL_CUSTO_EST,CENTRO_CUSTO,ESTAMPA,CHAVE_ESTOQUE
"2",2019-03-31 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",388,582,"2","ÚNICA",197
"2",2019-03-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",471,2486.88,"6","ÚNICA",202
"2",2019-03-31 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",435,2784,"2","ÚNICA",204
"2",2019-03-31 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",290,1531.2,"7","ÚNICA",209
"2",2019-03-31 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",363,3100.02,"1","ÚNICA",210
"2",2019-03-31 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",221,1624.35,"3","ÚNICA",211
"2",2019-03-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",382,5623.04,"1","ÚNICA",213
"2",2019-03-31 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",265,636,"5","ÚNICA",215
"2",2019-03-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",222,2377.62,"8","ÚNICA",220
"2",2019-03-31 00:00:00.000,"26","ÚNICA","ÚNICA","PRINCIPAL",352,3935.36,"3","ÚNICA",222
"2",2020-03-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",185,175.75,"7","ÚNICA",226
"2",2020-03-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",228,729.6,"2","ÚNICA",230
"2",2020-03-31 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",109,599.5,"4","ÚNICA",233
"2",2020-03-31 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",112,39.2,"5","ÚNICA",234
"2",2020-03-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",168,423.36,"6","ÚNICA",236
"2",2020-03-31 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",135,118.8,"5","ÚNICA",243
"2",2020-03-31 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",218,287.76,"1","ÚNICA",244
"2",2020-03-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",239,740.9,"6","ÚNICA",245
"2",2018-04-30 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",201,2424.06,"1","ÚNICA",259
"2",2018-04-30 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",318,159,"5","ÚNICA",262
"2",2018-04-30 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",479,6955.08,"5","ÚNICA",268
"2",2018-04-30 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",283,2863.96,"3","ÚNICA",269
"2",2018-04-30 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",396,6367.68,"8","ÚNICA",270
"2",2018-04-30 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",359,2907.9,"6","ÚNICA",275
"2",2018-04-30 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",373,2472.99,"3","ÚNICA",276
"2",2019-04-30 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",345,1407.6,"4","ÚNICA",285
"2",2019-04-30 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",349,230.34,"6","ÚNICA",291
"2",2019-04-30 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",460,3864,"5","ÚNICA",295
"2",2019-04-30 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",459,1377,"5","ÚNICA",301
"2",2019-04-30 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",391,5067.36,"6","ÚNICA",307
"2",2020-04-30 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",159,127.2,"6","ÚNICA",319
"2",2020-04-30 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",147,294,"3","ÚNICA",321
"2",2020-04-30 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",115,241.5,"7","ÚNICA",322
"2",2020-04-30 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",129,812.7,"3","ÚNICA",323
"2",2020-04-30 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",131,565.92,"2","ÚNICA",326
"2",2020-04-30 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",119,285.6,"3","ÚNICA",329
"2",2020-04-30 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",196,586.04,"7","ÚNICA",330
"2",2020-04-30 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",126,699.3,"6","ÚNICA",331
"2",2020-04-30 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",176,688.16,"7","ÚNICA",332
"2",2020-04-30 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",182,1523.34,"1","ÚNICA",335
"2",2020-04-30 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",241,1619.52,"2","ÚNICA",336
"2",2018-05-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",245,502.25,"8","ÚNICA",338
"2",2018-05-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",426,2483.58,"1","ÚNICA",340
"2",2018-05-31 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",403,3554.46,"7","ÚNICA",351
"2",2018-05-31 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",463,629.68,"5","ÚNICA",355
"2",2018-05-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",370,1295,"7","ÚNICA",357
"2",2018-05-31 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",493,5797.68,"1","ÚNICA",364
"2",2019-05-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",335,1139,"3","ÚNICA",366
"2",2019-05-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",298,1868.46,"4","ÚNICA",368
"2",2019-05-31 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",498,3764.88,"8","ÚNICA",369
"2",2019-05-31 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",414,4347,"3","ÚNICA",373
"2",2019-05-31 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",439,1545.28,"8","ÚNICA",377
"2",2019-05-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",410,4997.9,"1","ÚNICA",381
"2",2019-05-31 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",334,3456.9,"8","ÚNICA",387
"2",2019-05-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",286,2819.96,"7","ÚNICA",388
"2",2018-06-30 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",435,913.5,"2","ÚNICA",393
"2",2018-06-30 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",467,2928.09,"8","ÚNICA",396
"2",2018-06-30 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",298,3289.92,"4","ÚNICA",398
"2",2018-06-30 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",290,3654,"1","ÚNICA",400
"2",2018-06-30 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",260,3185,"8","ÚNICA",401
"2",2018-06-30 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",481,481,"3","ÚNICA",403
"2",2018-06-30 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",376,466.24,"5","ÚNICA",411
"2",2018-06-30 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",434,937.44,"6","ÚNICA",412
"2",2018-06-30 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",246,2509.2,"1","ÚNICA",415
"2",2018-06-30 00:00:00.000,"26","ÚNICA","ÚNICA","PRINCIPAL",398,6726.2,"3","ÚNICA",418
"2",2018-06-30 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",251,2846.34,"6","ÚNICA",419
"2",2018-06-30 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",246,3306.24,"5","ÚNICA",420
"2",2019-06-30 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",415,435.75,"4","ÚNICA",421
"2",2019-06-30 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",474,1516.8,"4","ÚNICA",422
"2",2019-06-30 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",237,1493.1,"6","ÚNICA",423
"2",2019-06-30 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",488,5797.44,"1","ÚNICA",427
"2",2019-06-30 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",229,2335.8,"5","ÚNICA",428
"2",2019-06-30 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",465,148.8,"6","ÚNICA",430
"2",2019-06-30 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",333,692.64,"5","ÚNICA",439
"2",2019-06-30 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",266,957.6,"1","ÚNICA",440
"2",2019-06-30 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",285,1926.6,"4","ÚNICA",442
"2",2019-06-30 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",244,2781.6,"5","ÚNICA",445
"2",2018-07-31 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",392,635.04,"1","ÚNICA",449
"2",2018-07-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",217,434,"7","ÚNICA",450
"2",2018-07-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",244,1288.32,"2","ÚNICA",454
"2",2018-07-31 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",441,4630.5,"3","ÚNICA",457
"2",2018-07-31 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",411,6148.56,"7","ÚNICA",464
"2",2018-07-31 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",449,5926.8,"5","ÚNICA",466
"2",2018-07-31 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",246,1881.9,"8","ÚNICA",471
"2",2018-07-31 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",486,6167.34,"6","ÚNICA",475
"2",2019-07-31 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",204,397.8,"7","ÚNICA",477
"2",2019-07-31 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",376,2842.56,"4","ÚNICA",481
"2",2019-07-31 00:00:00.000,"16","ÚNICA","ÚNICA","PRINCIPAL",207,1622.88,"7","ÚNICA",482
"2",2019-07-31 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",252,2948.4,"8","ÚNICA",483
"2",2019-07-31 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",442,6630,"2","ÚNICA",485
"2",2019-07-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",299,2269.41,"3","ÚNICA",493
"2",2019-07-31 00:00:00.000,"4","ÚNICA","ÚNICA","PRINCIPAL",282,383.52,"4","ÚNICA",495
"2",2019-07-31 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",444,2530.8,"2","ÚNICA",499
"2",2019-07-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",282,2636.7,"8","ÚNICA",500
"2",2019-07-31 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",472,4753.04,"4","ÚNICA",501
"2",2018-08-31 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",367,616.56,"8","ÚNICA",505
"2",2018-08-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",270,526.5,"7","ÚNICA",506
"2",2018-08-31 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",432,2851.2,"3","ÚNICA",512
"2",2018-08-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",489,2640.6,"6","ÚNICA",525
"2",2018-08-31 00:00:00.000,"13","ÚNICA","ÚNICA","PRINCIPAL",373,1988.09,"6","ÚNICA",526
"2",2019-08-31 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",239,351.33,"8","ÚNICA",533
"2",2019-08-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",482,867.6,"4","ÚNICA",534
"2",2019-08-31 00:00:00.000,"9","ÚNICA","ÚNICA","PRINCIPAL",266,1053.36,"7","ÚNICA",535
"2",2019-08-31 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",324,1205.28,"7","ÚNICA",537
"2",2019-08-31 00:00:00.000,"14","ÚNICA","ÚNICA","PRINCIPAL",318,1825.32,"7","ÚNICA",546
"2",2019-08-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",377,3468.4,"7","ÚNICA",549
"2",2019-08-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",305,3577.65,"1","ÚNICA",556
"2",2019-08-31 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",424,3625.2,"2","ÚNICA",557
"2",2019-08-31 00:00:00.000,"28","ÚNICA","ÚNICA","PRINCIPAL",416,7105.28,"2","ÚNICA",560
"2",2018-09-30 00:00:00.000,"3","ÚNICA","ÚNICA","PRINCIPAL",425,765,"2","ÚNICA",561
"2",2018-09-30 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",244,475.8,"1","ÚNICA",562
"2",2018-09-30 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",458,3526.6,"8","ÚNICA",564
"2",2018-09-30 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",225,2205,"8","ÚNICA",568
"2",2018-09-30 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",267,2202.75,"1","ÚNICA",569
"2",2018-09-30 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",266,125.02,"5","ÚNICA",570
"2",2018-09-30 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",452,5170.88,"5","ÚNICA",576
"2",2018-09-30 00:00:00.000,"24","ÚNICA","ÚNICA","PRINCIPAL",442,3606.72,"5","ÚNICA",578
"2",2018-09-30 00:00:00.000,"6","ÚNICA","ÚNICA","PRINCIPAL",270,1004.4,"4","ÚNICA",580
"2",2018-09-30 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",229,938.9,"6","ÚNICA",581
"2",2018-09-30 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",240,2006.4,"8","ÚNICA",585
"2",2018-09-30 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",220,3445.2,"2","ÚNICA",587
"2",2019-09-30 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",208,416,"4","ÚNICA",590
"2",2019-09-30 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",150,840,"7","ÚNICA",596
"2",2019-09-30 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",122,579.5,"4","ÚNICA",597
"2",2019-09-30 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",121,31.46,"5","ÚNICA",598
"2",2019-09-30 00:00:00.000,"2","ÚNICA","ÚNICA","PRINCIPAL",204,130.56,"5","ÚNICA",599
"2",2019-09-30 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",182,433.16,"1","ÚNICA",600
"2",2019-09-30 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",142,284,"8","ÚNICA",601
"2",2019-09-30 00:00:00.000,"22","ÚNICA","ÚNICA","PRINCIPAL",147,711.48,"3","ÚNICA",604
"2",2019-09-30 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",222,1378.62,"8","ÚNICA",605
"2",2019-09-30 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",207,914.94,"1","ÚNICA",612
"2",2019-09-30 00:00:00.000,"19","ÚNICA","ÚNICA","PRINCIPAL",113,644.1,"2","ÚNICA",613
"2",2019-09-30 00:00:00.000,"27","ÚNICA","ÚNICA","PRINCIPAL",175,803.25,"2","ÚNICA",615
"2",2018-10-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",393,923.55,"5","ÚNICA",618
"2",2018-10-31 00:00:00.000,"11","ÚNICA","ÚNICA","PRINCIPAL",426,2577.3,"3","ÚNICA",620
"2",2018-10-31 00:00:00.000,"18","ÚNICA","ÚNICA","PRINCIPAL",463,5667.12,"2","ÚNICA",623
"2",2018-10-31 00:00:00.000,"1","ÚNICA","ÚNICA","PRINCIPAL",490,166.6,"4","ÚNICA",626
"2",2018-10-31 00:00:00.000,"7","ÚNICA","ÚNICA","PRINCIPAL",328,1607.2,"1","ÚNICA",628
"2",2018-10-31 00:00:00.000,"21","ÚNICA","ÚNICA","PRINCIPAL",255,2409.75,"5","ÚNICA",631
"2",2018-10-31 00:00:00.000,"23","ÚNICA","ÚNICA","PRINCIPAL",200,2852,"5","ÚNICA",633
"2",2018-10-31 00:00:00.000,"10","ÚNICA","ÚNICA","PRINCIPAL",395,2093.5,"8","ÚNICA",637
"2",2018-10-31 00:00:00.000,"15","ÚNICA","ÚNICA","PRINCIPAL",431,3814.35,"3","ÚNICA",639
"2",2018-10-31 00:00:00.000,"17","ÚNICA","ÚNICA","PRINCIPAL",241,2499.17,"7","ÚNICA",640
"2",2019-10-31 00:00:00.000,"5","ÚNICA","ÚNICA","PRINCIPAL",151,286.9,"1","ÚNICA",646
"2",2019-10-31 00:00:00.000,"12","ÚNICA","ÚNICA","PRINCIPAL",154,480.48,"4","ÚNICA",649
"2",2019-10-31 00:00:00.000,"20","ÚNICA","ÚNICA","PRINCIPAL",188,714.4,"3","ÚNICA",652
"2",2019-10-31 00:00:00.000,"25","ÚNICA","ÚNICA","PRINCIPAL",129,483.75,"2","ÚNICA",653
"2",2019-10-31 00:00:00.000,"8","ÚNICA","ÚNICA","PRINCIPAL",194,372.48,"2","ÚNICA",657
