statisitcs_id,country_id,gender_id,age_group_id,suicides_no,population,generation_id,date
592,5,2,1,0,18384,5,2013-12-31 00:00:00.000
598,5,1,1,0,19376,5,2013-12-31 00:00:00.000
696,6,2,1,0,597487,5,2011-12-31 00:00:00.000
764,7,2,1,0,37069,5,2007-12-31 00:00:00.000
776,7,2,1,0,37579,5,2008-12-31 00:00:00.000
779,7,1,1,0,38038,5,2008-12-31 00:00:00.000
788,7,2,1,0,37982,5,2009-12-31 00:00:00.000
791,7,1,1,0,38375,5,2009-12-31 00:00:00.000
800,7,2,1,0,38304,5,2010-12-31 00:00:00.000
803,7,1,1,0,38669,5,2010-12-31 00:00:00.000
813,7,2,1,0,38613,5,2011-12-31 00:00:00.000
816,7,1,1,0,39029,5,2011-12-31 00:00:00.000
824,7,2,1,0,38680,5,2012-12-31 00:00:00.000
827,7,1,1,0,39194,5,2012-12-31 00:00:00.000
836,7,2,1,0,38558,5,2013-12-31 00:00:00.000
839,7,1,1,0,39211,5,2013-12-31 00:00:00.000
1008,9,1,1,0,349244,5,2007-12-31 00:00:00.000
1032,9,2,1,0,320318,5,2009-12-31 00:00:00.000
1044,9,2,1,0,319676,5,2010-12-31 00:00:00.000
1056,9,2,1,0,314076,5,2011-12-31 00:00:00.000
1068,9,2,1,0,310187,5,2012-12-31 00:00:00.000
1523,13,2,1,0,369792,5,2010-12-31 00:00:00.000
1632,14,2,1,0,226998,5,2009-12-31 00:00:00.000
1644,14,1,1,0,234533,5,2010-12-31 00:00:00.000
1656,14,2,1,0,217835,5,2011-12-31 00:00:00.000
1680,14,2,1,0,204491,5,2013-12-31 00:00:00.000
1728,15,2,1,0,706661,5,2007-12-31 00:00:00.000
1846,16,2,1,0,47379,5,2007-12-31 00:00:00.000
1848,16,1,1,0,49978,5,2007-12-31 00:00:00.000
1858,16,2,1,0,46407,5,2008-12-31 00:00:00.000
1860,16,1,1,0,49044,5,2008-12-31 00:00:00.000
1870,16,2,1,0,45750,5,2009-12-31 00:00:00.000
1872,16,1,1,0,48319,5,2009-12-31 00:00:00.000
1882,16,2,1,0,45354,5,2010-12-31 00:00:00.000
1884,16,1,1,0,47682,5,2010-12-31 00:00:00.000
1894,16,2,1,0,44757,5,2011-12-31 00:00:00.000
1896,16,1,1,0,47189,5,2011-12-31 00:00:00.000
1904,16,2,1,0,44613,5,2012-12-31 00:00:00.000
1907,16,1,1,0,47222,5,2012-12-31 00:00:00.000
1918,16,2,1,0,44407,5,2013-12-31 00:00:00.000
1920,16,1,1,0,46914,5,2013-12-31 00:00:00.000
1968,17,2,1,0,472986,5,2007-12-31 00:00:00.000
2004,17,2,1,0,454268,5,2010-12-31 00:00:00.000
2016,17,2,1,0,457594,5,2011-12-31 00:00:00.000
2088,18,2,1,0,334828,5,2007-12-31 00:00:00.000
2123,18,2,1,0,327790,5,2010-12-31 00:00:00.000
2124,18,1,1,0,344105,5,2010-12-31 00:00:00.000
2135,18,2,1,0,326359,5,2011-12-31 00:00:00.000
2136,18,1,1,0,341776,5,2011-12-31 00:00:00.000
2148,18,2,1,0,324455,5,2012-12-31 00:00:00.000
2447,21,2,1,0,62580,5,2007-12-31 00:00:00.000
2448,21,1,1,0,66290,5,2007-12-31 00:00:00.000
2471,21,2,1,0,60910,5,2009-12-31 00:00:00.000
2472,21,1,1,0,64240,5,2009-12-31 00:00:00.000
2483,21,2,1,0,61030,5,2010-12-31 00:00:00.000
2484,21,1,1,0,64580,5,2010-12-31 00:00:00.000
2495,21,2,1,0,61510,5,2011-12-31 00:00:00.000
2496,21,1,1,0,65329,5,2011-12-31 00:00:00.000
2508,21,2,1,0,63330,5,2012-12-31 00:00:00.000
2520,21,2,1,0,64312,5,2013-12-31 00:00:00.000
2568,22,2,1,0,297727,5,2007-12-31 00:00:00.000
2592,22,1,1,0,302997,5,2009-12-31 00:00:00.000
2604,22,2,1,0,287620,5,2010-12-31 00:00:00.000
2616,22,2,1,0,286685,5,2011-12-31 00:00:00.000
2627,22,2,1,0,286874,5,2012-12-31 00:00:00.000
2628,22,1,1,0,299783,5,2012-12-31 00:00:00.000
2928,25,2,1,0,514330,5,2007-12-31 00:00:00.000
2939,25,2,1,0,512841,5,2008-12-31 00:00:00.000
2940,25,1,1,0,543879,5,2008-12-31 00:00:00.000
2951,25,2,1,0,512001,5,2009-12-31 00:00:00.000
2952,25,1,1,0,543425,5,2009-12-31 00:00:00.000
2963,25,2,1,0,510970,5,2010-12-31 00:00:00.000
2964,25,1,1,0,542343,5,2010-12-31 00:00:00.000
2975,25,2,1,0,510880,5,2011-12-31 00:00:00.000
2976,25,1,1,0,542702,5,2011-12-31 00:00:00.000
2988,25,1,1,0,548750,5,2012-12-31 00:00:00.000
3000,25,1,1,0,549292,5,2013-12-31 00:00:00.000
3042,26,2,1,0,10089,5,2007-12-31 00:00:00.000
3047,26,1,1,0,10404,5,2007-12-31 00:00:00.000
3052,26,2,1,0,9818,5,2008-12-31 00:00:00.000
3058,26,1,1,0,10169,5,2008-12-31 00:00:00.000
3064,26,2,1,0,9570,5,2009-12-31 00:00:00.000
3070,26,1,1,0,9952,5,2009-12-31 00:00:00.000
3076,26,2,1,0,9347,5,2010-12-31 00:00:00.000
3082,26,1,1,0,9754,5,2010-12-31 00:00:00.000
3089,26,2,1,0,9137,5,2011-12-31 00:00:00.000
3095,26,1,1,0,9566,5,2011-12-31 00:00:00.000
3102,26,2,1,0,9000,5,2012-12-31 00:00:00.000
3106,26,1,1,0,9447,5,2012-12-31 00:00:00.000
3112,26,2,1,0,8933,5,2013-12-31 00:00:00.000
3118,26,1,1,0,9387,5,2013-12-31 00:00:00.000
3300,28,1,1,0,90267,5,2008-12-31 00:00:00.000
3408,29,2,1,0,505214,5,2007-12-31 00:00:00.000
3420,29,2,1,0,494614,5,2008-12-31 00:00:00.000
3468,29,2,1,0,470870,5,2012-12-31 00:00:00.000
3480,29,1,1,0,497640,5,2013-12-31 00:00:00.000
3527,30,2,1,0,21535,5,2007-12-31 00:00:00.000
3528,30,1,1,0,22312,5,2007-12-31 00:00:00.000
3538,30,2,1,0,21461,5,2008-12-31 00:00:00.000
3540,30,1,1,0,22177,5,2008-12-31 00:00:00.000
3550,30,2,1,0,21382,5,2009-12-31 00:00:00.000
3552,30,1,1,0,22143,5,2009-12-31 00:00:00.000
3563,30,2,1,0,21185,5,2010-12-31 00:00:00.000
3574,30,2,1,0,21068,5,2011-12-31 00:00:00.000
3586,30,2,1,0,21068,5,2012-12-31 00:00:00.000
3588,30,1,1,0,21827,5,2012-12-31 00:00:00.000
3599,30,2,1,0,21275,5,2013-12-31 00:00:00.000
3600,30,1,1,0,22051,5,2013-12-31 00:00:00.000
3660,31,2,1,0,285360,5,2008-12-31 00:00:00.000
3694,31,2,1,0,302715,5,2011-12-31 00:00:00.000
3696,31,1,1,0,317962,5,2011-12-31 00:00:00.000
3720,31,2,1,0,314333,5,2013-12-31 00:00:00.000
3768,32,2,1,0,635670,5,2007-12-31 00:00:00.000
3816,32,2,1,0,675036,5,2011-12-31 00:00:00.000
3828,32,2,1,0,688296,5,2012-12-31 00:00:00.000
3840,32,2,1,0,702017,5,2013-12-31 00:00:00.000
4244,36,2,1,0,207774,5,2007-12-31 00:00:00.000
4247,36,1,1,0,220886,5,2007-12-31 00:00:00.000
4257,36,2,1,0,215473,5,2008-12-31 00:00:00.000
4259,36,1,1,0,228709,5,2008-12-31 00:00:00.000
4268,36,2,1,0,219779,5,2009-12-31 00:00:00.000
4270,36,1,1,0,231825,5,2009-12-31 00:00:00.000
4280,36,2,1,0,225440,5,2010-12-31 00:00:00.000
4283,36,1,1,0,237315,5,2010-12-31 00:00:00.000
4306,36,2,1,0,239552,5,2012-12-31 00:00:00.000
4316,36,2,1,0,251412,5,2013-12-31 00:00:00.000
4319,36,1,1,0,262862,5,2013-12-31 00:00:00.000
4380,37,2,1,0,504335,5,2008-12-31 00:00:00.000
4511,38,2,1,0,93081,5,2009-12-31 00:00:00.000
4512,38,1,1,0,98005,5,2009-12-31 00:00:00.000
4523,38,2,1,0,91477,5,2010-12-31 00:00:00.000
4524,38,1,1,0,96293,5,2010-12-31 00:00:00.000
4535,38,2,1,0,91316,5,2011-12-31 00:00:00.000
4536,38,1,1,0,95939,5,2011-12-31 00:00:00.000
4548,38,2,1,0,92440,5,2012-12-31 00:00:00.000
4560,38,2,1,0,94300,5,2013-12-31 00:00:00.000
4620,39,2,1,0,167804,5,2008-12-31 00:00:00.000
4668,39,2,1,0,141261,5,2012-12-31 00:00:00.000
4727,40,2,1,0,29088,5,2007-12-31 00:00:00.000
4728,40,1,1,0,30469,5,2007-12-31 00:00:00.000
4738,40,2,1,0,29210,5,2008-12-31 00:00:00.000
4740,40,1,1,0,30711,5,2008-12-31 00:00:00.000
4751,40,2,1,0,29292,5,2009-12-31 00:00:00.000
4752,40,1,1,0,30979,5,2009-12-31 00:00:00.000
4764,40,2,1,0,29384,5,2010-12-31 00:00:00.000
4775,40,2,1,0,29358,5,2011-12-31 00:00:00.000
4776,40,1,1,0,31212,5,2011-12-31 00:00:00.000
4787,40,2,1,0,29466,5,2012-12-31 00:00:00.000
4788,40,1,1,0,31226,5,2012-12-31 00:00:00.000
4798,40,2,1,0,29800,5,2013-12-31 00:00:00.000
4800,40,1,1,0,31425,5,2013-12-31 00:00:00.000
4846,41,2,1,0,22938,5,2007-12-31 00:00:00.000
4848,41,1,1,0,24299,5,2007-12-31 00:00:00.000
4857,41,2,1,0,22214,5,2008-12-31 00:00:00.000
4860,41,1,1,0,23474,5,2008-12-31 00:00:00.000
4869,41,2,1,0,21609,5,2009-12-31 00:00:00.000
4872,41,1,1,0,22744,5,2009-12-31 00:00:00.000
4882,41,2,1,0,21055,5,2010-12-31 00:00:00.000
4884,41,1,1,0,22101,5,2010-12-31 00:00:00.000
4892,41,2,1,0,20542,5,2011-12-31 00:00:00.000
4895,41,1,1,0,21524,5,2011-12-31 00:00:00.000
4906,41,2,1,0,20066,5,2012-12-31 00:00:00.000
4908,41,1,1,0,21059,5,2012-12-31 00:00:00.000
4918,41,2,1,0,19765,5,2013-12-31 00:00:00.000
4968,42,1,1,0,98602,5,2007-12-31 00:00:00.000
4979,42,1,1,0,97260,5,2008-12-31 00:00:00.000
5002,42,2,1,0,92051,5,2010-12-31 00:00:00.000
5004,42,1,1,0,94862,5,2010-12-31 00:00:00.000
5016,42,1,1,0,93940,5,2011-12-31 00:00:00.000
5040,42,1,1,0,90906,5,2013-12-31 00:00:00.000
5220,44,2,1,0,972276,5,2008-12-31 00:00:00.000
5400,45,1,1,0,305750,5,2013-12-31 00:00:00.000
5448,46,2,1,0,299559,5,2007-12-31 00:00:00.000
5460,46,2,1,0,299282,5,2008-12-31 00:00:00.000
5484,46,2,1,0,299351,5,2010-12-31 00:00:00.000
5520,46,2,1,0,301211,5,2013-12-31 00:00:00.000
5568,47,1,1,0,344045,5,2007-12-31 00:00:00.000
5602,47,2,1,0,340093,5,2010-12-31 00:00:00.000
5604,47,1,1,0,352867,5,2010-12-31 00:00:00.000
5616,47,1,1,0,355754,5,2011-12-31 00:00:00.000
5627,47,2,1,0,345246,5,2012-12-31 00:00:00.000
5928,50,2,1,0,272183,5,2007-12-31 00:00:00.000
5940,50,2,1,0,266454,5,2008-12-31 00:00:00.000
5951,50,2,1,0,260415,5,2009-12-31 00:00:00.000
5963,50,2,1,0,254282,5,2010-12-31 00:00:00.000
5964,50,1,1,0,275763,5,2010-12-31 00:00:00.000
5988,50,2,1,0,244141,5,2012-12-31 00:00:00.000
6045,51,2,1,0,58979,5,2007-12-31 00:00:00.000
6056,51,2,1,0,61710,5,2008-12-31 00:00:00.000
6059,51,1,1,0,63880,5,2008-12-31 00:00:00.000
6068,51,2,1,0,65535,5,2009-12-31 00:00:00.000
6071,51,1,1,0,68172,5,2009-12-31 00:00:00.000
6079,51,2,1,0,70137,5,2010-12-31 00:00:00.000
6082,51,1,1,0,72634,5,2010-12-31 00:00:00.000
6092,51,2,1,0,76170,5,2011-12-31 00:00:00.000
6095,51,1,1,0,84348,5,2011-12-31 00:00:00.000
6104,51,2,1,0,82707,5,2012-12-31 00:00:00.000
6107,51,1,1,0,91507,5,2012-12-31 00:00:00.000
6115,51,2,1,0,89888,5,2013-12-31 00:00:00.000
6118,51,1,1,0,97682,5,2013-12-31 00:00:00.000
6523,55,2,1,0,10307,5,2007-12-31 00:00:00.000
6526,55,1,1,0,10526,5,2007-12-31 00:00:00.000
6534,55,2,1,0,10132,5,2008-12-31 00:00:00.000
6539,55,1,1,0,10348,5,2008-12-31 00:00:00.000
6545,55,2,1,0,9944,5,2009-12-31 00:00:00.000
6550,55,1,1,0,10156,5,2009-12-31 00:00:00.000
6558,55,2,1,0,9754,5,2010-12-31 00:00:00.000
6571,55,2,1,0,9530,5,2011-12-31 00:00:00.000
6574,55,1,1,0,9742,5,2011-12-31 00:00:00.000
6584,55,2,1,0,9355,5,2012-12-31 00:00:00.000
6587,55,1,1,0,9568,5,2012-12-31 00:00:00.000
6592,55,2,1,0,9231,5,2013-12-31 00:00:00.000
6598,55,1,1,0,9440,5,2013-12-31 00:00:00.000
6647,56,2,1,0,375598,5,2007-12-31 00:00:00.000
6648,56,1,1,0,395191,5,2007-12-31 00:00:00.000
6659,56,2,1,0,373176,5,2008-12-31 00:00:00.000
6660,56,1,1,0,393036,5,2008-12-31 00:00:00.000
6672,56,2,1,0,371233,5,2009-12-31 00:00:00.000
6683,56,2,1,0,367970,5,2010-12-31 00:00:00.000
6684,56,1,1,0,387725,5,2010-12-31 00:00:00.000
6708,56,2,1,0,342224,5,2012-12-31 00:00:00.000
6720,56,2,1,0,338133,5,2013-12-31 00:00:00.000
6763,57,2,1,0,6826,5,2007-12-31 00:00:00.000
6767,57,1,1,0,7246,5,2007-12-31 00:00:00.000
6775,57,2,1,0,6710,5,2008-12-31 00:00:00.000
6778,57,1,1,0,7156,5,2008-12-31 00:00:00.000
6786,57,2,1,0,6600,5,2009-12-31 00:00:00.000
6791,57,1,1,0,7017,5,2009-12-31 00:00:00.000
6798,57,2,1,0,6498,5,2010-12-31 00:00:00.000
6802,57,1,1,0,6811,5,2010-12-31 00:00:00.000
6811,57,2,1,0,6341,5,2011-12-31 00:00:00.000
6814,57,1,1,0,6540,5,2011-12-31 00:00:00.000
6822,57,2,1,0,6244,5,2012-12-31 00:00:00.000
6827,57,1,1,0,6366,5,2012-12-31 00:00:00.000
6836,57,2,1,0,6167,5,2013-12-31 00:00:00.000
6839,57,1,1,0,6310,5,2013-12-31 00:00:00.000
6887,58,2,1,0,235100,5,2007-12-31 00:00:00.000
6888,58,1,1,0,249800,5,2007-12-31 00:00:00.000
6900,58,2,1,0,232100,5,2008-12-31 00:00:00.000
6924,58,2,1,0,224500,5,2010-12-31 00:00:00.000
6935,58,2,1,0,219200,5,2011-12-31 00:00:00.000
6936,58,1,1,0,229400,5,2011-12-31 00:00:00.000
6959,58,2,1,0,211362,5,2013-12-31 00:00:00.000
6960,58,1,1,0,220586,5,2013-12-31 00:00:00.000
7007,59,2,1,0,91679,5,2007-12-31 00:00:00.000
7008,59,1,1,0,97299,5,2007-12-31 00:00:00.000
7019,59,2,1,0,90499,5,2008-12-31 00:00:00.000
7020,59,1,1,0,96171,5,2008-12-31 00:00:00.000
7031,59,2,1,0,89801,5,2009-12-31 00:00:00.000
7032,59,1,1,0,95410,5,2009-12-31 00:00:00.000
7044,59,2,1,0,89510,5,2010-12-31 00:00:00.000
7055,59,2,1,0,89373,5,2011-12-31 00:00:00.000
7056,59,1,1,0,94840,5,2011-12-31 00:00:00.000
7068,59,1,1,0,95386,5,2012-12-31 00:00:00.000
7080,59,2,1,0,91494,5,2013-12-31 00:00:00.000
7284,61,2,1,0,2161906,5,2010-12-31 00:00:00.000
7416,62,1,1,0,51989,5,2011-12-31 00:00:00.000
7428,62,1,1,0,51758,5,2012-12-31 00:00:00.000
7500,63,1,1,0,518331,5,2008-12-31 00:00:00.000
7620,64,2,1,0,390773,5,2008-12-31 00:00:00.000
7644,64,2,1,0,386816,5,2010-12-31 00:00:00.000
7668,64,2,1,0,387636,5,2012-12-31 00:00:00.000
7918,66,2,1,0,486814,5,2013-12-31 00:00:00.000
7920,66,1,1,0,498604,5,2013-12-31 00:00:00.000
132,2,2,1,0,453574,4,2004-12-31 00:00:00.000
156,2,2,1,0,441264,4,2006-12-31 00:00:00.000
246,3,2,1,0,28634,4,2004-12-31 00:00:00.000
250,3,1,1,0,29136,4,2004-12-31 00:00:00.000
259,3,2,1,0,28118,4,2005-12-31 00:00:00.000
270,3,2,1,0,28256,4,2006-12-31 00:00:00.000
274,3,1,1,0,28912,4,2006-12-31 00:00:00.000
368,4,2,1,0,67313,4,2004-12-31 00:00:00.000
371,4,1,1,0,73422,4,2004-12-31 00:00:00.000
380,4,2,1,0,66362,4,2005-12-31 00:00:00.000
383,4,1,1,0,69742,4,2005-12-31 00:00:00.000
392,4,2,1,0,68590,4,2006-12-31 00:00:00.000
395,4,1,1,0,71974,4,2006-12-31 00:00:00.000
485,5,2,1,0,19280,4,2004-12-31 00:00:00.000
490,5,1,1,0,19715,4,2004-12-31 00:00:00.000
497,5,2,1,0,19101,4,2005-12-31 00:00:00.000
502,5,1,1,0,19569,4,2005-12-31 00:00:00.000
512,5,2,1,0,18922,4,2006-12-31 00:00:00.000
516,5,1,1,0,19435,4,2006-12-31 00:00:00.000
624,6,2,1,0,595487,4,2005-12-31 00:00:00.000
729,7,2,1,0,34909,4,2004-12-31 00:00:00.000
731,7,1,1,0,35566,4,2004-12-31 00:00:00.000
740,7,2,1,0,35738,4,2005-12-31 00:00:00.000
996,9,2,1,0,340240,4,2006-12-31 00:00:00.000
1584,14,2,1,0,244865,4,2005-12-31 00:00:00.000
1806,16,2,1,0,50624,4,2004-12-31 00:00:00.000
1811,16,1,1,0,53202,4,2004-12-31 00:00:00.000
1821,16,2,1,0,49682,4,2005-12-31 00:00:00.000
1823,16,1,1,0,52329,4,2005-12-31 00:00:00.000
1833,16,2,1,0,48947,4,2006-12-31 00:00:00.000
1835,16,1,1,0,51269,4,2006-12-31 00:00:00.000
1956,17,2,1,0,488298,4,2006-12-31 00:00:00.000
2064,18,2,1,0,336548,4,2005-12-31 00:00:00.000
2412,21,1,1,0,76105,4,2004-12-31 00:00:00.000
2424,21,2,1,0,67840,4,2005-12-31 00:00:00.000
2436,21,2,1,0,64825,4,2006-12-31 00:00:00.000
2544,22,1,1,0,319407,4,2005-12-31 00:00:00.000
2892,25,2,1,0,526979,4,2004-12-31 00:00:00.000
2904,25,2,1,0,522714,4,2005-12-31 00:00:00.000
2916,25,1,1,0,547604,4,2006-12-31 00:00:00.000
3005,26,2,1,0,11048,4,2004-12-31 00:00:00.000
3010,26,1,1,0,11248,4,2004-12-31 00:00:00.000
3020,26,2,1,0,10711,4,2005-12-31 00:00:00.000
3024,26,1,1,0,10947,4,2005-12-31 00:00:00.000
3029,26,2,1,0,10384,4,2006-12-31 00:00:00.000
3034,26,1,1,0,10658,4,2006-12-31 00:00:00.000
3384,29,2,1,0,531081,4,2005-12-31 00:00:00.000
3490,30,2,1,0,21899,4,2004-12-31 00:00:00.000
3492,30,1,1,0,22791,4,2004-12-31 00:00:00.000
3501,30,2,1,0,21721,4,2005-12-31 00:00:00.000
3503,30,1,1,0,22712,4,2005-12-31 00:00:00.000
3513,30,2,1,0,21538,4,2006-12-31 00:00:00.000
3515,30,1,1,0,22494,4,2006-12-31 00:00:00.000
3612,31,2,1,0,268417,4,2004-12-31 00:00:00.000
3756,32,1,1,0,656549,4,2006-12-31 00:00:00.000
3876,33,2,1,0,2692378,4,2006-12-31 00:00:00.000
4207,36,2,1,0,175678,4,2004-12-31 00:00:00.000
4210,36,1,1,0,192791,4,2004-12-31 00:00:00.000
4220,36,2,1,0,181830,4,2005-12-31 00:00:00.000
4223,36,1,1,0,195927,4,2005-12-31 00:00:00.000
4232,36,2,1,0,187102,4,2006-12-31 00:00:00.000
4234,36,1,1,0,199187,4,2006-12-31 00:00:00.000
4452,38,2,1,0,119911,4,2004-12-31 00:00:00.000
4475,38,2,1,0,105387,4,2006-12-31 00:00:00.000
4476,38,1,1,0,110168,4,2006-12-31 00:00:00.000
4691,40,2,1,0,28020,4,2004-12-31 00:00:00.000
4692,40,1,1,0,29500,4,2004-12-31 00:00:00.000
4703,40,2,1,0,28450,4,2005-12-31 00:00:00.000
4704,40,1,1,0,29893,4,2005-12-31 00:00:00.000
4715,40,2,1,0,28857,4,2006-12-31 00:00:00.000
4716,40,1,1,0,30210,4,2006-12-31 00:00:00.000
4810,41,2,1,0,25007,4,2004-12-31 00:00:00.000
4812,41,1,1,0,26615,4,2004-12-31 00:00:00.000
4821,41,2,1,0,24481,4,2005-12-31 00:00:00.000
4824,41,1,1,0,25931,4,2005-12-31 00:00:00.000
4834,41,2,1,0,23826,4,2006-12-31 00:00:00.000
4836,41,1,1,0,25157,4,2006-12-31 00:00:00.000
4930,42,2,1,0,99417,4,2004-12-31 00:00:00.000
4932,42,1,1,0,102106,4,2004-12-31 00:00:00.000
4944,42,2,1,0,98568,4,2005-12-31 00:00:00.000
4956,42,1,1,0,100406,4,2006-12-31 00:00:00.000
5304,45,1,1,0,310950,4,2005-12-31 00:00:00.000
5412,46,1,1,0,318382,4,2004-12-31 00:00:00.000
5436,46,2,1,0,300630,4,2006-12-31 00:00:00.000
5544,47,2,1,0,324278,4,2005-12-31 00:00:00.000
5904,50,2,1,0,282182,4,2005-12-31 00:00:00.000
5915,50,2,1,0,277415,4,2006-12-31 00:00:00.000
5916,50,1,1,0,291794,4,2006-12-31 00:00:00.000
6007,51,2,1,0,53572,4,2004-12-31 00:00:00.000
6010,51,1,1,0,54893,4,2004-12-31 00:00:00.000
6020,51,2,1,0,56746,4,2005-12-31 00:00:00.000
6023,51,1,1,0,62794,4,2005-12-31 00:00:00.000
6033,51,2,1,0,57408,4,2006-12-31 00:00:00.000
6036,51,1,1,0,61177,4,2006-12-31 00:00:00.000
6487,55,2,1,0,10749,4,2004-12-31 00:00:00.000
6491,55,1,1,0,10961,4,2004-12-31 00:00:00.000
6499,55,2,1,0,10587,4,2005-12-31 00:00:00.000
6502,55,1,1,0,10795,4,2005-12-31 00:00:00.000
6512,55,2,1,0,10460,4,2006-12-31 00:00:00.000
6515,55,1,1,0,10674,4,2006-12-31 00:00:00.000
6612,56,2,1,0,393202,4,2004-12-31 00:00:00.000
6624,56,2,1,0,385483,4,2005-12-31 00:00:00.000
6636,56,2,1,0,379250,4,2006-12-31 00:00:00.000
6727,57,2,1,0,7148,4,2004-12-31 00:00:00.000
6730,57,1,1,0,7457,4,2004-12-31 00:00:00.000
6743,57,1,1,0,7316,4,2005-12-31 00:00:00.000
6752,57,2,1,0,6921,4,2006-12-31 00:00:00.000
6756,57,1,1,0,7296,4,2006-12-31 00:00:00.000
6864,58,1,1,0,260000,4,2005-12-31 00:00:00.000
6984,59,1,1,0,100555,4,2005-12-31 00:00:00.000
6995,59,2,1,0,92937,4,2006-12-31 00:00:00.000
6996,59,1,1,0,98578,4,2006-12-31 00:00:00.000
7356,62,1,1,0,52660,4,2006-12-31 00:00:00.000
7572,64,2,1,0,410122,4,2004-12-31 00:00:00.000
7584,64,2,1,0,405599,4,2005-12-31 00:00:00.000
245,3,2,4,0,44948,2,2004-12-31 00:00:00.000
258,3,2,4,0,46362,2,2005-12-31 00:00:00.000
269,3,2,4,0,47679,2,2006-12-31 00:00:00.000
295,3,2,4,0,50385,2,2008-12-31 00:00:00.000
332,3,2,5,0,26262,2,2011-12-31 00:00:00.000
343,3,2,5,0,27444,2,2012-12-31 00:00:00.000
347,3,1,5,0,23216,2,2012-12-31 00:00:00.000
355,3,2,5,0,28689,2,2013-12-31 00:00:00.000
453,4,2,5,0,29140,2,2011-12-31 00:00:00.000
464,4,2,5,0,31641,2,2012-12-31 00:00:00.000
467,4,1,5,0,50001,2,2012-12-31 00:00:00.000
476,4,2,5,0,33780,2,2013-12-31 00:00:00.000
479,4,1,5,0,53308,2,2013-12-31 00:00:00.000
484,5,2,4,0,42213,2,2004-12-31 00:00:00.000
496,5,2,4,0,42518,2,2005-12-31 00:00:00.000
511,5,2,4,0,42772,2,2006-12-31 00:00:00.000
519,5,2,4,0,43042,2,2007-12-31 00:00:00.000
525,5,1,4,0,39190,2,2007-12-31 00:00:00.000
537,5,1,4,0,39368,2,2008-12-31 00:00:00.000
546,5,2,4,0,43400,2,2009-12-31 00:00:00.000
569,5,2,5,0,27506,2,2011-12-31 00:00:00.000
575,5,1,5,0,23496,2,2011-12-31 00:00:00.000
581,5,2,5,0,28473,2,2012-12-31 00:00:00.000
587,5,1,5,0,24339,2,2012-12-31 00:00:00.000
593,5,2,5,0,29474,2,2013-12-31 00:00:00.000
599,5,1,5,0,25209,2,2013-12-31 00:00:00.000
728,7,2,4,0,23865,2,2004-12-31 00:00:00.000
739,7,2,4,0,25383,2,2005-12-31 00:00:00.000
752,7,2,4,0,27049,2,2006-12-31 00:00:00.000
775,7,2,4,0,30201,2,2008-12-31 00:00:00.000
787,7,2,4,0,31606,2,2009-12-31 00:00:00.000
814,7,2,5,0,11025,2,2011-12-31 00:00:00.000
825,7,2,5,0,11573,2,2012-12-31 00:00:00.000
837,7,2,5,0,12179,2,2013-12-31 00:00:00.000
1905,16,2,5,0,83946,2,2012-12-31 00:00:00.000
