gdp_id,country_id," gdp_for_year ($) ",date
382,44,678533764457,2005-12-31 00:00:00.000
392,45,114718721397,2005-12-31 00:00:00.000
402,46,308722079938,2005-12-31 00:00:00.000
412,47,16374393900,2005-12-31 00:00:00.000
422,48,8734653809,2005-12-31 00:00:00.000
432,49,306125173853,2005-12-31 00:00:00.000
442,50,83914521300,2005-12-31 00:00:00.000
452,51,44530494505,2005-12-31 00:00:00.000
462,5,3897300000,2005-12-31 00:00:00.000
472,52,898137194716,2005-12-31 00:00:00.000
482,53,99697566668,2005-12-31 00:00:00.000
492,54,764017107992,2005-12-31 00:00:00.000
502,55,550728667,2005-12-31 00:00:00.000
512,56,26252007830,2005-12-31 00:00:00.000
522,57,919103255,2005-12-31 00:00:00.000
532,58,127417688056,2005-12-31 00:00:00.000
542,59,36346974008,2005-12-31 00:00:00.000
552,60,257671413751,2005-12-31 00:00:00.000
562,61,1157276458152,2005-12-31 00:00:00.000
572,6,387365750529,2005-12-31 00:00:00.000
582,62,1793754805,2005-12-31 00:00:00.000
592,63,389042298377,2005-12-31 00:00:00.000
602,64,408689353999,2005-12-31 00:00:00.000
612,65,189318499954,2005-12-31 00:00:00.000
622,66,8104355717,2005-12-31 00:00:00.000
632,67,2520701818182,2005-12-31 00:00:00.000
642,68,13093726000000,2005-12-31 00:00:00.000
652,7,1114222550,2005-12-31 00:00:00.000
662,8,891630175813,2005-12-31 00:00:00.000
672,9,29636617750,2005-12-31 00:00:00.000
3,10,1315415197461,2006-12-31 00:00:00.000
13,11,154788024806,2006-12-31 00:00:00.000
23,1,232557260817,2006-12-31 00:00:00.000
33,12,162590146096,2006-12-31 00:00:00.000
43,13,22600431878,2006-12-31 00:00:00.000
53,14,50453577898,2006-12-31 00:00:00.000
63,15,52742800000,2006-12-31 00:00:00.000
73,16,20403713461,2006-12-31 00:00:00.000
83,17,155463807113,2006-12-31 00:00:00.000
93,18,282884912894,2006-12-31 00:00:00.000
103,19,46802044000,2006-12-31 00:00:00.000
113,20,15999886400,2006-12-31 00:00:00.000
123,21,16963625016,2006-12-31 00:00:00.000
133,2,335998557270,2006-12-31 00:00:00.000
143,22,216552502823,2006-12-31 00:00:00.000
153,23,2318593651988,2006-12-31 00:00:00.000
163,24,3002446368084,2006-12-31 00:00:00.000
173,25,273317737047,2006-12-31 00:00:00.000
183,26,698700667,2006-12-31 00:00:00.000
193,27,30231249362,2006-12-31 00:00:00.000
203,28,1458449453,2006-12-31 00:00:00.000
213,29,115295199392,2006-12-31 00:00:00.000
223,30,17048647568,2006-12-31 00:00:00.000
233,31,232085535065,2006-12-31 00:00:00.000
243,3,10167250000,2006-12-31 00:00:00.000
253,32,153966916311,2006-12-31 00:00:00.000
263,33,1942633797516,2006-12-31 00:00:00.000
273,34,4530377224970,2006-12-31 00:00:00.000
283,35,81003884545,2006-12-31 00:00:00.000
293,36,101550654721,2006-12-31 00:00:00.000
303,37,2834168889,2006-12-31 00:00:00.000
313,38,21447021570,2006-12-31 00:00:00.000
323,39,30216060233,2006-12-31 00:00:00.000
333,40,42414308117,2006-12-31 00:00:00.000
343,41,6757119558,2006-12-31 00:00:00.000
353,4,18505053191,2006-12-31 00:00:00.000
363,42,7028803366,2006-12-31 00:00:00.000
373,43,975387131716,2006-12-31 00:00:00.000
383,44,726649102998,2006-12-31 00:00:00.000
393,45,111608845081,2006-12-31 00:00:00.000
403,46,345424664369,2006-12-31 00:00:00.000
413,47,18141666300,2006-12-31 00:00:00.000
423,48,10646157920,2006-12-31 00:00:00.000
433,49,344748646558,2006-12-31 00:00:00.000
443,50,87276164400,2006-12-31 00:00:00.000
453,51,60882142857,2006-12-31 00:00:00.000
463,5,4246600000,2006-12-31 00:00:00.000
473,52,1011797457139,2006-12-31 00:00:00.000
483,53,123533036668,2006-12-31 00:00:00.000
493,54,989930542279,2006-12-31 00:00:00.000
503,55,610930037,2006-12-31 00:00:00.000
513,56,30607991862,2006-12-31 00:00:00.000
523,57,1016418229,2006-12-31 00:00:00.000
533,58,147797218201,2006-12-31 00:00:00.000
543,59,39587732029,2006-12-31 00:00:00.000
553,60,271811088781,2006-12-31 00:00:00.000
563,61,1264551499185,2006-12-31 00:00:00.000
573,6,409813197842,2006-12-31 00:00:00.000
583,62,2626380435,2006-12-31 00:00:00.000
593,63,420032121656,2006-12-31 00:00:00.000
603,64,430921192375,2006-12-31 00:00:00.000
613,65,221758486880,2006-12-31 00:00:00.000
623,66,10277598152,2006-12-31 00:00:00.000
633,67,2692612695492,2006-12-31 00:00:00.000
643,68,13855888000000,2006-12-31 00:00:00.000
653,7,1217467600,2006-12-31 00:00:00.000
663,8,1107640297890,2006-12-31 00:00:00.000
673,9,34130122491,2006-12-31 00:00:00.000
4,10,1464977190206,2007-12-31 00:00:00.000
14,11,173605968179,2007-12-31 00:00:00.000
24,1,287530508431,2007-12-31 00:00:00.000
34,12,207416494642,2007-12-31 00:00:00.000
44,13,26743874206,2007-12-31 00:00:00.000
54,14,60093222709,2007-12-31 00:00:00.000
64,15,58603900000,2007-12-31 00:00:00.000
74,16,24077470572,2007-12-31 00:00:00.000
84,17,189227050760,2007-12-31 00:00:00.000
94,18,319423370134,2007-12-31 00:00:00.000
104,19,51007777000,2007-12-31 00:00:00.000
114,20,17011750900,2007-12-31 00:00:00.000
124,21,22237061730,2007-12-31 00:00:00.000
134,2,388691445387,2007-12-31 00:00:00.000
144,22,255384615385,2007-12-31 00:00:00.000
154,23,2657213249384,2007-12-31 00:00:00.000
164,24,3439953462907,2007-12-31 00:00:00.000
174,25,318497936901,2007-12-31 00:00:00.000
184,26,758683593,2007-12-31 00:00:00.000
194,27,34113107086,2007-12-31 00:00:00.000
204,28,1740334782,2007-12-31 00:00:00.000
214,29,139850794387,2007-12-31 00:00:00.000
224,30,21319946740,2007-12-31 00:00:00.000
234,31,269917519847,2007-12-31 00:00:00.000
244,3,10618340000,2007-12-31 00:00:00.000
254,32,178706717753,2007-12-31 00:00:00.000
264,33,2203053380783,2007-12-31 00:00:00.000
274,34,4515264514431,2007-12-31 00:00:00.000
284,35,104849886826,2007-12-31 00:00:00.000
294,36,114641097818,2007-12-31 00:00:00.000
304,37,3802566171,2007-12-31 00:00:00.000
314,38,30901399261,2007-12-31 00:00:00.000
324,39,39738180077,2007-12-31 00:00:00.000
334,40,50888134410,2007-12-31 00:00:00.000
344,41,7880509171,2007-12-31 00:00:00.000
354,4,21730000000,2007-12-31 00:00:00.000
364,42,8150138757,2007-12-31 00:00:00.000
374,43,1052696282279,2007-12-31 00:00:00.000
384,44,839419655078,2007-12-31 00:00:00.000
394,45,137316087308,2007-12-31 00:00:00.000
404,46,401082621083,2007-12-31 00:00:00.000
414,47,21295984200,2007-12-31 00:00:00.000
424,48,13794910634,2007-12-31 00:00:00.000
434,49,429063549984,2007-12-31 00:00:00.000
444,50,89524131600,2007-12-31 00:00:00.000
454,51,79712087912,2007-12-31 00:00:00.000
464,5,4523750000,2007-12-31 00:00:00.000
474,52,1122679154632,2007-12-31 00:00:00.000
484,53,175933642292,2007-12-31 00:00:00.000
494,54,1299705247686,2007-12-31 00:00:00.000
504,55,651833333,2007-12-31 00:00:00.000
514,56,40289556656,2007-12-31 00:00:00.000
524,57,1033561654,2007-12-31 00:00:00.000
534,58,179981288567,2007-12-31 00:00:00.000
544,59,48114688201,2007-12-31 00:00:00.000
554,60,299033511000,2007-12-31 00:00:00.000
564,61,1479341637011,2007-12-31 00:00:00.000
574,6,471821105940,2007-12-31 00:00:00.000
584,62,2936612022,2007-12-31 00:00:00.000
594,63,487816328342,2007-12-31 00:00:00.000
604,64,479913034322,2007-12-31 00:00:00.000
614,65,262942650544,2007-12-31 00:00:00.000
624,66,12664165103,2007-12-31 00:00:00.000
634,67,3074359743898,2007-12-31 00:00:00.000
644,68,14477635000000,2007-12-31 00:00:00.000
654,7,1290573400,2007-12-31 00:00:00.000
664,8,1397084345950,2007-12-31 00:00:00.000
674,9,44411476557,2007-12-31 00:00:00.000
5,10,1549131208997,2008-12-31 00:00:00.000
15,11,179638496279,2008-12-31 00:00:00.000
25,1,361558037110,2008-12-31 00:00:00.000
35,12,243982437871,2008-12-31 00:00:00.000
45,13,30612932876,2008-12-31 00:00:00.000
55,14,70481451449,2008-12-31 00:00:00.000
65,15,60806300000,2008-12-31 00:00:00.000
75,16,27839460964,2008-12-31 00:00:00.000
85,17,235718586901,2008-12-31 00:00:00.000
95,18,353361056080,2008-12-31 00:00:00.000
105,19,61762635000,2008-12-31 00:00:00.000
115,20,17986886200,2008-12-31 00:00:00.000
125,21,24194039256,2008-12-31 00:00:00.000
135,2,430294287388,2008-12-31 00:00:00.000
145,22,283742493042,2008-12-31 00:00:00.000
155,23,2918382891460,2008-12-31 00:00:00.000
165,24,3752365607148,2008-12-31 00:00:00.000
175,25,354460802549,2008-12-31 00:00:00.000
185,26,825977889,2008-12-31 00:00:00.000
195,27,39136893345,2008-12-31 00:00:00.000
205,28,1922598121,2008-12-31 00:00:00.000
215,29,157998423132,2008-12-31 00:00:00.000
225,30,17658408759,2008-12-31 00:00:00.000
235,31,275020023436,2008-12-31 00:00:00.000
245,3,10526000000,2008-12-31 00:00:00.000
255,32,215840354627,2008-12-31 00:00:00.000
265,33,2390729163615,2008-12-31 00:00:00.000
275,34,5037908465114,2008-12-31 00:00:00.000
285,35,133441612247,2008-12-31 00:00:00.000
295,36,147395833333,2008-12-31 00:00:00.000
305,37,5139957785,2008-12-31 00:00:00.000
315,38,35596016664,2008-12-31 00:00:00.000
325,39,47850551149,2008-12-31 00:00:00.000
335,40,55849686539,2008-12-31 00:00:00.000
345,41,8977149553,2008-12-31 00:00:00.000
355,4,25710877660,2008-12-31 00:00:00.000
365,42,9990370016,2008-12-31 00:00:00.000
375,43,1109989038339,2008-12-31 00:00:00.000
385,44,936228211513,2008-12-31 00:00:00.000
395,45,133279679483,2008-12-31 00:00:00.000
405,46,462554432624,2008-12-31 00:00:00.000
415,47,25155888600,2008-12-31 00:00:00.000
425,48,18504130753,2008-12-31 00:00:00.000
435,49,533815789474,2008-12-31 00:00:00.000
445,50,93639316000,2008-12-31 00:00:00.000
455,51,115270054945,2008-12-31 00:00:00.000
465,5,4607300000,2008-12-31 00:00:00.000
475,52,1002219052968,2008-12-31 00:00:00.000
485,53,213605065703,2008-12-31 00:00:00.000
495,54,1660844408500,2008-12-31 00:00:00.000
505,55,695428852,2008-12-31 00:00:00.000
515,56,49259526053,2008-12-31 00:00:00.000
525,57,967199594,2008-12-31 00:00:00.000
535,58,192225881688,2008-12-31 00:00:00.000
545,59,55589849128,2008-12-31 00:00:00.000
555,60,287099991517,2008-12-31 00:00:00.000
565,61,1635015380108,2008-12-31 00:00:00.000
575,6,518625897173,2008-12-31 00:00:00.000
585,62,3532969035,2008-12-31 00:00:00.000
595,63,513965650650,2008-12-31 00:00:00.000
605,64,554363487120,2008-12-31 00:00:00.000
615,65,291383081232,2008-12-31 00:00:00.000
625,66,19271523179,2008-12-31 00:00:00.000
635,67,2890564338235,2008-12-31 00:00:00.000
645,68,14718582000000,2008-12-31 00:00:00.000
655,7,1368625150,2008-12-31 00:00:00.000
665,8,1695824571927,2008-12-31 00:00:00.000
675,9,54409138498,2008-12-31 00:00:00.000
6,10,1371153004986,2009-12-31 00:00:00.000
16,11,172389498445,2009-12-31 00:00:00.000
26,1,332976484578,2009-12-31 00:00:00.000
36,12,233821670544,2009-12-31 00:00:00.000
46,13,30562361123,2009-12-31 00:00:00.000
56,14,62703143057,2009-12-31 00:00:00.000
66,15,62080000000,2009-12-31 00:00:00.000
76,16,25942622951,2009-12-31 00:00:00.000
86,17,206179982164,2009-12-31 00:00:00.000
96,18,321241396034,2009-12-31 00:00:00.000
106,19,62519686000,2009-12-31 00:00:00.000
116,20,17601616000,2009-12-31 00:00:00.000
126,21,19652492637,2009-12-31 00:00:00.000
136,2,400172297861,2009-12-31 00:00:00.000
146,22,251499027508,2009-12-31 00:00:00.000
156,23,2690222283968,2009-12-31 00:00:00.000
166,24,3418005001389,2009-12-31 00:00:00.000
176,25,330000252153,2009-12-31 00:00:00.000
186,26,771278111,2009-12-31 00:00:00.000
196,27,37733994976,2009-12-31 00:00:00.000
206,28,2061323854,2009-12-31 00:00:00.000
216,29,130593960612,2009-12-31 00:00:00.000
226,30,12944114736,2009-12-31 00:00:00.000
236,31,236311336482,2009-12-31 00:00:00.000
246,3,9981960000,2009-12-31 00:00:00.000
256,32,207419370241,2009-12-31 00:00:00.000
266,33,2185160183384,2009-12-31 00:00:00.000
276,34,5231382674594,2009-12-31 00:00:00.000
286,35,115308661143,2009-12-31 00:00:00.000
296,36,105899930507,2009-12-31 00:00:00.000
306,37,4690062255,2009-12-31 00:00:00.000
316,38,26169854045,2009-12-31 00:00:00.000
326,39,37440673478,2009-12-31 00:00:00.000
336,40,51370543206,2009-12-31 00:00:00.000
346,41,8528202278,2009-12-31 00:00:00.000
356,4,22938218085,2009-12-31 00:00:00.000
366,42,9128843109,2009-12-31 00:00:00.000
376,43,900045362045,2009-12-31 00:00:00.000
386,44,857932759100,2009-12-31 00:00:00.000
396,45,121338622025,2009-12-31 00:00:00.000
406,46,386622457580,2009-12-31 00:00:00.000
416,47,27116635600,2009-12-31 00:00:00.000
426,48,15929902138,2009-12-31 00:00:00.000
436,49,439796160379,2009-12-31 00:00:00.000
446,50,96385638000,2009-12-31 00:00:00.000
456,51,97798351648,2009-12-31 00:00:00.000
466,5,4434050000,2009-12-31 00:00:00.000
476,52,901934953365,2009-12-31 00:00:00.000
486,53,172611845342,2009-12-31 00:00:00.000
496,54,1222643696992,2009-12-31 00:00:00.000
506,55,674922481,2009-12-31 00:00:00.000
516,56,42616653300,2009-12-31 00:00:00.000
526,57,847397850,2009-12-31 00:00:00.000
536,58,192408387762,2009-12-31 00:00:00.000
546,59,50244793832,2009-12-31 00:00:00.000
556,60,297216730669,2009-12-31 00:00:00.000
566,61,1499099749931,2009-12-31 00:00:00.000
576,6,484552792442,2009-12-31 00:00:00.000
586,62,3875409836,2009-12-31 00:00:00.000
596,63,429657033108,2009-12-31 00:00:00.000
606,64,541506500414,2009-12-31 00:00:00.000
616,65,281710095725,2009-12-31 00:00:00.000
626,66,20214385965,2009-12-31 00:00:00.000
636,67,2382825985356,2009-12-31 00:00:00.000
646,68,14418739000000,2009-12-31 00:00:00.000
656,7,1336957250,2009-12-31 00:00:00.000
666,8,1667019780934,2009-12-31 00:00:00.000
676,9,51884481410,2009-12-31 00:00:00.000
7,10,1613464422811,2010-12-31 00:00:00.000
17,11,218537551220,2010-12-31 00:00:00.000
27,1,423627422092,2010-12-31 00:00:00.000
37,12,287018184638,2010-12-31 00:00:00.000
47,13,37268635287,2010-12-31 00:00:00.000
57,14,59829574391,2010-12-31 00:00:00.000
67,15,64328000000,2010-12-31 00:00:00.000
77,16,25562251656,2010-12-31 00:00:00.000
87,17,207477857919,2010-12-31 00:00:00.000
97,18,321995350347,2010-12-31 00:00:00.000
107,19,69555367000,2010-12-31 00:00:00.000
117,20,18447922400,2010-12-31 00:00:00.000
127,21,19490936349,2010-12-31 00:00:00.000
137,2,391892746545,2010-12-31 00:00:00.000
147,22,247799815768,2010-12-31 00:00:00.000
157,23,2642609548930,2010-12-31 00:00:00.000
167,24,3417094562649,2010-12-31 00:00:00.000
177,25,299361576558,2010-12-31 00:00:00.000
187,26,771015889,2010-12-31 00:00:00.000
197,27,41338595381,2010-12-31 00:00:00.000
207,28,2273225042,2010-12-31 00:00:00.000
217,29,130922638689,2010-12-31 00:00:00.000
227,30,13310567803,2010-12-31 00:00:00.000
237,31,221951354762,2010-12-31 00:00:00.000
247,3,10095760000,2010-12-31 00:00:00.000
257,32,233609522091,2010-12-31 00:00:00.000
267,33,2125058244243,2010-12-31 00:00:00.000
277,34,5700098114744,2010-12-31 00:00:00.000
287,35,148047348241,2010-12-31 00:00:00.000
297,36,115419050942,2010-12-31 00:00:00.000
307,37,4794357795,2010-12-31 00:00:00.000
317,38,23757368290,2010-12-31 00:00:00.000
327,39,37120517694,2010-12-31 00:00:00.000
337,40,53212476812,2010-12-31 00:00:00.000
347,41,8741059603,2010-12-31 00:00:00.000
357,4,25713271277,2010-12-31 00:00:00.000
367,42,10003670690,2010-12-31 00:00:00.000
377,43,1057801282051,2010-12-31 00:00:00.000
387,44,836389937229,2010-12-31 00:00:00.000
397,45,146583831538,2010-12-31 00:00:00.000
407,46,429130952709,2010-12-31 00:00:00.000
417,47,29440287600,2010-12-31 00:00:00.000
427,48,20030528043,2010-12-31 00:00:00.000
437,49,479321460551,2010-12-31 00:00:00.000
447,50,98381268000,2010-12-31 00:00:00.000
457,51,125122306346,2010-12-31 00:00:00.000
467,5,4461650000,2010-12-31 00:00:00.000
477,52,1094499338703,2010-12-31 00:00:00.000
487,53,166658327827,2010-12-31 00:00:00.000
497,54,1524916112079,2010-12-31 00:00:00.000
507,55,681225963,2010-12-31 00:00:00.000
517,56,39460357731,2010-12-31 00:00:00.000
527,57,969936525,2010-12-31 00:00:00.000
537,58,236421782178,2010-12-31 00:00:00.000
547,59,48013606745,2010-12-31 00:00:00.000
557,60,375298134440,2010-12-31 00:00:00.000
567,61,1431616749640,2010-12-31 00:00:00.000
577,6,483548031197,2010-12-31 00:00:00.000
587,62,4368398048,2010-12-31 00:00:00.000
597,63,488377689565,2010-12-31 00:00:00.000
607,64,583782977866,2010-12-31 00:00:00.000
617,65,341105009515,2010-12-31 00:00:00.000
627,66,22583157895,2010-12-31 00:00:00.000
637,67,2441173394730,2010-12-31 00:00:00.000
647,68,14964372000000,2010-12-31 00:00:00.000
657,7,1397113450,2010-12-31 00:00:00.000
667,8,2208871646203,2010-12-31 00:00:00.000
677,9,50610058210,2010-12-31 00:00:00.000
8,10,1788647906048,2011-12-31 00:00:00.000
18,11,252251992029,2011-12-31 00:00:00.000
28,1,530163281575,2011-12-31 00:00:00.000
38,12,335415156702,2011-12-31 00:00:00.000
48,13,42262697840,2011-12-31 00:00:00.000
58,14,62375044443,2011-12-31 00:00:00.000
68,15,68990000000,2011-12-31 00:00:00.000
78,16,27427161523,2011-12-31 00:00:00.000
88,17,227948349666,2011-12-31 00:00:00.000
98,18,344003209696,2011-12-31 00:00:00.000
108,19,79276664000,2011-12-31 00:00:00.000
118,20,20283783700,2011-12-31 00:00:00.000
128,21,23170239901,2011-12-31 00:00:00.000
138,2,431120310089,2011-12-31 00:00:00.000
148,22,273674236773,2011-12-31 00:00:00.000
158,23,2861408170265,2011-12-31 00:00:00.000
168,24,3757698281118,2011-12-31 00:00:00.000
178,25,287797822093,2011-12-31 00:00:00.000
188,26,778648667,2011-12-31 00:00:00.000
198,27,47654841113,2011-12-31 00:00:00.000
208,28,2576024116,2011-12-31 00:00:00.000
218,29,140782064609,2011-12-31 00:00:00.000
228,30,14732689535,2011-12-31 00:00:00.000
238,31,239018536582,2011-12-31 00:00:00.000
248,3,10070450000,2011-12-31 00:00:00.000
258,32,261628548084,2011-12-31 00:00:00.000
268,33,2276292404601,2011-12-31 00:00:00.000
278,34,6157459594824,2011-12-31 00:00:00.000
288,35,192626507972,2011-12-31 00:00:00.000
298,36,154027536232,2011-12-31 00:00:00.000
308,37,6197766119,2011-12-31 00:00:00.000
318,38,28223552825,2011-12-31 00:00:00.000
328,39,43476873413,2011-12-31 00:00:00.000
338,40,60004630234,2011-12-31 00:00:00.000
348,41,9507645260,2011-12-31 00:00:00.000
358,4,28776595745,2011-12-31 00:00:00.000
368,42,11518393367,2011-12-31 00:00:00.000
378,43,1180489563964,2011-12-31 00:00:00.000
388,44,893757287202,2011-12-31 00:00:00.000
398,45,168461998741,2011-12-31 00:00:00.000
408,46,498831558926,2011-12-31 00:00:00.000
418,47,34686224300,2011-12-31 00:00:00.000
428,48,25099681461,2011-12-31 00:00:00.000
438,49,528832185770,2011-12-31 00:00:00.000
448,50,100351670000,2011-12-31 00:00:00.000
458,51,167775274725,2011-12-31 00:00:00.000
468,5,4660900000,2011-12-31 00:00:00.000
478,52,1202463682634,2011-12-31 00:00:00.000
488,53,184367381749,2011-12-31 00:00:00.000
498,54,2051661732060,2011-12-31 00:00:00.000
508,55,676129407,2011-12-31 00:00:00.000
518,56,46466728667,2011-12-31 00:00:00.000
528,57,1065826670,2011-12-31 00:00:00.000
538,58,275966926379,2011-12-31 00:00:00.000
548,59,51290792018,2011-12-31 00:00:00.000
558,60,416878162441,2011-12-31 00:00:00.000
568,61,1488067258325,2011-12-31 00:00:00.000
578,6,527008453887,2011-12-31 00:00:00.000
588,62,4422276622,2011-12-31 00:00:00.000
598,63,563109663291,2011-12-31 00:00:00.000
608,64,699579638638,2011-12-31 00:00:00.000
618,65,370818747397,2011-12-31 00:00:00.000
628,66,29233333333,2011-12-31 00:00:00.000
638,67,2619700404733,2011-12-31 00:00:00.000
648,68,15517926000000,2011-12-31 00:00:00.000
658,7,1487005600,2011-12-31 00:00:00.000
668,8,2616201578192,2011-12-31 00:00:00.000
678,9,57418414504,2011-12-31 00:00:00.000
9,10,1824288757448,2012-12-31 00:00:00.000
19,11,267122320057,2012-12-31 00:00:00.000
29,1,545982375701,2012-12-31 00:00:00.000
39,12,369659700376,2012-12-31 00:00:00.000
49,13,46473128286,2012-12-31 00:00:00.000
59,14,56565475275,2012-12-31 00:00:00.000
69,15,73141000000,2012-12-31 00:00:00.000
79,16,25041372222,2012-12-31 00:00:00.000
89,17,207376427021,2012-12-31 00:00:00.000
99,18,327148899962,2012-12-31 00:00:00.000
109,19,87924544000,2012-12-31 00:00:00.000
119,20,21386153000,2012-12-31 00:00:00.000
129,21,23043864510,2012-12-31 00:00:00.000
139,2,409425234155,2012-12-31 00:00:00.000
149,22,256706466091,2012-12-31 00:00:00.000
159,23,2683825225093,2012-12-31 00:00:00.000
169,24,3543983909148,2012-12-31 00:00:00.000
179,25,245670666639,2012-12-31 00:00:00.000
189,26,799882148,2012-12-31 00:00:00.000
199,27,50388454861,2012-12-31 00:00:00.000
209,28,2861562266,2012-12-31 00:00:00.000
219,29,127856647108,2012-12-31 00:00:00.000
229,30,14292008745,2012-12-31 00:00:00.000
239,31,225571853194,2012-12-31 00:00:00.000
249,3,10720500000,2012-12-31 00:00:00.000
259,32,257296579579,2012-12-31 00:00:00.000
269,33,2072823157060,2012-12-31 00:00:00.000
279,34,6203213121334,2012-12-31 00:00:00.000
289,35,207998568866,2012-12-31 00:00:00.000
299,36,174070025009,2012-12-31 00:00:00.000
309,37,6605139933,2012-12-31 00:00:00.000
319,38,28119996053,2012-12-31 00:00:00.000
329,39,42848195256,2012-12-31 00:00:00.000
339,40,56677961787,2012-12-31 00:00:00.000
