ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,StartDate,EndDate,Status
466,"HN-5818",,"","","Hex Nut 21","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
471,"LJ-5162",,"","","Thin-Jam Lock Nut 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
476,"LW-5800",,"","","Lock Washer 12","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
536,"DC-9824",,"","","Decal 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
541,"HN-1032",,"","","Hex Nut 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
546,"LI-3800",,"","","Internal Lock Washer 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
551,"LN-7161",,"","","Lock Nut 14","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
311,"HJ-3416",,"","","Thin-Jam Hex Nut 16","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
316,"LE-1200",,"","","External Lock Washer 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
321,"LN-1428",,"","","Lock Nut 9","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
326,"MS-1981",,"","","Metal Sheet 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
391,"HN-8320",,"","","Hex Nut 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
396,"LJ-7162",,"","","Thin-Jam Lock Nut 8","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
401,"LW-9160",,"","","Lock Washer 11","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
457,"FW-3800",,"","","Flat Washer 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
462,"HN-5161",,"","","Hex Nut 10","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
467,"LJ-3416",,"","","Thin-Jam Lock Nut 16","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
472,"LW-3400",,"","","Lock Washer 13","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
537,"HJ-7162",,"","","Thin-Jam Hex Nut 8","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
542,"LI-1000",,"","","Internal Lock Washer 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
547,"LN-5400",,"","","Lock Nut 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
312,"HJ-3816",,"","","Thin-Jam Hex Nut 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
317,"LE-1201",,"","","External Lock Washer 9","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
322,"LN-3410",,"","","Lock Nut 22","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
327,"MS-2259",,"","","Metal Sheet 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
392,"HN-9161",,"","","Hex Nut 18","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
397,"LJ-9080",,"","","Thin-Jam Lock Nut 12","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
402,"MA-7075",,"","","Metal Angle","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
458,"FW-5160",,"","","Flat Washer 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
463,"HN-5162",,"","","Hex Nut 11","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
468,"LJ-3816",,"","","Thin-Jam Lock Nut 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
473,"LW-3800",,"","","Lock Washer 8","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
533,"CR-9981",,"","","Crown Race","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
538,"HJ-9080",,"","","Thin-Jam Hex Nut 12","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
543,"LI-1200",,"","","Internal Lock Washer 4","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
548,"LN-5811",,"","","Lock Nut 20","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
313,"HJ-3824",,"","","Thin-Jam Hex Nut 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
318,"LE-1400",,"","","External Lock Washer 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
323,"LN-3416",,"","","Lock Nut 23","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
328,"MS-2341",,"","","Metal Sheet 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
388,"HN-6320",,"","","Hex Nut 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
393,"LJ-5811",,"","","Thin-Jam Lock Nut 13","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
398,"LW-6000",,"","","Lock Washer 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
459,"FW-5800",,"","","Flat Washer 8","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
464,"HN-5400",,"","","Hex Nut 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
469,"LJ-3824",,"","","Thin-Jam Lock Nut 6","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
474,"LW-4000",,"","","Lock Washer 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
539,"HJ-9161",,"","","Thin-Jam Hex Nut 11","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
544,"LI-1201",,"","","Internal Lock Washer 9","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
549,"LN-5818",,"","","Lock Nut 21","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
304,"AR-5381",,"","","Adjustable Race","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
309,"HJ-1428",,"","","Thin-Jam Hex Nut 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
314,"KW-4091",,"","","Keyed Washer","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
319,"LN-1224",,"","","Lock Nut 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
324,"MS-0253",,"","","Metal Sheet 2","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
389,"HN-7161",,"","","Hex Nut 14","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
394,"LJ-5818",,"","","Thin-Jam Lock Nut 14","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
399,"LW-7160",,"","","Lock Washer 9","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
460,"FW-7160",,"","","Flat Washer 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
465,"HN-5811",,"","","Hex Nut 20","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
470,"LJ-5161",,"","","Thin-Jam Lock Nut 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
475,"LW-5160",,"","","Lock Washer 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
535,"DC-8732",,"","","Decal 1","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
540,"HN-1024",,"","","Hex Nut 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
545,"LI-1400",,"","","Internal Lock Washer 5","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
550,"LN-6320",,"","","Lock Nut 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
305,"BA-8327",,"","","Bearing Ball","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
310,"HJ-3410",,"","","Thin-Jam Hex Nut 15","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
315,"LE-1000",,"","","External Lock Washer 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
320,"LN-1420",,"","","Lock Nut 8","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
325,"MS-1256",,"","","Metal Sheet 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
390,"HN-7162",,"","","Hex Nut 15","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
395,"LJ-7161",,"","","Thin-Jam Lock Nut 7","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
400,"LW-8000",,"","","Lock Washer 3","","",,False,"",1000,750,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
231,"EC-R098",,"","","Road End Caps","","",,False,"",1000,750,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
232,"EC-T209",,"","","Touring End Caps","","",,False,"",1000,750,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
230,"EC-M092",,"","","Mountain End Caps","","",,False,"",1000,750,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
534,"CS-2812",,"","","Chain Stays","","",,False,"",1000,750,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
99,"NI-4127",,"","","LL Nipple","","",,False,"",1000,750,,"","NA",,0,"",,"L","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
156,"GT-2908",,"","","HL Grip Tape","","",,False,"",800,600,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
161,"HT-2981",,"","","Handlebar Tube","","",,False,"",800,600,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
162,"HT-8019",,"","","Head Tube","","",,False,"",800,600,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
177,"SM-9087",,"","","Stem","","",,False,"",500,375,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
163,"HU-6280",,"","","LL Hub","","",,False,"",500,375,,"","NA",,1,"",,"L","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
178,"SP-2981",,"","","Seat Post","","",,False,"",500,375,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
233,"FE-3760",,"","","Fork End","","",,False,"",800,600,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
23,"SA-M198",,"","","LL Mountain Seat Assembly","","",,False,"",500,375,,"","NA",,1,"",,"L","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
164,"HU-8998",,"","","HL Hub","","",,False,"",500,375,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
179,"SR-2098",,"","","Steerer","","",,False,"",500,375,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
229,"DT-2377",,"","","Down Tube","","",,False,"",800,600,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
24,"SA-M237",,"","","ML Mountain Seat Assembly","","",,False,"",500,375,,"","NA",,1,"",,"M","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
25,"SA-M687",,"","","HL Mountain Seat Assembly","","",,False,"",500,375,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
155,"GT-1209",,"","","ML Grip Tape","","",,False,"",800,600,,"","NA",,0,"",,"M","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
481,"SA-T612",,"","","ML Touring Seat Assembly","","",,False,"",500,375,,"","NA",,1,"",,"M","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
556,"PA-823Y",,"","","Paint - Yellow","","",,False,"",60,45,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
306,"BE-2349",,"","","BB Ball Bearing","","",,False,"",800,600,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
331,"TO-2301",,"","","Top Tube","","",,False,"",500,375,,"","NA",,1,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
386,"GP-0982",,"","","Guide Pulley","","",,False,"",800,600,,"","NA",,0,"",,"","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
406,"SH-4562",,"","","LL Shell","","",,False,"",800,600,,"","NA",,0,"",,"L","","","","","","","","",2002-06-01 00:00:00.000,,"Current"
