id,top_level_status,start_date,end_date,data_source,months_in_status,project_status_metadata.status_order,project_status_metadata.status_name
"72254418-0b0b-4abc-a549-c1114936ad00","completed_construction",2014-11-25 00:00:00.000,,"dbi",93,4,"Completed"
"d4994ce8-ee05-4f43-b98b-ff32feecdcbb","completed_construction",2006-05-25 00:00:00.000,,"dbi",195,4,"Completed"
"8e218fbd-f542-4fb2-a64a-1b1314641aae","completed_construction",2004-04-28 00:00:00.000,,"dbi",220,4,"Completed"
"963ab73c-b94e-47da-9026-3c11686eb0b4","completed_construction",2017-12-07 00:00:00.000,,"dbi",56,4,"Completed"
"1d39f679-9953-4003-8bbb-ce509d989d07","completed_construction",2017-02-10 00:00:00.000,,"dbi",66,4,"Completed"
"dc8af6c0-1698-4c2f-b30b-8788bb845897","completed_construction",2017-12-20 00:00:00.000,,"dbi",56,4,"Completed"
"845da3a7-c435-4e1d-a850-c47dea5f0ffd","completed_construction",2011-04-27 00:00:00.000,,"dbi",136,4,"Completed"
"c580cb13-0085-41f3-8736-1bd139283b90","completed_construction",2017-03-21 00:00:00.000,,"dbi",65,4,"Completed"
"3419c01a-f078-424e-9e33-d16134b1ae54","completed_construction",2017-07-20 00:00:00.000,,"dbi",61,4,"Completed"
"56ecbc69-8174-49bb-b185-bfb61cea07a5","completed_construction",2016-06-22 00:00:00.000,,"dbi",74,4,"Completed"
"7abca192-a0b8-46ac-a8dd-5ed6cb19075b","completed_construction",2015-10-14 00:00:00.000,,"dbi",82,4,"Completed"
"1536c4d2-2f51-475d-a3d7-822e69c459c5","completed_construction",2015-05-04 00:00:00.000,,"dbi",87,4,"Completed"
"9b0e39db-c733-4019-89df-6c1d1f9afb40","completed_construction",2006-01-06 00:00:00.000,,"dbi",199,4,"Completed"
"9b7dbe34-8495-4454-adab-908d751907c6","completed_construction",2019-05-21 00:00:00.000,,"dbi",39,4,"Completed"
"b016b422-74b9-490c-bdc7-f127d9a2b130","completed_construction",2003-05-14 00:00:00.000,,"dbi",231,4,"Completed"
"dab0f97f-3afd-4dc0-80f9-8e05c6b97a52","completed_construction",2017-05-18 00:00:00.000,,"dbi",63,4,"Completed"
"d96153f4-68cd-4616-8a9e-63c3b2d654b0","completed_construction",2013-04-15 00:00:00.000,,"dbi",112,4,"Completed"
"0c2604e6-37c1-4fd5-9cea-c740ebe07e5c","completed_construction",2007-05-09 00:00:00.000,,"dbi",183,4,"Completed"
"b9e8f7ed-4a0b-4100-bf6c-dddbb0af0b92","completed_construction",2015-05-13 00:00:00.000,,"dbi",87,4,"Completed"
"5c8848a3-ab0b-4b00-8a81-9a2d1dc8d6e9","completed_construction",1990-10-16 00:00:00.000,,"dbi",382,4,"Completed"
"129f6f2d-ad8a-4f38-af07-85c04da71764","completed_construction",1992-01-06 00:00:00.000,,"dbi",367,4,"Completed"
"d290a9d9-43eb-4308-ad0e-22e130702329","completed_construction",1991-03-21 00:00:00.000,,"dbi",377,4,"Completed"
"753f374d-be37-4f11-a3c3-c277c9fd72f1","completed_construction",1991-12-03 00:00:00.000,,"dbi",368,4,"Completed"
"13590dd1-e3dd-4bbe-b60d-0c8ce99375ff","completed_construction",1993-07-20 00:00:00.000,,"dbi",349,4,"Completed"
"3dd49895-cd6b-445c-9e41-f122d7485d1e","completed_construction",1992-08-07 00:00:00.000,,"dbi",360,4,"Completed"
"7a4ed06e-66ec-44ea-9d14-08e036fc89fd","completed_construction",1996-11-04 00:00:00.000,,"dbi",309,4,"Completed"
"1725915c-f9a2-466c-8bbc-455df6dce443","completed_construction",1994-06-29 00:00:00.000,,"dbi",338,4,"Completed"
"a8b276a4-577e-4ed9-9640-c15e37c6dc52","completed_construction",1994-05-31 00:00:00.000,,"dbi",339,4,"Completed"
"78d3ba5f-8578-4b53-a45f-e785b669aa19","completed_construction",1993-12-02 00:00:00.000,,"dbi",344,4,"Completed"
"c3ca26b6-12c0-4fac-a58d-0915c7f1bb28","completed_construction",1994-01-24 00:00:00.000,,"dbi",343,4,"Completed"
"7f6fdea0-93c6-46fa-abc5-5f45c9e9dda9","completed_construction",2016-03-28 00:00:00.000,,"dbi",77,4,"Completed"
"b7754132-af00-419c-8ed4-874448ad6c12","completed_construction",1994-01-05 00:00:00.000,,"dbi",343,4,"Completed"
"2d5c67a5-b6e9-4482-bfcc-e269700a66cc","completed_construction",1998-10-16 00:00:00.000,,"dbi",286,4,"Completed"
"cfde45d9-3b6f-44d2-a81f-5a4fa99c578d","completed_construction",1996-04-18 00:00:00.000,,"dbi",316,4,"Completed"
"dd18b27d-fbfd-48a8-b6ad-480eae62eb5b","completed_construction",1996-10-08 00:00:00.000,,"dbi",310,4,"Completed"
"3057650e-24b4-4fa9-b5de-22bc4d4374a8","completed_construction",1994-03-31 00:00:00.000,,"dbi",341,4,"Completed"
"64dfa423-23dd-475d-aa91-47b99ff80b31","completed_construction",1996-08-26 00:00:00.000,,"dbi",312,4,"Completed"
"b134387f-da62-4784-bbb4-364ddd05d8aa","completed_construction",2009-03-27 00:00:00.000,,"dbi",161,4,"Completed"
"0aa8508f-3dd3-4e4c-9983-012c9908cc27","completed_construction",1995-08-24 00:00:00.000,,"dbi",324,4,"Completed"
"efa8bd56-c2c0-427c-9419-6babaf22b6a8","completed_construction",1996-07-03 00:00:00.000,,"dbi",313,4,"Completed"
"6dcf94cd-a740-4dea-9b6c-9dd40fa5b414","completed_construction",1997-08-21 00:00:00.000,,"dbi",300,4,"Completed"
"05f19c2d-3cd3-4b21-8ad4-5e6ada94a93c","completed_construction",1998-11-10 00:00:00.000,,"dbi",285,4,"Completed"
"29bd7fd3-10e1-402a-ae78-6e398598e042","completed_construction",1999-03-04 00:00:00.000,,"dbi",281,4,"Completed"
"d73d3796-1785-4df5-baea-a8f45a535457","completed_construction",1999-03-24 00:00:00.000,,"dbi",281,4,"Completed"
"4a78b66f-0a9d-4f77-8390-5cf5e1aa38e1","completed_construction",1997-11-26 00:00:00.000,,"dbi",297,4,"Completed"
"7816af73-b44b-446a-bc04-55a38524d549","completed_construction",1996-12-24 00:00:00.000,,"dbi",308,4,"Completed"
"d278a8de-04be-4d84-a2d6-bc950c501950","completed_construction",2002-12-19 00:00:00.000,,"dbi",236,4,"Completed"
"b2f80fe5-7551-40a3-b9f1-68c9227a76d2","completed_construction",1999-08-16 00:00:00.000,,"dbi",276,4,"Completed"
"ac027db0-c5e6-47b1-a14f-cfb66dc66511","completed_construction",2000-06-28 00:00:00.000,,"dbi",266,4,"Completed"
"8b7ba1f1-62b9-41ed-bb63-9415db22f62b","completed_construction",2000-12-21 00:00:00.000,,"dbi",260,4,"Completed"
"d1472f45-f098-4c8d-a6ee-79b4d4f62ba1","completed_construction",2000-01-11 00:00:00.000,,"dbi",271,4,"Completed"
"34f16f8f-0bcc-45df-9ebb-0df2588e2153","completed_construction",2002-11-04 00:00:00.000,,"dbi",237,4,"Completed"
"81f16649-b3f8-4a7e-89b5-146fcf56f6fb","completed_construction",1999-11-04 00:00:00.000,,"dbi",273,4,"Completed"
"705f2abf-fe43-401d-b1e7-495f8cbb3453","completed_construction",1998-11-13 00:00:00.000,,"dbi",285,4,"Completed"
"932ae0d3-9adb-472e-9dcc-ab2dbdb32104","completed_construction",2001-05-21 00:00:00.000,,"dbi",255,4,"Completed"
"ae5a1ba9-e826-4a0d-b45e-4d4628fb193f","completed_construction",1998-10-27 00:00:00.000,,"dbi",286,4,"Completed"
"ffdc8f10-0669-4175-8d89-f06968d11ced","completed_construction",1999-07-12 00:00:00.000,,"dbi",277,4,"Completed"
"869b9a68-3ab8-4d11-baed-3c9bd4727bdd","completed_construction",2004-03-16 00:00:00.000,,"dbi",221,4,"Completed"
"d91d0b6c-11ea-4f8a-b69f-706949ca66aa","completed_construction",1999-05-06 00:00:00.000,,"dbi",279,4,"Completed"
"e638e90c-71c1-45ab-87c1-9720884d6fb7","completed_construction",2013-08-01 00:00:00.000,,"dbi",108,4,"Completed"
"238297fc-0e8a-402a-88a7-ffb24b76762c","completed_construction",1999-12-06 00:00:00.000,,"dbi",272,4,"Completed"
"afcfd78d-d4e5-4060-a040-2c02cf218ef7","completed_construction",1989-10-25 00:00:00.000,,"dbi",394,4,"Completed"
"6499205a-9ae9-471e-9c3c-058217bf3765","completed_construction",2000-03-13 00:00:00.000,,"dbi",269,4,"Completed"
"19e6e324-3d90-4bbc-86e1-51ce5db47eda","completed_construction",1999-04-19 00:00:00.000,,"dbi",280,4,"Completed"
"1cc4eb78-6f84-4256-ab48-338f468fd808","completed_construction",2000-09-29 00:00:00.000,,"dbi",263,4,"Completed"
"1aec8603-6478-41e7-9382-36ceb6afd475","completed_construction",2000-04-07 00:00:00.000,,"dbi",268,4,"Completed"
"825d967a-4d84-4638-98a4-9562fbec690e","completed_construction",2001-07-10 00:00:00.000,,"dbi",253,4,"Completed"
"d2980e82-c655-4935-bc18-674773a7cbb6","completed_construction",2001-02-23 00:00:00.000,,"dbi",258,4,"Completed"
"6547387d-1149-4f44-aad8-c2e60d2df6a0","completed_construction",2001-09-24 00:00:00.000,,"dbi",251,4,"Completed"
"63954180-7747-40a0-b14d-bb64f43aaa88","completed_construction",2002-01-16 00:00:00.000,,"dbi",247,4,"Completed"
"1aea060b-ac8a-4cc6-b4e4-3c5b779a0782","completed_construction",2002-09-03 00:00:00.000,,"dbi",239,4,"Completed"
"92b98506-8644-4812-aa37-1c5c554dfa6d","completed_construction",2001-03-02 00:00:00.000,,"dbi",257,4,"Completed"
"d81c6b15-9b29-4919-a584-6b7907ca98f2","completed_construction",2001-04-09 00:00:00.000,,"dbi",256,4,"Completed"
"63c22d5f-e47f-48b2-8171-06d8b8e9f028","completed_construction",2000-10-13 00:00:00.000,,"dbi",262,4,"Completed"
"06227beb-7c85-4c75-b5aa-a20b9c35feb5","completed_construction",2002-11-25 00:00:00.000,,"dbi",237,4,"Completed"
"a3d605ad-52e2-4714-81c8-46a28e47c0e9","completed_construction",2003-07-25 00:00:00.000,,"dbi",229,4,"Completed"
"cb1a1d02-05f2-4034-ba6d-42c685da8dcc","completed_construction",2002-04-08 00:00:00.000,,"dbi",244,4,"Completed"
"5159f259-2253-46aa-b1ee-27b53c374a43","completed_construction",2005-11-14 00:00:00.000,,"dbi",201,4,"Completed"
"be17276d-5db5-4a22-abf1-3ee07a03535a","completed_construction",2002-09-11 00:00:00.000,,"dbi",239,4,"Completed"
"9680502f-a9dd-4007-a905-0c39662036f1","completed_construction",2002-12-03 00:00:00.000,,"dbi",236,4,"Completed"
"b7953097-448d-49b8-b70c-374d60366172","completed_construction",2002-12-09 00:00:00.000,,"dbi",236,4,"Completed"
"9445acef-bf18-4123-9db1-aae0de426921","completed_construction",2004-08-10 00:00:00.000,,"dbi",216,4,"Completed"
"4610f19e-d162-4ce7-922a-613c761306f4","completed_construction",2008-12-03 00:00:00.000,,"dbi",164,4,"Completed"
"ef558336-59e2-47c1-a59b-1827cea60224","completed_construction",2002-07-01 00:00:00.000,,"dbi",241,4,"Completed"
"69deff86-62f2-4992-9323-730b06a184fa","completed_construction",2003-02-04 00:00:00.000,,"dbi",234,4,"Completed"
"9987ef2f-212f-4c28-a2df-c36b45d9724a","completed_construction",2002-12-27 00:00:00.000,,"dbi",236,4,"Completed"
"e34c193d-2d80-44f1-a31c-f177a29d2e52","completed_construction",2014-09-10 00:00:00.000,,"dbi",95,4,"Completed"
"1ddd1229-d1e2-4bb6-aa64-fc60750a19ca","completed_construction",2003-12-24 00:00:00.000,,"dbi",224,4,"Completed"
"fac0e730-ee1c-405b-9092-1ff0abf3ce94","completed_construction",2007-03-28 00:00:00.000,,"dbi",185,4,"Completed"
"faf9f148-8271-45b9-b907-b433eda15c24","completed_construction",2002-05-06 00:00:00.000,,"dbi",243,4,"Completed"
"d8648960-1b04-4475-840e-0650c0275af0","completed_construction",2003-06-10 00:00:00.000,,"dbi",230,4,"Completed"
"2c398873-74d7-4387-8b5f-d18ac15b5bd0","completed_construction",2003-07-28 00:00:00.000,,"dbi",229,4,"Completed"
"70f21618-2494-4c33-a337-66f2992395a5","completed_construction",2004-05-03 00:00:00.000,,"dbi",219,4,"Completed"
"847ebb4b-2547-4fe5-b9ac-9d11632dcd5c","completed_construction",2004-08-09 00:00:00.000,,"dbi",216,4,"Completed"
"7e5c3204-2ca3-4ad3-ab03-46b61aeb8a1c","completed_construction",2005-01-26 00:00:00.000,,"dbi",211,4,"Completed"
"ab7c1bd0-d1e4-4d8d-83e3-1b79645b1276","completed_construction",2005-11-02 00:00:00.000,,"dbi",201,4,"Completed"
"5d821b77-fc84-4f41-9ee2-7e8b9f4c8eb3","completed_construction",2004-07-08 00:00:00.000,,"dbi",217,4,"Completed"
"8ec740aa-ed3e-4e7e-aa06-6a2a6f718f18","completed_construction",2003-11-05 00:00:00.000,,"dbi",225,4,"Completed"
"10e12cc3-daf0-4d70-a8cd-4f756b6462c9","completed_construction",2014-11-12 00:00:00.000,,"dbi",93,4,"Completed"
"c90c4bf8-234d-4b8e-ae9d-740873e58586","completed_construction",2005-04-22 00:00:00.000,,"dbi",208,4,"Completed"
"77182a78-00b7-458a-8b54-b1128fbd7f66","completed_construction",2006-06-28 00:00:00.000,,"dbi",194,4,"Completed"
"cc28fb41-7943-43af-a126-91f8ab77ed7a","completed_construction",2010-11-19 00:00:00.000,,"dbi",141,4,"Completed"
"06d2eecc-5e04-4f26-8979-b4415f55faa7","completed_construction",2008-02-26 00:00:00.000,,"dbi",174,4,"Completed"
"e05c80e1-fbf5-48c3-b70a-b50a870601f0","completed_construction",2018-01-12 00:00:00.000,,"dbi",55,4,"Completed"
"26a0a3f3-9b86-4aba-9c83-b9c469f12151","completed_construction",2006-04-25 00:00:00.000,,"dbi",196,4,"Completed"
"d3c718e4-b9cf-4c42-84cb-d7de35257b2a","completed_construction",2006-06-12 00:00:00.000,,"dbi",194,4,"Completed"
"d9639a5a-b5d3-48ef-8c9f-3617ae75eb13","completed_construction",2005-12-01 00:00:00.000,,"dbi",200,4,"Completed"
"e1199509-aaf8-4a4e-ae25-6abb82635b1b","completed_construction",2006-02-13 00:00:00.000,,"dbi",198,4,"Completed"
"e4520964-b87c-4de1-b998-6791bb5f37f2","completed_construction",2010-02-24 00:00:00.000,,"dbi",150,4,"Completed"
"9b9e05d4-ab4c-4138-b1e1-b27d81190b84","completed_construction",2006-05-24 00:00:00.000,,"dbi",195,4,"Completed"
"a113c499-07c3-40c0-b43e-5a3bfd7e52ee","completed_construction",2013-01-31 00:00:00.000,,"dbi",115,4,"Completed"
"d0cb5b6c-10f2-474e-ada2-422c01af1715","completed_construction",2006-05-10 00:00:00.000,,"dbi",195,4,"Completed"
"2fea31af-6b7f-4fce-b6b9-c275111e370e","completed_construction",2006-08-25 00:00:00.000,,"dbi",192,4,"Completed"
"0c78644c-9474-40d8-a3e1-5252d82a9691","completed_construction",2011-08-15 00:00:00.000,,"dbi",132,4,"Completed"
"667a36cd-c1da-470f-92ed-fb6d6f08dea3","completed_construction",2006-02-13 00:00:00.000,,"dbi",198,4,"Completed"
"ee133d77-9824-403c-876b-35ab330e6b9c","completed_construction",2011-03-01 00:00:00.000,,"dbi",137,4,"Completed"
"9e16bd4f-bb8e-4b45-b651-598d1f5d9149","completed_construction",2013-07-15 00:00:00.000,,"dbi",109,4,"Completed"
"fca97770-7cfa-4c6c-8fe2-fef3502bbfd3","completed_construction",2009-05-12 00:00:00.000,,"dbi",159,4,"Completed"
"989d2d2e-b274-449c-92c9-ee29ff451b97","completed_construction",2005-09-13 00:00:00.000,,"dbi",203,4,"Completed"
"4795fa7a-af9b-49d0-97fa-77d7482ef2c9","completed_construction",2008-04-08 00:00:00.000,,"dbi",172,4,"Completed"
"ec2d0bf6-f11d-491d-b3ca-01c4951c065b","completed_construction",2008-07-23 00:00:00.000,,"dbi",169,4,"Completed"
"80c0d1f7-2aab-4a85-836a-3265e4f64445","completed_construction",2018-02-05 00:00:00.000,,"dbi",54,4,"Completed"
"0f7cbc23-77f7-4300-b0e6-08bb41d016f7","completed_construction",2008-04-02 00:00:00.000,,"dbi",172,4,"Completed"
"2cdb7004-bf41-41c0-8e2f-67d0bc51a285","completed_construction",2007-11-06 00:00:00.000,,"dbi",177,4,"Completed"
"70f4d3cd-9940-4099-a9cb-c04ef0e6b6dc","completed_construction",2012-10-10 00:00:00.000,,"dbi",118,4,"Completed"
"83b44b8d-1bd3-430a-b590-afd1746b2950","completed_construction",2008-01-29 00:00:00.000,,"dbi",175,4,"Completed"
"71e98b0b-8edd-4f45-a424-8a3f8deb0b8f","completed_construction",2009-04-23 00:00:00.000,,"dbi",160,4,"Completed"
"23c97346-e957-4290-9007-773da4600087","completed_construction",2008-04-22 00:00:00.000,,"dbi",172,4,"Completed"
"3fb9ff29-aa33-4d99-b88e-ff8d82d3a5f0","completed_construction",2009-04-03 00:00:00.000,,"dbi",160,4,"Completed"
"5e553c35-1dba-4c1f-afb6-7fd469cfdd50","completed_construction",2009-11-23 00:00:00.000,,"dbi",153,4,"Completed"
"ebb35cd8-a831-47b2-88c1-1e5d65ae6adf","completed_construction",2013-06-24 00:00:00.000,,"dbi",110,4,"Completed"
"15cd6454-de92-4630-a63d-ea3d98833428","completed_construction",2008-07-11 00:00:00.000,,"dbi",169,4,"Completed"
"98863434-6604-477a-84e9-3b610b79d1b3","completed_construction",2008-02-07 00:00:00.000,,"dbi",174,4,"Completed"
"ba0785cd-622e-43b6-aaab-dcccd9f49b80","completed_construction",2006-05-18 00:00:00.000,,"dbi",195,4,"Completed"
"2927377c-7759-4f51-b0a7-8a87e7e9989b","completed_construction",2016-09-13 00:00:00.000,,"dbi",71,4,"Completed"
"3b4eaa30-1cd0-497d-8579-db24db27ce53","completed_construction",2011-12-07 00:00:00.000,,"dbi",128,4,"Completed"
"ce4aca3b-5442-4487-af9c-c77e4fa9d3b4","completed_construction",2011-02-10 00:00:00.000,,"dbi",138,4,"Completed"
