Date,Month,Item,Import,Quantity
2018-10-01 00:00:00.000,10,"maizena",953,1
2018-10-03 00:00:00.000,10,"maizena",953,1
2018-10-09 00:00:00.000,10,"mote",900,1
2018-10-25 00:00:00.000,10,"mote",900,1
2018-10-19 00:00:00.000,10,"naranja",790,1
2018-10-11 00:00:00.000,10,"perejil",419,1
2018-10-12 00:00:00.000,10,"dispensador toalla nova",78088,2
2018-10-02 00:00:00.000,10,"cafe grano strog",46872,2
2018-10-09 00:00:00.000,10,"cafe grano strog",46872,2
2018-10-16 00:00:00.000,10,"cafe grano strog",46872,2
2018-10-23 00:00:00.000,10,"cafe grano strog",46872,2
2018-10-04 00:00:00.000,10,"cuchillo cocina 30 cm",39596,2
2018-10-09 00:00:00.000,10,"Alusa pvc",34980,2
2018-10-29 00:00:00.000,10,"te breaskfast",18000,2
2018-10-29 00:00:00.000,10,"te earl grey",18000,2
2018-10-01 00:00:00.000,10,"kuchen arandano",16400,2
2018-10-08 00:00:00.000,10,"kuchen arandano",16400,2
2018-10-16 00:00:00.000,10,"kuchen arandano",16400,2
2018-10-22 00:00:00.000,10,"kuchen arandano",16400,2
2018-10-24 00:00:00.000,10,"lomo vetado",15742,2
2018-10-12 00:00:00.000,10,"lomo vetado",15206,2
2018-10-26 00:00:00.000,10,"nueces",15126,2
2018-10-30 00:00:00.000,10,"kuchen nuez",14800,2
2018-10-04 00:00:00.000,10,"pancetas ahumada",12514,2
2018-10-29 00:00:00.000,10,"pancetas ahumada",12514,2
2018-10-18 00:00:00.000,10,"botella j walker et roja",11694,2
2018-10-30 00:00:00.000,10,"co2 cervesas",11082,2
2018-10-01 00:00:00.000,10,"mermelada 1K",8690,2
2018-10-09 00:00:00.000,10,"pechera tela especial logo",8386,2
2018-10-31 00:00:00.000,10,"pisco mistral 35 litro",7966,2
2018-10-05 00:00:00.000,10,"pisco mistral 46",7717,2
2018-10-10 00:00:00.000,10,"salsa de queso",7670,2
2018-10-18 00:00:00.000,10,"ron pampero premiun gold 750cc",7197,2
2018-10-08 00:00:00.000,10,"Quinoa",7000,2
2018-10-24 00:00:00.000,10,"champiñon",6720,2
2018-10-08 00:00:00.000,10,"ajinomoto",6240,2
2018-10-18 00:00:00.000,10,"botella alto del carmen 35",5962,2
2018-10-02 00:00:00.000,10,"fondo alcachofas frasco kilo",5042,2
2018-10-11 00:00:00.000,10,"fondo alcachofas frasco kilo",5042,2
2018-10-17 00:00:00.000,10,"manteca vegetal",4960,2
2018-10-25 00:00:00.000,10,"resma",4802,2
2018-10-08 00:00:00.000,10,"oregano",4680,2
2018-10-19 00:00:00.000,10,"vim polvo 400 gr",4654,2
2018-10-10 00:00:00.000,10,"queso chacra pieza",4444,2
2018-10-01 00:00:00.000,10,"cilantro",4000,2
2018-10-02 00:00:00.000,10,"cilantro",4000,2
2018-10-16 00:00:00.000,10,"cilantro",4000,2
2018-10-17 00:00:00.000,10,"cilantro",4000,2
2018-10-09 00:00:00.000,10,"perejil",4000,2
2018-10-22 00:00:00.000,10,"perejil",4000,2
2018-10-11 00:00:00.000,10,"mani salado",3698,2
2018-10-26 00:00:00.000,10,"mani salado",3698,2
2018-10-02 00:00:00.000,10,"brucelas",3600,2
2018-10-25 00:00:00.000,10,"cilantro",3600,2
2018-10-29 00:00:00.000,10,"cilantro",3600,2
2018-10-08 00:00:00.000,10,"tomate cherry 500 gr",3500,2
2018-10-24 00:00:00.000,10,"tomate cherry 500 gr",3500,2
2018-10-24 00:00:00.000,10,"esparragos",3360,2
2018-10-22 00:00:00.000,10,"leche evaporada lata",3360,2
2018-10-18 00:00:00.000,10,"ron cartavio blanco",2808,2
2018-10-23 00:00:00.000,10,"manzana",2600,2
2018-10-12 00:00:00.000,10,"brocoli",2560,2
2018-10-25 00:00:00.000,10,"brocoli",2560,2
2018-10-08 00:00:00.000,10,"manzana",2560,2
2018-10-16 00:00:00.000,10,"manzana",2560,2
2018-10-19 00:00:00.000,10,"manzana",2560,2
2018-10-22 00:00:00.000,10,"fosforos andes hogar",2504,2
2018-10-01 00:00:00.000,10,"margarina ula",2412,2
2018-10-24 00:00:00.000,10,"brocoli",2400,2
2018-10-17 00:00:00.000,10,"escobillon economico",2400,2
2018-10-02 00:00:00.000,10,"zanahoria juliana procesada",2180,2
2018-10-25 00:00:00.000,10,"zanahoria juliana procesada",2180,2
2018-10-26 00:00:00.000,10,"zanahoria juliana procesada",2180,2
2018-10-31 00:00:00.000,10,"zanahoria juliana procesada",2180,2
2018-10-24 00:00:00.000,10,"arvejas congeladas",2040,2
2018-10-09 00:00:00.000,10,"jardinera congelada",2014,2
2018-10-12 00:00:00.000,10,"jardinera congelada",2014,2
2018-10-29 00:00:00.000,10,"jardinera congelada",2014,2
2018-10-01 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-02 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-03 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-04 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-05 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-08 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-09 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-10 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-11 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-12 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-17 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-18 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-19 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-22 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-24 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-25 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-26 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-29 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-30 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-31 00:00:00.000,10,"pan colacion integral",1960,2
2018-10-10 00:00:00.000,10,"vinagre blanco",1868,2
2018-10-19 00:00:00.000,10,"platanos",1780,2
2018-10-23 00:00:00.000,10,"platanos",1780,2
2018-10-24 00:00:00.000,10,"platanos",1780,2
2018-10-18 00:00:00.000,10,"maizena",1714,2
2018-10-24 00:00:00.000,10,"vainilla esencia litro",1492,2
2018-10-02 00:00:00.000,10,"zapallo italiano",980,2
2018-10-30 00:00:00.000,10,"ajo cabeza",300,2
2018-10-02 00:00:00.000,10,"sprite jarabe 10 lt",36325,10
2018-10-23 00:00:00.000,10,"sprite jarabe 10 lt",35114,10
2018-10-01 00:00:00.000,10,"molida especial",32980,10
2018-10-12 00:00:00.000,10,"paltas",25000,10
2018-10-17 00:00:00.000,10,"paltas",25000,10
2018-10-19 00:00:00.000,10,"paltas",25000,10
2018-10-23 00:00:00.000,10,"paltas",25000,10
2018-10-26 00:00:00.000,10,"toalla papel blanco",25000,10
2018-10-02 00:00:00.000,10,"paltas",24000,10
2018-10-04 00:00:00.000,10,"paltas",24000,10
2018-10-25 00:00:00.000,10,"paltas",24000,10
2018-10-30 00:00:00.000,10,"paltas",24000,10
2018-10-11 00:00:00.000,10,"trutro ala pollo",22115,10
2018-10-03 00:00:00.000,10,"merluza filete por kilo",19500,10
2018-10-03 00:00:00.000,10,"pangasius (corvinilla)",19500,10
2018-10-09 00:00:00.000,10,"pangasius (corvinilla)",19500,10
2018-10-17 00:00:00.000,10,"pangasius (corvinilla)",19500,10
2018-10-29 00:00:00.000,10,"pulpa de mango",17000,10
2018-10-03 00:00:00.000,10,"surtido de marisco",17000,10
2018-10-01 00:00:00.000,10,"pulpa de durazno",16710,10
2018-10-08 00:00:00.000,10,"pulpa de durazno",16710,10
2018-10-18 00:00:00.000,10,"pulpa de durazno",16710,10
2018-10-24 00:00:00.000,10,"pulpa de durazno",16710,10
2018-10-04 00:00:00.000,10,"pulpa de frambuesa",16000,10
2018-10-11 00:00:00.000,10,"pulpa de frambuesa",16000,10
2018-10-17 00:00:00.000,10,"pulpa de frambuesa",16000,10
2018-10-01 00:00:00.000,10,"pulpa de melon tuna",15650,10
2018-10-12 00:00:00.000,10,"pulpa de melon tuna",15650,10
2018-10-18 00:00:00.000,10,"pulpa de melon tuna",15650,10
2018-10-24 00:00:00.000,10,"pulpa de melon tuna",15650,10
2018-10-30 00:00:00.000,10,"pulpa de frambuesa",15130,10
2018-10-03 00:00:00.000,10,"lechuga fina procesada",13000,10
2018-10-04 00:00:00.000,10,"lechuga fina procesada",13000,10
2018-10-18 00:00:00.000,10,"lechuga fina procesada",13000,10
2018-10-22 00:00:00.000,10,"lechuga fina procesada",13000,10
2018-10-23 00:00:00.000,10,"lechuga fina procesada",13000,10
2018-10-24 00:00:00.000,10,"lechuga fina procesada",13000,10
2018-10-04 00:00:00.000,10,"apio medialuna procesado",12900,10
2018-10-22 00:00:00.000,10,"pulpa de frutilla",12250,10
2018-10-24 00:00:00.000,10,"pulpa de frutilla",12250,10
2018-10-17 00:00:00.000,10,"champiñones congelados",11400,10
2018-10-18 00:00:00.000,10,"porotos negros",11129,10
2018-10-30 00:00:00.000,10,"porotos negros",11129,10
2018-10-03 00:00:00.000,10,"garbanzos",10747,10
2018-10-01 00:00:00.000,10,"porotos negros",10175,10
2018-10-08 00:00:00.000,10,"zapallo camote",10094,10
2018-10-04 00:00:00.000,10,"antigrasa desengrasante",9900,10
2018-10-26 00:00:00.000,10,"antigrasa desengrasante",9900,10
2018-10-03 00:00:00.000,10,"arroz integral",8672,10
2018-10-03 00:00:00.000,10,"trapero algodon 50x70",7900,10
2018-10-04 00:00:00.000,10,"papas enteras procesadas",7500,10
2018-10-10 00:00:00.000,10,"papas enteras procesadas",7500,10
2018-10-16 00:00:00.000,10,"papas enteras procesadas",7500,10
2018-10-17 00:00:00.000,10,"papas enteras procesadas",7500,10
2018-10-19 00:00:00.000,10,"papas enteras procesadas",7500,10
2018-10-23 00:00:00.000,10,"papas enteras procesadas",7500,10
2018-10-24 00:00:00.000,10,"papas enteras procesadas",7500,10
2018-10-25 00:00:00.000,10,"papas enteras procesadas",7500,10
2018-10-02 00:00:00.000,10,"papas enteras procesadas",6700,10
2018-10-03 00:00:00.000,10,"papas enteras procesadas",6700,10
2018-10-09 00:00:00.000,10,"lavaloza",6500,10
2018-10-17 00:00:00.000,10,"lavaloza",6500,10
2018-10-26 00:00:00.000,10,"lavaloza",6500,10
2018-10-31 00:00:00.000,10,"papa chaucha fresca",6500,10
2018-10-29 00:00:00.000,10,"papas enteras procesadas",6500,10
2018-10-12 00:00:00.000,10,"jabon liquido",6110,10
2018-10-29 00:00:00.000,10,"arroz",5225,10
2018-10-04 00:00:00.000,10,"arroz",5095,10
2018-10-25 00:00:00.000,10,"pimenton rojo",5000,10
2018-10-01 00:00:00.000,10,"harina sin polvo",4350,10
2018-10-05 00:00:00.000,10,"harina sin polvo",4350,10
2018-10-10 00:00:00.000,10,"harina sin polvo",4350,10
2018-10-18 00:00:00.000,10,"harina sin polvo",4350,10
2018-10-24 00:00:00.000,10,"harina sin polvo",4350,10
2018-10-10 00:00:00.000,10,"sal fina",4150,10
2018-10-04 00:00:00.000,10,"sal fina",2578,10
2018-10-22 00:00:00.000,10,"sal fina",2578,10
2018-10-03 00:00:00.000,10,"pan frica",1500,10
2018-10-10 00:00:00.000,10,"pan frica",1500,10
2018-10-12 00:00:00.000,10,"pan frica",1500,10
2018-10-31 00:00:00.000,10,"pan frica",1500,10
2018-10-03 00:00:00.000,10,"paño amarillo",1500,10
2018-10-31 00:00:00.000,10,"carga cilindro gas licuado 15K",501681,30
2018-10-09 00:00:00.000,10,"pollo en cuartos",104000,160
2018-10-12 00:00:00.000,10,"pechuga  pollo deshuezada",99000,44
2018-10-19 00:00:00.000,10,"pechuga  pollo deshuezada",99000,44
2018-10-31 00:00:00.000,10,"pechuga  pollo deshuezada",99000,44
2018-10-04 00:00:00.000,10,"pollo en cuartos",98000,160
2018-10-31 00:00:00.000,10,"reineta filete por unidad",98000,100
2018-10-05 00:00:00.000,10,"merluza fresca por unidad",85000,100
2018-10-28 00:00:00.000,10,"merluza fresca por unidad",85000,100
2018-10-26 00:00:00.000,10,"aceite oliva",69960,20
2018-10-10 00:00:00.000,10,"pollo ganso",69012,19
2018-10-17 00:00:00.000,10,"coca ligth jarabe 19 lt",68656,19
2018-10-09 00:00:00.000,10,"coca zero jarabe 19 lt",66842,19
2018-10-16 00:00:00.000,10,"pollo ganso",65158,19
2018-10-24 00:00:00.000,10,"pollo ganso",64572,18
2018-10-03 00:00:00.000,10,"coca jarabe 19 lt",64268,19
2018-10-02 00:00:00.000,10,"pollo ganso",61557,17
2018-10-04 00:00:00.000,10,"pollo ganso",61167,17
2018-10-18 00:00:00.000,10,"pollo ganso",58547,17
2018-10-19 00:00:00.000,10,"vaso coca cola",56858,2000
2018-10-29 00:00:00.000,10,"pollo ganso",54980,15
2018-10-16 00:00:00.000,10,"pollo en cuartos",53200,80
2018-10-17 00:00:00.000,10,"pollo en cuartos",53200,80
2018-10-18 00:00:00.000,10,"pollo en cuartos",53200,80
2018-10-19 00:00:00.000,10,"pollo en cuartos",53200,80
2018-10-24 00:00:00.000,10,"pollo en cuartos",53200,80
2018-10-25 00:00:00.000,10,"pollo en cuartos",53200,80
2018-10-29 00:00:00.000,10,"pollo en cuartos",53200,80
2018-10-30 00:00:00.000,10,"pollo en cuartos",53200,80
2018-10-01 00:00:00.000,10,"pollo en cuartos",52000,80
2018-10-02 00:00:00.000,10,"pollo en cuartos",52000,80
2018-10-11 00:00:00.000,10,"pollo en cuartos",52000,80
2018-10-12 00:00:00.000,10,"pollo en cuartos",52000,80
2018-10-19 00:00:00.000,10,"barril kunstm torob 30 lt",50269,30
2018-10-23 00:00:00.000,10,"pechuga  pollo deshuezada",50153,22
2018-10-09 00:00:00.000,10,"paltas",50000,20
2018-10-16 00:00:00.000,10,"pechuga  pollo deshuezada",49838,22
2018-10-03 00:00:00.000,10,"pechuga  pollo deshuezada",49703,22
2018-10-01 00:00:00.000,10,"pechuga  pollo deshuezada",49658,22
2018-10-04 00:00:00.000,10,"pechuga  pollo deshuezada",49500,22
2018-10-08 00:00:00.000,10,"pechuga  pollo deshuezada",49500,22
2018-10-10 00:00:00.000,10,"pechuga  pollo deshuezada",49500,22
2018-10-25 00:00:00.000,10,"pechuga  pollo deshuezada",49500,22
2018-10-26 00:00:00.000,10,"pechuga  pollo deshuezada",49500,22
2018-10-11 00:00:00.000,10,"barril kunstm torob 30 lt",48136,30
2018-10-22 00:00:00.000,10,"pollo en cuartos",47880,72
2018-10-23 00:00:00.000,10,"pollo en cuartos",47880,72
2018-10-31 00:00:00.000,10,"pollo en cuartos",47880,72
2018-10-31 00:00:00.000,10,"barril kunstm torob 30 lt",47563,30
2018-10-05 00:00:00.000,10,"barril kunstm torob 30 lt",47074,30
2018-10-03 00:00:00.000,10,"tomate",45080,46
2018-10-04 00:00:00.000,10,"crema caja litro",43685,24
2018-10-24 00:00:00.000,10,"crema caja litro",43685,24
2018-10-24 00:00:00.000,10,"atun lomitos en agua",43506,48
2018-10-19 00:00:00.000,10,"reineta filete por unidad",43500,50
2018-10-04 00:00:00.000,10,"queso parmesano pieza",43284,7
2018-10-10 00:00:00.000,10,"media luna argentina",43092,240
2018-10-12 00:00:00.000,10,"merluza fresca por unidad",42500,50
2018-10-19 00:00:00.000,10,"merluza fresca por unidad",42500,50
2018-10-09 00:00:00.000,10,"tomate",41830,47
2018-10-24 00:00:00.000,10,"huevos primera blanco",39312,540
2018-10-23 00:00:00.000,10,"tomate",39184,50
2018-10-09 00:00:00.000,10,"merluza filete por kilo",39000,20
2018-10-17 00:00:00.000,10,"merluza filete por kilo",39000,20
2018-10-12 00:00:00.000,10,"tomate",38270,43
2018-10-03 00:00:00.000,10,"aceite para freidora",38000,40
2018-10-02 00:00:00.000,10,"carne cocida",37214,6
2018-10-05 00:00:00.000,10,"pisco mistral 35 litro",37062,12
2018-10-05 00:00:00.000,10,"austral litro",35367,24
2018-10-02 00:00:00.000,10,"queso gauda laminado",34800,12
2018-10-22 00:00:00.000,10,"queso gauda laminado",34800,12
2018-10-01 00:00:00.000,10,"Barril heineken 30 lts.",34568,30
2018-10-01 00:00:00.000,10,"tomate",34300,35
2018-10-10 00:00:00.000,10,"Barril heineken 30 lts.",33836,30
2018-10-05 00:00:00.000,10,"Barril heineken 30 lts.",33638,30
2018-10-04 00:00:00.000,10,"tomate",33320,34
2018-10-03 00:00:00.000,10,"trutro corto de pollo s/h s/p",33012,16
2018-10-18 00:00:00.000,10,"Barril heineken 30 lts.",32870,30
2018-10-25 00:00:00.000,10,"Barril heineken 30 lts.",32870,30
2018-10-30 00:00:00.000,10,"Barril heineken 30 lts.",32870,30
2018-10-02 00:00:00.000,10,"pulpa de frambuesa",32000,20
2018-10-05 00:00:00.000,10,"pulpa de frambuesa",32000,20
2018-10-01 00:00:00.000,10,"huevos primera blanco",31669,360
2018-10-04 00:00:00.000,10,"huevos primera blanco",31669,360
2018-10-09 00:00:00.000,10,"huevos primera blanco",31669,360
2018-10-12 00:00:00.000,10,"huevos primera blanco",31669,360
2018-10-17 00:00:00.000,10,"envase 2214",31495,250
2018-10-08 00:00:00.000,10,"pulpa de melon tuna",31300,20
2018-10-25 00:00:00.000,10,"tomate",31150,35
2018-10-05 00:00:00.000,10,"tetra tinto santa helena 1.5",30166,24
2018-10-22 00:00:00.000,10,"tomate",29580,35
2018-10-08 00:00:00.000,10,"tomate",29400,30
2018-10-03 00:00:00.000,10,"servilletas restaurant200xpaqu",29300,500
2018-10-19 00:00:00.000,10,"servilletas restaurant200xpaqu",29300,500
2018-10-17 00:00:00.000,10,"trutro corto pavo s/h",28519,15
2018-10-18 00:00:00.000,10,"huevos primera blanco",27302,360
2018-10-22 00:00:00.000,10,"huevos primera blanco",27302,360
2018-10-19 00:00:00.000,10,"tapa vaso coca cola",27123,2000
2018-10-26 00:00:00.000,10,"pollo en cuartos",26600,40
2018-10-29 00:00:00.000,10,"tomate",26600,28
2018-10-01 00:00:00.000,10,"copa postre trans.200cc 800 un",26384,800
2018-10-29 00:00:00.000,10,"huevos primera blanco",26208,360
2018-10-03 00:00:00.000,10,"pollo en cuartos",26000,40
2018-10-10 00:00:00.000,10,"pollo en cuartos",26000,40
2018-10-01 00:00:00.000,10,"churrasco sandwich",24150,5
2018-10-25 00:00:00.000,10,"aceite para cocinar",22734,24
2018-10-10 00:00:00.000,10,"crema caja litro",21842,12
2018-10-17 00:00:00.000,10,"crema caja litro",21842,12
2018-10-30 00:00:00.000,10,"crema caja litro",21842,12
2018-10-03 00:00:00.000,10,"jamon pierna laminado",21800,4
2018-10-22 00:00:00.000,10,"jamon pierna laminado",21800,4
2018-10-12 00:00:00.000,10,"gnoccis papas",21600,24
2018-10-08 00:00:00.000,10,"mayonesa especial harol",21024,24
2018-10-22 00:00:00.000,10,"mayonesa especial harol",21024,24
2018-10-12 00:00:00.000,10,"aceite para cocinar",20616,24
2018-10-04 00:00:00.000,10,"vaso cte. 330 cc",20580,70
2018-10-19 00:00:00.000,10,"tomate",20470,23
2018-10-02 00:00:00.000,10,"gran torobayo",20427,12
2018-10-03 00:00:00.000,10,"papas pre-fritas",20400,24
2018-10-05 00:00:00.000,10,"papas pre-fritas",20400,24
2018-10-10 00:00:00.000,10,"papas pre-fritas",20400,24
2018-10-24 00:00:00.000,10,"papas pre-fritas",20400,24
2018-10-30 00:00:00.000,10,"papas pre-fritas",20400,24
2018-10-22 00:00:00.000,10,"queso gauda laminado",20400,6
2018-10-02 00:00:00.000,10,"crema chantilly spray",20100,12
2018-10-02 00:00:00.000,10,"toalla papel blanco",20000,8
2018-10-04 00:00:00.000,10,"toalla papel blanco",20000,8
2018-10-23 00:00:00.000,10,"pisco campanario 750",19875,12
2018-10-10 00:00:00.000,10,"mantequilla 250grs.",19440,20
2018-10-05 00:00:00.000,10,"aceite para freidora",19000,20
2018-10-12 00:00:00.000,10,"aceite para freidora",19000,20
2018-10-23 00:00:00.000,10,"aceite para freidora",19000,20
2018-10-11 00:00:00.000,10,"austral litro",18083,12
2018-10-03 00:00:00.000,10,"apio medialuna procesado",18060,14
2018-10-24 00:00:00.000,10,"apio medialuna procesado",18060,14
2018-10-31 00:00:00.000,10,"austral litro",17867,12
2018-10-17 00:00:00.000,10,"tomate",17800,20
2018-10-25 00:00:00.000,10,"queso chacra pieza",17778,9
2018-10-29 00:00:00.000,10,"empanada 1/2 luna cocktail",17647,140
2018-10-05 00:00:00.000,10,"tomate",17640,18
2018-10-23 00:00:00.000,10,"arroz integral",17344,20
2018-10-18 00:00:00.000,10,"austral litro",17280,12
2018-10-25 00:00:00.000,10,"austral litro",17280,12
2018-10-30 00:00:00.000,10,"austral litro",17280,12
2018-10-04 00:00:00.000,10,"papa cubo fresca",17250,23
2018-10-18 00:00:00.000,10,"papa cubo fresca",17250,23
2018-10-23 00:00:00.000,10,"papa cubo fresca",17250,23
2018-10-25 00:00:00.000,10,"papa cubo fresca",17250,23
2018-10-09 00:00:00.000,10,"papas enteras procesadas",17250,23
2018-10-30 00:00:00.000,10,"tomate",17100,18
2018-10-12 00:00:00.000,10,"limon",17000,34
