Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,StartOfWeek,Start of Month,Year In Last Four Years,WeekOrder,Start of Wk Display,Start Of Week Display Year
2017-07-14 00:00:00.000,"2017",3,7,14,20170714,"July","Jul 2017","Q3 2017",5,"Friday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18",2017-07-09 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42925,2017-07-09 00:00:00.000,2017
2017-07-15 00:00:00.000,"2017",3,7,15,20170715,"July","Jul 2017","Q3 2017",6,"Saturday",2017-07-15 00:00:00.000,28,20170700,20170300,"17","FY18",2017-07-09 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42925,2017-07-09 00:00:00.000,2017
2017-07-16 00:00:00.000,"2017",3,7,16,20170716,"July","Jul 2017","Q3 2017",0,"Sunday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18",2017-07-16 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42932,2017-07-16 00:00:00.000,2017
2017-07-17 00:00:00.000,"2017",3,7,17,20170717,"July","Jul 2017","Q3 2017",1,"Monday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18",2017-07-16 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42932,2017-07-16 00:00:00.000,2017
2017-07-18 00:00:00.000,"2017",3,7,18,20170718,"July","Jul 2017","Q3 2017",2,"Tuesday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18",2017-07-16 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42932,2017-07-16 00:00:00.000,2017
2017-07-19 00:00:00.000,"2017",3,7,19,20170719,"July","Jul 2017","Q3 2017",3,"Wednesday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18",2017-07-16 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42932,2017-07-16 00:00:00.000,2017
2017-07-20 00:00:00.000,"2017",3,7,20,20170720,"July","Jul 2017","Q3 2017",4,"Thursday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18",2017-07-16 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42932,2017-07-16 00:00:00.000,2017
2017-07-21 00:00:00.000,"2017",3,7,21,20170721,"July","Jul 2017","Q3 2017",5,"Friday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18",2017-07-16 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42932,2017-07-16 00:00:00.000,2017
2017-07-22 00:00:00.000,"2017",3,7,22,20170722,"July","Jul 2017","Q3 2017",6,"Saturday",2017-07-22 00:00:00.000,29,20170700,20170300,"17","FY18",2017-07-16 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42932,2017-07-16 00:00:00.000,2017
2017-07-23 00:00:00.000,"2017",3,7,23,20170723,"July","Jul 2017","Q3 2017",0,"Sunday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18",2017-07-23 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42939,2017-07-23 00:00:00.000,2017
2017-07-24 00:00:00.000,"2017",3,7,24,20170724,"July","Jul 2017","Q3 2017",1,"Monday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18",2017-07-23 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42939,2017-07-23 00:00:00.000,2017
2017-07-25 00:00:00.000,"2017",3,7,25,20170725,"July","Jul 2017","Q3 2017",2,"Tuesday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18",2017-07-23 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42939,2017-07-23 00:00:00.000,2017
2017-07-26 00:00:00.000,"2017",3,7,26,20170726,"July","Jul 2017","Q3 2017",3,"Wednesday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18",2017-07-23 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42939,2017-07-23 00:00:00.000,2017
2017-07-27 00:00:00.000,"2017",3,7,27,20170727,"July","Jul 2017","Q3 2017",4,"Thursday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18",2017-07-23 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42939,2017-07-23 00:00:00.000,2017
2017-07-28 00:00:00.000,"2017",3,7,28,20170728,"July","Jul 2017","Q3 2017",5,"Friday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18",2017-07-23 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42939,2017-07-23 00:00:00.000,2017
2017-07-29 00:00:00.000,"2017",3,7,29,20170729,"July","Jul 2017","Q3 2017",6,"Saturday",2017-07-29 00:00:00.000,30,20170700,20170300,"17","FY18",2017-07-23 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42939,2017-07-23 00:00:00.000,2017
2017-07-30 00:00:00.000,"2017",3,7,30,20170730,"July","Jul 2017","Q3 2017",0,"Sunday",2017-08-05 00:00:00.000,31,20170700,20170300,"17","FY18",2017-07-30 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42946,2017-07-30 00:00:00.000,2017
2017-07-31 00:00:00.000,"2017",3,7,31,20170731,"July","Jul 2017","Q3 2017",1,"Monday",2017-08-05 00:00:00.000,31,20170700,20170300,"17","FY18",2017-07-30 00:00:00.000,2017-07-01 00:00:00.000,"Y",-42946,2017-07-30 00:00:00.000,2017
2017-08-01 00:00:00.000,"2017",3,8,1,20170801,"August","Aug 2017","Q3 2017",2,"Tuesday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18",2017-07-30 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42946,2017-07-30 00:00:00.000,2017
2017-08-02 00:00:00.000,"2017",3,8,2,20170802,"August","Aug 2017","Q3 2017",3,"Wednesday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18",2017-07-30 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42946,2017-07-30 00:00:00.000,2017
2017-08-03 00:00:00.000,"2017",3,8,3,20170803,"August","Aug 2017","Q3 2017",4,"Thursday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18",2017-07-30 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42946,2017-07-30 00:00:00.000,2017
2017-08-04 00:00:00.000,"2017",3,8,4,20170804,"August","Aug 2017","Q3 2017",5,"Friday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18",2017-07-30 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42946,2017-07-30 00:00:00.000,2017
2017-08-05 00:00:00.000,"2017",3,8,5,20170805,"August","Aug 2017","Q3 2017",6,"Saturday",2017-08-05 00:00:00.000,31,20170800,20170300,"17","FY18",2017-07-30 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42946,2017-07-30 00:00:00.000,2017
2017-08-06 00:00:00.000,"2017",3,8,6,20170806,"August","Aug 2017","Q3 2017",0,"Sunday",2017-08-12 00:00:00.000,32,20170800,20170300,"17","FY18",2017-08-06 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42953,2017-08-06 00:00:00.000,2017
2017-08-07 00:00:00.000,"2017",3,8,7,20170807,"August","Aug 2017","Q3 2017",1,"Monday",2017-08-12 00:00:00.000,32,20170800,20170300,"17","FY18",2017-08-06 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42953,2017-08-06 00:00:00.000,2017
2017-08-08 00:00:00.000,"2017",3,8,8,20170808,"August","Aug 2017","Q3 2017",2,"Tuesday",2017-08-12 00:00:00.000,32,20170800,20170300,"17","FY18",2017-08-06 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42953,2017-08-06 00:00:00.000,2017
2017-08-09 00:00:00.000,"2017",3,8,9,20170809,"August","Aug 2017","Q3 2017",3,"Wednesday",2017-08-12 00:00:00.000,32,20170800,20170300,"17","FY18",2017-08-06 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42953,2017-08-06 00:00:00.000,2017
2017-08-10 00:00:00.000,"2017",3,8,10,20170810,"August","Aug 2017","Q3 2017",4,"Thursday",2017-08-12 00:00:00.000,32,20170800,20170300,"17","FY18",2017-08-06 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42953,2017-08-06 00:00:00.000,2017
2017-08-11 00:00:00.000,"2017",3,8,11,20170811,"August","Aug 2017","Q3 2017",5,"Friday",2017-08-12 00:00:00.000,32,20170800,20170300,"17","FY18",2017-08-06 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42953,2017-08-06 00:00:00.000,2017
2017-08-12 00:00:00.000,"2017",3,8,12,20170812,"August","Aug 2017","Q3 2017",6,"Saturday",2017-08-12 00:00:00.000,32,20170800,20170300,"17","FY18",2017-08-06 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42953,2017-08-06 00:00:00.000,2017
2017-08-13 00:00:00.000,"2017",3,8,13,20170813,"August","Aug 2017","Q3 2017",0,"Sunday",2017-08-19 00:00:00.000,33,20170800,20170300,"17","FY18",2017-08-13 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42960,2017-08-13 00:00:00.000,2017
2017-08-14 00:00:00.000,"2017",3,8,14,20170814,"August","Aug 2017","Q3 2017",1,"Monday",2017-08-19 00:00:00.000,33,20170800,20170300,"17","FY18",2017-08-13 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42960,2017-08-13 00:00:00.000,2017
2017-08-15 00:00:00.000,"2017",3,8,15,20170815,"August","Aug 2017","Q3 2017",2,"Tuesday",2017-08-19 00:00:00.000,33,20170800,20170300,"17","FY18",2017-08-13 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42960,2017-08-13 00:00:00.000,2017
2017-08-16 00:00:00.000,"2017",3,8,16,20170816,"August","Aug 2017","Q3 2017",3,"Wednesday",2017-08-19 00:00:00.000,33,20170800,20170300,"17","FY18",2017-08-13 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42960,2017-08-13 00:00:00.000,2017
2017-08-17 00:00:00.000,"2017",3,8,17,20170817,"August","Aug 2017","Q3 2017",4,"Thursday",2017-08-19 00:00:00.000,33,20170800,20170300,"17","FY18",2017-08-13 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42960,2017-08-13 00:00:00.000,2017
2017-08-18 00:00:00.000,"2017",3,8,18,20170818,"August","Aug 2017","Q3 2017",5,"Friday",2017-08-19 00:00:00.000,33,20170800,20170300,"17","FY18",2017-08-13 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42960,2017-08-13 00:00:00.000,2017
2017-08-19 00:00:00.000,"2017",3,8,19,20170819,"August","Aug 2017","Q3 2017",6,"Saturday",2017-08-19 00:00:00.000,33,20170800,20170300,"17","FY18",2017-08-13 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42960,2017-08-13 00:00:00.000,2017
2017-08-20 00:00:00.000,"2017",3,8,20,20170820,"August","Aug 2017","Q3 2017",0,"Sunday",2017-08-26 00:00:00.000,34,20170800,20170300,"17","FY18",2017-08-20 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42967,2017-08-20 00:00:00.000,2017
2017-08-21 00:00:00.000,"2017",3,8,21,20170821,"August","Aug 2017","Q3 2017",1,"Monday",2017-08-26 00:00:00.000,34,20170800,20170300,"17","FY18",2017-08-20 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42967,2017-08-20 00:00:00.000,2017
2017-08-22 00:00:00.000,"2017",3,8,22,20170822,"August","Aug 2017","Q3 2017",2,"Tuesday",2017-08-26 00:00:00.000,34,20170800,20170300,"17","FY18",2017-08-20 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42967,2017-08-20 00:00:00.000,2017
2017-08-23 00:00:00.000,"2017",3,8,23,20170823,"August","Aug 2017","Q3 2017",3,"Wednesday",2017-08-26 00:00:00.000,34,20170800,20170300,"17","FY18",2017-08-20 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42967,2017-08-20 00:00:00.000,2017
2017-08-24 00:00:00.000,"2017",3,8,24,20170824,"August","Aug 2017","Q3 2017",4,"Thursday",2017-08-26 00:00:00.000,34,20170800,20170300,"17","FY18",2017-08-20 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42967,2017-08-20 00:00:00.000,2017
2017-08-25 00:00:00.000,"2017",3,8,25,20170825,"August","Aug 2017","Q3 2017",5,"Friday",2017-08-26 00:00:00.000,34,20170800,20170300,"17","FY18",2017-08-20 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42967,2017-08-20 00:00:00.000,2017
2017-08-26 00:00:00.000,"2017",3,8,26,20170826,"August","Aug 2017","Q3 2017",6,"Saturday",2017-08-26 00:00:00.000,34,20170800,20170300,"17","FY18",2017-08-20 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42967,2017-08-20 00:00:00.000,2017
2017-08-27 00:00:00.000,"2017",3,8,27,20170827,"August","Aug 2017","Q3 2017",0,"Sunday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18",2017-08-27 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42974,2017-08-27 00:00:00.000,2017
2017-08-28 00:00:00.000,"2017",3,8,28,20170828,"August","Aug 2017","Q3 2017",1,"Monday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18",2017-08-27 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42974,2017-08-27 00:00:00.000,2017
2017-08-29 00:00:00.000,"2017",3,8,29,20170829,"August","Aug 2017","Q3 2017",2,"Tuesday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18",2017-08-27 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42974,2017-08-27 00:00:00.000,2017
2017-08-30 00:00:00.000,"2017",3,8,30,20170830,"August","Aug 2017","Q3 2017",3,"Wednesday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18",2017-08-27 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42974,2017-08-27 00:00:00.000,2017
2017-08-31 00:00:00.000,"2017",3,8,31,20170831,"August","Aug 2017","Q3 2017",4,"Thursday",2017-09-02 00:00:00.000,35,20170800,20170300,"17","FY18",2017-08-27 00:00:00.000,2017-08-01 00:00:00.000,"Y",-42974,2017-08-27 00:00:00.000,2017
2017-09-01 00:00:00.000,"2017",3,9,1,20170901,"September","Sep 2017","Q3 2017",5,"Friday",2017-09-02 00:00:00.000,35,20170900,20170300,"17","FY18",2017-08-27 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42974,2017-08-27 00:00:00.000,2017
2017-09-02 00:00:00.000,"2017",3,9,2,20170902,"September","Sep 2017","Q3 2017",6,"Saturday",2017-09-02 00:00:00.000,35,20170900,20170300,"17","FY18",2017-08-27 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42974,2017-08-27 00:00:00.000,2017
2017-09-03 00:00:00.000,"2017",3,9,3,20170903,"September","Sep 2017","Q3 2017",0,"Sunday",2017-09-09 00:00:00.000,36,20170900,20170300,"17","FY18",2017-09-03 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42981,2017-09-03 00:00:00.000,2017
2017-09-04 00:00:00.000,"2017",3,9,4,20170904,"September","Sep 2017","Q3 2017",1,"Monday",2017-09-09 00:00:00.000,36,20170900,20170300,"17","FY18",2017-09-03 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42981,2017-09-03 00:00:00.000,2017
2017-09-05 00:00:00.000,"2017",3,9,5,20170905,"September","Sep 2017","Q3 2017",2,"Tuesday",2017-09-09 00:00:00.000,36,20170900,20170300,"17","FY18",2017-09-03 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42981,2017-09-03 00:00:00.000,2017
2017-09-06 00:00:00.000,"2017",3,9,6,20170906,"September","Sep 2017","Q3 2017",3,"Wednesday",2017-09-09 00:00:00.000,36,20170900,20170300,"17","FY18",2017-09-03 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42981,2017-09-03 00:00:00.000,2017
2017-09-07 00:00:00.000,"2017",3,9,7,20170907,"September","Sep 2017","Q3 2017",4,"Thursday",2017-09-09 00:00:00.000,36,20170900,20170300,"17","FY18",2017-09-03 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42981,2017-09-03 00:00:00.000,2017
2017-09-08 00:00:00.000,"2017",3,9,8,20170908,"September","Sep 2017","Q3 2017",5,"Friday",2017-09-09 00:00:00.000,36,20170900,20170300,"17","FY18",2017-09-03 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42981,2017-09-03 00:00:00.000,2017
2017-09-09 00:00:00.000,"2017",3,9,9,20170909,"September","Sep 2017","Q3 2017",6,"Saturday",2017-09-09 00:00:00.000,36,20170900,20170300,"17","FY18",2017-09-03 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42981,2017-09-03 00:00:00.000,2017
2017-09-10 00:00:00.000,"2017",3,9,10,20170910,"September","Sep 2017","Q3 2017",0,"Sunday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18",2017-09-10 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42988,2017-09-10 00:00:00.000,2017
2017-09-11 00:00:00.000,"2017",3,9,11,20170911,"September","Sep 2017","Q3 2017",1,"Monday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18",2017-09-10 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42988,2017-09-10 00:00:00.000,2017
2017-09-12 00:00:00.000,"2017",3,9,12,20170912,"September","Sep 2017","Q3 2017",2,"Tuesday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18",2017-09-10 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42988,2017-09-10 00:00:00.000,2017
2017-09-13 00:00:00.000,"2017",3,9,13,20170913,"September","Sep 2017","Q3 2017",3,"Wednesday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18",2017-09-10 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42988,2017-09-10 00:00:00.000,2017
2017-09-14 00:00:00.000,"2017",3,9,14,20170914,"September","Sep 2017","Q3 2017",4,"Thursday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18",2017-09-10 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42988,2017-09-10 00:00:00.000,2017
2017-09-15 00:00:00.000,"2017",3,9,15,20170915,"September","Sep 2017","Q3 2017",5,"Friday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18",2017-09-10 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42988,2017-09-10 00:00:00.000,2017
2017-09-16 00:00:00.000,"2017",3,9,16,20170916,"September","Sep 2017","Q3 2017",6,"Saturday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18",2017-09-10 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42988,2017-09-10 00:00:00.000,2017
2017-09-17 00:00:00.000,"2017",3,9,17,20170917,"September","Sep 2017","Q3 2017",0,"Sunday",2017-09-23 00:00:00.000,38,20170900,20170300,"17","FY18",2017-09-17 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42995,2017-09-17 00:00:00.000,2017
2017-09-18 00:00:00.000,"2017",3,9,18,20170918,"September","Sep 2017","Q3 2017",1,"Monday",2017-09-23 00:00:00.000,38,20170900,20170300,"17","FY18",2017-09-17 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42995,2017-09-17 00:00:00.000,2017
2017-09-19 00:00:00.000,"2017",3,9,19,20170919,"September","Sep 2017","Q3 2017",2,"Tuesday",2017-09-23 00:00:00.000,38,20170900,20170300,"17","FY18",2017-09-17 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42995,2017-09-17 00:00:00.000,2017
2017-09-20 00:00:00.000,"2017",3,9,20,20170920,"September","Sep 2017","Q3 2017",3,"Wednesday",2017-09-23 00:00:00.000,38,20170900,20170300,"17","FY18",2017-09-17 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42995,2017-09-17 00:00:00.000,2017
2017-09-21 00:00:00.000,"2017",3,9,21,20170921,"September","Sep 2017","Q3 2017",4,"Thursday",2017-09-23 00:00:00.000,38,20170900,20170300,"17","FY18",2017-09-17 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42995,2017-09-17 00:00:00.000,2017
2017-09-22 00:00:00.000,"2017",3,9,22,20170922,"September","Sep 2017","Q3 2017",5,"Friday",2017-09-23 00:00:00.000,38,20170900,20170300,"17","FY18",2017-09-17 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42995,2017-09-17 00:00:00.000,2017
2017-09-23 00:00:00.000,"2017",3,9,23,20170923,"September","Sep 2017","Q3 2017",6,"Saturday",2017-09-23 00:00:00.000,38,20170900,20170300,"17","FY18",2017-09-17 00:00:00.000,2017-09-01 00:00:00.000,"Y",-42995,2017-09-17 00:00:00.000,2017
2017-09-24 00:00:00.000,"2017",3,9,24,20170924,"September","Sep 2017","Q3 2017",0,"Sunday",2017-09-30 00:00:00.000,39,20170900,20170300,"17","FY18",2017-09-24 00:00:00.000,2017-09-01 00:00:00.000,"Y",-43002,2017-09-24 00:00:00.000,2017
2017-09-25 00:00:00.000,"2017",3,9,25,20170925,"September","Sep 2017","Q3 2017",1,"Monday",2017-09-30 00:00:00.000,39,20170900,20170300,"17","FY18",2017-09-24 00:00:00.000,2017-09-01 00:00:00.000,"Y",-43002,2017-09-24 00:00:00.000,2017
2017-09-26 00:00:00.000,"2017",3,9,26,20170926,"September","Sep 2017","Q3 2017",2,"Tuesday",2017-09-30 00:00:00.000,39,20170900,20170300,"17","FY18",2017-09-24 00:00:00.000,2017-09-01 00:00:00.000,"Y",-43002,2017-09-24 00:00:00.000,2017
2017-09-27 00:00:00.000,"2017",3,9,27,20170927,"September","Sep 2017","Q3 2017",3,"Wednesday",2017-09-30 00:00:00.000,39,20170900,20170300,"17","FY18",2017-09-24 00:00:00.000,2017-09-01 00:00:00.000,"Y",-43002,2017-09-24 00:00:00.000,2017
2017-09-28 00:00:00.000,"2017",3,9,28,20170928,"September","Sep 2017","Q3 2017",4,"Thursday",2017-09-30 00:00:00.000,39,20170900,20170300,"17","FY18",2017-09-24 00:00:00.000,2017-09-01 00:00:00.000,"Y",-43002,2017-09-24 00:00:00.000,2017
2017-09-29 00:00:00.000,"2017",3,9,29,20170929,"September","Sep 2017","Q3 2017",5,"Friday",2017-09-30 00:00:00.000,39,20170900,20170300,"17","FY18",2017-09-24 00:00:00.000,2017-09-01 00:00:00.000,"Y",-43002,2017-09-24 00:00:00.000,2017
2017-09-30 00:00:00.000,"2017",3,9,30,20170930,"September","Sep 2017","Q3 2017",6,"Saturday",2017-09-30 00:00:00.000,39,20170900,20170300,"17","FY18",2017-09-24 00:00:00.000,2017-09-01 00:00:00.000,"Y",-43002,2017-09-24 00:00:00.000,2017
2017-04-01 00:00:00.000,"2017",2,4,1,20170401,"April","Apr 2017","Q2 2017",6,"Saturday",2017-04-01 00:00:00.000,13,20170400,20170200,"17","FY18",2017-03-26 00:00:00.000,2017-04-01 00:00:00.000,"Y",-42820,2017-03-26 00:00:00.000,2017
2017-04-02 00:00:00.000,"2017",2,4,2,20170402,"April","Apr 2017","Q2 2017",0,"Sunday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY18",2017-04-02 00:00:00.000,2017-04-01 00:00:00.000,"Y",-42827,2017-04-02 00:00:00.000,2017
2017-04-03 00:00:00.000,"2017",2,4,3,20170403,"April","Apr 2017","Q2 2017",1,"Monday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY18",2017-04-02 00:00:00.000,2017-04-01 00:00:00.000,"Y",-42827,2017-04-02 00:00:00.000,2017
2017-04-04 00:00:00.000,"2017",2,4,4,20170404,"April","Apr 2017","Q2 2017",2,"Tuesday",2017-04-08 00:00:00.000,14,20170400,20170200,"17","FY18",2017-04-02 00:00:00.000,2017-04-01 00:00:00.000,"Y",-42827,2017-04-02 00:00:00.000,2017
