Source.Name,nr,jrnID,trNr,trLineNr,desc,amnt,amntTp,docRef,custSupID,invRef,invPurSalTp,invTp,invDt,mutTp,invDueDt,Debet,Credit,Link_CustSupl,Link_Journal
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","55","Jaarafsluiting 2015",12477.58,"C","36","2010","","","",,"Z",,0,12477.58,"Twinfield_V31_2016.xaf-2010","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","56","Jaarafsluiting 2015",9595.52,"C","36","2011","","","",,"Z",,0,9595.52,"Twinfield_V31_2016.xaf-2011","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","57","Jaarafsluiting 2015",18766.14,"C","36","2012","","","",,"Z",,0,18766.14,"Twinfield_V31_2016.xaf-2012","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","58","Jaarafsluiting 2015",13798.85,"C","36","2013","","","",,"Z",,0,13798.85,"Twinfield_V31_2016.xaf-2013","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","59","Jaarafsluiting 2015",34395.76,"C","36","2014","","","",,"Z",,0,34395.76,"Twinfield_V31_2016.xaf-2014","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","60","Jaarafsluiting 2015",4008.13,"C","36","2015","","","",,"Z",,0,4008.13,"Twinfield_V31_2016.xaf-2015","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","61","Jaarafsluiting 2015",18086.37,"C","36","2016","","","",,"Z",,0,18086.37,"Twinfield_V31_2016.xaf-2016","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","62","Jaarafsluiting 2015",256.55,"C","36","2017","","","",,"Z",,0,256.55,"Twinfield_V31_2016.xaf-2017","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","63","Jaarafsluiting 2015",6075.27,"C","36","2018","","","",,"Z",,0,6075.27,"Twinfield_V31_2016.xaf-2018","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","64","Jaarafsluiting 2015",11424.6,"C","36","2019","","","",,"Z",,0,11424.6,"Twinfield_V31_2016.xaf-2019","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","65","Jaarafsluiting 2015",12255.87,"C","36","2020","","","",,"Z",,0,12255.87,"Twinfield_V31_2016.xaf-2020","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","66","Jaarafsluiting 2015",4941.07,"C","36","2021","","","",,"Z",,0,4941.07,"Twinfield_V31_2016.xaf-2021","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","67","Jaarafsluiting 2015",18871.43,"C","36","2022","","","",,"Z",,0,18871.43,"Twinfield_V31_2016.xaf-2022","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","68","Jaarafsluiting 2015",8762.09,"C","36","2023","","","",,"Z",,0,8762.09,"Twinfield_V31_2016.xaf-2023","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","69","Jaarafsluiting 2015",931.34,"C","36","2024","","","",,"Z",,0,931.34,"Twinfield_V31_2016.xaf-2024","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","70","Jaarafsluiting 2015",1219.15,"C","36","2025","","","",,"Z",,0,1219.15,"Twinfield_V31_2016.xaf-2025","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","71","Jaarafsluiting 2015",8028.71,"C","36","2026","","","",,"Z",,0,8028.71,"Twinfield_V31_2016.xaf-2026","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","72","Jaarafsluiting 2015",1452,"C","36","2027","","","",,"Z",,0,1452,"Twinfield_V31_2016.xaf-2027","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","73","Jaarafsluiting 2015",7000,"C","36","2028","","","",,"Z",,0,7000,"Twinfield_V31_2016.xaf-2028","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","74","Jaarafsluiting 2015",211.23,"C","36","2029","","","",,"Z",,0,211.23,"Twinfield_V31_2016.xaf-2029","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","75","Jaarafsluiting 2015",71.12,"C","36","2030","","","",,"Z",,0,71.12,"Twinfield_V31_2016.xaf-2030","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","76","Jaarafsluiting 2015",3869.43,"C","36","2031","","","",,"Z",,0,3869.43,"Twinfield_V31_2016.xaf-2031","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","77","Jaarafsluiting 2015",12100,"C","36","2032","","","",,"Z",,0,12100,"Twinfield_V31_2016.xaf-2032","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","78","Jaarafsluiting 2015",2420,"C","36","2033","","","",,"Z",,0,2420,"Twinfield_V31_2016.xaf-2033","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","79","Jaarafsluiting 2015",146.42,"C","36","2034","","","",,"Z",,0,146.42,"Twinfield_V31_2016.xaf-2034","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","80","Jaarafsluiting 2015",1542.75,"C","36","2035","","","",,"Z",,0,1542.75,"Twinfield_V31_2016.xaf-2035","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","81","Jaarafsluiting 2015",2400,"C","36","2036","","","",,"Z",,0,2400,"Twinfield_V31_2016.xaf-2036","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","82","Jaarafsluiting 2015",121,"C","36","2037","","","",,"Z",,0,121,"Twinfield_V31_2016.xaf-2037","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","83","Jaarafsluiting 2015",121,"C","36","2041","","","",,"Z",,0,121,"Twinfield_V31_2016.xaf-2041","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","16","Jaarafsluiting 2015",21663,"D","36","1000","","","",,"Z",,21663,0,"Twinfield_V31_2016.xaf-1000","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","17","Jaarafsluiting 2015",55880,"D","36","1001","","","",,"Z",,55880,0,"Twinfield_V31_2016.xaf-1001","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","18","Jaarafsluiting 2015",76778.15,"D","36","1002","","","",,"Z",,76778.15,0,"Twinfield_V31_2016.xaf-1002","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","19","Jaarafsluiting 2015",44550,"D","36","1003","","","",,"Z",,44550,0,"Twinfield_V31_2016.xaf-1003","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","20","Jaarafsluiting 2015",57229,"D","36","1005","","","",,"Z",,57229,0,"Twinfield_V31_2016.xaf-1005","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","21","Jaarafsluiting 2015",49546,"D","36","1006","","","",,"Z",,49546,0,"Twinfield_V31_2016.xaf-1006","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","22","Jaarafsluiting 2015",52140,"D","36","1007","","","",,"Z",,52140,0,"Twinfield_V31_2016.xaf-1007","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","23","Jaarafsluiting 2015",54393,"D","36","1008","","","",,"Z",,54393,0,"Twinfield_V31_2016.xaf-1008","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","24","Jaarafsluiting 2015",50002,"D","36","1009","","","",,"Z",,50002,0,"Twinfield_V31_2016.xaf-1009","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","25","Jaarafsluiting 2015",46077,"D","36","1010","","","",,"Z",,46077,0,"Twinfield_V31_2016.xaf-1010","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","26","Jaarafsluiting 2015",67906,"D","36","1011","","","",,"Z",,67906,0,"Twinfield_V31_2016.xaf-1011","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","27","Jaarafsluiting 2015",26179,"D","36","1012","","","",,"Z",,26179,0,"Twinfield_V31_2016.xaf-1012","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","28","Jaarafsluiting 2015",111858.3,"D","36","1013","","","",,"Z",,111858.3,0,"Twinfield_V31_2016.xaf-1013","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","29","Jaarafsluiting 2015",35083.75,"D","36","1014","","","",,"Z",,35083.75,0,"Twinfield_V31_2016.xaf-1014","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","30","Jaarafsluiting 2015",40895,"D","36","1015","","","",,"Z",,40895,0,"Twinfield_V31_2016.xaf-1015","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","31","Jaarafsluiting 2015",19108,"D","36","1016","","","",,"Z",,19108,0,"Twinfield_V31_2016.xaf-1016","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","32","Jaarafsluiting 2015",28099,"D","36","1017","","","",,"Z",,28099,0,"Twinfield_V31_2016.xaf-1017","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","33","Jaarafsluiting 2015",6546.1,"D","36","1018","","","",,"Z",,6546.1,0,"Twinfield_V31_2016.xaf-1018","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","34","Jaarafsluiting 2015",14364,"D","36","1020","","","",,"Z",,14364,0,"Twinfield_V31_2016.xaf-1020","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","35","Jaarafsluiting 2015",395,"C","36","1021","","","",,"Z",,0,395,"Twinfield_V31_2016.xaf-1021","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","36","Jaarafsluiting 2015",15524,"D","36","1022","","","",,"Z",,15524,0,"Twinfield_V31_2016.xaf-1022","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","37","Jaarafsluiting 2015",11657.29,"D","36","1025","","","",,"Z",,11657.29,0,"Twinfield_V31_2016.xaf-1025","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","JAAREIND-BAL","36","38","Jaarafsluiting 2015",5000,"C","36","1026","","","",,"Z",,0,5000,"Twinfield_V31_2016.xaf-1026","Twinfield_V31_2016.xaf-JAAREIND-BAL"
"Twinfield_V31_2016.xaf","1","KAS","201600001","2","",2000,"C","201600001","1002","","","",,"P",,0,2000,"Twinfield_V31_2016.xaf-1002","Twinfield_V31_2016.xaf-KAS"
"Twinfield_V31_2016.xaf","1","MEMO","201600001","1","test boeking memo op crediteuren",10000,"D","201600001","2002","","","",,"Z",,10000,0,"Twinfield_V31_2016.xaf-2002","Twinfield_V31_2016.xaf-MEMO"
"ExactOnline_V32_2016.xaf","1","20","16200003","1:2","ontvangst",10000,"C","16200003","22","0","S","C",2016-03-14 00:00:00.000,"P",,0,10000,"ExactOnline_V32_2016.xaf-22","ExactOnline_V32_2016.xaf-20"
"ExactOnline_V32_2016.xaf","1","20","16200006","1:2","",1000,"D","16200006","35","0","P","D",2016-03-28 00:00:00.000,"P",,1000,0,"ExactOnline_V32_2016.xaf-35","ExactOnline_V32_2016.xaf-20"
"Multivers_V32_2017.xaf","1","I","1-3","134","Tuingereedschap",644.33,"C","","C7001","20170003","P","D",2017-01-06 00:00:00.000,"I",2017-02-05 00:00:00.000,0,644.33,"Multivers_V32_2017.xaf-C7001","Multivers_V32_2017.xaf-I"
"Twinfield_V31_2016.xaf","1","INK","201600004","1","Voorjaarsreis naar Ibiza",12000,"C","201600004","2002","1200234","P","C",2016-05-29 00:00:00.000,"I",2016-06-12 00:00:00.000,0,12000,"Twinfield_V31_2016.xaf-2002","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600008","1","",15000,"C","201600008","2003","9866-01","P","C",2016-10-07 00:00:00.000,"I",2016-10-21 00:00:00.000,0,15000,"Twinfield_V31_2016.xaf-2003","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600002","1","Bankstel Bora Bora",10000,"C","201600002","2004","12","P","C",2016-04-24 00:00:00.000,"I",2016-05-24 00:00:00.000,0,10000,"Twinfield_V31_2016.xaf-2004","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600001","1","",20000,"C","201600001","2011","12345","P","C",2016-03-31 00:00:00.000,"I",2016-04-30 00:00:00.000,0,20000,"Twinfield_V31_2016.xaf-2011","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600003","1","personeelsfeest",15000,"C","201600003","2021","1823_100","P","C",2016-05-16 00:00:00.000,"I",2016-06-15 00:00:00.000,0,15000,"Twinfield_V31_2016.xaf-2021","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600007","1","Eclectische fiets",1699,"C","201600007","2022","","P","C",2016-09-29 00:00:00.000,"I",2016-10-29 00:00:00.000,0,1699,"Twinfield_V31_2016.xaf-2022","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600011","1","Maandelijkse termijn",1800,"C","201600011","2023","","P","C",2016-11-17 00:00:00.000,"I",2016-12-17 00:00:00.000,0,1800,"Twinfield_V31_2016.xaf-2023","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600010","1","Dag van Succes",20000,"C","201600010","2028","","P","C",2016-11-07 00:00:00.000,"I",2016-11-21 00:00:00.000,0,20000,"Twinfield_V31_2016.xaf-2028","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600005","1","Onderhoud koffiemachine",14000,"C","201600005","2034","","P","C",2016-03-29 00:00:00.000,"I",2016-04-12 00:00:00.000,0,14000,"Twinfield_V31_2016.xaf-2034","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","INK","201600006","1","Slagersfactuur zomerBBQ",3750,"C","201600006","2036","","P","C",2016-08-29 00:00:00.000,"I",2016-10-06 00:00:00.000,0,3750,"Twinfield_V31_2016.xaf-2036","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","1","VRK","201600003","1","",16000,"D","201600003","1007","80802106","S","D",2016-06-06 00:00:00.000,"I",2016-06-16 00:00:00.000,16000,0,"Twinfield_V31_2016.xaf-1007","Twinfield_V31_2016.xaf-VRK"
"Twinfield_V31_2016.xaf","1","VRK","201600001","1","",403,"D","201600001","1020","2016-0001","S","D",2016-03-31 00:00:00.000,"I",2016-04-14 00:00:00.000,403,0,"Twinfield_V31_2016.xaf-1020","Twinfield_V31_2016.xaf-VRK"
"ExactOnline_V32_2016.xaf","2","20","16200005","1:2","testboeking",391842.46,"C","16200005","33","0","S","C",2016-03-28 00:00:00.000,"P",,0,391842.46,"ExactOnline_V32_2016.xaf-33","ExactOnline_V32_2016.xaf-20"
"ExactOnline_V32_2016.xaf","3","70","16700001","0:1","foutieve BTW",8000,"D","16700001","1","16700001","S","D",2016-01-28 00:00:00.000,"I",2016-02-18 00:00:00.000,8000,0,"ExactOnline_V32_2016.xaf-1","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","4","70","16700002","0:1","Verkooporder eerste kwartaal",43922.37,"D","16700002","22","16700002","S","D",2016-02-17 00:00:00.000,"I",2016-03-09 00:00:00.000,43922.37,0,"ExactOnline_V32_2016.xaf-22","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","5","70","16700003","0:1","verkoop darts equipment Italië",8000,"D","16700003","29","16700003","S","D",2016-02-29 00:00:00.000,"I",2016-03-21 00:00:00.000,8000,0,"ExactOnline_V32_2016.xaf-29","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","6","70","16700004","0:1","Kitchen Equipment",2000,"D","16700004","36","16700004","S","D",2016-02-29 00:00:00.000,"I",2016-03-21 00:00:00.000,2000,0,"ExactOnline_V32_2016.xaf-36","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","7","70","16700005","0:1","test buitenlandse btw op verkoop",12100,"D","16700005","25","16700005","S","D",2016-03-26 00:00:00.000,"I",2016-04-16 00:00:00.000,12100,0,"ExactOnline_V32_2016.xaf-25","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","8","70","16700006","0:1","test afwijkende BTW",1000,"D","16700006","34","16700006","S","D",2016-02-26 00:00:00.000,"I",2016-03-18 00:00:00.000,1000,0,"ExactOnline_V32_2016.xaf-34","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","9","70","16700007","0:1","Boekstuknummer: 16700007",12100,"D","16700007","25","16700007","S","D",2016-02-26 00:00:00.000,"I",2016-03-18 00:00:00.000,12100,0,"ExactOnline_V32_2016.xaf-25","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","10","70","16700008","0:1","factuur met afwijkende BTW",5000,"D","16700008","22","16700008","S","D",2016-04-25 00:00:00.000,"I",2016-05-16 00:00:00.000,5000,0,"ExactOnline_V32_2016.xaf-22","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","11","70","16700009","0:1","factuur met verkeerde BTW",12000,"D","16700009","22","16700009","S","D",2016-05-05 00:00:00.000,"I",2016-05-26 00:00:00.000,12000,0,"ExactOnline_V32_2016.xaf-22","ExactOnline_V32_2016.xaf-70"
"ExactOnline_V32_2016.xaf","12","90","16900009","2:1","tijdelijke correctie omzet",5000,"C","16900009","22","16900009","S","C",2016-03-03 00:00:00.000,"I",,0,5000,"ExactOnline_V32_2016.xaf-22","ExactOnline_V32_2016.xaf-90"
"ExactOnline_V32_2016.xaf","13","90","16900012","1:1","correctie debiteuren",1000,"C","16900012","34","16900012","S","C",2016-02-26 00:00:00.000,"I",,0,1000,"ExactOnline_V32_2016.xaf-34","ExactOnline_V32_2016.xaf-90"
"ExactOnline_V32_2016.xaf","14","90","16900013","2:1","correctie",500,"C","16900013","25","16900013","S","C",2016-04-24 00:00:00.000,"I",,0,500,"ExactOnline_V32_2016.xaf-25","ExactOnline_V32_2016.xaf-90"
"ExactOnline_V32_2016.xaf","2","60","16600001","0:1","PC privé project",4000,"C","16600001","32","16600001","P","D",2016-02-29 00:00:00.000,"I",2016-03-21 00:00:00.000,0,4000,"ExactOnline_V32_2016.xaf-32","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","3","60","16600002","0:1","Boekstuknummer: 16600002",12100,"C","16600002","19","16600002","P","D",2016-02-28 00:00:00.000,"I",2016-03-13 00:00:00.000,0,12100,"ExactOnline_V32_2016.xaf-19","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","4","60","16600003","0:1","Boekstuknummer: 16600003",4000,"C","16600003","12","16600003","P","D",2016-04-25 00:00:00.000,"I",2016-05-16 00:00:00.000,0,4000,"ExactOnline_V32_2016.xaf-12","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","5","60","16600004","0:1","Factuur: 16600004",6000,"C","16600004","33","16600004","P","D",2016-01-12 00:00:00.000,"I",2016-02-02 00:00:00.000,0,6000,"ExactOnline_V32_2016.xaf-33","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","6","60","16600005","0:1","Buitenlandse factuur met BTW",12000,"C","16600005","30","16600005","P","D",2016-05-05 00:00:00.000,"I",2016-05-26 00:00:00.000,0,12000,"ExactOnline_V32_2016.xaf-30","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","7","60","16600006","0:1","Boekstuknummer: 16600006",12000,"C","16600006","20","16600006","P","D",2016-08-14 00:00:00.000,"I",2016-09-04 00:00:00.000,0,12000,"ExactOnline_V32_2016.xaf-20","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","8","60","16600007","0:1","IPAD",1000,"C","16600007","32","16600007","P","D",2016-08-20 00:00:00.000,"I",2016-09-10 00:00:00.000,0,1000,"ExactOnline_V32_2016.xaf-32","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","9","60","16600008","0:1","aankoop pyrolyse machihne",10000,"C","16600008","32","16600008","P","D",2016-10-18 00:00:00.000,"I",2016-11-08 00:00:00.000,0,10000,"ExactOnline_V32_2016.xaf-32","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","10","60","16600009","0:1","LED armaturen",1800,"C","16600009","33","16600009","P","D",2016-10-18 00:00:00.000,"I",2016-11-08 00:00:00.000,0,1800,"ExactOnline_V32_2016.xaf-33","ExactOnline_V32_2016.xaf-60"
"ExactOnline_V32_2016.xaf","11","90","16900012","2:1","correctie debiteuren",1000,"D","16900012","11","16900012","P","D",2016-02-26 00:00:00.000,"I",,1000,0,"ExactOnline_V32_2016.xaf-11","ExactOnline_V32_2016.xaf-90"
"ExactOnline_V32_2016.xaf","12","90","16900013","1:1","correctie",500,"D","16900013","1","16900013","P","D",2016-04-24 00:00:00.000,"I",,500,0,"ExactOnline_V32_2016.xaf-1","ExactOnline_V32_2016.xaf-90"
"Twinfield_V31_2016.xaf","2","INK","201600009","1","",1000,"C","201600009","2003","","P","C",2016-11-30 00:00:00.000,"I",2016-12-14 00:00:00.000,0,1000,"Twinfield_V31_2016.xaf-2003","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","2","INK","201600012","1","Onderhoud koffiemachine",1000,"C","201600012","2034","","P","C",2016-11-17 00:00:00.000,"I",2016-12-31 00:00:00.000,0,1000,"Twinfield_V31_2016.xaf-2034","Twinfield_V31_2016.xaf-INK"
"Twinfield_V31_2016.xaf","2","VRK","201600002","1","",1209,"D","201600002","1020","2016-0002","S","D",2016-03-31 00:00:00.000,"I",2016-04-14 00:00:00.000,1209,0,"Twinfield_V31_2016.xaf-1020","Twinfield_V31_2016.xaf-VRK"
"XmlAuditfileFinancieel3.2_test.xaf","String","String","String","String","String",3.14,"C","String","String","String","P","C",1967-08-13 00:00:00.000,"I",1967-08-13 00:00:00.000,0,3.14,"XmlAuditfileFinancieel3.2_test.xaf-String","XmlAuditfileFinancieel3.2_test.xaf-String"
"Multivers_V32_2017.xaf","2","I","2-21","209","Cornel's Tuinartikelen",413.4,"C","","C7001","20170026","P","D",2017-02-28 00:00:00.000,"I",2017-03-30 00:00:00.000,0,413.4,"Multivers_V32_2017.xaf-C7001","Multivers_V32_2017.xaf-I"
