Source.Name,accID,accDesc,accTp,leadCode,leadDescription,leadReference,Link
"Twinfield_V31_2016.xaf","8028","Omzet bedden","P","","","","Twinfield_V31_2016.xaf-8028"
"Twinfield_V31_2016.xaf","8030","Omzetkortingen","P","","","","Twinfield_V31_2016.xaf-8030"
"Twinfield_V31_2016.xaf","9000","Ontv rente bank","P","","","","Twinfield_V31_2016.xaf-9000"
"Twinfield_V31_2016.xaf","9005","Betaalde rente bank","P","","","","Twinfield_V31_2016.xaf-9005"
"Twinfield_V31_2016.xaf","9010","Ontv rente hypotheek u/g","P","","","","Twinfield_V31_2016.xaf-9010"
"Twinfield_V31_2016.xaf","9015","Ontv rente leningen u/g","P","","","","Twinfield_V31_2016.xaf-9015"
"Twinfield_V31_2016.xaf","9020","Ontv rente Belastingdnst","P","","","","Twinfield_V31_2016.xaf-9020"
"Twinfield_V31_2016.xaf","9025","Betaalde rente hypotheek","P","","","","Twinfield_V31_2016.xaf-9025"
"Twinfield_V31_2016.xaf","9030","Betaalde rente leningen o/g","P","","","","Twinfield_V31_2016.xaf-9030"
"Twinfield_V31_2016.xaf","9035","Overige ontvangen rente","P","","","","Twinfield_V31_2016.xaf-9035"
"Twinfield_V31_2016.xaf","9036","Gereal.resultaat aandelen","P","","","","Twinfield_V31_2016.xaf-9036"
"Twinfield_V31_2016.xaf","9037","Onger.koersverlies aand.","P","","","","Twinfield_V31_2016.xaf-9037"
"Twinfield_V31_2016.xaf","9040","Koersverschillen","P","","","","Twinfield_V31_2016.xaf-9040"
"Twinfield_V31_2016.xaf","9045","Betalingsverschillen","P","","","","Twinfield_V31_2016.xaf-9045"
"Twinfield_V31_2016.xaf","9047","Korting inkopen","P","","","","Twinfield_V31_2016.xaf-9047"
"Twinfield_V31_2016.xaf","9048","Korting verkopen","P","","","","Twinfield_V31_2016.xaf-9048"
"Twinfield_V31_2016.xaf","9050","Kasverschillen","P","","","","Twinfield_V31_2016.xaf-9050"
"Twinfield_V31_2016.xaf","9060","Afrondingsverschillen","P","","","","Twinfield_V31_2016.xaf-9060"
"Twinfield_V31_2016.xaf","9070","Overige baten en lasten","P","","","","Twinfield_V31_2016.xaf-9070"
"Twinfield_V31_2016.xaf","9500","Vennootschapsbelasting","P","","","","Twinfield_V31_2016.xaf-9500"
"Twinfield_V31_2016.xaf","9999","Saldo Winst & Verlies","P","","","","Twinfield_V31_2016.xaf-9999"
"Twinfield_V31_2016.xaf","0050","Goodwill","B","","","","Twinfield_V31_2016.xaf-0050"
"Twinfield_V31_2016.xaf","0055","Afschr goodwill","B","","","","Twinfield_V31_2016.xaf-0055"
"Twinfield_V31_2016.xaf","0089","Winst & verlies vorig boekjaar","B","","","","Twinfield_V31_2016.xaf-0089"
"Twinfield_V31_2016.xaf","0090","Grond/terrein","B","","","","Twinfield_V31_2016.xaf-0090"
"Twinfield_V31_2016.xaf","0100","Gebouwen","B","","","","Twinfield_V31_2016.xaf-0100"
"Twinfield_V31_2016.xaf","0105","Afschr gebouwen","B","","","","Twinfield_V31_2016.xaf-0105"
"Twinfield_V31_2016.xaf","0110","Verbouwing","B","","","","Twinfield_V31_2016.xaf-0110"
"Twinfield_V31_2016.xaf","0115","Afschr verbouwing","B","","","","Twinfield_V31_2016.xaf-0115"
"Twinfield_V31_2016.xaf","0120","Machines","B","","","","Twinfield_V31_2016.xaf-0120"
"Twinfield_V31_2016.xaf","0125","Afschr machines","B","","","","Twinfield_V31_2016.xaf-0125"
"Twinfield_V31_2016.xaf","0130","Gereedschappen","B","","","","Twinfield_V31_2016.xaf-0130"
"Twinfield_V31_2016.xaf","0135","Afschr gereedschappen","B","","","","Twinfield_V31_2016.xaf-0135"
"Twinfield_V31_2016.xaf","0140","Inventaris","B","","","","Twinfield_V31_2016.xaf-0140"
"Twinfield_V31_2016.xaf","0145","Afschr inventaris","B","","","","Twinfield_V31_2016.xaf-0145"
"Twinfield_V31_2016.xaf","0150","Computers","B","","","","Twinfield_V31_2016.xaf-0150"
"Twinfield_V31_2016.xaf","0155","Afschr computers","B","","","","Twinfield_V31_2016.xaf-0155"
"Twinfield_V31_2016.xaf","0160","Transportmiddelen","B","","","","Twinfield_V31_2016.xaf-0160"
"Twinfield_V31_2016.xaf","0165","Afschr transportmiddelen","B","","","","Twinfield_V31_2016.xaf-0165"
"Twinfield_V31_2016.xaf","0230","Hypotheek","B","","","","Twinfield_V31_2016.xaf-0230"
"Twinfield_V31_2016.xaf","0320","Diverse voorzieningen","B","","","","Twinfield_V31_2016.xaf-0320"
"Twinfield_V31_2016.xaf","0800","Aandelenkapitaal","B","","","","Twinfield_V31_2016.xaf-0800"
"Twinfield_V31_2016.xaf","0801","Aandelen in port.","B","","","","Twinfield_V31_2016.xaf-0801"
"Twinfield_V31_2016.xaf","0840","Wettelijke reserve","B","","","","Twinfield_V31_2016.xaf-0840"
"Twinfield_V31_2016.xaf","0845","Herwaarderingsreserve","B","","","","Twinfield_V31_2016.xaf-0845"
"Twinfield_V31_2016.xaf","0850","Onverdeelde winst","B","","","","Twinfield_V31_2016.xaf-0850"
"Twinfield_V31_2016.xaf","0851","Winst vorig boekjaar","B","","","","Twinfield_V31_2016.xaf-0851"
"Twinfield_V31_2016.xaf","0880","Algemene reserve","B","","","","Twinfield_V31_2016.xaf-0880"
"Twinfield_V31_2016.xaf","0890","Dividenduitkeringen","B","","","","Twinfield_V31_2016.xaf-0890"
"Twinfield_V31_2016.xaf","1000","Kas","B","","","","Twinfield_V31_2016.xaf-1000"
"Twinfield_V31_2016.xaf","1005","Kas Amsterdam","B","","","","Twinfield_V31_2016.xaf-1005"
"Twinfield_V31_2016.xaf","1011","SNS-Bank","B","","","","Twinfield_V31_2016.xaf-1011"
"Twinfield_V31_2016.xaf","1015","ABN-Amro","B","","","","Twinfield_V31_2016.xaf-1015"
"Twinfield_V31_2016.xaf","1030","ING Bank","B","","","","Twinfield_V31_2016.xaf-1030"
"Twinfield_V31_2016.xaf","1260","Waarborgsommen","B","","","","Twinfield_V31_2016.xaf-1260"
"Twinfield_V31_2016.xaf","1270","Vooruitbet  bedragen","B","","","","Twinfield_V31_2016.xaf-1270"
"Twinfield_V31_2016.xaf","1280","Nog te ontv bedragen","B","","","","Twinfield_V31_2016.xaf-1280"
"Twinfield_V31_2016.xaf","1300","Debiteuren","B","","","","Twinfield_V31_2016.xaf-1300"
"Twinfield_V31_2016.xaf","1310","Voorz dubieuze debiteuren","B","","","","Twinfield_V31_2016.xaf-1310"
"Twinfield_V31_2016.xaf","1440","R/C Directie","B","","","","Twinfield_V31_2016.xaf-1440"
"Twinfield_V31_2016.xaf","1500","Te vord OB 6%","B","","","","Twinfield_V31_2016.xaf-1500"
"Twinfield_V31_2016.xaf","1510","Te vord OB 19%","B","","","","Twinfield_V31_2016.xaf-1510"
"Twinfield_V31_2016.xaf","1511","Te vorderen OB 21%","B","","","","Twinfield_V31_2016.xaf-1511"
"Twinfield_V31_2016.xaf","1515","Inkopen 0%","B","","","","Twinfield_V31_2016.xaf-1515"
"Twinfield_V31_2016.xaf","1516","BTW verlegd naar mij","B","","","","Twinfield_V31_2016.xaf-1516"
"Twinfield_V31_2016.xaf","1520","Te betalen OB 6%","B","","","","Twinfield_V31_2016.xaf-1520"
"Twinfield_V31_2016.xaf","1530","Te betalen OB 19%","B","","","","Twinfield_V31_2016.xaf-1530"
"Twinfield_V31_2016.xaf","1531","Te betalen OB 21%","B","","","","Twinfield_V31_2016.xaf-1531"
"Twinfield_V31_2016.xaf","1535","Verkopen BTW 0%","B","","","","Twinfield_V31_2016.xaf-1535"
"Twinfield_V31_2016.xaf","1560","Af te dragen OB","B","","","","Twinfield_V31_2016.xaf-1560"
"Twinfield_V31_2016.xaf","1600","Crediteuren","B","","","","Twinfield_V31_2016.xaf-1600"
"Twinfield_V31_2016.xaf","1810","TB Loonheffing","B","","","","Twinfield_V31_2016.xaf-1810"
"Twinfield_V31_2016.xaf","1820","TB Vennootschapsbelasting","B","","","","Twinfield_V31_2016.xaf-1820"
"Twinfield_V31_2016.xaf","1830","TB GAK","B","","","","Twinfield_V31_2016.xaf-1830"
"Twinfield_V31_2016.xaf","1835","TB sociaal fonds","B","","","","Twinfield_V31_2016.xaf-1835"
"Twinfield_V31_2016.xaf","1840","TB pensioenpremie","B","","","","Twinfield_V31_2016.xaf-1840"
"Twinfield_V31_2016.xaf","1845","TB WAO-gat verzekering","B","","","","Twinfield_V31_2016.xaf-1845"
"Twinfield_V31_2016.xaf","1850","TB VUT-premie","B","","","","Twinfield_V31_2016.xaf-1850"
"Twinfield_V31_2016.xaf","1890","TB overige premies","B","","","","Twinfield_V31_2016.xaf-1890"
"Twinfield_V31_2016.xaf","1900","NTB bedragen","B","","","","Twinfield_V31_2016.xaf-1900"
"Twinfield_V31_2016.xaf","1910","Vooruitontv bedragen","B","","","","Twinfield_V31_2016.xaf-1910"
"Twinfield_V31_2016.xaf","2000","Tussenrek.lonen","B","","","","Twinfield_V31_2016.xaf-2000"
"Twinfield_V31_2016.xaf","2010","Tussenrek.spaarloon","B","","","","Twinfield_V31_2016.xaf-2010"
"Twinfield_V31_2016.xaf","2020","Tussenrek.premiespaarloon","B","","","","Twinfield_V31_2016.xaf-2020"
"Twinfield_V31_2016.xaf","2100","TB vakantiegeld","B","","","","Twinfield_V31_2016.xaf-2100"
"Twinfield_V31_2016.xaf","2500","Kruisposten","B","","","","Twinfield_V31_2016.xaf-2500"
"Twinfield_V31_2016.xaf","2510","Tussenrekening PIN","B","","","","Twinfield_V31_2016.xaf-2510"
"Twinfield_V31_2016.xaf","2600","Voorschotten","B","","","","Twinfield_V31_2016.xaf-2600"
"Twinfield_V31_2016.xaf","2900","Beginbalans","B","","","","Twinfield_V31_2016.xaf-2900"
"Twinfield_V31_2016.xaf","2999","Uit te zoeken posten","B","","","","Twinfield_V31_2016.xaf-2999"
"Twinfield_V31_2016.xaf","3000","Voorraad","B","","","","Twinfield_V31_2016.xaf-3000"
"Twinfield_V31_2016.xaf","3100","Onderhanden werk","B","","","","Twinfield_V31_2016.xaf-3100"
"Multivers_V32_2017.xaf","0020","Bedrijfsgebouwen","B","","","BMvaBegVvp","Multivers_V32_2017.xaf-0020"
"Multivers_V32_2017.xaf","0025","Bedrijfsterreinen","B","","","BMvaBegVvp","Multivers_V32_2017.xaf-0025"
"Multivers_V32_2017.xaf","0030","Computers en software","B","","","BMvaObeVvp","Multivers_V32_2017.xaf-0030"
"Multivers_V32_2017.xaf","0035","Machines en installaties","B","","","BMvaObeVvp","Multivers_V32_2017.xaf-0035"
"Multivers_V32_2017.xaf","0040","Transportmiddelen","B","","","BMvaTevVvp","Multivers_V32_2017.xaf-0040"
"Multivers_V32_2017.xaf","0050","Inventaris","B","","","BMvaBeiVvp","Multivers_V32_2017.xaf-0050"
"Multivers_V32_2017.xaf","0120","Afschrijving bedrijfsgebouwen","B","","","BMvaBegCae","Multivers_V32_2017.xaf-0120"
"Multivers_V32_2017.xaf","0125","Afschrijving bedrijfsterreinen","B","","","BMvaBegCae","Multivers_V32_2017.xaf-0125"
"Multivers_V32_2017.xaf","0130","Afschrijving computers en software","B","","","BMvaObeCae","Multivers_V32_2017.xaf-0130"
"Multivers_V32_2017.xaf","0135","Afschrijving machines en installaties","B","","","BMvaObeCae","Multivers_V32_2017.xaf-0135"
"Multivers_V32_2017.xaf","0140","Afschrijving transportmiddelen","B","","","BMvaTevCae","Multivers_V32_2017.xaf-0140"
"Multivers_V32_2017.xaf","0150","Afschrijving inventaris","B","","","BMvaBeiCae","Multivers_V32_2017.xaf-0150"
"Multivers_V32_2017.xaf","0280","Effecten","B","","","BEffOveOen","Multivers_V32_2017.xaf-0280"
"Multivers_V32_2017.xaf","0600","Aandelenkapitaal","B","","","BEivGokGea","Multivers_V32_2017.xaf-0600"
"Multivers_V32_2017.xaf","0610","Onverdeelde winst","B","","","BEivOreOvw","Multivers_V32_2017.xaf-0610"
"Multivers_V32_2017.xaf","0620","Algemene reserve","B","","","BEivFirOfr","Multivers_V32_2017.xaf-0620"
"Multivers_V32_2017.xaf","0650","Vermogen firmant A","B","","","BEivKapOnd","Multivers_V32_2017.xaf-0650"
"Multivers_V32_2017.xaf","0800","Leningen O/G","B","","","BLasSakLvl","Multivers_V32_2017.xaf-0800"
"Multivers_V32_2017.xaf","0810","Hypotheken O/G","B","","","BLasSakHvl","Multivers_V32_2017.xaf-0810"
"Multivers_V32_2017.xaf","0820","Leasing","B","","","BLasFlvCwm","Multivers_V32_2017.xaf-0820"
"Multivers_V32_2017.xaf","0934","Herinvesteringsreserve","B","","","BEivFirHer","Multivers_V32_2017.xaf-0934"
"Multivers_V32_2017.xaf","1000","Kas","B","","","BLimKasKlk","Multivers_V32_2017.xaf-1000"
"Multivers_V32_2017.xaf","1100","RABOBANK NL44RABO0123456789","B","","","BLimBanRba","Multivers_V32_2017.xaf-1100"
"Multivers_V32_2017.xaf","1110","ING BANK NL39INGB0661262286","B","","","BLimBanRba","Multivers_V32_2017.xaf-1110"
"Multivers_V32_2017.xaf","1200","ABN AMRO BANK NL87ABNA0614973465","B","","","BLimBanRba","Multivers_V32_2017.xaf-1200"
"Multivers_V32_2017.xaf","1240","Vervangingsreserve","B","","","BEivHerHew","Multivers_V32_2017.xaf-1240"
"Multivers_V32_2017.xaf","1250","Vervangingsreserve","B","","","BEivFirHer","Multivers_V32_2017.xaf-1250"
"Multivers_V32_2017.xaf","1300","Debiteuren binnenland","B","","","BVorDebHad","Multivers_V32_2017.xaf-1300"
"Multivers_V32_2017.xaf","1310","Debiteuren buitenland","B","","","BVorDebHad","Multivers_V32_2017.xaf-1310"
"Multivers_V32_2017.xaf","1320","Voorziening dub. debiteuren","B","","","BVorDebVdd","Multivers_V32_2017.xaf-1320"
"Multivers_V32_2017.xaf","1350","Dubieuze debiteuren","B","","","BVorDebVdd","Multivers_V32_2017.xaf-1350"
"Multivers_V32_2017.xaf","1400","Prive firmant A","B","","","BEivKapPro","Multivers_V32_2017.xaf-1400"
"Multivers_V32_2017.xaf","1600","Crediteuren binnenland","B","","","BSchCreHac","Multivers_V32_2017.xaf-1600"
"Multivers_V32_2017.xaf","1610","Crediteuren buitenland","B","","","BSchCreHac","Multivers_V32_2017.xaf-1610"
"Multivers_V32_2017.xaf","1710","Te vorderen BTW","B","","","BSchBtwAtd","Multivers_V32_2017.xaf-1710"
"Multivers_V32_2017.xaf","1750","Te betalen btw 0%","B","","","BSchBtwAtd","Multivers_V32_2017.xaf-1750"
"Multivers_V32_2017.xaf","1760","Te betalen btw laag (6%)","B","","","BSchBtwAtd","Multivers_V32_2017.xaf-1760"
"Multivers_V32_2017.xaf","1770","Te betalen btw hoog (21%)","B","","","BSchBtwAtd","Multivers_V32_2017.xaf-1770"
"Multivers_V32_2017.xaf","1780","Te betalen btw overige tar.","B","","","BSchBtwAtd","Multivers_V32_2017.xaf-1780"
"Multivers_V32_2017.xaf","1785","Te betalen btw privegebruik","B","","","BSchBtwAtd","Multivers_V32_2017.xaf-1785"
"Multivers_V32_2017.xaf","1790","Te verrekenen btw","B","","","BSchBtwAtd","Multivers_V32_2017.xaf-1790"
"Multivers_V32_2017.xaf","1810","Te betalen AOW/AWW/AKW/AWBZ","B","","","BSchSalPsv","Multivers_V32_2017.xaf-1810"
"Multivers_V32_2017.xaf","1820","Te betalen sociale lasten","B","","","BSchSalPsv","Multivers_V32_2017.xaf-1820"
"Multivers_V32_2017.xaf","1910","Vooruitbetaalde bedragen","B","","","BVorOvaVof","Multivers_V32_2017.xaf-1910"
"Multivers_V32_2017.xaf","1920","Vooruitontvangen bedragen","B","","","BSchCreVbk","Multivers_V32_2017.xaf-1920"
"Multivers_V32_2017.xaf","1960","Nog te ontvangen bedragen","B","","","BVorOvrOvk","Multivers_V32_2017.xaf-1960"
"Multivers_V32_2017.xaf","1970","Nog te betalen bedragen","B","","","BSchOvsOvs","Multivers_V32_2017.xaf-1970"
"Multivers_V32_2017.xaf","1980","Overloop permanence activa","B","","","BVorOvaOoa","Multivers_V32_2017.xaf-1980"
"Multivers_V32_2017.xaf","1985","Overloop permanence passiva","B","","","BSchOpaOop","Multivers_V32_2017.xaf-1985"
"Multivers_V32_2017.xaf","2000","Tussenrekening financieel","B","","","BLimKruSto","Multivers_V32_2017.xaf-2000"
"Multivers_V32_2017.xaf","2010","Tussenrekening betalingen","B","","","BLimKruSto","Multivers_V32_2017.xaf-2010"
"Multivers_V32_2017.xaf","2016","Gefactureerd op projecten","B","","","BProOnpGet","Multivers_V32_2017.xaf-2016"
"Multivers_V32_2017.xaf","2017","Tussenrekening vaste activa","B","","","BLimKruSto","Multivers_V32_2017.xaf-2017"
"Multivers_V32_2017.xaf","2020","Tussenrekening voorraad","B","","","BLimKruSto","Multivers_V32_2017.xaf-2020"
"Multivers_V32_2017.xaf","2030","Ontvangen facturen","B","","","BLimKruSto","Multivers_V32_2017.xaf-2030"
"Multivers_V32_2017.xaf","2035","Ontvangen goederen afstemmen","B","","","BLimKruSto","Multivers_V32_2017.xaf-2035"
"Multivers_V32_2017.xaf","2040","Tussenrekening Activa","B","","","BLimKruSto","Multivers_V32_2017.xaf-2040"
"Multivers_V32_2017.xaf","2050","Kruisposten","B","","","BLimKruSto","Multivers_V32_2017.xaf-2050"
"Multivers_V32_2017.xaf","2080","Tussenrekening permanence","B","","","BLimKruSto","Multivers_V32_2017.xaf-2080"
"Multivers_V32_2017.xaf","2090","Vraagposten","B","","","BLimKruSto","Multivers_V32_2017.xaf-2090"
"Multivers_V32_2017.xaf","2222","Vooruitbetalingen onderhoud","B","","","BVorOvaVof","Multivers_V32_2017.xaf-2222"
"Multivers_V32_2017.xaf","3000","Voorraad kamerplanten","B","","","BVrdHanVoo","Multivers_V32_2017.xaf-3000"
"Multivers_V32_2017.xaf","3010","Voorraad aardewerk","B","","","BVrdHanVoo","Multivers_V32_2017.xaf-3010"
"Multivers_V32_2017.xaf","3020","Voorraad tuinmeubelen","B","","","BVrdHanVoo","Multivers_V32_2017.xaf-3020"
"Multivers_V32_2017.xaf","3030","Voorraad tuingereedschap","B","","","BVrdHanVoo","Multivers_V32_2017.xaf-3030"
"Multivers_V32_2017.xaf","3040","Voorraad overige tuinbenodigdheden","B","","","BVrdHanVoo","Multivers_V32_2017.xaf-3040"
