%manager_id,GW,GW_points,benched_points,gw_rank,transfers,hits,total_points,overall_rank,team_value,Chips Used,bulk_rank
661771,3,67,10,1174579,1,0,202,1659925,100.2,"","Top 10mil"
661771,5,67,13,1465141,1,0,346,700563,100.2,"","Top 1mil"
661771,6,49,2,2311662,1,0,395,660429,100.7,"","Top 1mil"
661771,7,58,0,310639,1,0,453,347612,100.9,"","Top 1mil"
661771,8,56,2,2540658,1,0,509,357304,100.7,"","Top 1mil"
661771,10,58,0,918763,1,0,632,476270,101.4,"","Top 1mil"
661771,11,54,5,1539551,1,0,686,449245,101.7,"","Top 1mil"
661771,12,59,21,3938267,1,0,745,548055,102.1,"","Top 1mil"
661771,13,91,2,2776,1,0,836,191842,102.7,"","Top 1mil"
661771,14,82,3,335874,1,0,918,115315,103.1,"","Top 1mil"
661771,17,79,1,73201,1,0,1113,59278,104.5,"","Top 100k"
661771,18,40,0,4162679,1,0,1153,103734,104.8,"","Top 1mil"
661771,20,29,0,6582383,1,0,1236,125868,105.2,"","Top 1mil"
661771,22,61,0,2390116,1,0,1352,177496,104.6,"","Top 1mil"
661771,23,38,12,3341878,1,0,1390,166783,105,"","Top 1mil"
661771,25,41,2,5958439,1,0,1497,256418,105.3,"","Top 1mil"
3976053,4,63,5,2678285,1,0,274,1077640,99.6,"","Top 10mil"
3976053,7,54,6,634260,1,0,431,841758,99.6,"","Top 1mil"
3976053,11,42,5,4361947,1,0,666,749155,99.8,"","Top 1mil"
3976053,12,68,5,2081668,1,0,734,700530,99.9,"","Top 1mil"
3976053,13,50,9,2850329,1,0,784,700589,100.2,"","Top 1mil"
3976053,15,44,2,4043347,1,0,890,811219,100.1,"","Top 1mil"
3976053,20,38,3,4019671,1,0,1177,434389,100.5,"","Top 1mil"
3976053,21,77,9,646351,1,0,1254,350837,100.2,"","Top 1mil"
3976053,22,50,5,4646328,1,0,1304,402507,100.2,"","Top 1mil"
3976053,23,46,2,1249516,1,0,1350,340419,100.5,"","Top 1mil"
3976053,24,61,8,2669536,1,0,1411,380626,100.7,"","Top 1mil"
3976053,25,52,10,3408302,1,0,1463,415892,101.1,"","Top 1mil"
3976053,27,32,0,4036302,1,0,1622,424071,101.1,"","Top 1mil"
631628,4,73,9,894006,1,0,269,1283644,101.3,"","Top 10mil"
631628,7,42,6,2918976,1,0,408,1611250,101.9,"","Top 10mil"
631628,9,82,11,2143488,1,0,557,1111124,102.4,"","Top 10mil"
631628,10,48,9,2731400,1,0,605,1007347,103.1,"","Top 10mil"
631628,11,61,4,634602,1,0,666,758133,103.2,"","Top 1mil"
631628,12,58,7,4160336,1,0,724,874146,103.6,"","Top 1mil"
631628,14,61,3,4225181,1,0,833,977894,104.3,"","Top 1mil"
631628,16,79,1,582348,1,0,949,890043,104.4,"","Top 1mil"
631628,19,46,9,2314248,1,0,1107,727319,105,"","Top 1mil"
631628,24,85,10,351738,1,0,1377,607532,105.1,"","Top 1mil"
6097006,2,65,2,2041327,1,0,155,1042788,100.3,"","Top 10mil"
6097006,3,63,3,1966629,1,0,218,943273,100.5,"","Top 1mil"
6097006,4,56,3,4346790,1,0,274,1088208,100.2,"","Top 10mil"
6097006,6,47,18,2860913,1,0,382,1031502,100.7,"","Top 10mil"
6097006,7,35,14,5047822,1,0,417,1279096,100.9,"","Top 10mil"
6097006,8,61,8,1373920,1,0,478,1077724,101.2,"","Top 10mil"
6097006,9,69,4,3834263,1,0,547,1371776,101.3,"","Top 10mil"
6097006,11,49,19,2544348,1,0,639,1329852,101.8,"","Top 10mil"
6097006,14,85,2,188781,1,0,844,794980,103.1,"","Top 1mil"
6097006,15,51,4,2112509,1,0,895,743321,103.1,"","Top 1mil"
6097006,17,46,0,4383658,1,0,1022,644839,104,"","Top 1mil"
6097006,22,69,0,1301373,1,0,1295,462815,104.3,"","Top 1mil"
6097006,24,52,4,3919454,1,0,1394,486605,105,"","Top 1mil"
6097006,25,72,5,574728,1,0,1466,402372,105.1,"","Top 1mil"
3598744,2,66,7,1887382,1,0,160,820005,100.1,"","Top 1mil"
3598744,3,49,4,5182535,1,0,209,1319882,100.6,"","Top 10mil"
3598744,4,57,0,4104967,1,0,266,1410504,100.5,"","Top 10mil"
3598744,5,66,8,1641766,1,0,332,1156626,100.4,"","Top 10mil"
3598744,6,49,22,2311662,1,0,381,1070902,100.7,"","Top 10mil"
3598744,7,41,12,3207073,1,0,422,1119303,101,"","Top 10mil"
3598744,8,64,1,877870,1,0,486,858003,101.1,"","Top 1mil"
3598744,9,72,4,3474915,1,0,558,1078280,101.3,"","Top 10mil"
3598744,11,52,7,1905338,1,0,648,1113028,102.2,"","Top 10mil"
3598744,12,67,4,2267104,1,0,715,1035136,103,"","Top 10mil"
3598744,13,39,2,5676926,1,0,754,1221446,103.4,"","Top 10mil"
3598744,14,57,4,5236654,1,0,811,1392962,103.6,"","Top 10mil"
3598744,17,50,2,3441518,1,0,985,1152759,104,"","Top 10mil"
3598744,18,62,0,737537,1,0,1047,935474,103.8,"","Top 1mil"
3598744,19,56,2,968390,1,0,1103,766335,103.9,"","Top 1mil"
3598744,20,47,3,1927263,1,0,1150,670368,104.2,"","Top 1mil"
3598744,21,88,10,146842,1,0,1238,451436,104,"","Top 1mil"
3598744,23,26,0,7405424,1,0,1313,585875,104.1,"","Top 1mil"
3598744,24,77,4,874705,1,0,1390,510402,104.4,"","Top 1mil"
3598744,25,47,0,4551689,1,0,1437,577235,104.9,"","Top 1mil"
3598744,26,111,4,2038413,1,0,1548,597633,105.1,"","Top 1mil"
3598744,27,44,0,1786743,1,0,1592,585115,105.1,"","Top 1mil"
3142961,11,50,6,2319385,1,0,647,1135479,100.8,"","Top 10mil"
3142961,12,74,3,1132361,1,0,721,921509,101,"","Top 1mil"
3142961,20,32,6,5753162,1,0,1167,513476,102.8,"","Top 1mil"
1818807,12,57,0,4382822,1,0,709,1158999,102.2,"","Top 10mil"
1818807,14,48,6,6824076,1,0,793,1796391,102.5,"","Top 10mil"
1818807,15,33,5,7267597,1,0,826,2081968,102.4,"","Top 10mil"
1818807,16,67,0,2187178,1,0,893,1927540,102.6,"","Top 10mil"
1818807,17,65,0,768168,1,0,958,1636645,103,"","Top 10mil"
1818807,18,42,0,3798088,1,0,1000,1682180,103.2,"","Top 10mil"
1818807,19,64,0,397061,1,0,1064,1280742,103.2,"","Top 10mil"
1818807,20,40,0,3479906,1,0,1104,1236572,103.3,"","Top 10mil"
1818807,24,68,1,1798800,1,0,1332,1011266,103.6,"","Top 10mil"
1818807,27,34,4,3588417,1,0,1547,896323,103.8,"","Top 1mil"
5383714,3,64,3,1751046,1,0,228,579381,100.6,"","Top 1mil"
5383714,4,55,0,4587935,1,0,283,773020,100.4,"","Top 1mil"
5383714,11,45,19,3541551,1,0,651,1044763,100.3,"","Top 10mil"
5383714,12,59,2,3938267,1,0,710,1133913,100.5,"","Top 10mil"
5383714,13,66,0,419915,1,0,776,821727,100.3,"","Top 1mil"
5383714,17,63,0,992315,1,0,996,979867,100.5,"","Top 1mil"
5383714,18,47,0,2882463,1,0,1043,988078,100.3,"","Top 1mil"
5383714,25,47,10,4551689,1,0,1354,1353069,100.4,"","Top 10mil"
5383714,27,50,1,1038248,1,0,1541,942758,100,"","Top 1mil"
3060005,6,60,16,487669,1,0,398,598991,100.7,"","Top 1mil"
3060005,15,50,4,2360140,1,0,919,450406,103,"","Top 1mil"
3060005,23,20,8,8462444,1,0,1276,931705,101.2,"","Top 1mil"
2538292,3,63,6,1966629,1,0,195,2039806,99.9,"","Top 10mil"
2538292,5,49,16,5542810,1,0,306,2273817,99.1,"","Top 10mil"
2538292,6,49,9,2311662,1,0,355,2071251,99.2,"","Top 10mil"
2538292,7,44,6,2387625,1,0,399,1952204,99,"","Top 10mil"
2538292,8,47,7,4889462,1,0,446,2173812,99.2,"","Top 10mil"
2538292,14,81,6,402053,1,0,809,1431765,98,"","Top 10mil"
2538292,17,56,3,2121623,1,0,975,1318910,98.1,"","Top 10mil"
2538292,26,109,8,2193876,1,0,1454,1395053,97.4,"","Top 10mil"
4329760,9,96,3,647208,1,0,515,2365081,100.6,"","Top 10mil"
4329760,13,50,0,2850329,1,0,702,2466587,101.7,"","Top 10mil"
4329760,20,25,0,7504212,1,0,1066,1859945,102.6,"","Top 10mil"
4329760,23,38,5,3341878,1,0,1180,2294114,102.5,"","Top 10mil"
1174308,1,115,8,14006,0,0,115,14006,100,"","Top 100k"
1174308,2,87,3,100037,0,0,202,4291,100.5,"","Top 10k"
1174308,10,53,14,1580512,0,0,733,1061,102.8,"","Top 10k"
1174308,15,43,4,4157878,0,0,1025,6104,104,"","Top 10k"
1174308,24,73,4,1211133,0,0,1616,491,104.8,"","Top 10k"
272984,1,84,4,1780641,0,0,84,1780638,100,"","Top 10mil"
272984,2,72,18,1038634,0,0,156,973395,100.3,"","Top 1mil"
272984,5,76,5,384733,0,0,373,169449,100.6,"","Top 1mil"
272984,11,70,16,123010,0,0,696,336722,101.8,"","Top 1mil"
272984,14,76,2,832220,0,0,950,28169,103.1,"","Top 100k"
272984,22,72,6,962606,0,0,1486,1748,104.2,"","Top 10k"
49759,1,102,8,253013,0,0,102,253011,100,"","Top 1mil"
49759,2,78,3,485894,0,0,180,167510,100.4,"","Top 1mil"
49759,6,47,4,2730450,0,0,396,641634,101.1,"","Top 1mil"
49759,8,65,0,689996,0,0,512,314076,101.3,"","Top 1mil"
49759,11,55,7,1314038,0,0,706,243798,102,"","Top 1mil"
49759,13,68,0,283199,0,0,854,105519,103,"","Top 1mil"
49759,15,43,9,4157878,0,0,959,152134,103.4,"","Top 1mil"
49759,20,68,3,91524,0,0,1270,44561,103,"","Top 100k"
2015160,1,104,7,185628,0,0,104,185626,100,"","Top 1mil"
2015160,2,83,3,216958,0,0,187,69795,100.5,"","Top 100k"
2015160,8,54,3,2954445,0,0,542,45679,102.8,"","Top 100k"
2015160,14,62,1,3785005,0,0,916,124497,104.5,"","Top 1mil"
1767909,1,96,2,633476,0,0,96,633473,100,"","Top 1mil"
1767909,2,73,2,930868,0,0,169,454366,100.4,"","Top 1mil"
1767909,6,46,15,3016353,0,0,420,193230,101,"","Top 1mil"
1767909,10,41,15,4489343,0,0,646,291225,102.6,"","Top 1mil"
1767909,13,70,0,203226,0,0,850,120286,103.3,"","Top 1mil"
1767909,20,60,1,362767,0,0,1238,119601,104,"","Top 1mil"
1767909,23,29,1,6324680,0,0,1412,102264,104.6,"","Top 1mil"
3364390,1,95,6,716748,0,0,95,716745,100,"","Top 1mil"
3364390,11,60,9,696244,0,0,704,260797,102.1,"","Top 1mil"
125462,1,103,3,219935,0,0,103,219933,100,"","Top 1mil"
125462,2,67,2,1666735,0,0,170,418685,100.3,"","Top 1mil"
125462,10,44,7,3644876,0,0,620,685070,101.1,"","Top 1mil"
125462,14,92,3,34198,0,0,911,148338,102.7,"","Top 1mil"
125462,24,66,4,1980474,0,0,1471,135141,105,"","Top 1mil"
44922,1,93,11,911355,0,0,93,911352,100,"","Top 1mil"
44922,2,70,10,1265131,0,0,163,677270,100.3,"","Top 1mil"
44922,11,73,10,66451,0,0,737,67355,102.1,"","Top 100k"
44922,13,49,4,2975101,0,0,876,40641,103.1,"","Top 100k"
44922,24,78,12,758884,0,0,1545,15552,105.1,"","Top 100k"
1777548,1,107,1,95182,0,0,107,95182,100,"","Top 100k"
1777548,2,78,0,485894,0,0,185,94294,100.4,"","Top 100k"
1777548,8,56,1,2421451,0,0,523,172368,102.3,"","Top 1mil"
1777548,11,65,17,319143,0,0,735,75044,103.7,"","Top 100k"
1777548,15,55,9,1198061,0,0,962,138233,104.9,"","Top 1mil"
661771,1,67,9,3643358,0,0,67,3643353,100,"","Top 10mil"
661771,15,61,3,497988,0,0,979,71775,103.4,"","Top 100k"
3976053,1,66,9,3745096,0,0,66,3745091,100,"","Top 10mil"
3976053,3,74,9,330423,0,0,211,1221743,99.8,"","Top 10mil"
3976053,5,65,8,1735122,0,0,339,904964,99.4,"","Top 1mil"
3976053,8,70,2,286600,0,0,501,499774,99.6,"","Top 1mil"
3976053,9,92,3,931604,0,0,593,366241,99.7,"","Top 1mil"
3976053,14,62,4,3785005,0,0,846,759127,100.2,"","Top 1mil"
3976053,17,81,3,44179,0,0,1027,584427,100.4,"","Top 1mil"
631628,1,63,10,4042989,0,0,63,4042982,100,"","Top 10mil"
631628,6,43,3,3930494,0,0,366,1619777,101.7,"","Top 10mil"
631628,17,61,0,1204886,0,0,1010,792273,104.8,"","Top 1mil"
631628,20,51,0,1175829,0,0,1158,597560,105.2,"","Top 1mil"
6097006,1,90,7,1176051,0,0,90,1176048,100,"","Top 10mil"
6097006,12,74,8,1084391,0,0,713,1077518,102.4,"","Top 10mil"
6097006,18,44,0,3317850,0,0,1066,705443,103.9,"","Top 1mil"
6097006,20,49,0,1464556,0,0,1152,653238,104.2,"","Top 1mil"
3598744,1,94,2,817703,0,0,94,817700,100,"","Top 1mil"
3598744,15,60,3,584422,0,0,871,1126893,103.3,"","Top 10mil"
3142961,1,105,10,151567,0,0,105,151566,100,"","Top 1mil"
3142961,2,77,4,565755,0,0,182,137406,100.4,"","Top 1mil"
3142961,3,60,5,2564570,0,0,242,221930,100.9,"","Top 1mil"
3142961,6,36,3,6022401,0,0,390,792743,101.1,"","Top 1mil"
3142961,8,50,5,4019672,0,0,473,1231074,101,"","Top 10mil"
3142961,9,79,2,2497484,0,0,552,1229926,100.7,"","Top 10mil"
3142961,14,74,10,1103035,0,0,844,789248,101.4,"","Top 1mil"
3142961,15,39,20,5425514,0,0,883,919310,101.9,"","Top 1mil"
3142961,17,59,0,1502800,0,0,1004,865071,102.5,"","Top 1mil"
3142961,21,51,4,2694461,0,0,1218,600604,102.6,"","Top 1mil"
3142961,23,28,5,6639618,0,0,1308,625910,102.6,"","Top 1mil"
3142961,25,35,0,7043896,0,0,1417,726109,102.5,"","Top 1mil"
3142961,27,19,8,7040311,0,0,1571,718833,102.2,"","Top 1mil"
1818807,1,83,11,1892242,0,0,83,1892239,100,"","Top 10mil"
1818807,2,72,8,1038634,0,0,155,1019699,100.3,"","Top 10mil"
1818807,4,73,5,829935,0,0,286,692506,100.7,"","Top 1mil"
1818807,6,38,4,5467957,0,0,406,413344,101.7,"","Top 1mil"
1818807,8,42,4,5838809,0,0,492,696844,102,"","Top 1mil"
1818807,11,59,5,796781,0,0,652,1028521,102.1,"","Top 10mil"
1818807,23,37,4,3462538,0,0,1264,1063280,103.1,"","Top 10mil"
5383714,1,102,13,253013,0,0,102,253011,100,"","Top 1mil"
5383714,2,62,9,2452382,0,0,164,639293,100.3,"","Top 1mil"
5383714,5,42,5,6725684,0,0,325,1410363,100,"","Top 10mil"
5383714,7,40,9,3370155,0,0,391,2284882,99.7,"","Top 10mil"
5383714,9,110,1,109792,0,0,561,994395,99.8,"","Top 1mil"
5383714,14,73,1,1258885,0,0,849,715547,100.5,"","Top 1mil"
5383714,16,44,0,6600168,0,0,933,1136864,100.8,"","Top 10mil"
5383714,19,32,0,5164204,0,0,1075,1116010,100.6,"","Top 10mil"
5383714,20,35,0,4670444,0,0,1110,1145861,100.4,"","Top 10mil"
5383714,24,53,1,3680216,0,0,1307,1293434,100.7,"","Top 10mil"
3060005,1,85,4,1676991,0,0,85,1676988,100,"","Top 10mil"
3060005,3,73,7,401060,0,0,220,867706,100.9,"","Top 1mil"
3060005,4,63,0,2571343,0,0,283,773020,100.8,"","Top 1mil"
3060005,10,50,4,2161608,0,0,620,685070,101.7,"","Top 1mil"
3060005,12,69,2,1832436,0,0,739,632228,102.3,"","Top 1mil"
3060005,14,66,13,2757717,0,0,869,469280,102.7,"","Top 1mil"
3060005,21,25,2,8095850,0,0,1185,924241,102.3,"","Top 1mil"
3060005,25,74,0,420761,0,0,1367,1208415,100.9,"","Top 10mil"
2538292,1,75,6,2781510,0,0,75,2781506,100,"","Top 10mil"
2538292,2,57,11,3371948,0,0,132,2473520,100,"","Top 10mil"
2538292,4,62,0,2796846,0,0,257,1819371,99.4,"","Top 10mil"
2538292,10,47,1,2857804,0,0,602,1066648,99,"","Top 10mil"
2538292,11,44,-1,3666308,0,0,646,1154798,98.6,"","Top 10mil"
2538292,13,28,11,7637324,0,0,728,1794866,98.4,"","Top 10mil"
2538292,15,53,5,1555113,0,0,862,1294025,97.7,"","Top 10mil"
2538292,18,29,0,6103579,0,0,1004,1604548,98,"","Top 10mil"
2538292,20,24,0,7544671,0,0,1067,1829515,97.6,"","Top 10mil"
2538292,21,35,1,6390092,0,0,1102,2117823,97.6,"","Top 10mil"
2538292,23,54,5,295444,0,0,1211,1780660,97.5,"","Top 10mil"
2538292,25,65,2,1175641,0,0,1345,1461731,97.6,"","Top 10mil"
2538292,27,26,17,5294793,0,0,1480,1517722,97.4,"","Top 10mil"
4329760,1,39,4,5885199,0,0,39,5885189,100,"","Top 10mil"
4329760,2,52,9,4353720,0,0,91,5585358,99.9,"","Top 10mil"
4329760,14,57,2,5092446,0,0,759,2631627,102,"","Top 10mil"
4329760,24,88,5,222499,0,0,1268,1821530,102.9,"","Top 10mil"
1174308,4,74,8,775603,2,0,347,2053,101.2,"","Top 10k"
1174308,12,70,7,1775639,2,0,868,1735,103.2,"","Top 10k"
1174308,16,89,2,110962,2,0,1114,1456,104.1,"","Top 10k"
272984,4,73,4,906088,2,0,297,413836,100.7,"","Top 1mil"
272984,7,43,4,2710713,2,0,458,273191,101.2,"","Top 1mil"
272984,12,103,2,4212,2,0,799,108329,102.1,"","Top 1mil"
272984,17,75,0,166559,2,0,1136,21600,103.7,"","Top 100k"
49759,4,62,8,2951206,2,0,301,332696,100.6,"","Top 1mil"
49759,7,51,6,1040066,2,0,447,467055,101.1,"","Top 1mil"
49759,12,80,2,532081,2,0,786,173690,102.4,"","Top 1mil"
49759,14,62,12,4004373,2,0,916,125119,103.2,"","Top 1mil"
49759,23,47,5,1104928,2,0,1467,19575,104.3,"","Top 100k"
2015160,9,68,3,3971408,2,0,610,177619,103,"","Top 1mil"
2015160,15,43,4,4409261,2,0,959,152791,104.4,"","Top 1mil"
1767909,5,76,8,433114,2,0,374,161130,100.4,"","Top 1mil"
1767909,7,41,12,3279882,2,0,461,232050,101,"","Top 1mil"
1767909,11,56,15,1265835,2,0,702,276741,102.6,"","Top 1mil"
1767909,14,59,6,4817756,2,0,909,156968,103.7,"","Top 1mil"
1767909,21,90,13,103217,2,0,1328,73562,103.9,"","Top 100k"
1767909,24,75,4,1085219,2,0,1487,92866,105.1,"","Top 100k"
125462,4,76,7,552678,2,0,309,201941,100.7,"","Top 1mil"
44922,3,67,10,1236579,2,0,230,525036,100.5,"","Top 1mil"
44922,12,90,3,89113,2,0,827,28786,102.6,"","Top 100k"
44922,14,65,8,3216782,2,0,941,44165,103.2,"","Top 100k"
44922,25,52,3,3435284,2,0,1597,27132,105.2,"","Top 100k"
1777548,3,62,1,2253573,2,0,247,142290,101,"","Top 1mil"
1777548,9,97,2,598761,2,0,620,104756,102.6,"","Top 1mil"
661771,16,55,2,4646376,2,0,1034,118814,103.9,"","Top 1mil"
3976053,6,38,15,5684697,2,0,377,1198070,99.6,"","Top 10mil"
3976053,10,31,13,7224568,2,0,624,603578,99.8,"","Top 1mil"
3976053,16,56,4,4436755,2,0,946,927302,100.1,"","Top 1mil"
3976053,18,44,0,3455161,2,0,1071,647917,100.4,"","Top 1mil"
6097006,13,46,1,3914912,2,0,759,1127371,102.9,"","Top 10mil"
3598744,16,64,0,2786486,2,0,935,1104894,103.6,"","Top 10mil"
3142961,4,59,8,3673194,2,0,301,326758,100.7,"","Top 1mil"
3142961,7,33,3,5681234,2,0,423,1087445,101.2,"","Top 10mil"
3142961,10,45,7,3557661,2,0,597,1193530,100.7,"","Top 10mil"
3142961,16,62,18,3186443,2,0,945,941776,102,"","Top 1mil"
3142961,18,68,1,341896,2,0,1072,636959,102.3,"","Top 1mil"
3142961,24,74,1,1183262,2,0,1382,565962,102.6,"","Top 1mil"
1818807,7,44,6,2448106,2,0,450,400596,101.9,"","Top 1mil"
1818807,9,69,16,3856110,2,0,561,998398,102,"","Top 1mil"
1818807,25,54,6,3018048,2,0,1386,1006540,103.8,"","Top 10mil"
5383714,10,45,8,3557661,2,0,606,971846,100.1,"","Top 1mil"
5383714,15,40,2,5361589,2,0,889,826973,100.5,"","Top 1mil"
5383714,21,60,1,1754007,2,0,1170,1094590,100,"","Top 10mil"
3060005,11,50,12,2377555,2,0,670,689085,101.9,"","Top 1mil"
3060005,13,64,2,592897,2,0,803,466274,102.3,"","Top 1mil"
2538292,9,109,5,137831,2,0,555,1151868,99,"","Top 10mil"
2538292,12,54,6,5082962,2,0,700,1350047,98.6,"","Top 10mil"
2538292,16,57,2,4226599,2,0,919,1390307,97.8,"","Top 10mil"
2538292,22,55,2,3567941,2,0,1157,2080098,97.4,"","Top 10mil"
2538292,24,69,3,1714539,2,0,1280,1643546,97.6,"","Top 10mil"
4329760,3,81,5,82587,2,0,172,3595444,99.9,"","Top 10mil"
4329760,15,40,0,5361589,2,0,799,2735876,102.2,"","Top 10mil"
1174308,25,62,2,1666300,3,4,1674,1114,104.9,"","Top 10k"
49759,9,96,14,682122,3,4,604,239186,101.6,"","Top 1mil"
49759,16,67,16,2263536,3,4,1022,176839,103.6,"","Top 1mil"
