Calendar Year,Calendar Month,Product Subcategory,Plan Amt,Sales Territory Country,ProductKey,OrderDateKey,SalesTerritoryKey,Year Month,Sales Territory Group,Month Number
2013,"November","Shorts",182.6641,"France",474,20131104,7,"2013-Nov","Europe",11
2013,"November","Fenders",229.4589,"France",485,20131104,7,"2013-Nov","Europe",11
2013,"November","Cleaners",13.8323,"France",484,20131106,7,"2013-Nov","Europe",11
2013,"November","Bike Stands",276.6452,"France",486,20131111,7,"2013-Nov","Europe",11
2013,"December","Mountain Bikes",101795.6666,"France",353,20131201,7,"2013-Dec","Europe",12
2013,"December","Hydration Packs",246.2807,"France",487,20131201,7,"2013-Dec","Europe",12
2013,"December","Gloves",246.7845,"France",463,20131201,7,"2013-Dec","Europe",12
2013,"December","Touring Bikes",39261.7822,"France",560,20131201,7,"2013-Dec","Europe",12
2013,"December","Bottles and Cages",627.2902,"France",477,20131201,7,"2013-Dec","Europe",12
2013,"December","Road Bikes",63120.9116,"France",372,20131201,7,"2013-Dec","Europe",12
2013,"December","Helmets",2468.1476,"France",214,20131201,7,"2013-Dec","Europe",12
2013,"December","Tires and Tubes",2339.073,"France",480,20131201,7,"2013-Dec","Europe",12
2013,"December","Vests",213.2955,"France",471,20131201,7,"2013-Dec","Europe",12
2013,"December","Socks",20.1315,"France",481,20131201,7,"2013-Dec","Europe",12
2013,"December","Cleaners",97.9144,"France",484,20131202,7,"2013-Dec","Europe",12
2013,"December","Jerseys",1867.2366,"France",228,20131202,7,"2013-Dec","Europe",12
2013,"December","Caps",221.4466,"France",225,20131202,7,"2013-Dec","Europe",12
2013,"December","Bike Racks",403.078,"France",483,20131203,7,"2013-Dec","Europe",12
2013,"December","Fenders",221.4914,"France",485,20131206,7,"2013-Dec","Europe",12
2013,"December","Shorts",235.0953,"France",475,20131213,7,"2013-Dec","Europe",12
2013,"January","Mountain Bikes",32947.1239,"United Kingdom",353,20130101,10,"2013-Jan","Europe",1
2013,"January","Bottles and Cages",146.8134,"United Kingdom",477,20130101,10,"2013-Jan","Europe",1
2013,"January","Road Bikes",61067.9718,"United Kingdom",372,20130101,10,"2013-Jan","Europe",1
2013,"January","Jerseys",596.675,"United Kingdom",231,20130101,10,"2013-Jan","Europe",1
2013,"January","Touring Bikes",14324.4026,"United Kingdom",560,20130101,10,"2013-Jan","Europe",1
2013,"January","Tires and Tubes",666.3757,"United Kingdom",480,20130102,10,"2013-Jan","Europe",1
2013,"January","Helmets",791.4315,"United Kingdom",214,20130102,10,"2013-Jan","Europe",1
2013,"January","Caps",93.8506,"United Kingdom",225,20130103,10,"2013-Jan","Europe",1
2013,"January","Hydration Packs",95.6775,"United Kingdom",487,20130103,10,"2013-Jan","Europe",1
2013,"January","Fenders",57.3647,"United Kingdom",485,20130105,10,"2013-Jan","Europe",1
2013,"January","Cleaners",34.5807,"United Kingdom",484,20130108,10,"2013-Jan","Europe",1
2013,"January","Gloves",42.6103,"United Kingdom",463,20130109,10,"2013-Jan","Europe",1
2013,"January","Vests",55.242,"United Kingdom",472,20130116,10,"2013-Jan","Europe",1
2013,"January","Bike Stands",138.3226,"United Kingdom",486,20130131,10,"2013-Jan","Europe",1
2013,"February","Tires and Tubes",2190.4604,"United Kingdom",480,20130201,10,"2013-Feb","Europe",2
2013,"February","Cleaners",26.7039,"United Kingdom",484,20130201,10,"2013-Feb","Europe",2
2013,"February","Mountain Bikes",44527.0226,"United Kingdom",353,20130202,10,"2013-Feb","Europe",2
2013,"February","Bottles and Cages",336.5366,"United Kingdom",477,20130202,10,"2013-Feb","Europe",2
2013,"February","Helmets",2037.2012,"United Kingdom",214,20130202,10,"2013-Feb","Europe",2
2013,"February","Caps",241.5781,"United Kingdom",225,20130202,10,"2013-Feb","Europe",2
2013,"February","Jerseys",978.3935,"United Kingdom",228,20130202,10,"2013-Feb","Europe",2
2013,"February","Road Bikes",63633.4701,"United Kingdom",372,20130202,10,"2013-Feb","Europe",2
2013,"February","Fenders",73.8305,"United Kingdom",485,20130203,10,"2013-Feb","Europe",2
2013,"February","Gloves",219.364,"United Kingdom",463,20130204,10,"2013-Feb","Europe",2
2013,"February","Socks",40.263,"United Kingdom",481,20130207,10,"2013-Feb","Europe",2
2013,"February","Touring Bikes",8890.3227,"United Kingdom",561,20130208,10,"2013-Feb","Europe",2
2013,"February","Shorts",156.7302,"United Kingdom",474,20130211,10,"2013-Feb","Europe",2
2013,"February","Vests",142.197,"United Kingdom",471,20130212,10,"2013-Feb","Europe",2
2013,"February","Bike Stands",178.0261,"United Kingdom",486,20130213,10,"2013-Feb","Europe",2
2013,"February","Bike Racks",268.7187,"United Kingdom",483,20130219,10,"2013-Feb","Europe",2
2013,"March","Mountain Bikes",47645.8066,"United Kingdom",353,20130301,10,"2013-Mar","Europe",3
2013,"March","Road Bikes",37439.6683,"United Kingdom",372,20130301,10,"2013-Mar","Europe",3
2013,"March","Bottles and Cages",330.1039,"United Kingdom",477,20130301,10,"2013-Mar","Europe",3
2013,"March","Jerseys",1118.5428,"United Kingdom",228,20130301,10,"2013-Mar","Europe",3
2013,"March","Tires and Tubes",2281.5401,"United Kingdom",480,20130301,10,"2013-Mar","Europe",3
2013,"March","Helmets",2009.0185,"United Kingdom",214,20130301,10,"2013-Mar","Europe",3
2013,"March","Hydration Packs",143.5162,"United Kingdom",487,20130301,10,"2013-Mar","Europe",3
2013,"March","Caps",203.3429,"United Kingdom",225,20130302,10,"2013-Mar","Europe",3
2013,"March","Shorts",426.2163,"United Kingdom",474,20130302,10,"2013-Mar","Europe",3
2013,"March","Bike Racks",521.9721,"United Kingdom",483,20130302,10,"2013-Mar","Europe",3
2013,"March","Cleaners",41.4968,"United Kingdom",484,20130303,10,"2013-Mar","Europe",3
2013,"March","Touring Bikes",26631.9833,"United Kingdom",560,20130303,10,"2013-Mar","Europe",3
2013,"March","Fenders",114.7295,"United Kingdom",485,20130305,10,"2013-Mar","Europe",3
2013,"March","Gloves",234.3568,"United Kingdom",463,20130305,10,"2013-Mar","Europe",3
2013,"March","Vests",220.9682,"United Kingdom",471,20130310,10,"2013-Mar","Europe",3
2013,"March","Socks",31.2835,"United Kingdom",481,20130311,10,"2013-Mar","Europe",3
2013,"March","Bike Stands",414.9678,"United Kingdom",486,20130312,10,"2013-Mar","Europe",3
2013,"April","Mountain Bikes",67121.6626,"United Kingdom",353,20130401,10,"2013-Apr","Europe",4
2013,"April","Bottles and Cages",632.8325,"United Kingdom",477,20130401,10,"2013-Apr","Europe",4
2013,"April","Tires and Tubes",2412.0413,"United Kingdom",480,20130401,10,"2013-Apr","Europe",4
2013,"April","Bike Racks",403.078,"United Kingdom",483,20130401,10,"2013-Apr","Europe",4
2013,"April","Bike Stands",712.1045,"United Kingdom",486,20130401,10,"2013-Apr","Europe",4
2013,"April","Touring Bikes",45482.7543,"United Kingdom",561,20130401,10,"2013-Apr","Europe",4
2013,"April","Helmets",2154.732,"United Kingdom",214,20130401,10,"2013-Apr","Europe",4
2013,"April","Jerseys",1932.1657,"United Kingdom",228,20130401,10,"2013-Apr","Europe",4
2013,"April","Caps",301.9726,"United Kingdom",225,20130401,10,"2013-Apr","Europe",4
2013,"April","Road Bikes",43788.0798,"United Kingdom",372,20130402,10,"2013-Apr","Europe",4
2013,"April","Cleaners",53.4078,"United Kingdom",484,20130403,10,"2013-Apr","Europe",4
2013,"April","Gloves",329.046,"United Kingdom",463,20130403,10,"2013-Apr","Europe",4
2013,"April","Fenders",442.9828,"United Kingdom",485,20130405,10,"2013-Apr","Europe",4
2013,"April","Socks",30.1973,"United Kingdom",482,20130406,10,"2013-Apr","Europe",4
2013,"April","Vests",284.3939,"United Kingdom",471,20130406,10,"2013-Apr","Europe",4
2013,"April","Shorts",313.4604,"United Kingdom",474,20130407,10,"2013-Apr","Europe",4
2013,"April","Hydration Packs",246.2807,"United Kingdom",487,20130409,10,"2013-Apr","Europe",4
2013,"May","Tires and Tubes",1822.4396,"United Kingdom",480,20130501,10,"2013-May","Europe",5
2013,"May","Bottles and Cages",397.8819,"United Kingdom",477,20130501,10,"2013-May","Europe",5
2013,"May","Touring Bikes",46217.2646,"United Kingdom",560,20130501,10,"2013-May","Europe",5
2013,"May","Helmets",2130.7772,"United Kingdom",214,20130501,10,"2013-May","Europe",5
2013,"May","Road Bikes",47046.7566,"United Kingdom",374,20130501,10,"2013-May","Europe",5
2013,"May","Jerseys",1476.894,"United Kingdom",228,20130501,10,"2013-May","Europe",5
2013,"May","Socks",70.3879,"United Kingdom",481,20130501,10,"2013-May","Europe",5
2013,"May","Gloves",255.6619,"United Kingdom",463,20130501,10,"2013-May","Europe",5
2013,"May","Fenders",191.2158,"United Kingdom",485,20130503,10,"2013-May","Europe",5
2013,"May","Caps",179.8803,"United Kingdom",225,20130503,10,"2013-May","Europe",5
2013,"May","Mountain Bikes",58601.4882,"United Kingdom",353,20130506,10,"2013-May","Europe",5
2013,"May","Hydration Packs",239.1937,"United Kingdom",487,20130507,10,"2013-May","Europe",5
2013,"May","Bike Stands",414.9678,"United Kingdom",486,20130508,10,"2013-May","Europe",5
2013,"May","Vests",55.242,"United Kingdom",471,20130510,10,"2013-May","Europe",5
2013,"May","Cleaners",34.5807,"United Kingdom",484,20130511,10,"2013-May","Europe",5
2013,"May","Shorts",426.2163,"United Kingdom",474,20130511,10,"2013-May","Europe",5
2013,"May","Bike Racks",313.1833,"United Kingdom",483,20130520,10,"2013-May","Europe",5
2013,"June","Mountain Bikes",101456.9243,"United Kingdom",353,20130601,10,"2013-Jun","Europe",6
2013,"June","Bottles and Cages",1049.9175,"United Kingdom",477,20130601,10,"2013-Jun","Europe",6
2013,"June","Jerseys",2594.8708,"United Kingdom",228,20130601,10,"2013-Jun","Europe",6
2013,"June","Helmets",3055.8018,"United Kingdom",214,20130601,10,"2013-Jun","Europe",6
2013,"June","Caps",312.0384,"United Kingdom",225,20130601,10,"2013-Jun","Europe",6
2013,"June","Gloves",219.364,"United Kingdom",463,20130601,10,"2013-Jun","Europe",6
2013,"June","Road Bikes",76769.3353,"United Kingdom",372,20130601,10,"2013-Jun","Europe",6
2013,"June","Tires and Tubes",2267.885,"United Kingdom",480,20130601,10,"2013-Jun","Europe",6
2013,"June","Cleaners",80.1118,"United Kingdom",484,20130602,10,"2013-Jun","Europe",6
2013,"June","Touring Bikes",52961.7664,"United Kingdom",560,20130602,10,"2013-Jun","Europe",6
2013,"June","Fenders",467.5929,"United Kingdom",485,20130603,10,"2013-Jun","Europe",6
2013,"June","Hydration Packs",430.9912,"United Kingdom",487,20130604,10,"2013-Jun","Europe",6
2013,"June","Socks",60.3945,"United Kingdom",482,20130605,10,"2013-Jun","Europe",6
2013,"June","Bike Stands",356.0523,"United Kingdom",486,20130606,10,"2013-Jun","Europe",6
2013,"June","Shorts",235.0953,"United Kingdom",475,20130608,10,"2013-Jun","Europe",6
2013,"June","Vests",284.3939,"United Kingdom",471,20130609,10,"2013-Jun","Europe",6
2013,"July","Road Bikes",43147.6597,"United Kingdom",372,20130701,10,"2013-Jul","Europe",7
2013,"July","Jerseys",1711.738,"United Kingdom",228,20130701,10,"2013-Jul","Europe",7
2013,"July","Gloves",191.7465,"United Kingdom",463,20130701,10,"2013-Jul","Europe",7
2013,"July","Fenders",248.5805,"United Kingdom",485,20130701,10,"2013-Jul","Europe",7
2013,"July","Bottles and Cages",457.8043,"United Kingdom",477,20130701,10,"2013-Jul","Europe",7
2013,"July","Tires and Tubes",1616.6521,"United Kingdom",480,20130701,10,"2013-Jul","Europe",7
2013,"July","Helmets",2009.0185,"United Kingdom",214,20130701,10,"2013-Jul","Europe",7
2013,"July","Caps",258.0891,"United Kingdom",225,20130701,10,"2013-Jul","Europe",7
2013,"July","Mountain Bikes",41663.1188,"United Kingdom",353,20130702,10,"2013-Jul","Europe",7
2013,"July","Hydration Packs",334.8712,"United Kingdom",487,20130702,10,"2013-Jul","Europe",7
2013,"July","Touring Bikes",42675.3184,"United Kingdom",561,20130703,10,"2013-Jul","Europe",7
2013,"July","Shorts",365.3283,"United Kingdom",474,20130704,10,"2013-Jul","Europe",7
2013,"July","Cleaners",27.6645,"United Kingdom",484,20130704,10,"2013-Jul","Europe",7
2013,"July","Vests",110.4841,"United Kingdom",472,20130704,10,"2013-Jul","Europe",7
2013,"July","Socks",39.1044,"United Kingdom",481,20130705,10,"2013-Jul","Europe",7
2013,"July","Bike Stands",138.3226,"United Kingdom",486,20130724,10,"2013-Jul","Europe",7
2013,"July","Bike Racks",104.3944,"United Kingdom",483,20130725,10,"2013-Jul","Europe",7
