last_discovered,device_pk,virtual_host_device_fk,chassis_u_location,chassis_device_id,chassis_device_name,vm_manager_device_fk,device_name,tags,in_service,service_level,device_type,device_subtype,virtual_subtype,device_serial,virtual_host,network_device,os_architecture,total_cpus,cores_per_cpu,threads_per_core,cpu_speed,total_cores,ram_mb,os_vendor,os_category,os_name,os_name_ver,os_version,os_version_number,os_end_of_life,os_end_of_support,hdw_end_of_life,hdw_end_of_support,manufacturer,hardware_model,asset_number,bios_version,bios_revision,bios_release_date,storage_room,building_name,room_name,row_name,rack_name,size_ru,account,customer_department,cloud_service_provider,cloud_service_name,cloud_instance_id,cloud_instance_name,cloud_instance_type,cloud_instance_status,cloud_location,cloud_notes,software_discovered,services_discovered,application_components_discovered,mounts_discovered,mount_points,parts_discovered,network_shares,local_disk_count,used_space,total_space,total_free_space,cpu_model,cpu_manufacturer,cpu_string,disk_type,parts_count,dns_records,is_blade,is_hyperthreaded,is_os_discovered,is_software_discovered,is_network_device,is_cluster,is_container,number_ip_addresses_discovered,all_ips,all_labels,line_item_cost,po_cost,first_po_date,last_po_date,all_cost_centers,all_cost_center_descriptions,Today_Date,Column,first_added,last_edited,os_name_norm,OS Group
2021-09-09 15:46:09.123,14764,,,,"",,"i-0f67fc44a1a040d2e/ubuntu-hadoop-10.10.0.17","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0f67fc44a1a040d2e","ubuntu-hadoop-10.10.0.17","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.17","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:11.686,2021-09-09 15:46:09.123,"","N/A"
2021-09-09 15:46:09.210,14765,,,,"",,"i-0c19d1ad0516b9368/win2008-iis7-10.10.0.18-.net","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c19d1ad0516b9368","win2008-iis7-10.10.0.18-.net","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.18","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:11.776,2021-09-09 15:46:09.210,"","N/A"
2021-09-09 15:46:09.290,14766,,,,"",,"i-0da591cca7db7c9f0/win2012-mssql-10.10.0.20","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0da591cca7db7c9f0","win2012-mssql-10.10.0.20","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.20","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:11.863,2021-09-09 15:46:09.290,"","N/A"
2021-09-09 15:46:09.370,14767,,,,"",,"i-072b0f438f751369b/win2003-iis6-10.10.0.19-.net","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-072b0f438f751369b","win2003-iis6-10.10.0.19-.net","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.19","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:11.953,2021-09-09 15:46:09.370,"","N/A"
2021-09-09 15:46:09.450,14768,,,,"",,"i-0e44a6c46fe10bb65/linux-sybase-10.10.0.21","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e44a6c46fe10bb65","linux-sybase-10.10.0.21","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.21","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.040,2021-09-09 15:46:09.450,"","N/A"
2021-09-09 15:46:09.533,14769,,,,"",,"i-0e800522d246a0966/linux-oracle-10.10.0.23","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e800522d246a0966","linux-oracle-10.10.0.23","t1.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.23","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.126,2021-09-09 15:46:09.533,"","N/A"
2021-09-09 15:46:09.616,14770,,,,"",,"i-0372763770a9dea21/ubuntu-coldfusion-10.10.0.22-pay","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0372763770a9dea21","ubuntu-coldfusion-10.10.0.22-pay","m3.medium","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.22","eth0",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.213,2021-09-09 15:46:09.616,"","N/A"
2021-09-09 15:46:09.703,14771,,,,"",,"i-03300ab5df9ca426b/ol7.2-10.10.0.25","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-03300ab5df9ca426b","ol7.2-10.10.0.25","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.25","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.303,2021-09-09 15:46:09.703,"","N/A"
2021-09-09 15:46:09.786,14772,,,,"",,"i-0503ae493648c1a81/ubuntu-scollector-influxdb-10.10.0.26","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0503ae493648c1a81","ubuntu-scollector-influxdb-10.10.0.26","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.26","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.390,2021-09-09 15:46:09.786,"","N/A"
2021-09-09 15:46:09.866,14773,,,,"",,"i-032f3d48c0974ac7a/ubuntu-scollector-10.10.0.27","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-032f3d48c0974ac7a","ubuntu-scollector-10.10.0.27","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.27","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.476,2021-09-09 15:46:09.866,"","N/A"
2021-09-09 15:46:09.943,14774,,,,"",,"i-0eb60663a734254ae/ubuntu-scollector-10.10.0.28","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0eb60663a734254ae","ubuntu-scollector-10.10.0.28","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.28","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.653,2021-09-09 15:46:09.943,"","N/A"
2021-09-09 15:46:10.026,14775,,,,"",,"i-048c6788ff61d5c5e/linux-websphere-10.10.0.29-pay","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-048c6788ff61d5c5e","linux-websphere-10.10.0.29-pay","t2.medium","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.29","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.743,2021-09-09 15:46:10.026,"","N/A"
2021-09-09 15:46:10.110,14776,,,,"",,"i-05cbf46c3a43408e7/ubuntu-exago-10.10.0.30","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-05cbf46c3a43408e7","ubuntu-exago-10.10.0.30","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.30","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.830,2021-09-09 15:46:10.110,"","N/A"
2021-09-09 15:46:10.193,14777,,,,"",,"i-024e30a5a1ad31359/ubuntu-proxy-10.10.0.31","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-024e30a5a1ad31359","ubuntu-proxy-10.10.0.31","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.31","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:12.916,2021-09-09 15:46:10.193,"","N/A"
2021-09-09 15:46:10.276,14778,,,,"",,"i-030f8ed9794b6b6a5/d42-11.8.1-10.10.0.33","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-030f8ed9794b6b6a5","d42-11.8.1-10.10.0.33","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.33","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.003,2021-09-09 15:46:10.276,"","N/A"
2021-09-09 15:46:10.356,14779,,,,"",,"i-07f08ce0c0eb4a0ed/d42-exago-10.10.0.32","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-07f08ce0c0eb4a0ed","d42-exago-10.10.0.32","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.32","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.093,2021-09-09 15:46:10.356,"","N/A"
2021-09-09 15:46:10.436,14780,,,,"",,"i-02df8e62f70d38500/d42-appliance-10.10.0.4","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-02df8e62f70d38500","d42-appliance-10.10.0.4","t2.xlarge","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.4","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.180,2021-09-09 15:46:10.436,"","N/A"
2021-09-09 15:46:10.516,14781,,,,"",,"i-0898c4f23a46e7e0c/d42-appliance-10.10.0.6","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0898c4f23a46e7e0c","d42-appliance-10.10.0.6","t2.xlarge","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",2,"10.10.0.6 | 10.10.125.197"," |",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.266,2021-09-09 15:46:10.516,"","N/A"
2021-09-09 15:46:10.630,14782,,,,"",,"i-0e4d6b9f332d496f4/d42-smallest-13.4.0-10.10.0.34","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e4d6b9f332d496f4","d42-smallest-13.4.0-10.10.0.34","t2.small","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.34","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.383,2021-09-09 15:46:10.630,"","N/A"
2021-09-09 15:46:10.720,14783,,,,"",,"i-06daf79fa7b17697d/d42-smallest-2-13.4.0-10.10.0.35","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-06daf79fa7b17697d","d42-smallest-2-13.4.0-10.10.0.35","t2.small","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.35","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.470,2021-09-09 15:46:10.720,"","N/A"
2021-09-09 15:46:10.886,14784,,,,"",,"i-0185522e6fe721707/centos-requiretty-10.10.0.36","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0185522e6fe721707","centos-requiretty-10.10.0.36","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.0.36","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.640,2021-09-09 15:46:10.886,"","N/A"
2021-09-09 15:46:10.963,14785,,,,"",,"i-0d1db908a42e5f3cc/d42-test","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d1db908a42e5f3cc","d42-test","t2.small","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",2,"10.10.250.155 | 34.234.7.77"," |",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.726,2021-09-09 15:46:10.963,"","N/A"
2021-09-09 15:46:11.130,14786,,,,"",,"i-0dc18f0f02cdc4e6a/d42-rc-for-vulns-testing","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0dc18f0f02cdc4e6a","d42-rc-for-vulns-testing","t2.micro","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",2,"52.205.113.123 | 10.10.250.24"," |",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:13.913,2021-09-09 15:46:11.130,"","N/A"
2021-09-09 15:46:11.213,14787,,,,"",,"i-0550b4fd1979da659/jaylo-instance-d42","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0550b4fd1979da659","jaylo-instance-d42","t2.medium","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.250.194","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:14.016,2021-09-09 15:46:11.213,"","N/A"
2021-09-09 15:46:11.296,14788,,,,"",,"i-0c0b8ef7668a2ba7f/test42.device42.net","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c0b8ef7668a2ba7f","test42.device42.net","t2.medium","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.250.157","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:14.100,2021-09-09 15:46:11.296,"","N/A"
2021-09-09 15:46:11.373,14789,,,,"",,"i-0de2239d8230ec829/accenture.device42.net - Jaylo","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0de2239d8230ec829","accenture.device42.net - Jaylo","t2.large","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.250.182","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:14.186,2021-09-09 15:46:11.373,"","N/A"
2021-09-09 15:46:11.450,14790,,,,"",,"i-04d15e172967c7478/keyauth-lab","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-04d15e172967c7478","keyauth-lab","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.116.68","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:14.273,2021-09-09 15:46:11.450,"","N/A"
2021-09-09 15:46:11.530,14791,,,,"",,"i-08e45b7ec48104ea2","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-08e45b7ec48104ea2","","t2.medium","Deleted","us-east-1a","",,,,,"",,"",,,,,"","","","",,"","No","No","No","No","No","No","No",1,"10.10.21.2","",,,,,"","",2022-07-08 00:00:00.000,,2020-06-19 16:17:14.363,2021-09-09 15:46:11.530,"","N/A"
