Date,DateKey,Year,Quarter,MonthNum,Month,FiscalYear,FiscalQuarter,FiscalMonthNum,FiscalMonth,MonthYear,MonthYearLong,MonthYearNum,WeekdayNum,Weekday,WeekdayWeekend
2015-09-21 00:00:00.000,20150921,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,2,"Mon","Weekday"
2015-09-22 00:00:00.000,20150922,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,3,"Tue","Weekday"
2015-09-23 00:00:00.000,20150923,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,4,"Wed","Weekday"
2015-09-24 00:00:00.000,20150924,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,5,"Thu","Weekday"
2015-09-25 00:00:00.000,20150925,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,6,"Fri","Weekday"
2015-09-26 00:00:00.000,20150926,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,7,"Sat","Weekend"
2015-09-27 00:00:00.000,20150927,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,1,"Sun","Weekend"
2015-11-06 00:00:00.000,20151106,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,6,"Fri","Weekday"
2015-11-07 00:00:00.000,20151107,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,7,"Sat","Weekend"
2015-11-08 00:00:00.000,20151108,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,1,"Sun","Weekend"
2015-11-09 00:00:00.000,20151109,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,2,"Mon","Weekday"
2015-11-10 00:00:00.000,20151110,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,3,"Tue","Weekday"
2015-11-11 00:00:00.000,20151111,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,4,"Wed","Weekday"
2015-11-12 00:00:00.000,20151112,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,5,"Thu","Weekday"
2015-11-13 00:00:00.000,20151113,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,6,"Fri","Weekday"
2015-11-14 00:00:00.000,20151114,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,7,"Sat","Weekend"
2015-11-15 00:00:00.000,20151115,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,1,"Sun","Weekend"
2015-11-16 00:00:00.000,20151116,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,2,"Mon","Weekday"
2015-11-17 00:00:00.000,20151117,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,3,"Tue","Weekday"
2015-11-18 00:00:00.000,20151118,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,4,"Wed","Weekday"
2015-11-19 00:00:00.000,20151119,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,5,"Thu","Weekday"
2015-11-20 00:00:00.000,20151120,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,6,"Fri","Weekday"
2015-11-21 00:00:00.000,20151121,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,7,"Sat","Weekend"
2015-11-22 00:00:00.000,20151122,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,1,"Sun","Weekend"
2015-11-23 00:00:00.000,20151123,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,2,"Mon","Weekday"
2015-11-24 00:00:00.000,20151124,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,3,"Tue","Weekday"
2015-11-25 00:00:00.000,20151125,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,4,"Wed","Weekday"
2015-11-26 00:00:00.000,20151126,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,5,"Thu","Weekday"
2015-11-27 00:00:00.000,20151127,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,6,"Fri","Weekday"
2015-11-28 00:00:00.000,20151128,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,7,"Sat","Weekend"
2015-11-29 00:00:00.000,20151129,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,1,"Sun","Weekend"
2015-11-30 00:00:00.000,20151130,2015,"Q4",11,"Nov","FY2016","FQ2",5,"Nov",2019-11-15 00:00:00.000,2015-11-01 00:00:00.000,201511,2,"Mon","Weekday"
2015-12-01 00:00:00.000,20151201,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,3,"Tue","Weekday"
2015-12-02 00:00:00.000,20151202,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,4,"Wed","Weekday"
2015-12-03 00:00:00.000,20151203,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,5,"Thu","Weekday"
2015-12-04 00:00:00.000,20151204,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,6,"Fri","Weekday"
2015-12-05 00:00:00.000,20151205,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,7,"Sat","Weekend"
2015-12-06 00:00:00.000,20151206,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,1,"Sun","Weekend"
2015-12-07 00:00:00.000,20151207,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,2,"Mon","Weekday"
2015-12-08 00:00:00.000,20151208,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,3,"Tue","Weekday"
2015-12-09 00:00:00.000,20151209,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,4,"Wed","Weekday"
2015-12-10 00:00:00.000,20151210,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,5,"Thu","Weekday"
2015-12-11 00:00:00.000,20151211,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,6,"Fri","Weekday"
2015-12-12 00:00:00.000,20151212,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,7,"Sat","Weekend"
2015-12-13 00:00:00.000,20151213,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,1,"Sun","Weekend"
2015-12-14 00:00:00.000,20151214,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,2,"Mon","Weekday"
2015-12-15 00:00:00.000,20151215,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,3,"Tue","Weekday"
2015-12-16 00:00:00.000,20151216,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,4,"Wed","Weekday"
2015-12-17 00:00:00.000,20151217,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,5,"Thu","Weekday"
2015-12-18 00:00:00.000,20151218,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,6,"Fri","Weekday"
2015-12-19 00:00:00.000,20151219,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,7,"Sat","Weekend"
2015-12-20 00:00:00.000,20151220,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,1,"Sun","Weekend"
2015-12-21 00:00:00.000,20151221,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,2,"Mon","Weekday"
2015-12-22 00:00:00.000,20151222,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,3,"Tue","Weekday"
2015-12-23 00:00:00.000,20151223,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,4,"Wed","Weekday"
2015-12-24 00:00:00.000,20151224,2015,"Q4",12,"Dec","FY2016","FQ2",6,"Dec",2019-12-15 00:00:00.000,2015-12-01 00:00:00.000,201512,5,"Thu","Weekday"
2015-07-31 00:00:00.000,20150731,2015,"Q3",7,"Jul","FY2016","FQ1",1,"Jul",2019-07-15 00:00:00.000,2015-07-01 00:00:00.000,201507,6,"Fri","Weekday"
2015-08-01 00:00:00.000,20150801,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,7,"Sat","Weekend"
2015-08-02 00:00:00.000,20150802,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,1,"Sun","Weekend"
2015-08-03 00:00:00.000,20150803,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,2,"Mon","Weekday"
2015-08-04 00:00:00.000,20150804,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,3,"Tue","Weekday"
2015-08-05 00:00:00.000,20150805,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,4,"Wed","Weekday"
2015-08-06 00:00:00.000,20150806,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,5,"Thu","Weekday"
2015-08-07 00:00:00.000,20150807,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,6,"Fri","Weekday"
2015-08-08 00:00:00.000,20150808,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,7,"Sat","Weekend"
2015-08-09 00:00:00.000,20150809,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,1,"Sun","Weekend"
2015-08-10 00:00:00.000,20150810,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,2,"Mon","Weekday"
2015-08-11 00:00:00.000,20150811,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,3,"Tue","Weekday"
2015-08-12 00:00:00.000,20150812,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,4,"Wed","Weekday"
2015-08-13 00:00:00.000,20150813,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,5,"Thu","Weekday"
2015-08-14 00:00:00.000,20150814,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,6,"Fri","Weekday"
2015-08-15 00:00:00.000,20150815,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,7,"Sat","Weekend"
2015-08-16 00:00:00.000,20150816,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,1,"Sun","Weekend"
2015-08-17 00:00:00.000,20150817,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,2,"Mon","Weekday"
2015-08-18 00:00:00.000,20150818,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,3,"Tue","Weekday"
2015-08-19 00:00:00.000,20150819,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,4,"Wed","Weekday"
2015-08-20 00:00:00.000,20150820,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,5,"Thu","Weekday"
2015-08-21 00:00:00.000,20150821,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,6,"Fri","Weekday"
2015-08-22 00:00:00.000,20150822,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,7,"Sat","Weekend"
2015-08-23 00:00:00.000,20150823,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,1,"Sun","Weekend"
2015-08-24 00:00:00.000,20150824,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,2,"Mon","Weekday"
2015-08-25 00:00:00.000,20150825,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,3,"Tue","Weekday"
2015-08-26 00:00:00.000,20150826,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,4,"Wed","Weekday"
2015-08-27 00:00:00.000,20150827,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,5,"Thu","Weekday"
2015-08-28 00:00:00.000,20150828,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,6,"Fri","Weekday"
2015-08-29 00:00:00.000,20150829,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,7,"Sat","Weekend"
2015-08-30 00:00:00.000,20150830,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,1,"Sun","Weekend"
2015-08-31 00:00:00.000,20150831,2015,"Q3",8,"Aug","FY2016","FQ1",2,"Aug",2019-08-15 00:00:00.000,2015-08-01 00:00:00.000,201508,2,"Mon","Weekday"
2015-09-01 00:00:00.000,20150901,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,3,"Tue","Weekday"
2015-09-02 00:00:00.000,20150902,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,4,"Wed","Weekday"
2015-09-03 00:00:00.000,20150903,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,5,"Thu","Weekday"
2015-09-04 00:00:00.000,20150904,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,6,"Fri","Weekday"
2015-09-05 00:00:00.000,20150905,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,7,"Sat","Weekend"
2015-09-06 00:00:00.000,20150906,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,1,"Sun","Weekend"
2015-09-07 00:00:00.000,20150907,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,2,"Mon","Weekday"
2015-09-08 00:00:00.000,20150908,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,3,"Tue","Weekday"
2015-09-09 00:00:00.000,20150909,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,4,"Wed","Weekday"
2015-09-10 00:00:00.000,20150910,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,5,"Thu","Weekday"
2015-09-11 00:00:00.000,20150911,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,6,"Fri","Weekday"
2015-09-12 00:00:00.000,20150912,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,7,"Sat","Weekend"
2015-09-13 00:00:00.000,20150913,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,1,"Sun","Weekend"
2015-09-14 00:00:00.000,20150914,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,2,"Mon","Weekday"
2015-09-15 00:00:00.000,20150915,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,3,"Tue","Weekday"
2015-09-16 00:00:00.000,20150916,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,4,"Wed","Weekday"
2015-09-17 00:00:00.000,20150917,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,5,"Thu","Weekday"
2015-09-28 00:00:00.000,20150928,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,2,"Mon","Weekday"
2015-09-29 00:00:00.000,20150929,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,3,"Tue","Weekday"
2015-09-30 00:00:00.000,20150930,2015,"Q3",9,"Sep","FY2016","FQ1",3,"Sep",2019-09-15 00:00:00.000,2015-09-01 00:00:00.000,201509,4,"Wed","Weekday"
2015-10-01 00:00:00.000,20151001,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,5,"Thu","Weekday"
2015-10-02 00:00:00.000,20151002,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,6,"Fri","Weekday"
2015-10-03 00:00:00.000,20151003,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,7,"Sat","Weekend"
2015-10-04 00:00:00.000,20151004,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,1,"Sun","Weekend"
2015-10-05 00:00:00.000,20151005,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,2,"Mon","Weekday"
2015-10-06 00:00:00.000,20151006,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,3,"Tue","Weekday"
2015-10-07 00:00:00.000,20151007,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,4,"Wed","Weekday"
2015-10-08 00:00:00.000,20151008,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,5,"Thu","Weekday"
2015-10-09 00:00:00.000,20151009,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,6,"Fri","Weekday"
2015-10-10 00:00:00.000,20151010,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,7,"Sat","Weekend"
2015-10-11 00:00:00.000,20151011,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,1,"Sun","Weekend"
2015-10-12 00:00:00.000,20151012,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,2,"Mon","Weekday"
2015-10-13 00:00:00.000,20151013,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,3,"Tue","Weekday"
2015-10-14 00:00:00.000,20151014,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,4,"Wed","Weekday"
2015-10-15 00:00:00.000,20151015,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,5,"Thu","Weekday"
2015-10-16 00:00:00.000,20151016,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,6,"Fri","Weekday"
2015-10-17 00:00:00.000,20151017,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,7,"Sat","Weekend"
2015-10-18 00:00:00.000,20151018,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,1,"Sun","Weekend"
2015-10-19 00:00:00.000,20151019,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,2,"Mon","Weekday"
2015-10-20 00:00:00.000,20151020,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,3,"Tue","Weekday"
2015-10-21 00:00:00.000,20151021,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,4,"Wed","Weekday"
2015-10-22 00:00:00.000,20151022,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,5,"Thu","Weekday"
2015-10-23 00:00:00.000,20151023,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,6,"Fri","Weekday"
2015-10-24 00:00:00.000,20151024,2015,"Q4",10,"Oct","FY2016","FQ2",4,"Oct",2019-10-15 00:00:00.000,2015-10-01 00:00:00.000,201510,7,"Sat","Weekend"
