device_fk,sensor_type_id,sensor_type,sensor,metric_id,metric,measure_type_id,measure_type,value,timeperiod_id,timeperiod,window,start_time,end_time,last_updated,percent_value,base_value
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",14,2021-10-29 07:00:00.000,2021-10-30 07:00:00.000,2021-11-12 08:48:11.450,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",15,2021-10-28 07:00:00.000,2021-10-29 07:00:00.000,2021-11-12 08:48:11.443,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",16,2021-10-27 07:00:00.000,2021-10-28 07:00:00.000,2021-11-12 08:48:11.436,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",17,2021-10-26 07:00:00.000,2021-10-27 07:00:00.000,2021-11-12 08:48:11.430,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",18,2021-10-25 07:00:00.000,2021-10-26 07:00:00.000,2021-11-12 08:48:11.423,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",19,2021-10-24 07:00:00.000,2021-10-25 07:00:00.000,2021-11-12 08:48:11.416,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",20,2021-10-23 07:00:00.000,2021-10-24 07:00:00.000,2021-11-12 08:48:11.410,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",21,2021-10-22 07:00:00.000,2021-10-23 07:00:00.000,2021-11-12 08:48:11.406,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",22,2021-10-21 07:00:00.000,2021-10-22 07:00:00.000,2021-11-12 08:48:11.396,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",23,2021-10-20 07:00:00.000,2021-10-21 07:00:00.000,2021-11-12 08:48:11.390,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",24,2021-10-19 07:00:00.000,2021-10-20 07:00:00.000,2021-11-12 08:48:11.383,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",25,2021-10-18 07:00:00.000,2021-10-19 07:00:00.000,2021-11-12 08:48:11.376,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",26,2021-10-17 07:00:00.000,2021-10-18 07:00:00.000,2021-11-12 08:48:11.373,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",27,2021-10-16 07:00:00.000,2021-10-17 07:00:00.000,2021-11-12 08:48:11.366,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",28,2021-10-15 07:00:00.000,2021-10-16 07:00:00.000,2021-11-12 08:48:11.360,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",29,2021-10-14 07:00:00.000,2021-10-15 07:00:00.000,2021-11-12 08:48:11.353,0,2
4681,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",30,2021-10-13 07:00:00.000,2021-10-14 07:00:00.000,2021-11-12 08:48:11.343,0,2
6170,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",1,2021-09-01 06:00:00.000,2021-09-02 06:00:00.000,2021-10-01 07:45:22.886,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",1,2021-11-11 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:47:44.956,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",2,2021-11-10 07:00:00.000,2021-11-11 07:00:00.000,2021-11-12 08:47:44.950,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",3,2021-11-09 07:00:00.000,2021-11-10 07:00:00.000,2021-11-12 08:47:44.943,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",4,2021-11-08 07:00:00.000,2021-11-09 07:00:00.000,2021-11-12 08:47:44.936,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",5,2021-11-07 07:00:00.000,2021-11-08 07:00:00.000,2021-11-12 08:47:44.930,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",6,2021-11-06 07:00:00.000,2021-11-07 07:00:00.000,2021-11-12 08:47:44.923,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",7,2021-11-05 07:00:00.000,2021-11-06 07:00:00.000,2021-11-12 08:47:44.916,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",8,2021-11-04 07:00:00.000,2021-11-05 07:00:00.000,2021-11-12 08:47:44.910,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",9,2021-11-03 07:00:00.000,2021-11-04 07:00:00.000,2021-11-12 08:47:44.903,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",10,2021-11-02 07:00:00.000,2021-11-03 07:00:00.000,2021-11-12 08:47:44.896,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",11,2021-11-01 07:00:00.000,2021-11-02 07:00:00.000,2021-11-12 08:47:44.890,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",12,2021-10-31 07:00:00.000,2021-11-01 07:00:00.000,2021-11-12 08:47:44.883,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",13,2021-10-30 07:00:00.000,2021-10-31 07:00:00.000,2021-11-12 08:47:44.876,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",14,2021-10-29 07:00:00.000,2021-10-30 07:00:00.000,2021-11-12 08:47:44.870,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",15,2021-10-28 07:00:00.000,2021-10-29 07:00:00.000,2021-11-12 08:47:44.863,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",16,2021-10-27 07:00:00.000,2021-10-28 07:00:00.000,2021-11-12 08:47:44.856,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",17,2021-10-26 07:00:00.000,2021-10-27 07:00:00.000,2021-11-12 08:47:44.850,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",18,2021-10-25 07:00:00.000,2021-10-26 07:00:00.000,2021-11-12 08:47:44.843,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",19,2021-10-24 07:00:00.000,2021-10-25 07:00:00.000,2021-11-12 08:47:44.836,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",20,2021-10-23 07:00:00.000,2021-10-24 07:00:00.000,2021-11-12 08:47:44.833,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",21,2021-10-22 07:00:00.000,2021-10-23 07:00:00.000,2021-11-12 08:47:44.826,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",22,2021-10-21 07:00:00.000,2021-10-22 07:00:00.000,2021-11-12 08:47:44.820,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",23,2021-10-20 07:00:00.000,2021-10-21 07:00:00.000,2021-11-12 08:47:44.813,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",24,2021-10-19 07:00:00.000,2021-10-20 07:00:00.000,2021-11-12 08:47:44.806,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",25,2021-10-18 07:00:00.000,2021-10-19 07:00:00.000,2021-11-12 08:47:44.800,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",26,2021-10-17 07:00:00.000,2021-10-18 07:00:00.000,2021-11-12 08:47:44.793,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",27,2021-10-16 07:00:00.000,2021-10-17 07:00:00.000,2021-11-12 08:47:44.786,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",28,2021-10-15 07:00:00.000,2021-10-16 07:00:00.000,2021-11-12 08:47:44.780,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",29,2021-10-14 07:00:00.000,2021-10-15 07:00:00.000,2021-11-12 08:47:44.773,0,2
10403,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",30,2021-10-13 07:00:00.000,2021-10-14 07:00:00.000,2021-11-12 08:47:44.766,0,2
11982,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",8,2021-11-04 02:00:00.000,2021-11-05 02:00:00.000,2021-11-12 01:59:44.476,0,2
11982,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",9,2021-11-03 02:00:00.000,2021-11-04 02:00:00.000,2021-11-12 01:59:44.470,0,2
11982,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",10,2021-11-02 02:00:00.000,2021-11-03 02:00:00.000,2021-11-12 01:59:44.463,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",1,2021-11-11 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 01:59:44.400,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",2,2021-11-10 02:00:00.000,2021-11-11 02:00:00.000,2021-11-12 01:59:44.393,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",3,2021-11-09 02:00:00.000,2021-11-10 02:00:00.000,2021-11-12 01:59:44.383,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",4,2021-11-08 02:00:00.000,2021-11-09 02:00:00.000,2021-11-12 01:59:44.380,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",5,2021-11-07 02:00:00.000,2021-11-08 02:00:00.000,2021-11-12 01:59:44.373,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",6,2021-11-06 02:00:00.000,2021-11-07 02:00:00.000,2021-11-12 01:59:44.366,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",7,2021-11-05 02:00:00.000,2021-11-06 02:00:00.000,2021-11-12 01:59:44.360,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",8,2021-11-04 02:00:00.000,2021-11-05 02:00:00.000,2021-11-12 01:59:44.353,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",9,2021-11-03 02:00:00.000,2021-11-04 02:00:00.000,2021-11-12 01:59:44.346,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",10,2021-11-02 02:00:00.000,2021-11-03 02:00:00.000,2021-11-12 01:59:44.340,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",11,2021-11-01 02:00:00.000,2021-11-02 02:00:00.000,2021-11-12 01:59:44.333,0,2
11988,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",12,2021-10-31 02:00:00.000,2021-11-01 02:00:00.000,2021-11-12 01:59:44.326,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",1,2021-11-11 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 01:59:44.763,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",2,2021-11-10 02:00:00.000,2021-11-11 02:00:00.000,2021-11-12 01:59:44.756,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",3,2021-11-09 02:00:00.000,2021-11-10 02:00:00.000,2021-11-12 01:59:44.753,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",4,2021-11-08 02:00:00.000,2021-11-09 02:00:00.000,2021-11-12 01:59:44.743,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",5,2021-11-07 02:00:00.000,2021-11-08 02:00:00.000,2021-11-12 01:59:44.740,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",6,2021-11-06 02:00:00.000,2021-11-07 02:00:00.000,2021-11-12 01:59:44.733,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",7,2021-11-05 02:00:00.000,2021-11-06 02:00:00.000,2021-11-12 01:59:44.726,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",8,2021-11-04 02:00:00.000,2021-11-05 02:00:00.000,2021-11-12 01:59:44.720,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",9,2021-11-03 02:00:00.000,2021-11-04 02:00:00.000,2021-11-12 01:59:44.713,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",10,2021-11-02 02:00:00.000,2021-11-03 02:00:00.000,2021-11-12 01:59:44.706,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",11,2021-11-01 02:00:00.000,2021-11-02 02:00:00.000,2021-11-12 01:59:44.700,0,2
11997,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",12,2021-10-31 02:00:00.000,2021-11-01 02:00:00.000,2021-11-12 01:59:44.693,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",1,2021-11-11 07:00:00.000,2021-11-12 07:00:00.000,2021-11-12 08:47:49.170,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",2,2021-11-10 07:00:00.000,2021-11-11 07:00:00.000,2021-11-12 08:47:49.163,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",3,2021-11-09 07:00:00.000,2021-11-10 07:00:00.000,2021-11-12 08:47:49.156,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",4,2021-11-08 07:00:00.000,2021-11-09 07:00:00.000,2021-11-12 08:47:49.150,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",5,2021-11-07 07:00:00.000,2021-11-08 07:00:00.000,2021-11-12 08:47:49.143,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",6,2021-11-06 07:00:00.000,2021-11-07 07:00:00.000,2021-11-12 08:47:49.136,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",7,2021-11-05 07:00:00.000,2021-11-06 07:00:00.000,2021-11-12 08:47:49.130,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",8,2021-11-04 07:00:00.000,2021-11-05 07:00:00.000,2021-11-12 08:47:49.123,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",9,2021-11-03 07:00:00.000,2021-11-04 07:00:00.000,2021-11-12 08:47:49.116,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",10,2021-11-02 07:00:00.000,2021-11-03 07:00:00.000,2021-11-12 08:47:49.110,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",11,2021-11-01 07:00:00.000,2021-11-02 07:00:00.000,2021-11-12 08:47:49.103,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",12,2021-10-31 07:00:00.000,2021-11-01 07:00:00.000,2021-11-12 08:47:49.096,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",13,2021-10-30 07:00:00.000,2021-10-31 07:00:00.000,2021-11-12 08:47:49.090,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",14,2021-10-29 07:00:00.000,2021-10-30 07:00:00.000,2021-11-12 08:47:49.083,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",15,2021-10-28 07:00:00.000,2021-10-29 07:00:00.000,2021-11-12 08:47:49.076,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",16,2021-10-27 07:00:00.000,2021-10-28 07:00:00.000,2021-11-12 08:47:49.070,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",17,2021-10-26 07:00:00.000,2021-10-27 07:00:00.000,2021-11-12 08:47:49.063,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",18,2021-10-25 07:00:00.000,2021-10-26 07:00:00.000,2021-11-12 08:47:49.056,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",19,2021-10-24 07:00:00.000,2021-10-25 07:00:00.000,2021-11-12 08:47:49.050,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",20,2021-10-23 07:00:00.000,2021-10-24 07:00:00.000,2021-11-12 08:47:49.043,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",21,2021-10-22 07:00:00.000,2021-10-23 07:00:00.000,2021-11-12 08:47:49.036,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",22,2021-10-21 07:00:00.000,2021-10-22 07:00:00.000,2021-11-12 08:47:49.030,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",23,2021-10-20 07:00:00.000,2021-10-21 07:00:00.000,2021-11-12 08:47:49.023,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",24,2021-10-19 07:00:00.000,2021-10-20 07:00:00.000,2021-11-12 08:47:49.016,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",25,2021-10-18 07:00:00.000,2021-10-19 07:00:00.000,2021-11-12 08:47:49.013,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",26,2021-10-17 07:00:00.000,2021-10-18 07:00:00.000,2021-11-12 08:47:49.003,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",27,2021-10-16 07:00:00.000,2021-10-17 07:00:00.000,2021-11-12 08:47:48.996,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",28,2021-10-15 07:00:00.000,2021-10-16 07:00:00.000,2021-11-12 08:47:48.993,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",29,2021-10-14 07:00:00.000,2021-10-15 07:00:00.000,2021-11-12 08:47:48.986,0,2
12134,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",30,2021-10-13 07:00:00.000,2021-10-14 07:00:00.000,2021-11-12 08:47:48.976,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",1,2021-11-11 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 01:59:44.883,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",2,2021-11-10 02:00:00.000,2021-11-11 02:00:00.000,2021-11-12 01:59:44.876,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",3,2021-11-09 02:00:00.000,2021-11-10 02:00:00.000,2021-11-12 01:59:44.870,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",4,2021-11-08 02:00:00.000,2021-11-09 02:00:00.000,2021-11-12 01:59:44.866,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",5,2021-11-07 02:00:00.000,2021-11-08 02:00:00.000,2021-11-12 01:59:44.860,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",6,2021-11-06 02:00:00.000,2021-11-07 02:00:00.000,2021-11-12 01:59:44.853,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",7,2021-11-05 02:00:00.000,2021-11-06 02:00:00.000,2021-11-12 01:59:44.846,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",8,2021-11-04 02:00:00.000,2021-11-05 02:00:00.000,2021-11-12 01:59:44.840,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",9,2021-11-03 02:00:00.000,2021-11-04 02:00:00.000,2021-11-12 01:59:44.833,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",10,2021-11-02 02:00:00.000,2021-11-03 02:00:00.000,2021-11-12 01:59:44.826,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",11,2021-11-01 02:00:00.000,2021-11-02 02:00:00.000,2021-11-12 01:59:44.820,0,2
13265,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",12,2021-10-31 02:00:00.000,2021-11-01 02:00:00.000,2021-11-12 01:59:44.813,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",1,2021-11-11 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 01:59:45.120,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",2,2021-11-10 02:00:00.000,2021-11-11 02:00:00.000,2021-11-12 01:59:45.113,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",3,2021-11-09 02:00:00.000,2021-11-10 02:00:00.000,2021-11-12 01:59:45.106,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",4,2021-11-08 02:00:00.000,2021-11-09 02:00:00.000,2021-11-12 01:59:45.100,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",5,2021-11-07 02:00:00.000,2021-11-08 02:00:00.000,2021-11-12 01:59:45.093,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",6,2021-11-06 02:00:00.000,2021-11-07 02:00:00.000,2021-11-12 01:59:45.086,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",7,2021-11-05 02:00:00.000,2021-11-06 02:00:00.000,2021-11-12 01:59:45.080,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",8,2021-11-04 02:00:00.000,2021-11-05 02:00:00.000,2021-11-12 01:59:45.076,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",9,2021-11-03 02:00:00.000,2021-11-04 02:00:00.000,2021-11-12 01:59:45.070,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",10,2021-11-02 02:00:00.000,2021-11-03 02:00:00.000,2021-11-12 01:59:45.063,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",11,2021-11-01 02:00:00.000,2021-11-02 02:00:00.000,2021-11-12 01:59:45.056,0,2
13275,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",12,2021-10-31 02:00:00.000,2021-11-01 02:00:00.000,2021-11-12 01:59:45.050,0,2
13278,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",1,2021-11-11 02:00:00.000,2021-11-12 02:00:00.000,2021-11-12 01:59:45.476,0,2
13278,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",2,2021-11-10 02:00:00.000,2021-11-11 02:00:00.000,2021-11-12 01:59:45.473,0,2
13278,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",3,2021-11-09 02:00:00.000,2021-11-10 02:00:00.000,2021-11-12 01:59:45.466,0,2
13278,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",4,2021-11-08 02:00:00.000,2021-11-09 02:00:00.000,2021-11-12 01:59:45.460,0,2
13278,1,"CPU","cpu",2,"MIN",1,"CPU_LOAD",0,1,"1 Day",5,2021-11-07 02:00:00.000,2021-11-08 02:00:00.000,2021-11-12 01:59:45.453,0,2
